Name,Count_pre,Count_2,Count_4,Count_6,Count_8,Count_10,Mean_pre,Mean_2,Mean_4,Mean_6,Mean_8,Mean_10,Fold_change_pre_vs_2,Fold_change_pre_vs_4,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_2_vs_4,Fold_change_2_vs_6,Fold_change_2_vs_8,Fold_change_2_vs_10,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_8_vs_10,P_value_A_pre_vs_2,P_value_A_pre_vs_4,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_2_vs_4,P_value_A_2_vs_6,P_value_A_2_vs_8,P_value_A_2_vs_10,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_8_vs_10,Flag_A_pre_vs_2,Flag_A_pre_vs_4,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_2_vs_4,Flag_A_2_vs_6,Flag_A_2_vs_8,Flag_A_2_vs_10,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_8_vs_10
DL-Glutamic acid,6,6,6,5,5,6,24.8954340008107,23.7412056760091,24.806530894518,24.2501059379073,24.404678711661,24.8320775189623,1.15422832480165,0.0889031062927437,0.645328062903417,0.490755289149767,0.0633564818483805,-1.0653252185089,-0.50890026189823,-0.663473035651879,-1.09087184295327,0.556424956610673,0.401852182857024,-0.0255466244443632,-0.15457277375365,-0.581971581055036,-0.427398807301387,0.00144698339699633,0.78752729231959,0.0700819534444587,0.163150458055593,0.84763506877057,0.00291816757337395,0.148669865358345,0.0629864407491146,0.00238956880042271,0.115609257837383,0.250770587042764,0.938229633482813,0.66912135781863,0.100514730205928,0.222611862172638,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
DL-Valine,6,6,6,5,5,6,23.5773892147632,23.3597672082121,23.6500196694897,23.0106823523284,22.6333393927344,22.3886347960123,0.217622006551096,-0.0726304547264434,0.566706862434788,0.944049822028809,1.18875441875097,-0.290252461277539,0.349084855883692,0.726427815477713,0.971132412199879,0.639337317161232,1.01668027675525,1.26138487347742,0.377342959594021,0.622047556316186,0.244704596722165,0.654986940496711,0.881259515652003,0.271622931767971,0.0722365630335202,0.0199959664940405,0.551748267622175,0.49537909299045,0.161653336260356,0.0535351455148776,0.216236336868726,0.0539429075998501,0.0141102010221583,0.480571950256145,0.22857757450768,0.631979960909125,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
gamma-Linolenic Acid,6,6,6,5,5,6,24.8700063723839,24.6569202474751,24.6157879852954,24.0553617785735,24.1839983036643,24.5983241536934,0.213086124908827,0.254218387088514,0.81464459381047,0.686008068719609,0.271682218690565,0.041132262179687,0.601558468901644,0.472921943810782,0.0585960937817376,0.560426206721957,0.431789681631095,0.0174638316020506,-0.128636525090862,-0.542962375119906,-0.414325850029044,0.52964278630975,0.454005466270437,0.0278502433489782,0.0607966393963135,0.423932350443457,0.903097550362579,0.097734583425306,0.188836351001421,0.862323373065316,0.121708377303004,0.229046853640514,0.958769561441006,0.72840411544277,0.133262309566007,0.247946897407852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Myristyl sulfate,6,6,6,5,5,6,28.252969979589,28.0988355837973,26.6892010990483,28.1033788368703,27.2597741286925,27.7841407234861,0.154134395791626,1.56376888054069,0.149591142718631,0.993195850896463,0.468829256102801,1.40963448474907,-0.00454325307299541,0.839061455104837,0.314694860311175,-1.41417773782206,-0.57057302964423,-1.09493962443789,0.843604708177832,0.31923811338417,-0.524366594793662,0.87045979708926,0.106121352212563,0.880048636690257,0.320613241530931,0.620571613240315,0.143488656692701,0.996342366936565,0.400237478105202,0.739365265846224,0.161036525449048,0.565971216825887,0.252213403360117,0.417868894964805,0.747595375950296,0.597669097499171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Methyl-D-Aspartic acid,6,6,6,5,5,6,24.8469769972627,23.9845920280673,24.757694297442,24.2901707083634,24.4322054083605,24.6180204670367,0.86238496919545,0.0892826998206999,0.556806288899349,0.414771588902216,0.228956530226043,-0.77310226937475,-0.305578680296101,-0.447613380293234,-0.633428438969407,0.467523589078649,0.325488889081516,0.139673830405343,-0.142034699997133,-0.327849758673306,-0.185815058676173,0.00676663528715605,0.764307861870116,0.0825968740172681,0.190678119869746,0.44401816539468,0.0139893302773782,0.331607205693068,0.158931427082246,0.0405111424229177,0.141834819712426,0.301618884208991,0.639426483296625,0.663541300480652,0.298193177720926,0.552814035286388,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
Pantothenicacid (VitaminB5),6,6,6,5,5,6,24.9619413634342,24.6007611546476,24.5290447907301,24.4908172505807,24.5263064254634,24.1851481984586,0.3611802087866,0.432896572704056,0.471124112853445,0.435634937970807,0.776793164975579,0.0717163639174565,0.109943904066846,0.0744547291842075,0.41561295618898,0.0382275401493892,0.00273836526675098,0.343896592271523,-0.0354891748826383,0.305669052122134,0.341158227004772,0.272927272116214,0.190893072421727,0.175219918619607,0.208942504825372,0.0230173042190583,0.825880520020817,0.747910950355924,0.827615192096001,0.208674875354799,0.910949293295393,0.993607049195321,0.296054535981251,0.920811384551887,0.374537835311615,0.322472973321321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Retinoic acid,6,6,6,5,5,6,21.0571890638043,21.0129042292723,20.3997230701773,20.2514441320722,20.4953135100663,20.3420912992593,0.0442848345320144,0.657465993627003,0.805744931732111,0.561875553737995,0.715097764544954,0.613181159094989,0.761460097200096,0.51759071920598,0.670812930012939,0.148278938105108,-0.0955904398890084,0.0576317709179506,-0.243869377994116,-0.0906471671871572,0.153222210806959,0.932349894631121,0.213953334121428,0.148468852257061,0.308975320309157,0.177553480031247,0.24558507092041,0.171234255489165,0.347983690946721,0.205053972454472,0.786511860491062,0.861338054768602,0.912038118052038,0.670061143551157,0.868437932727151,0.779585244296767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salicylic acid,6,6,6,5,5,6,22.8044748723535,22.2233029270414,22.1976321997925,22.0961634572218,22.2912959712023,22.1038549896776,0.581171945312111,0.60684267256098,0.708311415131629,0.513178901151218,0.700619882675916,0.025670727248869,0.127139469819518,-0.0679930441608931,0.119447937363805,0.101468742570649,-0.0936637714097621,0.0937772101149363,-0.195132513980411,-0.00769153245571275,0.187440981524698,0.0195165414885572,0.0151585512676083,0.00755353818162063,0.0461951032542819,0.00579907653804968,0.913627591530826,0.609327544138561,0.784270464373206,0.614552190484058,0.683126289331931,0.706258319094914,0.692320510107828,0.453919315848928,0.975278359885097,0.452447781993873,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Similarity to 5-hydroxy-3-(hydroxymethyl)-6-isopropyl-2-oxocyclohex-3-en-1-yl 3-methylbutanoate,6,6,6,5,5,6,29.477776225526,29.379943293879,28.5981784329421,30.0163406968689,28.8411262644594,29.1936139409746,0.0978329316469839,0.879597792583876,-0.53856447134293,0.636649961066606,0.284162284551407,0.781764860936892,-0.636397402989914,0.538817029419622,0.186329352904423,-1.41816226392681,-0.24294783151727,-0.59543550803247,1.17521443240954,0.822726755894337,-0.352487676515199,0.888295106936222,0.21299105618577,0.463078775773236,0.386620347729854,0.683684829680458,0.266958860475984,0.386806221859032,0.462871081872359,0.789166253443688,0.0601267539892791,0.739661276410687,0.395628828512958,0.131327955861126,0.265362106622207,0.630091226838764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar -Disacharides,6,6,6,5,5,6,26.4068581541739,26.6152822331679,26.5052292992854,26.3408592582164,26.1355909070017,26.2703185610486,-0.208424078994014,-0.0983711451114928,0.0659988959575237,0.271267247172158,0.136539593125338,0.110052933882521,0.274422974951538,0.479691326166172,0.344963672119352,0.164370041069017,0.369638392283651,0.234910738236831,0.205268351214634,0.0705406971678144,-0.13472765404682,0.397667802842524,0.688265437818536,0.797276775946643,0.295574880094477,0.578120315536893,0.653655007467359,0.290102894623816,0.0698665012611815,0.166175792070378,0.523625822136443,0.157496881615808,0.34128570224496,0.446448275960455,0.783679842383027,0.600707919350529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugars-Alcohol-Hexoses,6,6,6,5,5,6,27.5670043186776,27.160567849875,26.7657452684487,26.7436880697797,26.576097854253,27.4171702887753,0.406436468802646,0.801259050228943,0.823316248897942,0.990906464424658,0.149834029902362,0.394822581426297,0.416879780095297,0.584469995622012,-0.256602438900284,0.0220571986689997,0.189647414195715,-0.651425020326581,0.167590215526715,-0.673482218995581,-0.841072434522296,0.100982699669866,0.00236210647935879,0.00280974967776474,0.000490238794870662,0.536884230637963,0.110630370419315,0.10835822401485,0.0275206731283332,0.293424543594339,0.930694417653606,0.45682852612977,0.0111344109465093,0.528407347048518,0.0122066594041943,0.00234516661967918,0,1,1,1,0,0,0,1,0,0,0,-1,0,-1,-1
Sugars-Disaccharides,6,6,6,5,5,6,22.904931365581,23.2588259132112,24.2325071060739,22.8996934952951,23.443406314466,23.9455653939795,-0.353894547630198,-1.32757574049298,0.00523787028591371,-0.538474948885,-1.04063402839858,-0.973681192862784,0.359132417916111,-0.184580401254802,-0.686739480768381,1.3328136107789,0.789100791607982,0.286941712094404,-0.543712819170914,-1.04587189868449,-0.502159079513579,0.546899613580344,0.0299174499317815,0.993194771100331,0.383853062505042,0.0837531117437885,0.104513269002639,0.559892810912733,0.763933199976312,0.246614709276799,0.037034469842008,0.205397090616434,0.62484731691877,0.399658695287629,0.0967754593883014,0.416326365731049,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sugars-Monosaccharides-Hexoses1,6,6,6,5,5,6,22.8513330973216,22.7374100609451,23.0977306767872,22.9094413268727,22.6758447022508,22.9376955014392,0.113923036376484,-0.246397579465579,-0.0581082295511308,0.175488395070751,-0.0863624041176436,-0.360320615842063,-0.172031265927615,0.061565358694267,-0.200285440494127,0.188289349914449,0.42188597453633,0.160035175347936,0.233596624621882,-0.0282541745665128,-0.261850799188394,0.498118129789206,0.148839144009465,0.741012695730689,0.322037170962054,0.606924315028173,0.0385696056566333,0.331496253748652,0.726238213375269,0.237640381986991,0.288640319153246,0.0220829085504369,0.343197802385978,0.209395903559396,0.872229002652386,0.143722294235968,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0
