Name,Count_-6,Count_-2,Mean_-6,Mean_-2,Fold_change_-6_vs_-2,P_value_A_-6_vs_-2,Flag_A_-6_vs_-2
Unknown 075,16,16,27.6206315302685,27.854251857161,-0.233620326892446,0.277955320327957,0
Unknown 076,16,16,17.5600928678633,17.8281894376858,-0.268096569822493,0.76905138527959,0
Unknown 077,16,16,26.5869536609665,26.5092980386885,0.0776556222779661,0.74011586968394,0
Unknown 078,16,16,25.360410040995,24.6516801292684,0.708729911726614,0.162975229097294,0
Unknown 079,16,16,25.5051829166178,25.0298029213295,0.475379995288261,0.419244511103238,0
Unknown 080,16,16,19.9919377614543,18.6551447361934,1.33679302526087,0.117335429946563,0
Unknown 081,16,16,19.9720100018358,19.1189296788345,0.853080323001382,0.435310997074792,0
Unknown 082,16,16,21.6204739056499,21.1906353025484,0.429838603101526,0.112925477517322,0
Unknown 083,16,16,20.4195804570813,19.8628981124027,0.556682344678663,0.621125099366844,0
Unknown 084,16,16,17.5037697891015,17.7133858066287,-0.209616017527175,0.855527648291198,0
Unknown 085,16,16,19.2118787631131,19.6425797357231,-0.430700972609969,0.748317235590398,0
Unknown 086,16,16,24.9044475102364,24.3290276625005,0.575419847735866,0.460993774912534,0
Unknown 087,16,16,22.408169691771,23.1989705880477,-0.790800896276703,0.243194027066203,0
Unknown 088,16,16,23.0569771099165,21.7792999379028,1.27767717201368,0.067675579801266,0
Unknown 089,16,16,25.5120385070772,25.7156526255697,-0.203614118492446,0.521656825394386,0
Unknown 090,16,16,18.9175152903217,18.9413007715572,-0.0237854812354392,0.983367321221329,0
Unknown 091,16,16,29.7360146579516,29.567286978691,0.168727679260559,0.285652191189466,0
Unknown 092,16,16,19.673398665869,19.9458533677118,-0.272454701842893,0.769603206695548,0
Unknown 093,16,16,19.2189110110336,19.4529799652919,-0.234068954258323,0.81804752274797,0
Unknown 094,16,16,23.1873227445843,22.9920535822444,0.195269162339908,0.258186659744368,0
Unknown 095,16,16,21.2859895064383,21.5105155750645,-0.224526068626226,0.744040966762725,0
Unknown 096,16,16,26.4025375739921,26.3054985526736,0.0970390213184658,0.607617388410369,0
Unknown 097,16,16,20.8786778101412,21.0987216165235,-0.220043806382318,0.77692614702594,0
Unknown 098,16,16,21.1329792415834,20.9759369247621,0.157042316821261,0.851691619326995,0
Unknown 099,16,16,22.6832831797592,22.9374388571951,-0.254155677435804,0.605662704611557,0
Unknown 100,16,16,20.707574208698,20.8908623013092,-0.183288092611182,0.829183425661181,0
Unknown 101,16,16,20.7451466208795,19.7551458266797,0.990000794199844,0.155051537704823,0
Unknown 102,16,16,16.9420792079568,17.0274315232723,-0.0853523153155926,0.939203498135684,0
Unknown 103,16,16,22.6115038456374,22.8676544399633,-0.256150594325852,0.522873389000244,0
Unknown 104,16,16,20.8681912430239,20.8996312922396,-0.0314400492157603,0.953342217817797,0
Unknown 105,16,16,22.3152273332159,22.2038532751565,0.111374058059383,0.775960220642486,0
Unknown 106,16,16,23.3702639084333,22.5828184624619,0.787445445971443,0.020443711419825,1
Unknown 107,16,16,22.3356931351775,20.0027449118166,2.33294822336095,0.0197868741189434,1
Unknown 108,16,16,21.424023158167,21.0657091364876,0.358314021679391,0.405311328037575,0
Unknown 109,16,16,25.4285547962625,25.037076533961,0.391478262301501,0.255587191354019,0
Unknown 110,16,16,18.652507213952,20.0504666583061,-1.39795944435413,0.0678920547235139,0
Unknown 111,16,16,24.5768648526812,24.4060853133945,0.170779539286649,0.786217571897961,0
Unknown 112,16,16,21.8964766358127,19.6030481197753,2.29342851603744,0.00134378464506347,1
Unknown 113,16,16,21.8114838733582,21.9656087620156,-0.154124888657481,0.500842680995111,0
Unknown 114,16,16,19.8699693551705,20.0133838375816,-0.143414482411131,0.814177240420431,0
Unknown 115,16,16,21.5529545945783,20.1989944567656,1.35396013781266,0.0454357631497427,1
Unknown 116,16,16,22.8211407248088,23.1667132888134,-0.345572564004595,0.41634738285927,0
Unknown 117,16,16,18.3693749447355,19.1655545701161,-0.796179625380585,0.12943243001461,0
Unknown 118,16,16,21.6061132354054,21.5954949068238,0.0106183285816748,0.962441297447983,0
Unknown 119,16,16,24.8023373314443,25.1501357442083,-0.347798412763929,0.0151674206065925,-1
Unknown 120,16,16,21.6637802216194,20.2986713922825,1.3651088293369,0.00708554062353225,1
Unknown 121,16,16,20.6460885622384,19.7759644774241,0.870124084814343,0.0790648062161195,0
Unknown 122,16,16,23.0619118433731,22.8766198395676,0.185292003805554,0.155622984384212,0
Unknown 123,16,16,22.8128711506565,22.7176020968082,0.0952690538483267,0.763474351777452,0
Unknown 124,16,16,23.6070622195146,23.3851052447337,0.221956974780891,0.656928790944933,0
Unknown 125,16,16,24.0691022909016,24.1062060824454,-0.0371037915438492,0.816421367102566,0
Unknown 126,16,16,22.3277176532996,21.8366078716953,0.491109781604266,0.134435346050192,0
Unknown 127,16,16,21.0107786024758,19.7269603156353,1.28381828684056,0.179220948759073,0
Unknown 128,16,16,22.8349486656729,22.5743708264582,0.260577839214744,0.232930041138427,0
Unknown 129,16,16,21.2537245184282,21.4868208968556,-0.233096378427433,0.692498852406204,0
Unknown 130,16,16,26.4002838225574,26.5579490003046,-0.157665177747205,0.85809296425956,0
Unknown 131,16,16,23.8397349444388,23.6347234122246,0.205011532214208,0.700758597430637,0
Unknown 132,16,16,23.1289628837243,24.1350872361139,-1.00612435238966,0.13290650104863,0
Unknown 133,16,16,22.9763548133935,22.8233208954436,0.153033917949895,0.602268889198668,0
Unknown 134,16,16,18.4130647461953,19.9218427034465,-1.50877795725114,0.11126713759378,0
Unknown 135,16,16,19.7856806468269,19.3350750912318,0.450605555595114,0.451037396746806,0
Unknown 136,16,16,20.0769105839904,19.909296915542,0.167613668448471,0.661719666631985,0
Unknown 137,16,16,21.4465738471235,20.9554813844078,0.491092462715741,0.0525539014061036,0
Unknown 138,16,16,20.0328779822861,21.0353985391711,-1.00252055688497,0.134525153930455,0
Unknown 139,16,16,25.8570691118275,25.5481687141104,0.308900397717071,0.125588592318889,0
Unknown 140,16,16,21.2359088871826,20.6226345253644,0.613274361818196,0.100637751920553,0
Unknown 141,16,16,24.9853751273142,24.5898369105367,0.395538216777442,0.00440558708010807,1
Unknown 142,16,16,21.6736690708103,21.4033381880779,0.270330882732381,0.45837986516417,0
Unknown 143,16,16,23.7822732569481,23.8729110883651,-0.0906378314170659,0.624557139171251,0
Unknown 144,16,16,21.7143706423,22.0183747858342,-0.304004143534161,0.0577653567535393,0
Unknown 145,16,16,22.1877604138221,22.4184985387662,-0.230738124944097,0.426889388876081,0
Unknown 146,16,16,16.7047571330621,16.5356621393915,0.169094993670555,0.620685535514793,0
Unknown 147,16,16,21.9525666982599,21.902605211136,0.0499614871239125,0.884106149759026,0
Unknown 148,16,16,21.5845408478136,20.6295249965856,0.955015851228005,0.118583694129725,0
Unknown 149,16,16,26.3070408037699,25.6553317526221,0.651709051147787,0.0415452403225215,1
Unknown 150,16,16,23.3393419667923,22.8919115096417,0.447430457150634,0.131642131968533,0
Unknown 151,16,16,16.8595513864621,16.5158361404098,0.343715246052266,0.33106094199186,0
Unknown 152,16,16,23.600275532038,23.7252807843576,-0.125005252319678,0.816194249396076,0
Unknown 153,16,16,19.0634054400617,18.792226607829,0.271178832232696,0.56759563070432,0
Unknown 154,16,16,24.1079948850036,23.2130912076063,0.894903677397267,0.0395520576815565,1
Unknown 155,16,16,25.0892271628547,25.4892308245738,-0.400003661719118,0.034543653410068,-1
Unknown 156,16,16,20.6052241648406,20.944499600582,-0.339275435741392,0.325504538893391,0
Unknown 157,16,16,19.3957647323492,19.6815782370602,-0.285813504710969,0.464676923009152,0
Unknown 158,16,16,18.0812720571878,18.6058650644884,-0.524593007300673,0.25754510020415,0
Unknown 159,16,16,23.6042344741568,23.9700087511617,-0.36577427700492,0.103819126633052,0
Unknown 160,16,16,24.4838138654458,24.6421253914597,-0.158311526013936,0.308690788900535,0
Unknown 161,16,16,17.1714535915418,17.7991638128875,-0.627710221345609,0.110664921587079,0
Unknown 162,16,16,25.2416818426038,25.6771192979454,-0.435437455341578,0.11032598938307,0
Unknown 163,16,16,16.2403729762055,16.2597353923107,-0.0193624161051673,0.942072541958138,0
Unknown 164,16,16,21.0599497318005,21.5882722851633,-0.528322553362862,0.204683113590919,0
Unknown 165,16,16,22.7811212695014,22.4156791923347,0.36544207716668,0.245914987189383,0
Unknown 166,16,16,18.14723293388,19.1957250343278,-1.04849210044776,0.0928072841633921,0
Unknown 167,16,16,24.0489910785173,24.118912145238,-0.0699210667206991,0.772353656160849,0
Unknown 168,16,16,24.5633967986391,24.8767590189536,-0.313362220314495,0.0171000590713785,-1
Unknown 169,16,16,23.7923891706932,23.786469316279,0.00591985441417719,0.986753364013353,0
Unknown 170,16,16,22.0602339190353,22.4873042049077,-0.42707028587246,0.0317858460189047,-1
Unknown 171,16,16,25.1642366835292,24.6498408166373,0.514395866891956,0.0121350290284612,1
Unknown 172,16,16,21.2402904781543,21.8352024853609,-0.594912007206617,0.364268305492896,0
Unknown 173,16,16,22.3180359340261,23.551890489707,-1.23385455568087,0.0269260363130549,-1
Unknown 174,16,16,23.5925428944025,24.2036329000269,-0.611090005624423,0.0143845920432389,-1
Unknown 175,16,16,26.846301898401,26.9012364530239,-0.0549345546229354,0.81710685966658,0
Unknown 176,16,16,16.2324362705096,16.2296465849915,0.00278968551807779,0.994525895056685,0
Unknown 177,16,16,16.8519128670668,16.9994740012675,-0.147561134200721,0.77587739161394,0
Unknown 178,16,16,21.3390381958286,22.134305889348,-0.795267693519424,0.00302187240983208,-1
Unknown 179,16,16,23.8163296431681,24.369335462482,-0.553005819313942,0.00177240510067517,-1
Unknown 180,16,16,17.2477075989981,18.2089396692207,-0.961232070222533,0.167307241417015,0
Unknown 181,16,16,19.5465459169639,19.6858098058814,-0.139263888917487,0.799856647916283,0
Unknown 182,16,16,15.6246639892414,15.7191320734176,-0.0944680841761443,0.608420743296966,0
Unknown 183,16,16,22.1113142901425,21.4107041236362,0.70061016650634,0.17502868659938,0
Unknown 184,16,16,19.3107095833072,19.4155910597293,-0.104881476422143,0.864537551749794,0
Unknown 185,16,16,23.2091006974135,23.1473500593196,0.0617506380939439,0.766589886672435,0
Unknown 186,16,16,21.8092437290983,22.2734487741878,-0.464205045089503,0.0245465781911589,-1
Unknown 187,16,16,15.5212120931636,15.5908498909026,-0.0696377977389293,0.737639217682712,0
Unknown 188,16,16,25.0241352633017,24.4952736742813,0.52886158902038,0.00223760781537038,1
Unknown 189,16,16,24.634639977293,24.4593967866875,0.175243190605503,0.13289586279767,0
Unknown 190,16,16,21.3065128710046,22.1410901218254,-0.834577250820828,0.139785686954922,0
Unknown 191,16,16,24.8006784605494,24.25297269215,0.547705768399425,0.0106367126073321,1
Unknown 192,16,16,24.7634746973213,25.103606868799,-0.340132171477673,0.261863632335422,0
Unknown 193,16,16,22.9580338659917,23.2308658630895,-0.272831997097789,0.462674316536653,0
Unknown 194,16,16,21.7925398126068,21.7662962767561,0.0262435358506607,0.916920784987957,0
Unknown 195,16,16,20.9749657975807,21.1842013590081,-0.209235561427441,0.452582325171984,0
Unknown 196,16,16,21.4267673209061,21.9157344765528,-0.488967155646733,0.427951652132552,0
Unknown 197,16,16,19.1509006372209,19.7544912819657,-0.603590644744774,0.393031125507612,0
Unknown 198,16,16,22.7414769852383,23.1013153054013,-0.359838320162932,0.204822922376951,0
Unknown 199,16,16,21.8802673041959,22.391994191787,-0.51172688759112,0.00267466317607901,-1
Unknown 200,16,16,23.0626967972088,23.624931021129,-0.562234223920221,0.000198888990461058,-1
Unknown 201,16,16,23.3793306606566,23.8177328507805,-0.438402190123877,0.00221411963391778,-1
Unknown 202,16,16,21.8066116792904,21.5837708681331,0.222840811157301,0.262730409855879,0
Unknown 203,16,16,20.0054503960538,20.2499606123364,-0.24451021628256,0.647405218528711,0
Unknown 204,16,16,18.3421400569732,18.9062449263742,-0.564104869400953,0.143653729632042,0
Unknown 205,16,16,22.9387500195426,21.7915637554127,1.14718626412995,4.68346497360898e-05,1
Unknown 206,16,16,19.3450024824704,19.4693026750107,-0.124300192540307,0.726954521013047,0
Unknown 207,16,16,19.3003095213286,19.2857988177155,0.0145107036130518,0.958053503649223,0
Unknown 208,16,16,23.965302882826,24.4144579345643,-0.449155051738295,0.0281179452150079,-1
Unknown 209,16,16,24.6315728553911,24.0708565772197,0.56071627817143,0.00368618702568943,1
Unknown 210,16,16,26.3330435483248,26.4780254277524,-0.14498187942754,0.403005905830502,0
Unknown 211,16,16,22.1654182859829,22.2696230477777,-0.104204761794833,0.555768417246418,0
Unknown 212,16,16,15.3226201881309,15.141859185835,0.180761002295849,0.593134892069319,0
Unknown 213,16,16,21.8534231562534,21.4223395085436,0.431083647709873,0.290639007587901,0
Unknown 214,16,16,14.9003250885414,14.8600748713203,0.0402502172211321,0.82799783391269,0
Unknown 215,16,16,20.7978917781124,21.8128105543013,-1.01491877618891,0.146758776061398,0
Unknown 216,16,16,21.2947860781672,21.9148844986885,-0.620098420521252,0.238270386539601,0
Unknown 217,16,16,24.9742496856111,25.3263818041868,-0.352132118575781,0.273477351382764,0
Unknown 218,16,16,18.2947197609062,19.3641094118662,-1.06938965095996,0.155675361112184,0
Unknown 219,16,16,22.4334508695207,22.8452758532965,-0.411824983775798,0.0173758205047891,-1
Unknown 220,16,16,20.7688102356911,21.2857544869274,-0.516944251236247,0.00417538361563428,-1
Unknown 221,16,16,20.9504656952087,21.9078742686821,-0.957408573473348,0.0280555680657558,-1
Unknown 222,16,16,21.6152186776175,21.7902237359718,-0.175005058354255,0.720757828034734,0
Unknown 223,16,16,17.6052938377668,18.4301301464641,-0.824836308697229,0.214463167686868,0
Unknown 224,16,16,21.6689386028863,21.7190682279369,-0.0501296250506371,0.758086434004852,0
Unknown 225,16,16,20.727442639817,20.8205715044075,-0.093128864590458,0.397443277515702,0
Unknown 226,16,16,22.7164391886485,23.2026635062341,-0.486224317585645,0.0264346242834427,-1
Unknown 227,16,16,20.2703206557269,20.3183227209576,-0.0480020652306337,0.848357711481213,0
Unknown 228,16,16,22.8117982252816,23.3379126067371,-0.526114381455479,0.253239764096796,0
Unknown 229,16,16,20.6726917400828,21.4726917414509,-0.800000001368062,0.00554789908104155,-1
Unknown 230,16,16,22.0865762292431,22.5298043894093,-0.443228160166196,0.0242007880952462,-1
Unknown 231,16,16,23.8026162758966,24.3508366761314,-0.548220400234829,0.0483817595585595,-1
Unknown 232,16,16,22.9319748924356,23.8585289268564,-0.926554034420878,0.0113384346194982,-1
Unknown 233,16,16,22.7447508561288,22.8033419452476,-0.0585910891188419,0.748743847572275,0
Unknown 234,16,16,19.8780367672681,20.9496982673147,-1.07166150004662,0.0704846190847082,0
Unknown 235,16,16,21.1455379323902,21.7448927239724,-0.599354791582179,0.126611370927971,0
Unknown 236,16,16,24.3133597199808,24.2227822491982,0.0905774707825628,0.82245999053641,0
Unknown 237,16,16,23.5054205155811,24.4939806034022,-0.988560087821099,0.0543120072828692,0
Unknown 238,16,16,25.9922109674973,25.820072907048,0.172138060449385,0.43426947113268,0
Unknown 239,16,16,22.6148232786957,23.2919856403821,-0.677162361686374,0.00589876910933402,-1
Unknown 240,16,16,22.956760478679,22.6548155633757,0.301944915303281,0.0789323882781939,0
Unknown 241,16,16,20.9531408400144,21.4267384156495,-0.473597575635111,0.0103214915142625,-1
Unknown 242,16,16,20.852411904651,19.5010366627439,1.35137524190707,0.0885002196912546,0
Unknown 243,16,16,23.6774438662206,24.0599767823013,-0.382532916080631,0.141411802001333,0
Unknown 244,16,16,27.5156018719871,27.5496795017494,-0.0340776297623435,0.876672845568171,0
Unknown 245,16,16,22.7128910365109,22.0662839978498,0.646607038661088,0.20528855763781,0
Unknown 246,16,16,21.1054911681003,21.1910377693163,-0.0855466012160271,0.789974753616088,0
Unknown 247,16,16,20.7734072052251,22.6708417314663,-1.89743452624122,0.000116859230779785,-1
Unknown 248,16,16,22.4022307012046,21.0556731115506,1.34655758965403,0.0419032261048078,1
Unknown 249,16,16,20.4723439451776,21.1111180523262,-0.638774107148599,0.0137402439878672,-1
Unknown 250,16,16,23.6846864040597,23.519897177007,0.164789227052673,0.513873716451312,0
Unknown 251,16,16,22.13841256769,21.9451701775611,0.193242390128979,0.421321014151914,0
Unknown 252,16,16,23.6088060026881,23.1825199939222,0.426286008765892,0.242437177821385,0
Unknown 253,16,16,20.8501782094589,20.2284448969582,0.621733312500691,0.119377064602753,0
Unknown 254,16,16,21.4053398718801,21.0495315075995,0.355808364280644,0.208474079776544,0
Unknown 255,16,16,21.1601708747754,22.1983869100023,-1.03821603522687,0.000932365522837583,-1
Unknown 256,16,16,24.4256848551777,23.7474378074103,0.678247047767389,0.11525008784954,0
Unknown 257,16,16,23.5082233480067,23.8728757930276,-0.364652445020845,0.446879349365809,0
Unknown 258,16,16,26.2402523000155,26.059604006362,0.180648293653519,0.432087104130253,0
Unknown 259,16,16,23.0806990050206,23.4837323248002,-0.40303331977962,0.426363226847775,0
Unknown 260,16,16,24.8336526703446,24.6303156083687,0.20333706197583,0.520582229223035,0
Unknown 261,16,16,22.1763403173856,21.4347786296853,0.74156168770029,0.096118898332897,0
Unknown 262,16,16,25.2766646134056,25.2095167834025,0.0671478300030941,0.761822574662989,0
