Name,Count_-2_pre,Count_-6_pre,Count_-2_2,Count_-6_2,Count_-2_4,Count_-6_4,Count_-2_6,Count_-6_6,Count_-2_8,Count_-6_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-2_2,Mean_-6_2,Mean_-2_4,Mean_-6_4,Mean_-2_6,Mean_-6_6,Mean_-2_8,Mean_-6_8,Mean_-2_10,Mean_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-2_2_vs_-6_2,P_value_A_-2_4_vs_-6_4,P_value_A_-2_6_vs_-6_6,P_value_A_-2_8_vs_-6_8,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-2_2_vs_-6_2,Flag_A_-2_4_vs_-6_4,Flag_A_-2_6_vs_-6_6,Flag_A_-2_8_vs_-6_8,Flag_A_-2_10_vs_-6_10
Unknown 052,3,3,3,3,2,3,3,3,3,3,3,3,23.9964061877722,23.5145219885906,23.911727660301,23.7962979437708,24.1630966272161,23.6557669383075,24.102352180558,24.5536033794532,24.6475294740378,23.4311433337889,23.9274469113729,23.7115659939779,0.398273143072006,0.83846697131693,0.425955538065643,0.428492314288392,0.0403588562186576,0.70333671278992,0,0,0,0,1,0
Unknown 053,3,3,3,3,2,3,3,3,3,3,3,3,22.0107130089869,22.2068291946953,22.4891662945876,23.1115853255264,22.9910199463202,22.0785286599335,22.5344216866073,22.9656586537132,22.6258514739263,22.3476807921088,22.4227880002412,22.1447247336757,0.616479309353647,0.120734989655448,0.0456661778700989,0.275764755949584,0.478682692811033,0.478850665345665,0,0,1,0,0,0
Unknown 054,3,3,3,3,2,3,3,3,3,3,3,3,21.9007471264344,22.2159714945856,22.6907382365849,22.9249819426815,22.9290451797955,22.0601975225982,22.5801268512024,22.8747427518483,22.6552373043825,22.3226525839565,22.489762714332,22.3484990400075,0.35847297313068,0.49320764931913,0.0302024370762439,0.390204118415404,0.333122921161858,0.678438498218146,0,0,1,0,0,0
Unknown 055,3,3,3,3,2,3,3,3,3,3,3,3,20.7374954900236,21.2053286008709,21.5019239505255,22.5167285091007,20.8285239785674,21.0626793609072,21.5939006650153,21.4497843162252,21.8821848019742,21.2290918041548,21.4965958828807,21.3682754392968,0.242773587893223,0.0159881916922581,0.596620627646972,0.715266039953246,0.107745283420568,0.745250220501339,0,-1,0,0,0,0
Unknown 056,3,3,3,3,2,3,3,3,3,3,3,3,21.5709477472082,22.6529167705478,22.0441378705818,22.1865966617366,21.9922668041482,21.9644823822346,21.6661711532063,21.8874975199798,21.6490409007774,21.8849746548366,21.3982547123392,21.6276798317172,0.0137875505739911,0.728722929348117,0.951693838106277,0.590698094712785,0.566596093021706,0.57727306046125,-1,0,0,0,0,0
Unknown 057,3,3,3,3,2,3,3,3,3,3,3,3,21.4316527984451,21.1201639982414,21.3890145929898,21.646520538304,21.8542040088451,20.7686474701167,20.9781892809626,22.1314561853449,21.7286873758057,21.5641925965075,21.4605607064644,21.045524204044,0.531920316076387,0.604839896625268,0.0599959026154264,0.0277399736267749,0.740547256380457,0.406474184458121,0,0,0,-1,0,0
Unknown 058,3,3,3,3,2,3,3,3,3,3,3,3,22.1454872474897,21.9983886957715,21.9480308097586,21.8009322580403,21.6779076703844,21.5308091186661,21.9314969394866,21.7843983877683,21.818633340792,21.6715347890737,21.5428318431714,21.3957332914531,0.76984284058997,0.769842840589976,0.793520763360417,0.76984284058997,0.76984284058997,0.76984284058997,0,0,0,0,0,0
Unknown 059,3,3,3,3,2,3,3,3,3,3,3,3,23.5165929851073,22.7989927031786,22.4922446043194,22.9801326722187,22.9768700018928,22.331572856328,22.3301833830648,23.2685376654006,22.933488410145,22.356852652084,22.5432030442984,22.5268368134508,0.240919915844795,0.421509121237353,0.343013506347899,0.129122967585956,0.343452727134202,0.97833416027033,0,0,0,0,0,0
Unknown 060,3,3,3,3,2,3,3,3,3,3,3,3,25.7154199914887,24.9291251885803,24.6795050559692,25.0863671010809,25.0680727277103,24.4747263849431,24.6776788217496,25.3337256617815,25.011641764459,24.5629100713192,24.7225206367004,24.6679862920349,0.159728367046519,0.459766356081875,0.336943261910417,0.237694658817433,0.415502026044318,0.920602124037006,0,0,0,0,0,0
Unknown 061,3,3,3,3,2,3,3,3,3,3,3,3,26.5958327156545,27.505935273154,26.9177764677645,26.951246865703,27.0865134300176,26.8765351055454,26.7937032747015,27.1447568700291,26.9577181946289,26.8599220028777,26.515106713203,26.9082843982229,0.00438555629998719,0.908515425630278,0.520905747991809,0.235351763159635,0.737333062021667,0.185515760388173,-1,0,0,0,0,0
Unknown 062,3,3,3,3,2,3,3,3,3,3,3,3,26.1839360424345,27.6659652493703,26.927582819592,25.6908308659901,27.5426348544354,27.5809373871867,25.185240751895,25.748600765316,26.9479805046526,27.4806064385721,27.5329616691343,26.7436637760004,0.17660098203151,0.256594435881799,0.974569066437893,0.601226992343431,0.621106735743271,0.46530899384255,0,0,0,0,0,0
Unknown 063,3,3,3,3,2,3,3,3,3,3,3,3,21.7420723101349,23.5414904233539,22.1877494774111,23.122310357657,23.4288719032928,23.2814315847058,22.2788461793705,23.1491197878263,22.9171652905522,22.8489088510986,22.5544639097692,23.2431466544354,0.0298737119612245,0.241425214249927,0.866749139093411,0.274386579527484,0.93077873246154,0.38474182886996,-1,0,0,0,0,0
Unknown 064,3,3,3,3,2,3,3,3,3,3,3,3,20.6991784526338,22.6698162012967,21.7004461777871,21.8394982885003,21.6415295285339,21.3408919798014,21.4467842380171,20.8394064456208,21.4572551816347,21.345950102467,20.8356688543877,21.4175547630103,0.00272996237901534,0.814864580548926,0.651226682237963,0.311617388439917,0.851290839273413,0.331917990898356,-1,0,0,0,0,0
Unknown 065,3,3,3,3,2,3,3,3,3,3,3,3,21.0741611624835,22.4496942383903,20.9469511788656,21.551178059503,21.6777943806836,21.0610488419627,21.2002046190018,22.0675277935203,21.6109930172288,21.2339265371655,21.4670039761931,21.2286965793421,0.00113488425032316,0.116203457742577,0.149718945399379,0.0281301190015287,0.318931573359922,0.526050261757606,-1,0,0,-1,0,0
Unknown 066,3,3,3,3,2,3,3,3,3,3,3,3,21.5780894364881,22.4819328956666,21.4937976785709,22.2493053293934,22.0048343095511,21.8531185158221,21.3092660557948,21.8339848395859,21.4833496261074,21.2042835083295,21.1778918325796,21.8239188748994,0.0168571515167525,0.0419543337864862,0.702396167225718,0.148247105763682,0.434377293332289,0.0784260538886006,-1,-1,0,0,0,0
Unknown 067,3,3,3,3,2,3,3,3,3,3,3,3,22.4041727932268,23.4063432734117,23.6965017794546,23.9603154158282,23.6586759959878,22.8892932653822,21.9320228988671,23.2073793576153,22.1631393057635,22.6059965226669,21.4944212658738,22.6966989993606,0.186995039799082,0.723589959825683,0.36005449205802,0.0968836696341779,0.553713189446134,0.116376940235065,0,0,0,0,0,0
Unknown 068,3,3,3,3,2,3,3,3,3,3,3,3,21.0258630243801,23.9072739700912,20.3676802519472,22.3307656980923,23.8499963214998,22.5586979253258,20.9241423829867,21.5724335388011,22.4019016238941,22.1657447710045,21.1757310132381,23.6843045856415,0.0566831472904672,0.18480354641003,0.42943917459828,0.655874100193169,0.870804075988904,0.0939797704466216,0,0,0,0,0,0
Unknown 069,3,3,3,3,2,3,3,3,3,3,3,3,23.7424430745254,23.9849922414518,22.2598356664893,22.7381929991483,22.8503139859861,22.2924328304413,21.7592801899932,22.753109071113,22.258915976373,21.7521960858451,22.0079120333149,22.3467784579529,0.60070706315431,0.306127003235394,0.286224891783822,0.0402011750319347,0.279006230384445,0.465920145678946,0,0,0,-1,0,0
Unknown 070,3,3,3,3,2,3,3,3,3,3,3,3,23.6160429870172,22.6421714539941,24.1090465507329,22.8173094326619,23.4923666807632,23.4679085008214,22.6636708972797,23.7579100140917,23.5135438168461,23.4942757595202,21.2859770745694,22.7680985649833,0.306419965671981,0.178606138582313,0.981456672704065,0.251895641604209,0.983667005588324,0.125053113489773,0,0,0,0,0,0
Unknown 071,3,3,3,3,2,3,3,3,3,3,3,3,24.9138942969226,21.3526286188777,24.6951523081849,24.9610272743367,18.3327075518879,24.7503204876694,24.8372027784502,20.5220006650824,24.7221399203229,22.566206419426,25.3872736178083,25.5588442903631,0.0364546336351696,0.869734091310014,0.00158454867824989,0.0130255629011007,0.191819481573379,0.915704438682846,1,0,-1,1,0,0
Unknown 072,3,3,3,3,2,3,3,3,3,3,3,3,23.6020213333113,21.7169846081717,24.0551728441274,24.1075084619703,16.7767249238027,23.7809864976829,25.0148704346546,19.4835240703088,24.8518154187561,23.0911723345503,24.5980867797785,23.9686802807476,0.276384888851901,0.975572257670629,0.00116546841174031,0.00335097899188934,0.308523324407745,0.713093347940454,0,0,-1,1,0,0
Unknown 073,3,3,3,3,2,3,3,3,3,3,3,3,21.1769967114535,20.103349247234,21.6091791368777,21.5203674702978,16.1752205404023,21.1213423126222,21.6683356880122,18.0212049483413,23.0351404078836,21.0156956087119,22.7007114905542,21.4861835616594,0.472455127028602,0.952337220836285,0.00624123272640231,0.0208253375778394,0.182676015737199,0.417087905093826,0,0,-1,1,0,0
Unknown 074,3,3,3,3,2,3,3,3,3,3,3,3,28.6571100827704,26.2371753052543,28.3025113207193,28.2268265841143,21.1685717870681,28.2389743487266,29.3223895501382,23.6556096848533,29.8405365768932,28.0905117615094,29.4670211988804,28.8711933151403,0.17395952156966,0.965378029168334,0.00128257797094353,0.00324117916011135,0.320832716188768,0.732893532366591,0,0,-1,1,0,0
Unknown 075,3,3,3,3,2,3,3,3,3,3,3,3,24.1668238927116,20.3136914491829,23.7022148426241,23.4980361100092,16.3808377475214,23.5424238368254,25.2462300054933,19.7132076450765,24.4793906158,21.6845203816113,25.3530526306251,25.0543907712828,0.0253027049371542,0.900224120395226,0.000595531597354855,0.00225657928880864,0.0960741892968147,0.854515312338914,1,0,-1,1,0,0
Unknown 076,3,3,3,3,2,3,3,3,3,3,3,3,22.3574429025379,22.4153357100415,23.0348320853024,22.0493356017337,23.071675548224,22.1831148579185,22.5140907581393,23.4508800300581,23.0333578926467,21.880344255521,22.2268465976176,22.0751332127071,0.928067618509507,0.133913114708015,0.222806939306141,0.1532662025752,0.0821479363517353,0.813081676687996,0,0,0,0,0,0
Unknown 077,3,3,3,3,2,3,3,3,3,3,3,3,23.4064019172723,21.1425963930378,24.6585847542031,23.7029569355008,16.2373385451534,23.6094027822684,24.1344982281136,19.0007023320862,22.2581191860626,22.1726223981946,22.6851642463049,23.4892320515279,0.201284966609367,0.584021972515695,0.000853375446353248,0.00664414221840287,0.960802661117319,0.644705648784924,0,0,-1,1,0,0
Unknown 078,3,3,3,3,2,3,3,3,3,3,3,3,22.0669554245293,18.1660073979563,22.2132481362259,21.5426982981559,15.4103564844701,21.9651405584321,22.8975514723144,17.9305399919555,20.2971126819234,19.2074824812234,21.5708044802777,21.9618779392809,0.029176352505735,0.692944371010427,0.00194634785991546,0.00698613076803539,0.52227498340271,0.817663451342189,1,0,-1,1,0,0
Unknown 079,3,3,3,3,2,3,3,3,3,3,3,3,20.9376151229457,16.0110428126146,19.5361305407479,21.412593892452,15.7639178342433,20.9754115994091,19.4938510118152,16.3323565403903,17.8692187641165,20.63867143708,18.0844107330184,16.4599925150634,0.0446464450824072,0.426819559301941,0.0563517249778482,0.186087166039774,0.244664162934818,0.490755549500287,1,0,0,0,0,0
Unknown 080,3,3,3,3,2,3,3,3,3,3,3,3,23.7972347260561,23.9123593463554,24.1778714174628,24.077493932574,24.2430638349331,23.9297191179542,24.1463034580088,24.2327241402857,24.8695922011629,24.2418314400919,24.5510349435592,24.2399525961736,0.729911920945564,0.763328171455138,0.403663709399101,0.795393954884517,0.0692708258448416,0.354816139584657,0,0,0,0,0,0
Unknown 081,3,3,3,3,2,3,3,3,3,3,3,3,21.0659793284449,20.7718218151357,21.805532246375,21.5113747330658,20.9207045790601,20.6265470657508,21.9458689352776,21.6517114219684,21.0465174650176,20.7523599517084,20.9589001950308,20.6647426817215,0.807328610896062,0.80732861089606,0.827307567497917,0.807328610896062,0.807328610896062,0.807328610896062,0,0,0,0,0,0
Unknown 082,3,3,3,3,2,3,3,3,3,3,3,3,20.1174208115376,19.8944802984348,21.3810940561199,21.1581535430171,21.7200145135378,21.497074000435,21.5454479128571,21.3225073997544,23.1466967211204,22.9237562080177,22.7810670766724,22.5581265635696,0.890616607859717,0.890616607859717,0.902098885221641,0.890616607859715,0.890616607859717,0.890616607859717,0,0,0,0,0,0
Unknown 083,3,3,3,3,2,3,3,3,3,3,3,3,21.5984073932135,21.4593404923168,20.970008753181,21.633589047625,23.1068134170435,21.6710525810091,20.9792769355374,21.9809185444941,20.4163718515411,22.8041173678156,22.6004484990019,21.2596270100976,0.905117050675334,0.570816771605618,0.277237146434012,0.39432698150341,0.049932770101962,0.257147812862483,0,0,0,0,-1,0
Unknown 084,3,3,3,3,2,3,3,3,3,3,3,3,23.6979560256508,23.2945917030384,22.5412677403888,22.7799944453635,23.3322725801513,23.2523718862936,22.886700183791,23.6847395945343,23.6910833904475,23.3658868558491,23.4593266554366,22.9329591156867,0.541301304107392,0.71698372402841,0.91347227360229,0.232308479604895,0.621884814012447,0.4267105519129,0,0,0,0,0,0
Unknown 085,3,3,3,3,2,3,3,3,3,3,3,3,20.2747803293024,22.5705462824541,20.4336751519677,21.3086378173342,22.4952216154408,21.5067816488578,20.9424795144141,21.2818357743798,22.0889027082821,21.9965768232886,21.0939149235487,22.6909685268265,0.0640687240990546,0.465969528533387,0.461386532192033,0.776270923667257,0.938321969760485,0.189138195867568,0,0,0,0,0,0
Unknown 086,3,3,3,3,2,3,3,3,3,3,3,3,21.6661032166407,22.3677110966431,20.1536879151315,20.8552957951339,21.4569492901931,22.1585571701955,20.3153740132727,21.0169818932751,21.6600652898595,22.3616731698619,20.879229530845,21.5808374108474,0.609237421427819,0.609237421427819,0.647339601669496,0.609237421427819,0.609237421427819,0.60923742142782,0,0,0,0,0,0
Unknown 087,3,3,3,3,2,3,3,3,3,3,3,3,22.5864904712348,22.4290573479606,22.1991525502267,22.8225204403787,23.5142114833328,22.6531792112637,22.3113148300699,22.9352055253765,22.8349034838199,23.3895419512486,23.5980273571743,22.782429876427,0.845265103225535,0.442458851569081,0.344319519914711,0.442081228866519,0.493791586248039,0.317161061540253,0,0,0,0,0,0
Unknown 088,3,3,3,3,2,3,3,3,3,3,3,3,27.3099493041638,25.5573311469865,28.4319989639351,28.5125585903609,20.0163162877224,27.6332820475743,28.6088546223067,22.7512687437551,27.7290516517433,26.6981869729092,28.5029203171639,28.389973080973,0.342461497696862,0.964845947143383,0.000999015119216537,0.00361803057174117,0.57410435248562,0.950729288092461,0,0,-1,1,0,0
Unknown 089,3,3,3,3,2,3,3,3,3,3,3,3,24.6502650162492,25.6255719293631,24.4566360024336,25.1807064302128,25.9223423175156,25.3148574994805,24.6640407343282,25.3012017347603,25.7489097439731,25.3522022068054,25.2217248539206,25.7329667995122,0.044840360103058,0.12885568164628,0.249249769063092,0.17898714772255,0.397017910574482,0.277530209302411,-1,0,0,0,0,0
Unknown 090,3,3,3,3,2,3,3,3,3,3,3,3,24.4324698878371,24.4112336881391,24.6642840509487,24.3578669032439,24.548309363363,24.4671504494054,25.1968901463777,24.9272985283785,22.4819683933492,24.3931396884766,19.0871574552536,24.4343074589074,0.989489826072262,0.84931174627169,0.964085383118917,0.867230191582236,0.242939821632718,0.00275389344453945,0,0,0,0,0,-1
Unknown 091,3,3,3,3,2,3,3,3,3,3,3,3,25.6853158591454,26.9817175246222,25.1650957084159,26.4614973738927,25.8164386603685,27.1128403258453,24.9624485563821,26.2588502218589,24.6488231825944,25.9452248480711,24.2354615214854,25.5318631869622,0.442015853568255,0.442015853568253,0.491122770525772,0.442015853568253,0.442015853568255,0.442015853568254,0,0,0,0,0,0
Unknown 092,3,3,3,3,2,3,3,3,3,3,3,3,27.1790752259317,27.8159081528172,29.1457031931711,28.9008984633238,27.8480285407069,27.62079880649,29.1981164104174,28.4542511899797,25.5749830523265,27.7670480398539,24.9640903174305,28.6771878068027,0.785958933775601,0.916801421007186,0.930885739638893,0.75116090358038,0.354113274840819,0.122809672573234,0,0,0,0,0,0
Unknown 093,3,3,3,3,2,3,3,3,3,3,3,3,23.9987121898164,24.0219389459366,24.625611874333,24.6488386304532,23.8223237725349,23.8455505286551,24.5694669711195,24.5926937272397,23.4822046430418,23.505431399162,23.3865278335306,23.4097545896508,0.985409332119828,0.985409332119828,0.986949554773444,0.985409332119828,0.985409332119828,0.985409332119828,0,0,0,0,0,0
Unknown 094,3,3,3,3,2,3,3,3,3,3,3,3,23.0482183464579,23.2177546557352,23.6590032266507,23.4836653394966,24.5914528389081,23.513692840541,24.1498384936781,24.4930449162035,22.8774158994151,24.2354271048144,20.771787653727,23.5927005121924,0.907739871711162,0.904598526766752,0.511883162790774,0.814598808864708,0.357701065762536,0.0635131047105463,0,0,0,0,0,0
Unknown 095,3,3,3,3,2,3,3,3,3,3,3,3,24.1159575934526,24.1443824482482,25.9794303933901,26.0078552481857,24.5342451138105,24.5626699686061,25.6330845760623,25.661509430858,24.456745608663,24.4851704634587,25.6911588101471,25.7195836649428,0.98356856952857,0.98356856952857,0.985303060218533,0.98356856952857,0.983568569528566,0.983568569528566,0,0,0,0,0,0
Unknown 096,3,3,3,3,2,3,3,3,3,3,3,3,23.2223576899046,24.1557330452556,21.7153293397423,22.6487046950933,22.6262366877581,23.5596120431091,22.1139120821837,23.0472874375348,20.4025082500373,21.3358836053883,19.2779704099446,20.2113457652957,0.527271238379153,0.527271238379153,0.571438336483128,0.527271238379153,0.527271238379151,0.527271238379153,0,0,0,0,0,0
Unknown 097,3,3,3,3,2,3,3,3,3,3,3,3,26.572810084715,26.898722214671,26.5594835251449,25.5953821913747,27.9389183742353,26.4743995117654,27.644706591033,27.3789747555838,24.910028233239,27.7004680603888,21.4024395099914,26.2763225625335,0.892257698915345,0.689120434973276,0.58731656093161,0.912056656563718,0.252956426348867,0.0521316943432972,0,0,0,0,0,0
Unknown 098,3,3,3,3,2,3,3,3,3,3,3,3,26.924964162318,27.3637521102141,24.2663491541756,27.9962844424991,29.3113636491083,26.8510569437958,27.0892116267,27.8916967162926,26.7397375519571,28.826318592005,25.7248521857036,27.6443001391266,0.834820681645522,0.086170586535258,0.30117634591686,0.703253812041261,0.326339003101896,0.365804085591211,0,0,0,0,0,0
Unknown 099,3,3,3,3,2,3,3,3,3,3,3,3,25.0963966652493,24.323550123719,21.8160453637224,22.959220548383,24.4208962984169,23.6019594168396,24.226037657275,24.6214704254197,21.1787668916442,24.6679382921125,21.504902853438,23.872764373463,0.561857719983889,0.392936182897622,0.582324185451467,0.765992215556561,0.0140717991423393,0.0844419031157052,0,0,0,0,-1,0
Unknown 100,3,3,3,3,2,3,3,3,3,3,3,3,24.6732663903482,23.9766171416714,23.6066408364394,23.8047861067762,23.1104861956007,23.5354736079639,24.262182796681,24.1504828887172,21.6157913118883,23.4016587013353,23.2704351057542,24.4699573330693,0.546004789090714,0.863152250445843,0.741121265987861,0.922577520582317,0.129843374943029,0.302297589536801,0,0,0,0,0,0
Unknown 101,3,3,3,3,2,3,3,3,3,3,3,3,24.179955169238,25.0380551225132,23.974248931351,24.8239015791518,24.3792834452533,23.897689273727,24.1447618786701,24.1389451088614,23.3580679437504,23.7290883398342,23.9304861923223,24.507179933928,0.136528070090585,0.14024604332161,0.446549581995282,0.991745980065924,0.511367528323458,0.310584198440236,0,0,0,0,0,0
Unknown 102,3,3,3,3,2,3,3,3,3,3,3,3,25.8395317763354,26.7226930275689,26.0144479123993,26.8976091636327,25.5511055500401,26.4342668012735,25.4277768551543,26.3109381063878,24.4709039547083,25.3540652059418,25.9957676814592,26.8789289326926,0.579168916610128,0.579168916610131,0.619622683993605,0.579168916610131,0.57916891661013,0.57916891661013,0,0,0,0,0,0
Unknown 103,3,3,3,3,2,3,3,3,3,3,3,3,25.2770763640878,24.8557345217781,23.6099088463421,23.476812374985,23.3455643549634,23.8713178269807,24.9397217679018,24.4451642174398,21.5568362200342,24.3470500681629,22.1076028609504,24.6706912481113,0.7305865708622,0.913279524641537,0.700836922815432,0.68622612347582,0.0303198105918039,0.0449744217050519,0,0,0,0,-1,-1
Unknown 104,3,3,3,3,2,3,3,3,3,3,3,3,24.4219299102301,24.6950426472771,25.6873869447434,25.9604996817904,24.4685122619799,24.7416249990269,25.5861515636413,25.8592643006883,24.5935849621582,24.8666976992052,26.0828389533978,26.3559516904448,0.831453233515206,0.831453233515206,0.849005667149988,0.831453233515206,0.831453233515204,0.831453233515206,0,0,0,0,0,0
Unknown 105,3,3,3,3,2,3,3,3,3,3,3,3,25.2777975769047,24.8334924910782,23.6582236885255,23.4832167439577,23.3780327676708,24.2905457797845,24.9251580949697,24.7106327470724,21.6387415441237,24.326257684327,24.0040733860719,24.695626091783,0.705906638933563,0.881683223932896,0.489797465210954,0.855251576892497,0.0301335471075988,0.557845267920667,0,0,0,0,-1,0
Unknown 106,3,3,3,3,2,3,3,3,3,3,3,3,27.5130421792277,27.6979847895541,28.789021346009,29.0469706205198,27.284895995115,28.1332095526686,29.3361655276284,28.2552077788937,28.5562142824669,28.638434413802,29.712353358537,29.3911814597707,0.806466490004366,0.732740523691878,0.319848231049751,0.160970414762254,0.913224543894332,0.670925846880885,0,0,0,0,0,0
Unknown 107,3,3,3,3,2,3,3,3,3,3,3,3,24.3328806135283,24.5932459463078,25.0350614726315,25.295426805411,24.9502437192042,25.2106090519837,25.3076017337931,25.5679670665727,24.3699770236234,24.6303423564029,24.4528213152883,24.7131866480679,0.771272620745609,0.771272620745609,0.794811232342469,0.771272620745612,0.771272620745606,0.771272620745612,0,0,0,0,0,0
Unknown 108,3,3,3,3,2,3,3,3,3,3,3,3,21.6503144161912,22.0109335668544,20.508234662153,20.8688538128162,21.1262587605326,21.4868779111958,20.4821563786857,20.8427755293489,20.685466214577,21.0460853652402,21.8657808820904,22.2264000327536,0.881812489810808,0.881812489810808,0.894207026092081,0.881812489810808,0.881812489810808,0.881812489810809,0,0,0,0,0,0
Unknown 109,3,3,3,3,2,3,3,3,3,3,3,3,24.0286407918212,24.088253508493,25.0085706741272,25.068183390799,24.0919970209184,24.1516097375902,24.6975797291638,24.7571924458356,23.8985192215852,23.958131938257,24.9837190416339,25.0433317583057,0.958205055310755,0.95820505531076,0.962613816641243,0.958205055310757,0.95820505531076,0.958205055310757,0,0,0,0,0,0
Unknown 110,3,3,3,3,2,3,3,3,3,3,3,3,24.9086754077527,24.5245741823194,23.9203377360131,23.9536285310149,22.8621709959042,24.3750685644459,21.0625168024161,23.6717856741738,20.1739485328114,21.4229704878887,21.9148450383355,21.5471166519256,0.703565304229007,0.973648878790351,0.187840052532341,0.0154002555930967,0.222839366957336,0.715603474431446,0,0,0,-1,0,0
Unknown 111,3,3,3,3,2,3,3,3,3,3,3,3,28.5037335180859,28.462859290028,29.7528758918588,28.5380234277646,28.3144020341655,28.7810172284647,29.8122700212045,28.7362945487838,26.794566521812,28.9026776378223,29.0577589285024,29.5946472087355,0.979408013869172,0.445923661122572,0.792282152913921,0.499025357542366,0.191492004782874,0.734907734433562,0,0,0,0,0,0
Unknown 112,3,3,3,3,2,3,3,3,3,3,3,3,26.6547233480924,25.2629090011865,25.4030854324379,24.343845761525,27.9610789768722,24.708676250467,25.701719129353,24.9155495314669,24.4980747156012,25.8952756899807,23.8309487082765,25.6807231145874,0.521326467178204,0.624844819220135,0.186631338668192,0.716332717883219,0.519730148497167,0.395668754139543,0,0,0,0,0,0
Unknown 113,3,3,3,3,2,3,3,3,3,3,3,3,23.3406548486038,23.9845173494167,20.7218671596591,20.8325439003286,19.8453117085331,19.6613366568677,20.5602783581676,19.6288233109692,19.5185343632404,19.0966932900349,20.3638399789862,20.1235785081408,0.367834903963701,0.875910643436144,0.816465621325007,0.196908635293721,0.553163664338543,0.734873961212173,0,0,0,0,0,0
Unknown 114,3,3,3,3,2,3,3,3,3,3,3,3,20.3982259181257,21.9037333917522,18.2949715263843,23.4643781293644,26.8283203820828,20.740374669734,19.0337667426943,23.0030783767348,19.7880671823993,23.0072764523804,19.4124681834517,20.9084986771377,0.588923402281473,0.0725657008392119,0.0595163397656384,0.161944069409172,0.253220418745382,0.591256025820451,0,0,0,0,0,0
Unknown 115,3,3,3,3,2,3,3,3,3,3,3,3,29.9600271459726,30.2022154653221,30.8884153716246,29.5644132355886,30.6351988189383,29.624558390703,30.4418975089024,30.2266310938206,28.3243486142046,30.2079872755847,30.3777683425113,30.4226742959835,0.80461546450534,0.184506360042216,0.359988741822139,0.82594068474432,0.0639303332433616,0.963391325213908,0,0,0,0,0,0
Unknown 116,3,3,3,3,2,3,3,3,3,3,3,3,24.7865809977528,22.9899385216054,24.9752259860457,23.1502090746726,22.6736015282606,22.7478542041522,25.2353157309972,22.513060371037,23.6844896426549,24.9582662487628,24.2949282062758,24.3436613942737,0.286605586889814,0.279252019855075,0.968181026300282,0.111927938820051,0.447141539866544,0.976648726630536,0,0,0,0,0,0
Unknown 117,3,3,3,3,2,3,3,3,3,3,3,3,21.9482710769858,20.0068604361,22.3281176338913,21.6421412381992,23.2957595260239,21.4669936705822,21.0956435318243,23.1653727047489,21.8154414383061,19.9791632280843,17.1425872169552,18.7065665733545,0.37139962932565,0.750264974825298,0.450237037924104,0.341198280545314,0.397424339483971,0.470108070954203,0,0,0,0,0,0
Unknown 118,3,3,3,3,2,3,3,3,3,3,3,3,22.0134763278852,20.4216428660693,18.3288224078421,21.2631065358128,20.368941812189,20.3797795221228,22.9831825756166,23.1298293264654,21.6362147645891,23.3317233631532,23.8839919056298,22.6394531466994,0.378345681525867,0.111338965754442,0.995682683472288,0.93476372755555,0.348627288920235,0.489540828689004,0,0,0,0,0,0
Unknown 119,3,3,3,3,2,3,3,3,3,3,3,3,27.1676938516306,26.492194010713,27.1768539646618,26.081858297363,24.5997782621956,27.8855555138479,26.8880835849209,25.8112185405239,26.9754392795211,27.2017456956126,26.3531844244892,27.1764460397507,0.371682586303024,0.153253940863949,0.000615124057929217,0.159873535903072,0.762925429887367,0.278291262747578,0,0,-1,0,0,0
Unknown 120,3,3,3,3,2,3,3,3,3,3,3,3,22.6602437590703,23.6745038494781,23.2104455558644,23.2292855620413,23.9553492548026,23.2479353362862,23.059920848005,23.4640590910576,22.6270406514965,23.0879216678422,22.7726539695143,22.5207075711723,0.00406039572438571,0.95323935444444,0.0584947329794926,0.216200148954443,0.160499537825561,0.436008627164973,-1,0,0,0,0,0
Unknown 121,3,3,3,3,2,3,3,3,3,3,3,3,22.921297446221,23.7269528739346,23.2192377931345,22.3597783560963,26.0766606199558,22.9268782007085,23.1873521480146,24.7043032251849,20.88153275286,22.9522021023524,23.2720707259292,22.4479685519192,0.430588463427568,0.400889686466103,0.0100414117687179,0.144496918626451,0.0506759378150486,0.420255774182612,0,0,1,0,0,0
Unknown 122,3,3,3,3,2,3,3,3,3,3,3,3,21.6469802303132,19.9707376914626,21.9007608993586,21.1179592150173,23.5164644326496,21.8781775709892,20.9417158001583,23.0613313585871,22.7250307540128,22.7356605216613,22.8683350192051,21.9073596783758,0.137632954763582,0.479770521517105,0.19183486519361,0.0640851458350283,0.992301125834373,0.386973603240568,0,0,0,0,0,0
Unknown 123,3,3,3,3,2,3,3,3,3,3,3,3,16.5220221285112,21.7355646664345,20.5266750973328,19.5955759427621,25.0585767911256,22.1666846929167,19.92938209657,22.7005508705253,21.3830993840002,22.4113844408467,20.9888500467387,16.8897185910328,0.000286495137569115,0.453344241166722,0.0451007089615974,0.0328772069210394,0.408237173963414,0.0027206561305513,-1,0,1,-1,0,1
