Name,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,C_6_3,D_2_1,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
Sugars-Alcohol-Hexoses,27.6158057235384,28.0517522542331,27.4586265311109,27.3848877846773,27.4032755675694,27.3889969493482,27.6071891658562,26.0629716183938,27.0698155990809,27.2962280256097,27.0959824275919,27.7325391611287,26.6985145653171,26.3621458288325,26.9618961019106,26.8878876840338,26.9374778117789,26.2250688893128,27.3021104501528,26.8294738652407,27.1267742835814,26.1527786092868,25.6791369260813,27.0255690589126,27.275938324776,26.3571270948199,26.1907704406312,26.923250911945,26.0511682477688,27.3030244025179,27.2096747787497,27.3684255001177,27.3917815825759,27.2521335037073,27.8793008633945
Sugars-Disaccharides,22.0906208082657,22.3545638560395,22.1617239743607,22.7306874463912,25.1111936311353,22.8821173757048,23.3869345484224,23.0897178823617,22.8803670346101,25.0780290503852,22.9838325163369,22.0353933455621,25.3222777562534,23.9764002713974,25.1037956540088,24.6140584137743,24.0506281904613,21.9308459889619,23.0838128298719,21.4169819064699,23.9362735027207,24.0483189971271,24.9614811590109,23.3416509409002,23.2925388269318,22.2821938561684,23.8169738867917,24.0665753028115,23.6765154483027,23.6596159098693,23.2909013199622,22.9425982646406,24.0788948641198,24.5886600243736,25.0140408793232
Sugars-Monosaccharides-Hexoses1,22.8793161106944,22.4767638732126,22.6250982008303,22.8513859293861,23.381060306815,22.7956930614026,23.0832979342208,22.7497062074004,22.7101138418689,22.8295678974561,22.3491896003685,22.6039037827673,23.2794510893936,23.5178014846944,22.9585835512786,22.8877785346942,22.7596007276399,22.8676003569795,22.8009174405741,23.3539431519228,22.4593956378468,22.9831157957166,23.4786604412235,23.7821527713801,22.9037745703186,22.5581178259481,22.4594215088005,22.618960151918,22.7567152029452,23.3654666769481,23.3010058020835,22.6726650114085,22.568448826424,22.6275198308241,22.9923857593586
Sugars-Monosaccharides-Hexoses2,25.8960227512517,25.6912846635982,26.3129433795827,26.1855939593789,27.2508863049134,26.0245979149855,26.2819410989847,25.7407901917612,26.0065711158598,27.3153438607064,26.1803397816427,25.9859156437358,26.9999681282799,26.1688157536143,26.7516842165838,26.1599032451935,26.863287339324,25.3112953536096,26.8528085092715,25.9740010362658,26.3554908945024,25.6829312691691,25.5946986546203,26.9065297487456,26.4301701587754,26.4005376645073,25.7006506479084,26.3154405930794,25.5805078549885,27.1014380361523,26.9391251954919,26.7392729805946,27.3728561888013,25.9212692194669,28.2207138440023
Sugars-Trisaccharide,21.3666006937324,22.2962068676986,22.9077794851314,22.0376192517875,22.5000530234524,22.4775946941497,21.7345439327223,22.7125028585584,21.8118160897979,22.4198614464403,21.0744495374196,20.5978966155778,22.3898656514693,23.0074440403653,21.9652075227791,22.4752839421396,20.9376777927201,22.0238889793145,20.9942732832216,21.4086323740222,21.4642534998595,23.0580641824283,23.2818735453756,22.758110899887,21.7118297190213,21.1855896154225,22.3673014200371,21.4966108326975,21.3389207286086,22.8281625851306,22.1649505345595,21.2768900302848,20.4641275955977,23.155834521633,20.9591894160804
trans-10-Heptadecenoic acid,23.4764445606505,23.4862639928958,23.4283995119025,24.8533458193478,24.1976875238933,25.3784139179254,22.6347556366456,23.5646233228889,23.5559797927657,23.9382358117349,23.3437912873004,23.5086498581078,23.7928570291916,23.7597303387837,23.2280886256989,23.1476682520947,23.3346204398991,23.1021995931027,23.228541069526,23.2391920913864,23.3636451412211,23.525480440689,24.1889277073331,23.7576246953992,23.0649229283283,23.3017647881444,23.0131086060641,23.2384494419436,23.4036704031395,23.3434367390299,23.7169571020264,22.9592454245366,23.3097399983683,23.2391291604679,22.8658951033908
Unknown 001,18.7606466442008,18.431123302265,23.8794611734606,19.047349706647,23.8406928453953,19.4018189468152,19.325604896357,23.6362813308635,23.8175500771924,20.6747649133713,21.3552922540667,18.9434021696512,22.9452204615437,19.0133344801895,19.511338061544,18.8920950820719,22.0639359019638,19.009011171529,19.002078662458,19.0387727246343,18.8957929995848,19.6014918523286,19.8633048323186,19.9577487333908,21.7670257156277,20.1524298869284,18.3823702234059,18.7138100695102,23.5133072706232,24.9771677221876,18.7574975650653,18.4335450317057,19.5029818396035,23.5387971266847,18.6244214000683
Unknown 002,18.3500687203283,18.2134926401291,17.5963883347197,18.5226968848496,17.836935045098,18.2982147268793,23.3461380618873,18.79508913318,18.3424705196218,19.0171875415051,18.4498970314045,18.334875278655,19.2036406340421,19.0372622966321,18.5769781045439,17.8908747265771,18.6391485595,25.0374216356418,19.6083549591909,19.1865330082723,18.5581612923853,18.7937876018893,17.9973165935939,25.9962168701127,20.4944692884494,20.8475655289862,18.5523828153029,18.0778259237169,18.8802933489236,23.5815634859357,24.8289056551896,22.195985555192,19.2808259572728,19.0033861366207,21.9890827045406
Unknown 003,20.8235715942861,21.2400582631801,21.336745686836,21.4632118282295,21.4126903835612,21.9028442322048,21.5174988105355,21.5909025750025,22.3750933552995,22.0737796659967,21.9196699053717,20.8829606553662,21.6690733523054,23.003323674692,21.9787652631332,22.2576471130149,21.5765079180174,21.0562327087929,20.8165987940273,20.4486617241444,21.4458055091971,22.0103121630941,22.5545200039914,23.4128855403935,22.3848592483501,21.611621780657,20.985926928934,22.2139252069854,22.1221069978066,22.7257402384713,22.3383464455889,21.8144473415678,20.3356083331006,22.551188823993,20.100090244841
Unknown 004,25.7900060677287,25.8837551009851,25.5921255451979,25.9811515503552,25.6986985726797,26.4895635055459,26.2306727983638,26.042920948303,26.4368041514469,26.2055946062653,25.8699320240212,25.9867215320243,26.6932036686664,26.5103970409479,26.0655960763867,26.3715664342855,26.1017284210213,26.5085223973053,26.2094658192244,26.8447318338585,26.2173626654428,26.5287699739414,26.358465847037,27.3663545458509,26.0928212297241,26.3738767767528,26.0377481637979,25.7977777977938,26.0997901513128,26.3481427373782,26.3595203278348,26.2756073373319,25.520035936449,26.0900348266475,26.0074053572121
Unknown 005,26.2285690113126,23.2626587352715,23.802670352056,25.5869175607696,25.5367574254318,24.5386657232668,24.3130426327243,24.2720333988969,23.9960028622085,22.2979060098067,24.8882341751152,28.6075474371646,21.9890107649511,28.5318614724885,23.3284715811958,21.9070674764534,22.5028308264805,22.2763843371435,25.549499106113,26.0775703372965,24.3568612296844,24.9818665730877,22.9514488883502,22.7734985306904,22.0033510735229,24.6655972792032,23.268688566688,24.6171349416633,23.869371216202,25.2038602034651,26.6810531446623,23.7359924086711,24.5348497622401,24.4691618845018,22.591895696569
Unknown 006,25.258138601022,25.747820344668,26.3492082026267,25.5066470382858,25.4146028107561,25.8140385926206,25.8210903534619,25.8298248231036,25.6474037123606,25.8562652091078,25.9424668076871,25.6398141152481,25.700184579222,26.2213777282977,25.7191038082749,26.011268421983,25.8308787730165,25.9899355389726,25.5039755187299,26.1188575945599,25.9718668595263,26.1927185791763,26.2806266146304,27.6220390404899,25.9778795752315,25.8219004716217,25.7264229593974,25.9460195562474,26.1557842560979,26.4052778268685,26.5933874058177,25.9476120079868,25.2259979756925,26.8050719509978,25.7082352145032
Unknown 007,24.5587807339569,24.4937983530162,24.3931869094356,24.3672223319314,24.5422413720627,24.3670434420317,24.6532006670939,24.3397677062417,25.9666223045299,24.3588310904454,24.6230230536258,24.4706906044937,24.7299120470562,25.2189151951284,24.2165721908613,24.462046398515,24.2441850350241,24.4155186894747,24.9200068599805,24.6697981604049,24.3300824729323,24.3822118884188,24.9648438922952,25.3597740151552,24.5315855402149,24.1397090596582,23.8771908164244,24.1780508684619,24.5108331792715,24.7041674529833,24.834267669871,24.5990600623322,23.7921842331679,25.0145555059046,24.3723633464391
Unknown 008,25.258138601022,25.8987722778688,26.3492082026267,25.5066470382858,25.4146028107561,25.8140385926206,25.8210903534619,25.8298248231036,25.6474037123606,25.8562652091078,25.9424668076871,25.6398141152481,25.700184579222,26.2213777282977,25.7191038082749,26.011268421983,25.8308787730165,25.9899355389726,25.5039755187299,26.1188575945599,25.9718668595263,26.1927185791763,26.2806266146304,27.6220390404899,25.9778795752315,25.8219004716217,25.7264229593974,25.9460195562474,26.1557842560979,26.4052778268685,26.5933874058177,25.9476120079868,25.2259979756925,26.8050719509978,25.7082352145032
Unknown 009,23.8271024857365,24.2017375074451,23.7485424828384,24.1477038955993,24.137263454273,24.7010175082396,24.4401811023218,24.4377496448153,24.5833927645676,24.2511165491002,24.4728861137594,23.7852988537923,25.8194779109599,24.7050382355579,25.0463160296539,24.9940920181169,24.7488373261058,24.5149444417959,24.3960009677555,24.7489042674732,24.8335255487094,24.5197546364558,25.0647286835967,25.6748077200177,24.352339212317,24.2201083973468,24.2209306811555,24.1561206373375,24.6874060270995,24.9210697996639,24.67768051889,24.7914787295732,23.7132513067283,24.4781982773195,24.5974814341255
Unknown 010,23.5906955876623,22.8137961598556,21.9641654781708,23.6926890394936,23.2661408041696,23.6240236757221,21.5567644770041,21.9166233462971,21.9055380652061,22.0395008089764,21.0918075817751,21.396412448694,21.7755055731839,21.3916122697274,20.8006575821961,22.1492857468431,21.1997975549654,21.934364655241,20.4330424619744,21.5404970088157,20.3629033454698,22.2764828893425,20.9955701693518,22.7216058142526,20.0607437672127,21.9013940213123,21.2333452540782,21.0765353602579,21.3084085749592,20.2459332766554,21.5268116197585,22.2577359694103,21.2249335350523,19.5078015852464,21.4453519696442
Unknown 011,24.9443180750449,25.6465124697374,24.5877369254899,25.5273581633142,24.8027332890451,26.2763999895681,25.2178804479106,25.0333272234251,26.1661192136572,25.5458971395555,25.333903441478,25.7307524840301,26.063304975531,25.4248766168882,25.8027242404944,25.7843283986151,25.4561544969973,26.5038886226845,25.0494226512236,25.9215578718602,25.7511314633494,25.5971124866819,25.3975537421512,26.6372747845009,24.7363883638921,25.5674187639869,25.4522089588905,25.1402488997777,25.3274257038162,25.3105946757774,25.1067797466582,25.4684745337417,25.1427257738767,25.1299581798905,25.646381954571
Unknown 012,23.0326372030443,22.3853084222487,21.9179663318622,22.6523685803508,22.7490883406591,22.8335137597283,22.4174101616866,22.2897341112977,22.8471728740898,22.214212176427,22.3396439395212,21.6905503245495,22.657051031324,22.6190049281184,22.6996945485502,22.4800090738143,22.4480202819515,22.805612909673,21.5033375768029,22.4397068263714,22.3378649327985,22.4161840540491,21.7605223510285,22.9171309894931,21.1777599017297,22.4695205595644,22.5092544747176,21.8526380986933,22.4227515050476,22.0095628003694,22.3203755775961,22.018905921731,22.4589830796598,22.0232985853442,22.9303922379356
Unknown 013,22.0316251004974,22.3462511701872,21.927999756239,22.4267687129076,22.1041233301479,23.4881620220435,22.7213906831857,22.1846634856385,22.7337756477212,22.6180257956376,22.7932417149619,22.2400919174409,23.4358029377635,23.2380890856109,22.5592835393463,23.0925452536904,22.2555184412752,23.8080503239082,22.2404019402032,22.801430581724,22.720425523719,22.9690134470385,22.7595957736448,23.7522607976658,21.3298040976692,22.2362040190703,22.6794318775673,22.1177949841253,22.9901474978832,22.5788578515371,22.5524706016146,22.8854879752705,22.5852319870495,22.1203805257683,22.714207690652
Unknown 014,23.300850177621,23.4944702818491,23.8124824233974,23.4978845074377,24.1536393808532,24.0898105648091,23.9759921142366,24.4365367168932,24.2766474480976,24.2104052622317,24.4307579970983,23.7876442027978,23.8894226563712,24.4225965212575,23.6601943383952,24.1599490311194,23.795676435225,23.7336586772439,23.6508181491684,23.9667322367359,24.1420892302192,24.227477526486,24.5779276259027,25.5644705300943,24.7198043796189,23.8817792641549,23.574948424525,24.2262802554378,24.4705907305287,24.5446758649682,24.3342288839988,24.2651440860651,22.4926568096043,24.789861059875,23.1775691354361
Unknown 015,24.4198555912879,24.2618911113036,23.1588197319314,24.0458341683588,24.7151562040393,24.5084718504751,23.8211095418102,23.3924588131502,24.1309993865875,24.0110579064255,23.9777056277895,23.5541438535313,24.2126264947813,24.151430032001,24.4471015052332,23.9083365421421,24.2569125687327,24.582097763687,23.5789147704273,23.8473656794178,24.3394959671064,24.1619879010046,23.5794968478245,24.4589865649896,22.9746055530158,23.8597558139375,24.3383434625946,23.9127176213993,24.0999744188078,23.9404783825487,24.1826089094708,23.7228969899761,23.5846617989988,23.4727220385467,24.7162005501625
Unknown 016,22.3388371582688,21.9031066782072,21.80585049099,22.0652590221366,21.88809867628,22.6044778381522,22.4871750099112,22.2761468488861,22.5962570106576,22.6029639375427,22.0769045186628,22.6050916164636,22.8943695222813,23.1402170244053,21.9962888331977,22.6677181985475,22.2203422605299,22.506026289014,22.8925509997723,22.677330377227,22.8719344422222,22.5226209804327,22.6479864816288,23.2190305134993,22.1885974021855,22.598476843516,21.8977773206933,22.1912405918804,22.5557676588002,23.0635572563867,22.5177634998576,22.2214267277145,21.5550623844424,22.557932062674,21.9886552842539
Unknown 017,27.3266326276507,25.806418824847,25.6548590332596,26.7989645753392,26.4319431565796,26.3440800077461,26.4250178907288,25.8695604624667,26.1777714103629,24.8003893844603,26.3424012197734,28.59091382384,25.1431961361419,28.3819263814122,25.7280036141341,24.4416346619682,25.4411594202518,25.3318959027826,30.3310171479883,26.9917871455834,25.7971164614724,26.5152349815558,25.6941202636006,25.743461650086,24.6827840939481,25.8688569025772,25.9380892865564,26.31566892254,23.5232794184244,26.1045301708601,27.4707764491607,25.7240904943319,26.071799020911,25.9457320161302,24.5086910643136
Unknown 018,23.7003421560767,23.121618299474,22.9302018231402,23.0289854670669,23.38201929849,23.9986587970752,24.1635190198667,23.1539290426277,24.9350729839631,22.9841049234226,23.679180533063,24.8006023286844,24.0644425155442,24.7329228819723,22.8593375127707,22.7352854554477,23.1974239249826,22.7393361506875,24.1759015765698,23.3672474367883,23.0959486972185,23.8777038360492,23.7399817502326,23.7495313404723,23.804651867886,23.1671143989163,23.42053082508,23.2540817624761,23.6826871497309,23.7883150603771,24.1240011181949,23.9280921185165,24.0245624103564,23.0796387693339,23.3909002933526
Unknown 019,22.8794561325453,23.0368940764488,22.8538473007321,23.1479585176423,22.8686531224772,23.2351704129908,23.3690262992054,23.0324057998006,23.3507159056686,22.3353255831672,22.4973056816832,22.288004390833,23.5199456715989,23.1607226211434,23.6091733085717,23.3047960471264,23.1595030159692,22.9622573758182,22.5279448877673,23.1303094565656,23.2328448373438,22.919455505411,23.4651899812964,23.9329207868846,21.5516030333167,23.0415819368215,22.6668497428232,22.4362705928826,22.9530943976237,22.6261048626109,23.2313290195019,22.6328840638172,22.3155508983857,23.2084636224015,22.5246175846608
