Name,X7_Pre_6_2,X20_Pre_2_3,X22_Pre_2_2,X35_Pre_6_1,X36_Pre_2_1,X16_A_6_2,X17_A_6_3,X19_A_2_1,X25_A_6_1,X29_A_2_3,X33_A_2_2,X18_B_6_3,X21_B_6_2,X31_B_2_1,X32_B_6_1,X5_C_6_2,X14_C_2_2,X26_C_6_1,X28_C_2_3,X30_C_2_1,X6_D_6_3,X11_D_2_2,X15_D_6_2,X23_D_6_1,X24_D_2_1,X34_D_2_3,X8_E_2_2,X9_E_2_1,X10_E_6_3,X12_E_6_1,X13_E_2_3,X27_E_6_2
Unknown 053,24.8597068923337,23.154783350001,22.9834581871675,24.814158812796,23.8749891648957,23.5764865651599,23.7293576143019,25.2067035993659,26.1541490434496,23.7998941526886,25.6788739158986,24.0019392659412,22.7259669389919,26.4536953240854,23.7684536023055,23.0665781950529,23.4759442762805,25.2780550130236,25.3010281169094,24.7913809457598,23.8961507001804,24.072565974543,23.6493542797929,23.2360904421056,24.2653643137038,24.5002759879736,26.3648711716063,23.9483353046219,23.5246327260766,23.4775604852181,25.0827180542743,25.994681152588
Unknown 054,25.7470684171922,25.5447259360604,25.4574899352067,25.2763686899942,25.1597525560476,25.2389248360869,26.1079906227311,24.4482719510877,25.5019407713186,25.8690582283255,25.5988214735432,25.0747173722684,24.85712857553,24.3623319990954,24.8031322295423,25.0911015854666,25.8370833812711,25.2567098535115,25.9208233323108,24.6830792704312,25.8782643642663,25.6291352328977,24.1553492054964,24.785953018213,25.722791485107,25.3127817745448,24.959252691338,25.0968181989194,25.3510237915177,24.7364733529444,25.5790280119878,24.4518742233879
Unknown 055,23.311124386596,21.615944892209,22.216580673352,22.4394620664175,22.7528970401012,24.0983714332289,22.9869886535407,22.7772362477514,22.8472366502129,22.5967122662539,22.9093586873317,23.2426918475717,22.8703764064203,23.4902183606803,23.2440615230609,23.1328026809292,23.3095801865139,23.6764567611559,22.9672837518734,23.3215818516112,23.797911134339,23.8150180422489,23.5086965446807,23.4253867336937,23.9469911700185,22.8850408309714,24.2061216415576,24.6029239182988,23.7313050109926,23.8368786620411,23.2729732858712,22.3622681699933
Unknown 056,23.2117963866835,22.8227451575901,22.4659022080113,23.826332880689,23.1254361450968,23.2199985691285,23.2756202857091,24.2406554403704,25.6545046267974,22.9086130756323,24.9845765018434,23.456181960676,22.2333909293132,25.5154303696149,23.1401772394055,22.5757958197788,22.9774283968866,24.2615460428395,23.7300321213108,23.5861860895477,23.4016868593987,23.6014136633758,23.2195523884882,22.8445524399032,23.8397687514364,23.4907747373884,25.8745191452783,23.5664872817001,23.1693816987092,23.1678576029161,24.5564072299116,24.4321498941506
Unknown 057,25.1441789680947,24.1594955511539,23.903342342108,24.8564222354707,25.2072492741159,25.3264765232551,24.6875433598308,24.9192328637503,24.1429462331605,24.8948516939362,25.1925554250947,25.3260091224412,24.609268100342,25.4541580767512,25.0650644096154,25.344541673459,25.6531714656876,25.6490080308759,25.0224444997723,25.2411446876806,26.0687055776294,25.3527203073302,24.9148420230525,25.4740830405461,26.6404634894399,25.301660039277,26.1606070433983,25.4298053376713,25.9853833184612,26.2715307300914,25.5251900673785,25.1578088366588
Unknown 058,26.0159717592708,24.6918822869082,25.1205417081571,26.4646281201543,25.8791016727115,25.7020045920277,24.7911665458209,23.624285965397,25.7816655559347,25.1607891160754,26.0243331309131,25.8234475665604,25.6109678934071,24.9657515503359,27.2362993296673,25.7444848846607,26.4008425006848,26.5985264593449,25.6097038896053,24.6881465441149,26.762032664902,27.0689480309831,25.7105351111762,26.4525562562845,26.0661184630424,26.1109765791708,24.6184874239846,25.0490323626392,26.843517923862,27.485463840317,26.9411527434852,24.1349703563899
Unknown 059,26.5946586240318,26.1371649467357,26.65643909722,26.2319990462797,26.3252511533696,26.5106418786711,26.9025285202202,26.5103728014791,26.4597614506646,26.4978219567117,26.2261427163145,26.4700428950468,25.9864948573493,26.1229231894518,26.0124008762583,26.9086529216403,26.7041357006553,26.7378251264944,26.4647078641835,26.5658303169135,26.7212873930875,27.0601178493737,26.2163778554202,26.6363309722894,27.1091494327683,26.4691388646896,26.7435162104012,26.8252954153375,27.3215559322834,26.3867308145059,26.6955754258365,26.9758196406997
Unknown 060,30.8759513168105,30.1988255356673,30.7656055485745,30.7142481263673,30.6692643101333,30.7496936217128,30.7560196256014,30.6403754522754,30.7584900272016,30.7054066513099,30.5969662421695,30.6346572724894,29.9091063950066,30.4562526467556,30.6629956599815,30.9005680597586,30.602791846846,30.8475058523931,30.5876492989462,30.4711188413544,31.0848748503458,31.300341417258,30.4813330703015,30.956124684481,31.2673683311373,30.7624927334715,30.9055198637329,31.1096466598321,31.2634331701117,30.79144857512,30.9986254670335,30.9874022876826
Unknown 061,25.3922665531708,25.0419837352731,25.2177977042474,26.4405290517346,26.0024800537921,25.6488302005603,24.8435546835536,24.5407791138664,25.9796157713639,25.1721802328725,25.4180974692593,26.2467365298764,24.9416869083626,25.5600142843512,26.1462831722351,25.8287379505414,25.8502270356351,26.2359594297802,23.5550972800959,25.4106480767867,26.147853202605,24.9035387931715,26.6562291194259,26.7127201470325,26.3974363528304,26.1114024362467,25.1263054062033,25.5972430916595,26.3344828160564,26.6631925269442,27.6705709512694,24.2898448492335
Unknown 062,23.1751435684592,22.9351340180254,22.5411696743063,22.7705604472992,22.5986981779066,21.3601093017214,21.7880504206329,22.4461598945778,22.4453735259028,22.2405336595506,22.3478941467675,22.7862937055315,22.4481718250971,22.4439102486778,22.9153436482193,21.5697134161754,22.4018132167484,22.7100509302043,22.7870019945363,22.5457149462789,22.5629800474875,22.2323176340219,22.0802280917403,22.7913735266102,23.2843869205381,22.3698133822569,22.6868103383933,22.8323942404047,22.4176854031258,22.0403876248406,22.5435843561837,23.0244702564484
Unknown 063,25.2662655550739,24.4939258702276,24.2474200709395,23.3551180246048,23.235463887087,24.8609893984518,24.9323196266595,24.364068459632,23.2661763034565,22.7157215661615,23.1766107851518,25.0937479446509,23.9965822174269,22.8619740390697,22.7209929792437,24.8915972954653,25.0539793907662,23.5032253708687,23.1614137961542,24.3256537931369,25.556522790546,25.2802538101276,24.8977157785793,25.1283031954192,25.4779637885649,22.9547172306068,25.342452537871,25.6027281939539,25.6305265630545,25.3433728456089,24.9467112253763,23.676737664324
Unknown 064,23.8920612313482,22.8479909228848,20.6096425665407,16.5576474579421,18.0481449001051,17.0848745100439,17.0625629661746,22.1385815557565,22.2244404415956,22.1767456773044,16.7948460701465,22.5526591575243,22.5460244822958,16.9549743353126,22.0252038031318,22.3729580013055,23.5207769574618,17.0805889508804,16.8461044126561,17.7675064036489,23.9700331088547,22.0502830696296,23.4306129584344,25.0300274789512,24.6928966990425,16.7526865536064,23.4583395762609,23.3584804583417,24.3580372872837,23.2893466920152,23.2827027090165,17.1360857829148
Unknown 065,25.5201318825599,24.0030996076603,24.2874952045412,24.735902797524,24.8862370021357,25.6905914810391,24.9193081662008,24.7499609550767,25.2075148153352,23.5760812703547,24.8648801845371,25.1334586765609,24.78076690387,21.6983480579625,25.3057051909982,25.2360958958174,24.9854298547613,25.3998263630281,24.7508733174204,20.5888771530676,25.8727797781572,25.7200088015104,25.3813064951076,25.2414778345858,25.9571584238699,25.0328105737937,26.0013842422019,26.4256690667038,25.678104322539,25.6557668177498,25.0909580320147,25.0350422460885
Unknown 066,24.3335110898184,23.292625257973,18.7788049151645,16.1487226630751,17.8099323277409,16.6451270442696,16.6308266955414,22.3268444263409,22.9543930487581,21.8379706114388,16.4863299688441,22.8960883688971,22.4070544323219,16.4959557526318,22.7702523198834,22.3768301541526,23.7118898578918,16.6402551055603,16.4203645739588,18.6243311947021,24.0633532715768,22.8480966144899,23.6603191220485,24.1504329494202,24.9700139013311,20.3789970771955,23.6022417153463,24.4053546285117,24.4156220991054,23.2913846134716,23.5367445019328,16.7690364387697
Unknown 067,26.8048526453142,21.6837849463663,25.4281380898762,25.960079852585,26.0469653887249,26.3268064947049,25.3843672505696,26.4434491188389,26.1672349320064,25.7055851171,26.5244165113774,26.1616029715899,26.2466202329235,26.5780764302439,27.0459321593126,26.7139990596672,26.2745304316262,26.8520579085565,25.9371135204604,26.1446850591455,26.9198079310872,26.82455560602,26.6226893619985,27.1790801088238,26.8184357178975,26.0015764869863,27.3414444825934,27.5260461717474,26.9768480608799,27.058623963053,26.4764421664595,26.3404314948319
Unknown 068,23.7125392633794,25.7205527701279,26.3305205070151,27.018820781573,25.4325265489157,22.2063400214728,22.5190126995772,26.8829684677866,24.7556615077911,24.254782922748,26.4745716661115,23.375474043543,26.139850058074,24.9694133622216,25.1008584042562,25.79110366031,24.4634209801125,24.8980415386877,25.4587994455889,24.9530792631601,27.4165247639352,22.6577146994473,22.829053843317,24.9352712399524,23.9962912097617,26.0513168379984,25.130977608364,25.3158154059789,24.7188144845739,23.4324096768766,23.4157941392354,24.0262570526559
Unknown 069,25.0780532334001,24.0360153082017,24.2158695492712,25.116894431222,24.894979235326,25.0101523637642,25.4838084768272,22.0519572264938,25.2123748055145,24.6063935686983,24.8050965216284,24.5294799451106,23.9309001165543,22.2436566360099,24.2233243561522,24.5151783418417,22.6156941718686,24.3303284393541,23.2156024972263,22.398184685445,22.7651556275755,22.3637563478372,22.7371354991289,22.6380069155077,22.6656209452887,22.4445571658219,22.4633871266817,22.5907587880321,22.858451929031,22.8036827804618,22.4189487956634,22.7394085920015
Unknown 070,27.5399016283237,27.3088637322099,26.680608923579,26.5706990675187,26.7793574706039,27.8529539657313,27.8072830113113,28.2290533817914,27.9677049407786,27.5709818751122,27.4876511927411,27.6959214924648,26.9241015837317,27.4766565715594,26.5481082264873,27.9013103704466,27.9983166693265,27.5750374578287,27.5981638356938,27.947447064167,28.4070553462389,28.5451697774973,28.1089349421264,27.5867910135049,28.9552015111912,27.3552240874949,28.6889838322295,28.5952183863321,27.6199975973619,27.5021960971141,27.9058204041732,28.2365046645781
Unknown 071,22.4272536966946,21.0185802379496,21.5354029076799,23.2192034721512,23.1650809442079,24.5215757255027,24.6632737463734,20.7969612554378,23.3333131621238,23.7585092626752,23.5106364402023,20.4791309700674,23.1254518774379,23.8500329190597,21.3247247381546,22.9637797914606,24.1164409252451,24.1166593443027,24.0450229401759,23.9870036240994,23.2470585717633,24.4913510020598,23.6919276113716,19.5902722030503,24.5280743612695,23.938264339373,24.5483837515248,24.4356088009037,23.1025201280602,23.2945955262478,23.6376933163951,23.6762538657144
Unknown 072,24.7628571919806,23.8507020600318,23.7115211395659,24.2569339335324,24.1010619920434,25.2921241626974,24.3783480123061,24.0747692972743,24.8429650818903,23.2433146409484,22.8565325820957,24.6754958019178,24.6358312978652,24.7411013101043,21.3513463521502,23.7227453660647,24.4419646644993,25.0931955537895,24.07790825142,24.3615039221189,25.0602656256381,25.023312430518,24.7360396811773,24.4950117329059,25.1863525794028,24.5224288266107,24.9896266754322,25.7132950467588,24.9608178753574,25.0859080810318,18.176133037113,23.8303000650686
Unknown 073,26.7540757000894,21.6837849463663,25.3902993086145,25.6808815042286,26.0484840745825,24.6555514056716,23.6019161553966,26.4077527303982,26.139466698662,25.7138280278318,25.4525336285154,26.1142853624387,22.7460688763154,26.3399320542439,27.039703170562,26.6842271132612,26.2281174262699,26.838356163242,25.4102491617559,26.1609694254503,26.8879052511798,26.7757668067121,26.58087154203,27.1448751340469,26.7933780202156,26.0042480955915,27.3018026286849,27.4889607064912,26.9351491517671,27.0395581395682,26.4364333295867,25.7185488225617
Unknown 074,22.1333096704225,26.0146555447471,26.0864591134084,24.7444496817247,23.9303389514265,23.7360913743324,20.854344920826,26.7733963416072,24.3239757441145,23.0398738348525,22.6878125337403,21.7743556712652,26.0393870644681,16.5009636932846,24.9433522391931,25.6913659587896,23.0247120682123,23.3753263587622,16.9740207913725,23.0865323940026,27.3276048407831,22.5772070052291,21.3696392410909,24.7852454811887,23.0696584678978,24.4612467632318,24.9522004923415,25.1661020845767,24.6991798120621,23.2130007927667,22.2065806755642,24.4969816186523
Unknown 075,27.5467707358294,27.3095754910126,26.6903039032909,26.5764407323991,26.7858732513536,27.8578844964455,27.8130331698858,28.2346580201642,27.9727061708412,27.5768482837002,27.4932959016506,27.7023978241704,26.9325388939395,27.9449845143614,26.5567611970005,27.9075423081755,28.0030966527206,27.5725164073832,27.604366872042,27.9536503791499,28.4109174344901,28.5488134442466,28.1144083611851,27.5933828687544,28.958304898471,27.3618223817414,28.6926435742739,28.5993209036624,27.6252816889624,27.5071754472357,27.9104712427342,28.2403467475984
Unknown 076,15.6786787664568,15.8627538484418,16.4115647753239,18.1468541733458,18.1858531086882,16.7965319434905,18.7390475050383,18.2750516279935,19.5791654825636,21.564760203868,18.2825384805338,16.8478299296995,17.407017476928,17.7998940252398,17.9489502686714,14.9900631360937,15.0935749016853,23.1581944397041,22.1263714761543,23.0477582788717,15.5515706977844,15.8147242065601,15.3483947930994,15.3018185747884,15.8779893046091,19.6876210234516,16.1108087938904,15.7624233651616,16.6586427474877,15.6592591023838,15.3473435825005,23.1494668482781
Unknown 077,25.8936570134643,26.2493813938455,25.647451058261,25.6173041428027,25.1907542470284,27.6053387888103,26.9860427108284,26.1777060859347,26.5653305720566,26.5750075499606,27.2473026854196,25.7593083438111,25.8838531968227,27.1222696808334,26.5770837031433,26.2284498660706,26.0339128596462,27.8584771008695,27.2677328084595,27.214254543687,26.683784207413,26.5137189230713,25.9307730639507,26.3986665353907,26.6648989125053,26.8416535000096,26.7975313595178,26.7796531054939,26.7224971007193,27.115313193342,25.8255399053424,27.5653790359684
Unknown 078,24.5658232963337,24.8401573781127,24.4990344267985,26.7900684822063,26.4348304026444,26.8111659178922,25.8812835545215,24.0558612581713,24.0142413498009,26.574453761078,25.9299882164707,24.4784036862019,22.7482704054324,23.2845327583831,27.9960795515673,24.7559902733834,24.1133285934122,25.5493125427902,25.7064241084609,23.8989157127238,24.2688267056852,23.573724360063,25.5012676173849,25.1617280924564,23.6869952668746,27.0028523224599,22.7111349977749,22.678475455745,25.97949815701,27.4596369046325,25.4361730491203,23.8049641186206
Unknown 079,26.7314035406501,25.6626461606641,25.2478547367778,23.464344017452,23.9702833483848,23.8717650666938,22.8685524353171,25.3053640404396,26.0321126567205,23.8721840221157,21.0704474532013,26.1158447998151,26.0490070669869,23.8364719170448,26.2686277311346,26.684880395006,26.2109549459273,24.6335624586506,22.9158309222134,23.8970347822716,26.8829658099058,26.6386882164859,26.5969009314411,27.153252847807,26.7827097134482,23.8394653289468,27.2986194074395,27.4866426520456,26.9401026064119,24.7157320183019,26.441649093866,23.0738722835901
Unknown 080,21.46080916548,17.4701600685703,20.5637527200887,20.7970824154237,18.8619172780873,24.9349964749977,18.5078942283215,17.0527619376798,21.0454742829671,19.959767613689,18.2108304179347,20.9479786864686,26.0860662335797,18.0391053507451,23.4033683928006,20.5169653481115,22.5141968339247,18.632190183331,19.9956355546048,18.1138881458775,17.2172513075437,17.2606722629098,16.2552607833455,16.2743891033804,17.7184068219961,18.7110955765193,19.1280608153052,16.716746650169,17.9342732042137,18.3713908845894,18.1653177309937,17.485613488715
Unknown 081,17.9863712965797,15.4458427346161,15.1080742691375,22.5803469794685,20.689223900039,25.7940238576854,23.9826929467063,17.6750618012114,18.5456808203947,21.2100195630973,23.1953276989213,16.8154633563902,15.9141077746009,22.6922637776867,17.841811871548,16.454946515463,17.2418678954297,25.8462078173758,21.6755007740515,22.238372346079,17.8885348570688,17.9737280583348,17.6289575240259,20.1053815784274,18.62342934033,21.1854294619948,16.7880862038393,16.1290754352809,19.1327177556322,18.8389620505838,18.0315716013018,24.195953027423
Unknown 082,23.6410180818988,21.7582137834073,20.642107675198,22.4176366458107,21.0351510757583,21.7393955288777,21.9347346898402,20.5366954794413,22.8938556215877,21.4602126625835,21.2486764867997,21.0146090376966,21.1133328721737,20.4943717823003,19.497932792529,21.1911985286545,20.9183126666527,21.0913464980852,21.1954103379419,20.7755558405456,21.3473078401782,21.7273319463842,21.2357378172045,21.7213037974249,21.7409770703086,20.5484808800337,21.7191750710163,22.1224780722835,21.2575108931825,21.856531269228,21.1270140101195,21.9741305760264
Unknown 083,19.1503674220083,16.4926445069828,17.6557750010937,23.2716017908604,21.5848409951256,26.3268116797562,24.1285508007695,19.8652693172574,19.5441337321551,23.3239397460965,22.9244547121801,19.7132536306255,16.4378372349948,23.1846674585316,19.4236560084023,15.6794764385274,18.7534379030414,26.5597988868252,22.3309379587368,22.7324396458943,17.4824599450238,19.0570967935761,19.8748343204212,18.7116493720503,16.0324909745872,22.613096216737,15.6474469581195,17.4655846337298,16.1727367736528,19.9543732013317,18.1422469767528,24.281746075897
Unknown 084,14.964399341224,14.5307930933364,13.990177185361,21.5220705634102,21.5453663923451,22.385023756488,22.4005913681412,15.082246306773,14.9277130240564,20.5410808330852,21.2503629641277,14.8260503405432,14.3770623531057,20.9037105206061,17.2151480129551,14.7974045705295,14.7571656669937,22.2350922500655,21.0258554208187,21.7205451680921,15.2256121287872,15.3298764270066,14.799757470836,15.6415990464762,15.5052901051908,21.480646130082,15.2499300203591,15.3676559534174,15.7955300654874,17.5723655306356,15.1334707184646,21.3748968028836
Unknown 085,16.9489249871412,14.8904878974179,14.5243986514644,23.2546746438471,23.1043871291716,24.564565862119,24.7018479039987,17.2416723337497,14.9629439784684,23.7886328511564,23.6640572128925,16.4168522527045,16.1281921762619,23.8785052260607,20.4581611525647,15.3357165292279,16.6390565363565,24.1723643560753,24.0796331718994,23.988601252032,16.8977942055025,17.5975544800367,15.7225391717963,16.9657905790219,17.1198738171156,23.8660897858861,16.287894178003,16.5319122268433,17.372332949652,19.7877795201678,17.0785190214841,23.6995799412613
Unknown 086,26.7179792281293,25.3269466526328,25.3120898874316,21.7071413466841,22.4009603113682,22.2193107885359,21.3277667270848,23.7035534945376,25.4209737996165,22.3475608834655,21.7985290478817,26.0320183161096,26.1034832786668,22.1229447928702,24.8936956729194,26.6765660393848,26.1890430059943,22.3767954766086,21.4797584361015,22.2893584398886,26.8649276715376,25.9523716275378,26.2911564260933,27.0826303480111,26.6943376543059,22.5060567389359,27.2756633300556,27.4643909603613,26.9019645437471,26.0117417156519,26.4008773366396,21.8430087850014
Unknown 087,23.884961375015,22.7358656636452,21.9737551067482,21.0916121962758,21.3596536501627,22.6450761223274,22.4094900171956,22.8288787671789,22.3407026710477,22.2157629123168,22.2390192860444,24.4527943693258,22.0600091398675,22.312246649207,21.042017653081,17.5590172112832,23.5975251397146,21.7651922165277,22.1749905657199,22.6864319698523,17.9275145808917,24.9149696895077,24.3991651692714,24.32999181974,24.9860061136734,21.6061789496115,25.494256357013,25.4448324744404,25.0731472601605,24.9773418161137,24.613156113927,22.5726814502118
Unknown 088,22.9571476828307,19.9857870662835,23.0899940118408,22.7894700886277,21.4012973226471,26.9524045374888,21.5453607585317,20.6545513272527,21.9485473235148,22.6107311073486,20.3875676441862,24.5304803178854,28.1369007388891,21.5498331460783,25.2994490066158,23.7071783099827,25.9274854336432,21.4887534316275,22.9583775638691,21.1425925162515,21.4932243940745,20.9809180695554,20.4006580298129,21.8782957445268,23.1329950221478,21.6050951981625,21.406518298393,19.4553956882362,23.2938060914904,21.806180873025,22.1796595905494,20.6837764297401
Unknown 089,24.2879521622786,25.7516909409403,25.5721336226758,24.9007410541249,24.7706044959329,26.7436423844667,26.5395579539197,25.9652916126521,25.8178668347243,24.5243718365343,26.1783255634372,25.7231385395243,25.4057720163133,24.958725560469,25.1898576781795,23.6857305050691,25.0051916838268,25.9163594475509,24.7383096990034,24.8803560228209,26.0726331666452,27.3052637749407,25.9823664911347,26.1048806484493,26.2511232034529,25.698772865733,27.0247838066719,27.1489884722376,26.4435320788512,24.2220728061543,25.6765088477862,25.1565123458499
Unknown 090,15.0380493737203,17.0331018285189,14.8566602337673,20.4219134087195,18.7715276660186,22.995034672739,23.3303246787691,19.6200781582675,20.559544427961,22.3411743466426,22.5784818040089,15.2911340290539,15.2067989792459,23.446093845921,21.7589105722047,16.7021231696937,15.0139680163257,22.7208405144238,21.6389648885614,22.6932946156034,15.5663286869749,19.1679247863723,18.8119282081067,15.0576802353458,15.836471039732,21.1265862070376,15.9437506445357,16.5852823368512,15.8386379772434,19.7315850754338,16.4074519267507,23.6494106355124
Unknown 091,29.7907770401158,28.909389796818,28.5742307495005,29.675449856422,29.8152834704169,30.0381530302926,29.0245459729466,29.7751111380176,29.6087848448191,29.3000697867914,29.7456872144388,29.4687233241427,28.8248910931332,30.060290728301,30.12936852675,29.5712760648432,29.0120774574204,30.0593773847819,29.3723742687932,29.4776906587366,30.0065380307805,29.6616352739623,29.7410837285171,29.9854594194997,29.4263700059565,29.6699725444459,30.2658776759364,30.2967191884923,30.0957611916786,30.3040284983221,29.7138117010284,29.4520165201799
Unknown 092,15.9230002142404,17.5926318064499,21.0678563135275,20.5725608550076,19.9752865757259,22.8289778590216,22.2630714379361,22.100583919588,22.1673693743023,21.6493536069012,23.0757286113273,16.4200092499598,20.1143474015984,21.5471825127287,21.6047391673246,16.6686902420659,18.0179923736108,21.8208624666788,21.4876370620603,22.8819757992233,15.4130005012753,21.7647577358598,20.8842699345167,16.1408004265417,17.3902144868359,21.1462584799566,16.3475415518772,16.0841738540938,17.6837793262741,21.560292125599,17.0044791936232,22.708608071561
Unknown 093,15.1098634860386,17.5303936221254,17.1025323960603,20.9981422823489,20.676357679541,22.5106372075066,22.8268043623874,20.3502086171583,20.9329008060614,21.6530792588708,21.8751430655232,16.1703275406568,18.6116952158453,22.3608999405394,20.6859090867305,14.855521958059,19.6382129009791,21.8203296013259,22.7078557516558,21.6572520575544,15.5084513350694,21.1886130866905,20.7672627055432,15.0868429714714,16.1443864283184,21.8285453604323,15.6351913726303,15.7936617264437,18.2358762968756,21.1493187599554,15.1053461801478,22.2326925606624
Unknown 094,22.8299190367267,22.3686530789583,22.3169576402377,22.4389129884173,22.5257967721166,23.1857005978083,22.3633632432068,23.2954067839874,23.2733796481458,22.5895304009312,22.6392369113414,23.3028572352152,22.7844152575893,23.0620567007483,23.3478614613987,22.9658495229381,22.9551111245411,23.1592733697647,22.8179291247089,22.6492958229032,23.6288543135945,23.5775132586113,23.4303637077232,23.8831102783285,23.5597142577089,22.8456597126865,23.4973183902431,23.769772100579,23.8861098844426,23.8573197866219,23.4029052356081,22.659873581428
Unknown 095,16.6648838399931,24.2305116272743,21.9903910164745,20.5609348485184,19.6524735790439,23.6081310170213,22.9378989344406,22.2690260517373,22.8404095069693,21.7793700209128,22.5842405660691,20.7658345868052,21.850363816767,22.293298679388,21.1132787030044,16.7688279711146,21.4551694717026,22.2072236848701,21.6329335083669,23.3328917531623,20.1750549416226,23.6326464736738,23.1087228274487,21.6014297928499,21.730487899783,21.0232280614467,17.3057474857484,20.1555003705931,21.2125967124565,21.5395545311503,19.1003326356551,23.6206863879801
Unknown 096,26.0818217011922,25.9305157405557,25.6413121528654,25.663082654868,25.6412812368026,27.5230709231077,26.6889606839284,26.0760479762208,25.9404966757504,26.2494194498391,26.9647726587054,25.7919271771539,25.8493363943615,26.8180610052518,26.7886194374815,26.2394666176119,26.0527259457464,27.4281111583149,26.9099485233587,27.092873935276,26.2507817760212,26.5734619035211,26.0216497468742,26.3986665353907,26.2297703953368,26.4622526032233,26.2578460981854,26.1339685107055,25.9373603642385,26.5985323180286,25.8537187071837,27.2387170195497
Unknown 097,15.2543161687103,21.578290896144,20.7116931256494,21.7358727584985,21.5447364120725,22.841066864313,23.0491347795663,21.9316278845028,22.3766409400955,22.3461125790779,22.4301805820694,16.6081251269443,21.8213722398714,22.5942718196763,21.5019153571493,18.2315285964659,21.1663989033754,22.5037226736569,22.5350325670438,22.122475474868,18.1675059780131,22.936080773243,22.3517482192772,20.3575906239744,19.174770704928,22.8428936333872,18.347530315742,17.6606243087127,21.3858533776089,22.8526496980734,17.656825883884,23.0198015600407
Unknown 098,18.2081393491457,21.2052406448783,20.954543255275,22.4446112414263,23.1541488307988,23.1865129582216,23.2256054563873,21.7441600890294,22.4687360320564,22.4111259622007,22.0097246913819,21.315862581713,21.1479283957555,22.4507118022907,21.8428977646417,15.0521283288941,21.1399704172176,22.7272460479642,22.3177805921804,22.3077559645736,16.4229344930219,22.5127117197373,21.9264157331902,19.3704331515469,18.2868115481629,22.8634069884637,17.3296688702599,16.4403372753383,22.4943759848479,24.2262386644526,18.4868921444052,22.0676016820688
Unknown 099,22.2703806909283,23.0207717411387,23.031087900398,24.9795483026022,24.600534543664,20.5267698884776,21.1715881559634,23.8986570179762,21.2207618072554,22.0336765997459,22.2775724980026,23.7373883372561,24.2323433757152,23.1813048809185,21.3894142572152,21.8539926754083,22.7223525365495,22.6643668988049,22.0741833327941,21.2228988426245,20.9536120437599,23.4659181120409,22.2160830597205,24.4823138275385,26.2057151310196,23.9916360296946,22.1540665603597,20.9176952302028,24.2952304174644,23.1398766692568,22.2009507579912,23.7988604687815
Unknown 100,15.5528198466475,20.846981377438,20.5846850525471,21.7759719636155,22.3496514475247,22.9483166041199,22.9543012471231,21.9045941099198,22.300381377511,22.1139252057385,22.0745762099438,21.0452216173881,21.915676141668,22.5418613509564,21.448565158715,14.9605761537029,20.9953429452792,22.3744858223742,22.798079820235,22.7690081927598,19.4139923591925,22.6006887205541,21.8324332198717,19.8909692855724,16.3515475925413,22.6994514687749,18.466677745576,18.4238569432171,17.7305642734193,22.9911050173407,16.732868637941,22.185807250906
Unknown 101,15.4721193424987,18.8151995366601,14.9188684830285,21.7818827748591,21.102170730811,22.4632810122511,21.5744397111026,20.6777522487812,21.9541775602004,22.2584070833914,21.1280608963572,18.5561947516432,22.4312966212284,21.399269163117,20.8582831058324,19.1064831828527,20.6280086436879,22.538415448075,20.1717517234181,21.364159157263,20.7795257908701,19.0552599079606,20.5416515182245,20.7159726810577,20.3279319166608,19.8868996964415,17.3753177358204,16.6822604926273,22.6169267263609,21.1239347573392,20.2910158108489,19.4077609496763
Unknown 102,15.247626459172,20.4142115976311,14.3948384058485,14.6721094280932,14.6737371826826,21.4421257031438,24.0293951627839,14.8153295363483,15.0947218861761,16.4409213312643,14.8835213354534,15.1728322931664,14.4835301181882,15.7216621175915,14.6311317744165,14.897449686878,20.0776782847762,21.8140056290028,20.7516664055707,23.0626322342376,15.308769329927,20.4847573541049,15.2132772544831,15.2182513205109,15.7031646446842,14.7272969417426,15.4212690078596,15.5830011138938,15.5866521917438,15.2978237241264,15.2832168786683,22.963565365496
Unknown 103,22.2358537007211,21.7541182901881,21.6412216790523,23.6577426127391,23.7277309677712,21.002883606497,24.1533799933152,23.4982134665021,22.5138107440523,22.8356296662303,24.096237892263,24.2751417286763,21.9998125040814,23.937164593371,21.5213704553277,21.5941933588755,23.0311446619373,22.9762338389662,21.8594375228329,22.343933924145,22.8051080351069,22.7000961484888,20.3799917780863,23.9246064970769,24.0091767244055,23.9894439154631,22.5741061497371,21.1471486930109,21.1457433871615,24.412002827819,22.7376667440137,23.1861864616966
Unknown 104,19.8211734471454,20.6640617280417,18.8915354290524,20.866630332883,20.5546480525636,22.3038090652342,22.7184917412156,21.7421306700169,22.0081596048236,21.3948117678993,21.7178110602082,21.4517381496654,20.3739604627181,22.2115548329723,20.042577049962,15.9281815247521,21.0506961675395,21.537883706545,22.1377545780529,21.845564639631,20.8528396377767,22.5971722229368,21.7485124736676,20.0511486685343,21.6061638277998,21.6936257865794,19.3510659830804,17.3139682164814,20.6578503752662,21.4867462394529,19.6215357129782,22.0413574087397
