Name,Count_-2,Count_-6,Mean_-2,Mean_-6,Fold_change_-2_vs_-6,P_value_A_-2_vs_-6,Flag_A_-2_vs_-6
Unknown 054,15,16,22.4385673631422,22.3324143360965,0.106153027045728,0.498622267629049,0
Unknown 055,15,16,21.3937942974924,21.4596560904724,-0.0658617929799554,0.766657132360707,0
Unknown 056,15,16,21.5972104813651,21.9409089988563,-0.343698517491209,0.0679370369759379,0
Unknown 057,15,16,21.205018380106,21.2715539571116,-0.0665355770056202,0.7458085998849,0
Unknown 058,15,16,21.7392886152381,21.5863894337708,0.152899181467291,0.436261149723603,0
Unknown 059,15,16,22.6785160176869,22.6914012617479,-0.0128852440609784,0.961021159485673,0
Unknown 060,15,16,24.8667657131046,24.8191285849226,0.0476371281819858,0.842511142356109,0
Unknown 061,15,16,26.6562914018444,26.9421328487933,-0.285841446948876,0.0183882042928684,-1
Unknown 062,15,16,26.4886870270443,26.8110223068895,-0.322335279845262,0.524780612971197,0
Unknown 063,15,16,22.142576605231,23.1463385453406,-1.0037619401096,0.00370279708835038,-1
Unknown 064,15,16,21.1300721357072,21.4416601555835,-0.311588019876361,0.201387266485056,0
Unknown 065,15,16,21.1394216973678,21.3763494878177,-0.236927790449858,0.100283685109337,0
Unknown 066,15,16,21.3836536124653,21.8119993330391,-0.428345720573788,0.0185195012131105,-1
Unknown 067,15,16,22.16973159287,23.103567277502,-0.933835684632005,0.0154905899450607,-1
Unknown 068,15,16,21.0325271970825,22.7218877707179,-1.68936057363543,0.00657914725505946,-1
Unknown 069,15,16,22.3682003279565,22.4685051097048,-0.100304781748349,0.736309406480673,0
Unknown 070,15,16,23.0885532585844,23.1019063330973,-0.0133530745129633,0.977528865876895,0
Unknown 071,15,16,24.9725056573419,23.927857742189,1.04464791515293,0.108391614064345,0
Unknown 072,15,16,24.3451301529018,23.3767426448159,0.968387508085872,0.105087183691055,0
Unknown 073,15,16,21.8598928672532,21.0581353898589,0.801757477394283,0.131515081102143,0
Unknown 074,15,16,29.0010243491706,28.0094118386722,0.991612510498406,0.0709987698691116,0
Unknown 075,15,16,24.7032886022579,22.979642423807,1.72364617845086,0.0106376846267629,1
Unknown 076,15,16,22.5244111462606,22.2395328531536,0.284878293107031,0.302906307224242,0
Unknown 077,15,16,23.7373032813644,22.7982947445633,0.939008536801026,0.142175186631197,0
Unknown 078,15,16,22.1914327938484,20.6712980382369,1.5201347556115,0.0241764054490755,1
Unknown 079,15,16,18.9354673000057,18.9595581482315,-0.0240908482257929,0.983341617219236,0
Unknown 080,15,16,24.1221149520878,24.0621330450814,0.0599819070064029,0.601927945640714,0
Unknown 081,15,16,21.4579860658798,21.0382338736742,0.419752192205525,0.443983903702229,0
Unknown 082,15,16,21.4625784498709,21.4687274829418,-0.00614903307088355,0.993603150967261,0
Unknown 083,15,16,21.2880037626267,21.5985620115057,-0.310558248879047,0.530649348332451,0
Unknown 084,15,16,23.0382233204102,23.1656321616266,-0.127408841216411,0.55615453904048,0
Unknown 085,15,16,20.7504476874224,21.8995337068535,-1.14908601943105,0.0179565565427479,-1
Unknown 086,15,16,20.6716061868837,21.8018993136942,-1.1302931268105,0.0722461799004167,0
Unknown 087,15,16,22.5249920897764,22.7203224742516,-0.195330384475195,0.579881903362662,0
Unknown 088,15,16,28.2614197659858,27.3334830762214,0.927936689764405,0.167111405564703,0
Unknown 089,15,16,24.7480539963156,25.366859756836,-0.618805760520395,0.0020513634744837,-1
Unknown 090,15,16,23.7277944739617,24.4267027128547,-0.698908238892987,0.373847991903746,0
Unknown 091,15,16,25.0794739124053,26.3060630241031,-1.22658911169781,0.0592404194000019,0
Unknown 092,15,16,27.9348017132544,28.2135576323208,-0.278755919066331,0.739699650975586,0
Unknown 093,15,16,24.3021527415164,23.9938068616927,0.308345879823719,0.447712367233721,0
Unknown 094,15,16,23.2045113055834,23.7070705263657,-0.50255922078231,0.395607401078586,0
Unknown 095,15,16,25.7353752375125,25.2352930187978,0.50008221871472,0.208321582371425,0
Unknown 096,15,16,21.51643223273,22.1584673090774,-0.642035076347398,0.37630057662919,0
Unknown 097,15,16,26.0458966422493,26.557085998067,-0.511189355817674,0.601449253362394,0
Unknown 098,15,16,26.322293114836,27.5458395453292,-1.22354643049319,0.16498632209048,0
Unknown 099,15,16,23.2647116586734,23.8998979433467,-0.635186284673296,0.273339417446207,0
Unknown 100,15,16,23.9923565491824,23.91917967498,0.0731768742024279,0.81550063215781,0
Unknown 101,15,16,24.0004114543667,24.2492394064605,-0.248827952093865,0.203269614082032,0
Unknown 102,15,16,25.8180551543537,26.4913556712581,-0.673300516904476,0.26852090400637,0
Unknown 103,15,16,24.0664342345903,24.2485413831624,-0.182107148572008,0.695243721113715,0
Unknown 104,15,16,25.8409157376129,25.5911511051979,0.249764632415069,0.431161732459105,0
Unknown 105,15,16,24.4541733115947,24.3734932795328,0.0806800320618279,0.82982573585432,0
Unknown 106,15,16,28.9648414600254,28.6643557893828,0.300485670642683,0.339645165754206,0
Unknown 107,15,16,24.9685694241833,25.0379945287652,-0.0694251045818923,0.821737388793297,0
Unknown 108,15,16,21.189965354479,21.1255594536322,0.064405900846797,0.946743866787272,0
Unknown 109,15,16,24.8952261263859,24.6324720074759,0.262754118909978,0.301577914409555,0
Unknown 110,15,16,22.6545536014963,23.0902515803996,-0.435697978903331,0.482429520283632,0
Unknown 111,15,16,29.4080460608606,28.8927761063437,0.51526995451691,0.060644437422951,0
Unknown 112,15,16,25.6086103748907,24.8080929787064,0.80051739618429,0.327017040019205,0
Unknown 113,15,16,20.9895983441232,20.3457990446218,0.643799299501417,0.269004125077739,0
Unknown 114,15,16,19.3434108043313,21.4696829815479,-2.12627217721663,0.0411401785115868,-1
Unknown 115,15,16,30.4033671869087,29.9493703971386,0.453996789770184,0.0751512798179146,0
Unknown 116,15,16,24.9123082204161,23.649798093314,1.26251012710218,0.0429230652894731,1
Unknown 117,15,16,20.6974146686716,20.5106332571337,0.186781411537911,0.852337137375398,0
Unknown 118,15,16,21.6649415763503,21.9901900792271,-0.325248502876839,0.69046314959936,0
Unknown 119,15,16,26.9037079569793,26.9814719797163,-0.0777640227369893,0.802023083550346,0
Unknown 120,15,16,22.791558530349,23.0696748041427,-0.278116273793735,0.0772438648183795,0
Unknown 121,15,16,23.0775600560882,22.8358948092974,0.241665246790724,0.333112936968863,0
Unknown 122,15,16,21.9041514069141,21.5821172164517,0.322034190462375,0.544504541666502,0
Unknown 123,15,16,19.394357658288,20.616756852937,-1.22239919464895,0.174539550486622,0
Unknown 124,15,16,22.3263991256559,22.5447979700937,-0.218398844437875,0.406762304817697,0
Unknown 125,15,16,22.0510373130311,22.1697145627908,-0.118677249759735,0.315964299049884,0
Unknown 126,15,16,20.4183386034749,20.8769736690662,-0.458635065591313,0.444927146868923,0
Unknown 127,15,16,26.2186318909995,25.60352091357,0.615110977429534,0.171777660775602,0
Unknown 128,15,16,21.6272819304308,21.0894884351579,0.537793495272947,0.298222391736163,0
Unknown 129,15,16,24.8788066653332,24.2669015170136,0.611905148319522,0.0217418188566484,1
Unknown 130,15,16,27.0398627751113,26.7659565219905,0.273906253120838,0.0366679650729973,1
Unknown 131,15,16,20.6258511280817,21.7822935557373,-1.15644242765564,0.01069266980012,-1
Unknown 132,15,16,16.1144029347093,16.5988916638377,-0.484488729128362,0.43305883332743,0
Unknown 133,15,16,26.6068039137979,26.2942149503853,0.31258896341258,0.00493123909444631,1
Unknown 134,15,16,23.6199755255033,24.1811684501458,-0.561192924642473,0.0173624365290833,-1
Unknown 135,15,16,23.6135731825444,23.3066152534937,0.306957929050746,0.121166610875628,0
Unknown 136,15,16,22.1548423844695,22.8922087065179,-0.737366322048409,0.0156389114653942,-1
Unknown 137,15,16,23.5555561594076,24.1951734266741,-0.639617267266441,0.00179133845327623,-1
Unknown 138,15,16,23.6542173409586,24.2734660686767,-0.619248727718112,0.0124743788955154,-1
Unknown 139,15,16,21.1854006301212,21.45273133721,-0.267330707088885,0.652297563370957,0
Unknown 140,15,16,24.755485861027,24.4859279141609,0.269557946866072,0.221766726770222,0
Unknown 141,15,16,22.7194084475316,24.1317862296224,-1.41237778209083,2.65671120060849e-05,-1
Unknown 142,15,16,23.4577941126012,24.1004962838479,-0.642702171246693,0.00569757616907653,-1
Unknown 143,15,16,25.5219506766231,25.190156015431,0.331794661192074,0.130914343119747,0
Unknown 144,15,16,21.9823915691892,21.8590684600388,0.123323109150455,0.459465583344042,0
Unknown 145,15,16,24.4129406579292,24.5506519356308,-0.137711277701591,0.583796301697509,0
Unknown 146,15,16,23.5578666004038,23.2127519338209,0.345114666582834,0.196611760956011,0
Unknown 147,15,16,20.1864896470069,20.5143249859108,-0.327835338903846,0.253340073015005,0
Unknown 148,15,16,24.4045843064608,24.020002424875,0.384581881585778,0.123259538932228,0
Unknown 149,15,16,20.9531522238971,20.2304177172767,0.72273450662038,0.201782650748625,0
Unknown 150,15,16,20.8124727203458,20.4496419940821,0.362830726263613,0.442183207440304,0
Unknown 151,15,16,23.6407498959034,23.5483471191365,0.0924027767668392,0.364962743778294,0
Unknown 152,15,16,21.6982055284566,22.1331912549912,-0.434985726534617,0.0125453940850922,-1
Unknown 153,15,16,22.2516365768776,21.6375829761829,0.614053600694714,0.00601190081149136,1
Unknown 154,15,16,20.7510071048527,20.6137164628437,0.137290642008928,0.661113747668641,0
Unknown 155,15,16,22.6857382203653,23.0126907902972,-0.32695256993193,0.0196522212840023,-1
Unknown 156,15,16,21.5326447491188,21.7219712795874,-0.189326530468577,0.327707522650885,0
Unknown 157,15,16,23.9444018102688,23.4017788292472,0.542622981021612,0.149607849974759,0
Unknown 158,15,16,22.7603179746038,21.8559826803208,0.904335294283012,0.0749858642025981,0
Unknown 159,15,16,22.4308798328435,21.2732294516103,1.15765038123312,0.0320971317117661,1
Unknown 160,15,16,22.3455220023493,21.915454105546,0.430067896803358,0.183332764765553,0
Unknown 161,15,16,24.3144258789695,23.7775340001197,0.536891878849779,0.216918495612446,0
Unknown 162,15,16,26.1581357148262,25.79921466796,0.358921046866236,0.0767041507602634,0
Unknown 163,15,16,29.7722176978135,29.429188774026,0.34302892378745,0.00321362100250333,1
Unknown 164,15,16,20.8434113098896,20.2789104093582,0.564500900531439,0.404478738271391,0
Unknown 165,15,16,18.1353190911278,17.5360497131119,0.599269378015993,0.5321121750039,0
Unknown 166,15,16,17.6567641939042,16.8792572555233,0.777506938380967,0.341737669884282,0
Unknown 167,15,16,22.3541702003811,22.2092409221828,0.144929278198276,0.721532715844076,0
Unknown 168,15,16,22.4136203793562,21.9412408968431,0.472379482513048,0.115221670565219,0
Unknown 169,15,16,25.8015475715274,25.7583624217673,0.0431851497601059,0.8931938945455,0
Unknown 170,15,16,22.9588647514508,23.0667253461989,-0.107860594748146,0.80737055530403,0
Unknown 171,15,16,21.0582969814205,21.1736328137329,-0.115335832312407,0.795012413817301,0
Unknown 172,15,16,24.4338246510665,23.9328377340204,0.500986917046156,0.378872897003942,0
Unknown 173,15,16,24.7664098680676,24.8154721147986,-0.0490622467309798,0.779320651935311,0
Unknown 174,15,16,28.4544027467453,28.566230402948,-0.111827656202713,0.534357974746087,0
Unknown 175,15,16,24.6825785772047,24.7898064047445,-0.107227827539859,0.559846368989118,0
Unknown 176,15,16,24.4096100264515,23.5004702670082,0.909139759443359,0.144901366997788,0
Unknown 177,15,16,22.4595340752041,21.698742802798,0.76079127240606,0.192383880344689,0
Unknown 178,15,16,24.0796520724596,24.3204405014313,-0.240788428971673,0.383181273989293,0
Unknown 179,15,16,22.0687057245105,21.7797707474555,0.288934977054939,0.588098111860497,0
Unknown 180,15,16,23.4939810545422,23.8008902893028,-0.306909234760603,0.385832644167832,0
Unknown 181,15,16,21.7897981838523,21.6799787758511,0.109819408001172,0.732579564976615,0
Unknown 182,15,16,21.5497764501445,21.9703465929672,-0.420570142822637,0.349528918815595,0
Unknown 183,15,16,21.1178482317412,21.2562082975964,-0.13836006585526,0.662928463881975,0
Unknown 184,15,16,19.3323632781836,19.3857121636453,-0.0533488854616984,0.94219862972897,0
Unknown 185,15,16,21.3808186175302,21.6444343695939,-0.263615752063757,0.390618642817323,0
Unknown 186,15,16,21.0031776391296,20.7556785613381,0.247499077791531,0.748264459889446,0
Unknown 187,15,16,21.4221609877447,21.0764971490564,0.345663838688292,0.66492194477543,0
Unknown 188,15,16,22.3123043544155,21.6432931039679,0.669011250447614,0.367758254877497,0
Unknown 189,15,16,19.8348360544428,19.6115815267927,0.223254527650059,0.804263774266378,0
Unknown 190,15,16,19.3201258310934,18.9281464839428,0.391979347150581,0.681763942157766,0
Unknown 191,15,16,18.8581018987871,18.156961947041,0.701139951746097,0.469644644777741,0
Unknown 192,15,16,21.4970949054264,21.2830410540119,0.214053851414491,0.523207685673805,0
Unknown 193,15,16,22.6443497159859,22.4955206465799,0.148829069406087,0.522256588371375,0
Unknown 194,15,16,20.7958681109197,20.6595509100027,0.136317200916984,0.601907933552708,0
Unknown 195,15,16,24.558008671251,24.1671801870415,0.390828484209479,0.138314054103794,0
Unknown 196,15,16,18.9989458850822,18.6496449714521,0.349300913630039,0.642142646886256,0
Ursolic acid,15,16,25.4176672806503,25.6377219446876,-0.220054664037367,0.367540343271131,0
