Name,Count_-2_T0,Count_-6_6,Count_-6_4,Count_-2_4,Count_-2_10,Count_-6_8,Count_-2_8,Count_-6_T0,Count_-2_2,Count_-6_2,Count_-2_6,Count_-6_10,Mean_-2_T0,Mean_-6_6,Mean_-6_4,Mean_-2_4,Mean_-2_10,Mean_-6_8,Mean_-2_8,Mean_-6_T0,Mean_-2_2,Mean_-6_2,Mean_-2_6,Mean_-6_10,P_value_A_-2_T0_vs_-6_T0,P_value_A_-6_6_vs_-2_6,P_value_A_-6_4_vs_-2_4,P_value_A_-2_10_vs_-6_10,P_value_A_-6_8_vs_-2_8,P_value_A_-2_2_vs_-6_2,Flag_A_-2_T0_vs_-6_T0,Flag_A_-6_6_vs_-2_6,Flag_A_-6_4_vs_-2_4,Flag_A_-2_10_vs_-6_10,Flag_A_-6_8_vs_-2_8,Flag_A_-2_2_vs_-6_2
PG(15:0/17:1),3,3,3,3,3,3,3,3,3,3,3,3,19.6017161349568,20.2427510253209,20.3455320097131,20.795053164139,20.3560816035621,20.285175355317,20.8267869805615,19.8792162336051,20.5967388910715,20.4193817650388,20.7738645082129,20.5084852947072,0.241094975836736,0.0304162950836749,0.0633171923048568,0.515454014854401,0.0275714476717138,0.449850316961508,0,-1,0,0,-1,0
PG(16:0/16:0),3,3,3,3,3,3,3,3,3,3,3,3,21.8023505068043,21.8560463909165,21.5601622366818,21.8415483511849,21.5444271419316,21.6846279184002,21.6533148751055,21.9319433340888,21.4395045215545,21.8867599472385,21.5246685650904,21.5592932668449,0.486132360768139,0.0830177387776973,0.137623171729189,0.935996802368828,0.865714889812455,0.0223790614222019,0,0,0,0,0,-1
PG(16:0/16:1),3,3,3,3,3,3,3,3,3,3,3,3,23.9079647092514,24.3562328344114,24.4417366457007,24.4425252172442,24.4073810591055,24.2736341687164,24.4183402737682,23.8786643267754,24.511314151693,24.3381484292697,24.5007775296441,24.5302254313593,0.813727286514774,0.251434007610626,0.994937405569044,0.327862173420678,0.250919507727842,0.171975054003115,0,0,0,0,0,0
PG(16:0/17:0),3,3,3,3,3,3,3,3,3,3,3,3,20.1805121401987,20.65755070042,20.6737517328012,20.6579740635559,20.5583624418457,20.5076296933857,20.4918520241404,20.196289809444,20.5036723159879,20.5194499852332,20.6417730311747,20.574140111091,0.916838267341859,0.916838267341859,0.916838267341859,0.916838267341859,0.916838267341859,0.916838267341859,0,0,0,0,0,0
PG(16:0/17:1),3,3,3,3,3,3,3,3,3,3,3,3,21.408294091482,21.9773823668166,21.8354873996616,21.8843883476507,22.0302307720581,21.8817400814822,21.9306410294713,21.3593931434929,21.9966949681834,21.9477940201943,22.0262833148058,21.981329824069,0.80783889354241,0.80783889354241,0.80783889354241,0.80783889354241,0.80783889354241,0.80783889354241,0,0,0,0,0,0
PG(16:0/18:1),3,3,3,3,3,3,3,3,3,3,3,3,23.4892268206691,23.5824237042946,23.789519731593,23.6425695773975,23.5454232930659,23.6151097888464,23.4681596346508,23.6361769748647,23.4054641861454,23.5524143403409,23.435473550099,23.6923734472615,0.633147901136655,0.633147901136655,0.633147901136647,0.633147901136663,0.633147901136663,0.633147901136663,0,0,0,0,0,0
PG(16:0/19:1),3,3,3,3,3,3,3,3,3,3,3,3,22.0319258143624,21.9536131204408,21.9756771861051,21.9600722284155,21.8159624115329,21.9099484316827,21.8943434739931,22.047530772052,21.8790660415387,21.8946709992284,21.9380081627512,21.8315673692225,0.948382681970268,0.948382681970268,0.94838268197028,0.948382681970292,0.948382681970292,0.94838268197028,0,0,0,0,0,0
PG(16:1/16:1),3,3,3,3,3,3,3,3,3,3,3,3,23.0100736386352,23.7373608013269,23.6541625288927,23.5758738876308,23.9342020999197,23.4084520675484,23.5294371839002,22.9235933576725,23.6591477667088,23.55358502488,23.5708075604686,23.4401592751532,0.775752987080275,0.584144840452985,0.796472176785424,0.112843759611866,0.690492682664403,0.728164983452341,0,0,0,0,0,0
PG(16:1/17:1)_A,3,3,3,3,3,3,3,3,3,3,3,3,20.2221299910956,20.6271648680791,20.5651872486908,20.6041806296283,20.6848845846154,20.397495183184,20.5478517110503,20.4976159383948,20.6996617308567,20.6483731162466,20.6283777076322,20.5630748960427,0.124910027341273,0.994472483814595,0.823835705825566,0.488780532822073,0.394081770856774,0.769754503924042,0,0,0,0,0,0
PG(16:1/17:1)_B,3,3,3,3,3,3,3,3,3,3,3,3,19.9625725625538,20.7685144616956,20.7495573134806,20.9499686031271,20.8094266316195,20.5442251717637,20.9160332238703,19.8711736848549,20.9657988520805,20.7301167023143,20.9227965222159,20.9735901242333,0.57949732914354,0.352461856019002,0.229976133058153,0.32305609481347,0.0314348402342786,0.160409972257486,0,0,0,0,-1,0
PG(16:1/18:1),3,3,3,3,3,3,3,3,3,3,3,3,23.1549834758551,23.3683115238165,23.548677203086,23.5812169748616,23.1252450901523,23.3260633906145,23.4806425640561,22.9991195140265,23.3259628358908,23.3297685443397,23.5892177236079,23.7958950625457,0.562851898375604,0.413833123052282,0.903526491583829,0.0186025636294032,0.566052758771191,0.988687890900556,0,0,0,-1,0,0
