Name,Count_-6_pre,Count_-2_pre,Count_-6_2,Count_-2_2,Count_-2_4,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-6_pre,Mean_-2_pre,Mean_-6_2,Mean_-2_2,Mean_-2_4,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-2_4_vs_-6_4,P_value_A_-6_6_vs_-2_6,P_value_A_-6_8_vs_-2_8,P_value_A_-2_10_vs_-6_10,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-2_4_vs_-6_4,Flag_A_-6_6_vs_-2_6,Flag_A_-6_8_vs_-2_8,Flag_A_-2_10_vs_-6_10,,,,Negaive means -6 is significantly larger
Unknown 043,3,3,3,3,3,3,3,3,3,3,3,3,24.28780263,22.14556393,21.8328249,20.34037695,20.79956061,21.81937887,21.03328588,20.09235891,21.77157333,18.98706438,18.90102931,22.69249673,0.09441634,0.236857943,0.415270656,0.451802071,0.032925812,0.005102259,0,0,0,0,1,-1,,,,
Unknown 044,3,3,3,3,3,3,3,3,3,3,3,3,22.23540199,22.67797149,21.30541873,21.65543305,21.15520606,22.61667664,22.94591298,20.03846138,20.41846075,19.48056542,21.587629,20.27566969,0.79564511,0.837666381,0.395707696,0.098221871,0.584039795,0.445135841,0,0,0,0,0,0,,,,
Unknown 045,3,3,3,3,3,3,3,3,3,3,3,3,25.76739816,27.42497268,27.72957452,27.45685591,24.00457125,27.39180992,23.76669517,27.66918076,25.60326008,27.75407382,27.80272235,27.6641739,0.282683988,0.858033344,0.034197689,0.016159842,0.166750887,0.927573765,0,0,-1,-1,0,0,,,,
Unknown 046,3,3,3,3,3,3,3,3,3,3,3,3,23.75254352,25.80262155,25.85878137,25.81774623,22.00441925,25.52735967,21.62265728,26.02649682,23.57532308,25.88908643,26.0182134,25.848185,0.225723218,0.980349493,0.043016432,0.013363869,0.17331895,0.91871979,0,0,-1,-1,0,0,,,,
Unknown 047,3,3,3,3,3,3,3,3,3,3,3,3,25.13610682,27.00833714,27.27270512,27.05832047,22.87736793,26.8555288,23.12221986,27.18412837,24.87524176,27.12832295,27.28678016,27.14656069,0.270774774,0.898369615,0.024766453,0.022169311,0.187540954,0.93341818,0,0,-1,-1,0,0,,,,
Unknown 048,3,3,3,3,3,3,3,3,3,3,3,3,23.68351622,24.45888181,26.03843754,25.8562828,21.67149396,24.90680011,22.72806152,25.96870088,26.3714949,26.23019438,26.1764581,26.02408942,0.608348916,0.903927485,0.040417299,0.040115975,0.925398359,0.919575083,0,0,-1,-1,0,0,,,,
Unknown 049,3,3,3,3,3,3,3,3,3,3,3,3,30.64422624,30.47551554,30.77514579,30.60643509,30.97008847,31.13879917,31.00928667,30.84057597,30.63436405,30.46565336,30.76081011,30.92952081,0.578472457,0.578472457,0.578472457,0.578472457,0.578472457,0.578472457,0,0,0,0,0,0,,,,
Unknown 050,3,3,3,3,3,3,3,3,3,3,3,3,27.55044627,27.36616453,27.68881487,27.48427489,27.51621586,27.64427476,27.68470606,27.41813433,27.45443494,27.51345276,27.54893045,27.30349096,0.473104944,0.426434865,0.617105367,0.302193431,0.817397387,0.341318154,0,0,0,0,0,0,,,,
Unknown 051,3,3,3,3,3,3,3,3,3,3,3,3,23.68842117,23.40743989,23.90168847,23.47992916,23.76214065,24.01326463,23.9955206,23.8388152,23.77605528,23.82028587,23.77326128,23.56017749,0.313753566,0.135550866,0.366917656,0.571399503,0.872681639,0.442828546,0,0,0,0,0,0,,,,
Unknown 052,3,3,3,3,3,3,3,3,3,3,3,3,28.17494496,28.24455642,28.05449158,28.12410303,28.31236045,28.24274899,28.19087333,28.26048478,28.13283362,28.20244507,28.17788961,28.10827815,0.870712033,0.870712033,0.870712033,0.870712033,0.870712033,0.870712033,0,0,0,0,0,0,,,,
Unknown 053,3,3,3,3,3,3,3,3,3,3,3,3,23.88968272,24.30677127,24.4105367,24.82762525,24.4082572,23.99116864,23.93974374,24.3568323,23.4644422,23.88153076,24.56206064,24.14497208,0.607609209,0.607609209,0.607609209,0.607609209,0.607609209,0.607609209,0,0,0,0,0,0,,,,
Unknown 054,3,3,3,3,3,3,3,3,3,3,3,3,25.64029748,25.89054442,25.26388134,25.51412828,25.40394198,25.15369504,24.91768927,25.16793621,24.85860857,25.10885551,24.77558506,24.52533812,0.60267862,0.60267862,0.60267862,0.60267862,0.60267862,0.60267862,0,0,0,0,0,0,,,,
Unknown 055,3,3,3,3,3,3,3,3,3,3,3,3,23.0468057,22.5887981,23.07274718,22.85556112,23.34667701,23.48106122,23.60993968,23.15444784,23.4405994,23.15845447,23.61221392,22.96804273,0.201345956,0.539170544,0.703283044,0.203748779,0.426285753,0.076998867,0,0,0,0,0,0,,,,
Unknown 056,3,3,3,3,3,3,3,3,3,3,3,3,23.15236085,23.48579497,23.80878118,24.14221531,23.7034398,23.37000568,23.11240707,23.4458412,22.96926061,23.30269473,23.91590075,23.58246663,0.609625706,0.609625706,0.609625706,0.609625706,0.609625706,0.609625706,0,0,0,0,0,0,,,,
Unknown 057,3,3,3,3,3,3,3,3,3,3,3,3,25.25279688,24.81701962,24.48087031,25.09667205,25.56577183,25.36213184,25.11323147,25.26055279,25.34914481,25.37438574,25.29007513,25.46279974,0.230007923,0.094584352,0.570271102,0.680830475,0.943718466,0.62985213,0,0,0,0,0,0,,,,
Unknown 058,3,3,3,3,3,3,3,3,3,3,3,3,26.26082889,25.83178094,25.32340162,24.89435367,26.04288447,26.47193243,25.77544424,25.34639629,26.31273802,25.88369007,25.25229668,25.68134463,0.581081951,0.581081951,0.581081951,0.581081951,0.581081951,0.581081951,0,0,0,0,0,0,,,,
Unknown 059,3,3,3,3,3,3,3,3,3,3,3,3,26.79446082,26.79006964,26.44824397,26.44385279,26.58318444,26.58757561,26.5938332,26.58944203,26.44061551,26.43622433,26.44393653,26.44832771,0.986766246,0.986766246,0.986766246,0.986766246,0.986766246,0.986766246,0,0,0,0,0,0,,,,
Unknown 060,3,3,3,3,3,3,3,3,3,3,3,3,31.01753199,30.98533145,30.64542904,30.61322849,30.7186796,30.75088014,30.60800566,30.57580511,30.72787565,30.6956751,30.61462894,30.64682949,0.880774021,0.880774021,0.880774021,0.880774021,0.880774021,0.880774021,0,0,0,0,0,0,,,,
Unknown 061,3,3,3,3,3,3,3,3,3,3,3,3,26.28468911,25.82352092,25.42593051,24.96476231,25.56779829,26.02896649,25.53921668,25.07804848,26.1218003,25.66063211,25.33773905,25.79890725,0.514425621,0.514425621,0.514425621,0.514425621,0.514425621,0.514425621,0,0,0,0,0,0,,,,
Unknown 062,3,3,3,3,3,3,3,3,3,3,3,3,22.9118067,23.08532452,21.62639269,22.43932129,21.78874784,23.07862102,22.16461757,22.53314263,22.34146182,22.23827711,22.27247062,22.15207321,0.642981805,0.037725411,0.001889573,0.328687691,0.782507824,0.7474466,0,-1,-1,0,0,0,,,,
Unknown 063,3,3,3,3,3,3,3,3,3,3,3,3,24.69292716,24.37395493,23.9736373,23.65466507,24.03759602,24.35656824,24.43311877,24.11414654,24.77841841,24.45944618,24.55231861,24.87129083,0.640041797,0.640041797,0.640041797,0.640041797,0.640041797,0.640041797,0,0,0,0,0,0,,,,
Unknown 064,3,3,3,3,3,3,3,3,3,3,3,3,21.0433303,20.89558336,18.55250758,20.46451649,20.5269854,22.73664711,20.6352541,19.33309517,24.00682578,20.77472657,22.95138189,21.25238204,0.951254825,0.43189008,0.364752,0.5911642,0.189184861,0.484328855,0,0,0,0,0,0,,,,
Unknown 065,3,3,3,3,3,3,3,3,3,3,3,3,25.15577314,24.78593451,25.03435309,24.49143286,24.15085641,25.43532822,25.37892504,23.39669268,25.3617893,25.17943039,25.42421142,25.11419658,0.667529075,0.52925065,0.143998233,0.028487975,0.832020634,0.718645527,0,0,0,1,0,0,,,,
Unknown 066,3,3,3,3,3,3,3,3,3,3,3,3,21.26805191,20.3541114,18.50533053,20.31150706,20.35960558,23.05314967,20.81969243,19.54049445,23.82130305,22.34180699,23.43298792,21.1499065,0.718145894,0.477411255,0.292463805,0.613895056,0.559899219,0.370661888,0,0,0,0,0,0,,,,
Unknown 067,3,3,3,3,3,3,3,3,3,3,3,3,26.54534231,24.77995338,25.72135116,26.3189423,26.7923724,26.84673642,26.84617357,26.07374225,26.7704604,26.15762706,26.69951858,26.44985996,0.011985583,0.36660694,0.933976868,0.245888075,0.354722889,0.704029149,1,0,0,0,0,0,,,,
Unknown 068,3,3,3,3,3,3,3,3,3,3,3,3,25.01761183,26.22152384,22.92221968,25.96523307,23.26562612,25.2340788,25.34088346,24.91339914,24.92355121,23.84454538,24.20573669,23.71705252,0.314220071,0.015766117,0.105781159,0.718303921,0.366060212,0.680196432,0,-1,0,0,0,0,,,,
Unknown 069,3,3,3,3,3,3,3,3,3,3,3,3,24.21208732,24.77594527,24.99732682,23.91560783,23.42762778,24.58991943,24.33204871,22.69812636,22.57670061,22.10074928,22.07590588,22.45840655,0.423779424,0.131579332,0.10643576,0.026855805,0.498730732,0.586032554,0,0,0,1,0,0,,,,
Unknown 070,3,3,3,3,3,3,3,3,3,3,3,3,27.218343,27.31660061,27.63786224,27.85702087,27.68618699,27.41806173,27.73868919,27.80294177,27.89752836,27.89463625,27.98154852,27.4441249,0.707315313,0.405096805,0.310144789,0.805888691,0.991169257,0.04855231,0,0,0,0,0,1,,,,
Unknown 071,3,3,3,3,3,3,3,3,3,3,3,3,22.67438877,22.30001193,23.93460248,22.78316104,21.2755245,22.00512049,23.48188328,24.00445507,22.03968739,23.92866769,23.79210293,23.01568196,0.75699479,0.345334112,0.54762315,0.666103935,0.127375632,0.522435669,0,0,0,0,0,0,,,,
Unknown 072,3,3,3,3,3,3,3,3,3,3,3,3,24.77825301,24.21561886,24.32416287,23.76152872,23.87641811,24.43905226,24.76414887,24.20151472,24.85490508,24.29227093,23.13274627,23.69538042,0.590407495,0.590407495,0.590407495,0.590407495,0.590407495,0.590407495,0,0,0,0,0,0,,,,
Unknown 073,3,3,3,3,3,3,3,3,3,3,3,3,26.43465799,24.76784668,24.56085969,25.95249685,26.69936234,25.6620371,25.88367261,25.88807791,26.73448524,26.1339021,26.66060653,26.22231082,0.085113104,0.146807967,0.274776643,0.996252119,0.523712782,0.641022403,0,0,0,0,0,0,,,,
Unknown 074,3,3,3,3,3,3,3,3,3,3,3,3,23.01389931,25.7374751,22.73335228,24.26148629,20.74519774,24.61438295,24.78208245,20.98338766,24.35743112,22.97880854,23.69316873,23.79427952,0.153789217,0.416731647,0.047159699,0.050998748,0.463195196,0.956847568,0,0,-1,0,0,0,,,,
Unknown 075,3,3,3,3,3,3,3,3,3,3,3,3,27.22683046,27.32224145,27.64308955,27.86272612,27.85044262,27.42591727,27.74412788,27.80867054,27.90283749,27.8990847,27.98568622,27.44882674,0.704894287,0.3863733,0.101044504,0.797637939,0.988096925,0.041272776,0,0,0,0,0,1,,,,
Unknown 076,3,3,3,3,3,3,3,3,3,3,3,3,17.64213774,17.21371448,18.13346325,19.46857549,16.14586111,17.76328385,17.79518773,20.04420079,15.26386262,16.73621597,15.32506622,18.14701502,0.834786384,0.517386823,0.433829454,0.279331685,0.475693993,0.17764382,0,0,0,0,0,0,,,,
Unknown 077,3,3,3,3,3,3,3,3,3,3,3,3,25.98076455,26.08951947,26.81411896,26.76113083,26.68981387,26.43543304,27.05693398,26.79359931,26.2010092,26.28286157,26.0524491,26.79228856,0.784471852,0.893928621,0.523820407,0.509444373,0.836859243,0.072086759,0,0,0,0,0,0,,,,
Unknown 078,3,3,3,3,3,3,3,3,3,3,3,3,26.34083918,25.67825138,25.80396307,25.14137527,25.10441707,25.76700487,25.28584612,24.62325832,24.93354582,24.27095802,23.96840309,24.63099089,0.607267295,0.607267295,0.607267295,0.607267295,0.607267295,0.607267295,0,0,0,0,0,0,,,,
Unknown 079,3,3,3,3,3,3,3,3,3,3,3,3,25.53228496,25.35391865,24.01935832,23.51045723,25.83290654,26.50651116,25.9906979,24.29623946,26.74097446,25.36305888,26.66051136,24.56779442,0.880763943,0.669200772,0.572275757,0.162715233,0.253017069,0.087950146,0,0,0,0,0,0,,,,
Unknown 080,3,3,3,3,3,3,3,3,3,3,3,3,21.24108548,19.35893392,21.25800326,18.50224538,20.04609182,23.84115573,18.84955485,20.16287275,16.44556833,17.50616268,17.58824938,17.58831797,0.221597342,0.078569069,0.01836872,0.38990619,0.486290541,0.999963884,0,0,-1,0,0,0,,,,
Unknown 081,3,3,3,3,3,3,3,3,3,3,3,3,19.22748271,17.4747042,22.53601414,20.78792841,19.83286633,17.21914563,19.50698772,20.34021291,18.40422592,18.87030008,16.56778539,20.38043639,0.465488248,0.466670295,0.279708292,0.727490551,0.845321978,0.119759681,0,0,0,0,0,0,,,,
Unknown 082,3,3,3,3,3,3,3,3,3,3,3,3,23.02671044,21.53881475,21.95121022,21.17632026,21.18919927,20.9039762,21.5921106,20.91805886,21.29805108,20.94836776,21.24109669,21.3539497,0.00531794,0.123547513,0.562353697,0.177764983,0.478311211,0.81815586,1,0,0,0,0,0,,,,
Unknown 083,3,3,3,3,3,3,3,3,3,3,3,3,20.05001567,19.34747173,22.9649688,22.26242486,18.42277638,19.12532031,20.94784299,20.24529905,19.04956277,18.34701883,17.88080035,18.58334429,0.772384389,0.772384389,0.772384389,0.772384389,0.772384389,0.772384389,0,0,0,0,0,0,,,,
Unknown 084,3,3,3,3,3,3,3,3,3,3,3,3,17.25205852,17.37676736,19.29698545,19.42169429,16.41872607,16.29401723,18.11507331,18.23978215,16.00446199,16.12917083,16.43271248,16.30800364,0.961592918,0.961592918,0.961592918,0.961592918,0.961592918,0.961592918,0,0,0,0,0,0,,,,
Unknown 085,3,3,3,3,3,3,3,3,3,3,3,3,19.27490735,17.90008179,21.17166752,21.65924619,18.92888466,18.02975316,18.20779041,21.5240629,16.39197592,19.13727715,16.21764945,19.94445625,0.664266704,0.877454672,0.776273632,0.299689088,0.388909454,0.245207549,0,0,0,0,0,0,,,,
Unknown 086,3,3,3,3,3,3,3,3,3,3,3,3,24.20961961,24.74032285,22.75123204,22.71100653,24.97847738,26.03841705,25.26056134,23.27435254,26.60950608,24.6603598,26.63185152,24.57679713,0.746089332,0.980397871,0.519202005,0.232129224,0.240699958,0.216823401,0,0,0,0,0,0,,,,
Unknown 087,3,3,3,3,3,3,3,3,3,3,3,3,20.76710639,22.41674871,22.22697121,22.52234571,19.06360469,22.88029168,19.0049457,22.77461513,22.08215845,23.44515604,24.76895596,23.86561562,0.323698445,0.858342122,0.028466664,0.030285777,0.413325273,0.586215049,0,0,-1,-1,0,0,,,,
Unknown 088,3,3,3,3,3,3,3,3,3,3,3,3,22.93779572,21.8860167,23.24398581,21.31207541,23.33512914,26.35096132,21.91647112,23.29778441,21.12066065,21.51577389,20.59873217,21.58581325,0.474775467,0.194797583,0.048165413,0.349768827,0.787353305,0.502095638,0,0,-1,0,0,0,,,,
Unknown 089,3,3,3,3,3,3,3,3,3,3,3,3,24.51161415,25.75846692,26.12890399,25.65045506,25.51631293,25.80160737,25.074624,24.82958504,25.91656137,26.02782441,26.20163469,24.93193119,0.03205486,0.391111807,0.607286898,0.658666967,0.840766025,0.029306516,-1,0,0,0,0,1,,,,
Unknown 090,3,3,3,3,3,3,3,3,3,3,3,3,18.36865928,17.28075381,22.05684953,21.60770349,18.2471065,17.78096582,19.84479704,19.73704175,16.34191364,18.31976514,15.89703595,19.39777001,0.655000331,0.853387321,0.847910479,0.964625149,0.418839276,0.158362003,0,0,0,0,0,0,,,,
Unknown 091,3,3,3,3,3,3,3,3,3,3,3,3,29.90126579,29.49329191,29.31904289,29.70141477,30.07565302,29.83634561,29.80641925,29.2423467,29.77429499,29.1954304,29.6770105,29.60849419,0.184538711,0.212615609,0.430771875,0.071041665,0.064412341,0.820467,0,0,0,0,0,0,,,,
Unknown 092,3,3,3,3,3,3,3,3,3,3,3,3,19.46762435,19.93891547,22.18168783,22.36968077,18.70957376,19.74171657,20.35294964,20.75083432,17.34262489,19.70984803,16.06360584,20.30878529,0.814348042,0.925336816,0.607860393,0.842826727,0.244718356,0.042854987,0,0,0,0,0,-1,,,,
Unknown 093,3,3,3,3,3,3,3,3,3,3,3,3,18.91111481,18.83008513,21.85199573,21.38726903,18.62705749,18.85132858,17.59494751,21.28940615,16.98412027,19.32995275,15.09627407,20.19718799,0.968646057,0.82173393,0.913377643,0.082689145,0.261529429,0.019639692,0,0,0,0,0,-1,,,,
Unknown 094,3,3,3,3,3,3,3,3,3,3,3,3,22.97230497,22.79745973,22.7026961,22.93585009,23.44750923,23.50706261,23.10562175,22.76241127,23.5107107,22.93706687,23.14153955,23.12565987,0.566898997,0.446332081,0.844892082,0.265637579,0.068832839,0.958380261,0,0,0,0,0,0,,,,
Unknown 095,3,3,3,3,3,3,3,3,3,3,3,3,20.01580564,22.35144931,22.89069476,22.3053376,19.99652314,21.605177,20.74807069,22.09529749,21.49167045,21.73822527,18.43873447,21.78217133,0.140755609,0.705994654,0.304559026,0.38830295,0.873595891,0.039250023,0,0,0,0,0,-1,,,,
Unknown 096,3,3,3,3,3,3,3,3,3,3,3,3,25.08123759,26.13136028,26.47939103,26.52453875,26.01336485,26.5053123,26.90759722,26.64014871,26.08696728,26.03126609,25.66671875,26.24942868,0.096233857,0.941282039,0.42530079,0.663205968,0.9275928,0.346282849,0,0,0,0,0,0,,,,
Unknown 097,3,3,3,3,3,3,3,3,3,3,3,3,19.89953172,21.67189738,22.5174958,22.3304324,20.92445962,20.33915554,21.01884793,21.89626822,20.15554954,21.26068616,17.47320115,22.07732699,0.304996929,0.912829954,0.732246152,0.60857691,0.519595742,0.011866308,0,0,0,0,0,-1,,,,
Unknown 098,3,3,3,3,3,3,3,3,3,3,3,3,21.52781927,22.16496814,22.72216642,22.1494623,20.53586252,21.79758088,19.91308582,21.87680157,19.10319572,20.83041455,17.00384041,22.58729756,0.719770936,0.747027083,0.47916588,0.274287458,0.334892117,0.004019623,0,0,0,0,0,-1,,,,
Unknown 099,3,3,3,3,3,3,3,3,3,3,3,3,23.4040209,23.9444553,20.73492155,22.83109409,21.7103134,23.48173329,21.95504815,21.96144415,22.41393757,24.16386088,21.34244516,23.40254797,0.592615404,0.04609751,0.088158846,0.994932244,0.091853258,0.049663197,0,-1,0,0,0,-1,,,,
Unknown 100,3,3,3,3,3,3,3,3,3,3,3,3,20.15744028,21.65409653,22.49621468,22.12549056,20.13844514,21.83183893,19.8390485,22.1424429,20.24239955,20.16000039,17.45934209,20.62705096,0.464987013,0.855621536,0.409139009,0.264420364,0.967730531,0.129151186,0,0,0,0,0,0,,,,
Unknown 101,3,3,3,3,3,3,3,3,3,3,3,3,20.04026203,18.67240348,21.75918103,21.4491988,20.98838573,20.97727612,18.95926554,20.67627242,20.54231793,19.36613497,17.70107232,20.70743293,0.446693046,0.862296596,0.99503847,0.3411733,0.512241078,0.101986219,0,0,0,0,0,0,,,,
Unknown 102,3,3,3,3,3,3,3,3,3,3,3,3,15.00833672,16.88791963,19.95062919,15.47438279,15.2523383,15.12451602,19.25505735,21.25229155,15.1100339,16.58117744,15.01403664,17.60723921,0.364593784,0.037602524,0.95040708,0.335884385,0.47645633,0.214494523,0,1,0,0,0,0,,,,
Unknown 103,3,3,3,3,3,3,3,3,3,3,3,3,22.39079168,22.76801421,22.31857305,23.5711524,22.27758221,22.96079286,21.90935504,22.36647128,22.23317003,23.17567672,21.73784817,22.57253634,0.717192075,0.235427107,0.513133824,0.660919455,0.368906121,0.425337894,0,0,0,0,0,0,,,,
Unknown 104,3,3,3,3,3,3,3,3,3,3,3,3,20.87490429,20.43040564,22.10536841,21.71270989,20.89163632,20.98477652,19.59361474,21.63297104,20.74743486,21.57509174,18.34706428,21.05321012,0.652160659,0.690350155,0.924594805,0.046975446,0.40376014,0.010425043,0,0,0,-1,0,-1,,,,
Unknown 105,3,3,3,3,3,3,3,3,3,3,3,3,22.00973229,22.44367755,21.33343971,22.29183505,22.51764518,22.97624079,21.57664483,21.47562358,21.90685296,23.05620442,21.39119715,23.25968648,0.596033573,0.247008492,0.575457492,0.901507519,0.167606932,0.029586842,0,0,0,0,0,-1,,,,
Unknown 106,3,3,3,3,3,3,3,3,3,3,3,3,23.86449378,23.04710639,23.36012106,22.54273367,22.78748386,23.60487125,22.80337807,21.98599068,22.77054785,21.95316046,22.99087031,23.8082577,0.241945279,0.241945279,0.241945279,0.241945279,0.241945279,0.241945279,0,0,0,0,0,0,,,,
Unknown 107,3,3,3,3,3,3,3,3,3,3,3,3,20.60547956,18.84009671,20.2447199,18.47933705,21.17280109,22.93818394,21.78800786,20.022625,23.4550786,21.68969575,21.567876,23.33325886,0.392340162,0.392340162,0.392340162,0.392340162,0.392340162,0.392340162,0,0,0,0,0,0,,,,
Unknown 108,3,3,3,3,3,3,3,3,3,3,3,3,21.0963442,21.26792011,21.94685688,21.62669976,21.79737945,21.63534097,21.77625778,21.82997528,20.96284697,21.38165398,18.51088965,21.17307779,0.841190545,0.708780659,0.849903542,0.949960168,0.625502185,0.004409019,0,0,0,0,0,-1,,,,
Unknown 109,3,3,3,3,3,3,3,3,3,3,3,3,24.53950027,24.81486939,25.1354432,24.37389081,24.93367083,25.04507612,25.6961039,24.56130215,25.30122988,24.99091559,26.0501187,25.66848389,0.680131381,0.259776835,0.867332274,0.098320013,0.642376394,0.568377108,0,0,0,0,0,0,,,,
Unknown 110,3,3,3,3,3,3,3,3,3,3,3,3,19.78213508,20.59991237,17.81713328,18.63491057,19.62076641,18.80298913,18.18725096,19.00502825,19.41746034,20.23523763,21.53264657,20.71486928,0.665112753,0.665112753,0.665112753,0.665112753,0.665112753,0.665112753,0,0,0,0,0,0,,,,
Unknown 111,3,3,3,3,3,3,3,3,3,3,3,3,25.06148661,24.58635537,24.59753864,22.63149663,25.30954158,22.9757746,24.53370499,24.58842962,25.34063399,24.78962987,24.74107193,24.99302264,0.720676463,0.147419937,0.088239067,0.967106518,0.678538011,0.849475657,0,0,0,0,0,0,,,,
Unknown 112,3,3,3,3,3,3,3,3,3,3,3,3,24.30335815,22.06414279,21.63950944,19.40029408,19.15013554,21.3893509,20.86652736,18.627312,21.25131357,19.01209821,19.12490232,21.36411768,0.154111271,0.154111271,0.154111271,0.154111271,0.154111271,0.154111271,0,0,0,0,0,0,,,,
Unknown 113,3,3,3,3,3,3,3,3,3,3,3,3,22.05351726,21.37869742,21.96999112,21.9087818,21.97749136,21.51751865,21.75382743,21.79774921,21.79660372,22.29518216,21.95586619,21.52109095,0.050174647,0.85319304,0.172645127,0.894346658,0.140674014,0.196462585,0,0,0,0,0,0,,,,
Unknown 114,3,3,3,3,3,3,3,3,3,3,3,3,18.85172796,20.68874655,20.35631736,20.1083721,21.56125472,19.53074522,20.03723763,18.93860013,19.80153017,19.67812638,20.27047739,20.63682197,0.252733416,0.875642003,0.207520418,0.490124221,0.937904243,0.817194013,0,0,0,0,0,0,,,,
Unknown 115,3,3,3,3,3,3,3,3,3,3,3,3,20.79958733,20.80939473,21.96199972,21.29717706,21.4708204,21.26048994,22.04454546,22.00936064,21.49655675,17.02366321,19.02939705,21.57732197,0.99405686,0.61456022,0.873115595,0.978681001,0.002175257,0.062276056,0,0,0,0,1,0,,,,
Unknown 116,3,3,3,3,3,3,3,3,3,3,3,3,23.74162149,23.65247715,23.25243365,24.33769348,23.38053461,23.42644178,23.27521283,23.69072438,21.74668393,22.37779942,20.88288461,22.39042702,0.925841834,0.263453989,0.96176726,0.664997884,0.511811565,0.124768283,0,0,0,0,0,0,,,,
Unknown 117,3,3,3,3,3,3,3,3,3,3,3,3,19.06170306,18.92688166,18.19768289,17.99967677,21.89353905,17.6315307,19.43954575,19.25900953,17.9240054,20.0021996,18.42491289,18.62645974,0.900329208,0.854086372,0.000525043,0.866826196,0.062810472,0.851509129,0,0,1,0,0,0,,,,
Unknown 118,3,3,3,3,3,3,3,3,3,3,3,3,21.48856151,20.86448103,21.92489569,21.69603401,21.72429784,21.7184945,21.33159275,21.80208964,21.52928443,21.82246903,21.28791685,21.25027257,0.133658606,0.574450826,0.98860174,0.253351057,0.472882509,0.926173114,0,0,0,0,0,0,,,,
Unknown 119,3,3,3,3,3,3,3,3,3,3,3,3,25.33119837,24.97906558,24.6492918,25.47544549,25.73798565,24.88369435,25.27964241,25.32611075,24.57125377,24.76713064,24.59914779,24.53734379,0.240834933,0.009441882,0.007538897,0.875227232,0.509882659,0.834603214,0,-1,1,0,0,0,,,,
Unknown 120,3,3,3,3,3,3,3,3,3,3,3,3,23.85123299,21.66552805,22.60410273,20.20821621,20.01393953,21.58660955,21.04869604,21.01738045,20.10589519,19.65095161,19.52300969,21.27643572,0.035108949,0.022049296,0.121141375,0.974737967,0.646219592,0.085807167,1,1,0,0,0,0,,,,
Unknown 121,3,3,3,3,3,3,3,3,3,3,3,3,23.0293072,21.83400356,22.0385315,20.34641703,20.33017633,20.71507192,20.8026073,19.32118503,19.80434102,18.88035091,18.90333043,18.369744,0.21287054,0.082574872,0.683935418,0.12581325,0.332405747,0.573122649,0,0,0,0,0,0,,,,
Unknown 122,3,3,3,3,3,3,3,3,3,3,3,3,23.37358908,23.0542605,22.30861986,22.82935767,23.47762767,23.47902947,23.57384769,22.79820069,23.09061225,22.41650294,22.91544005,22.8285919,0.317744191,0.109138576,0.996463223,0.020620884,0.041500019,0.783770808,0,0,0,1,1,0,,,,
Unknown 123,3,3,3,3,3,3,3,3,3,3,3,3,23.85231924,22.84297602,21.61206057,22.9724936,23.7902994,23.51528331,22.00542617,22.05143766,23.15391403,22.14391497,22.87065081,22.39808663,0.169986582,0.068579731,0.703279733,0.94911259,0.169720055,0.514044863,0,0,0,0,0,0,,,,
Unknown 124,3,3,3,3,3,3,3,3,3,3,3,3,23.56039254,23.6955527,23.49585594,21.3588423,24.50264914,23.7584205,23.88599229,23.8540632,23.36634698,23.64701276,23.74402641,23.22128621,0.902803113,0.06277873,0.503273809,0.976981711,0.79991505,0.637445066,0,0,0,0,0,0,,,,
Unknown 125,3,3,3,3,3,3,3,3,3,3,3,3,24.23137397,23.68615745,24.15880905,24.04383344,24.46624285,24.08882486,24.22924495,24.18556599,24.04741756,24.13157757,24.04758586,23.78336967,0.042314803,0.655141262,0.150668258,0.865024708,0.743481486,0.309019342,1,0,0,0,0,0,,,,
Unknown 126,3,3,3,3,3,3,3,3,3,3,3,3,23.63203873,22.29590736,22.44629347,22.3581892,23.88684619,22.95430022,24.56703178,21.51675351,21.93382238,20.91377165,21.60415981,20.18681296,0.067825456,0.90069798,0.194471825,0.000208277,0.15724813,0.053723899,0,0,0,1,0,0,,,,
Unknown 127,3,3,3,3,3,3,3,3,3,3,3,3,19.99041827,18.92100629,18.95767537,17.0468264,20.9206468,20.75387103,21.85541328,20.00677648,22.94481784,19.7492709,22.78160305,21.3902155,0.556782707,0.297531064,0.926722587,0.313186435,0.087607871,0.445684329,0,0,0,0,0,0,,,,
Unknown 128,3,3,3,3,3,3,3,3,3,3,3,3,23.06674605,22.34993996,22.02645169,22.63670887,23.32537867,23.16014542,23.07487914,22.17434223,22.96408296,22.13576231,23.04442752,22.69373023,0.080217008,0.133004413,0.677453055,0.030788113,0.045394019,0.380363088,0,0,0,1,1,0,,,,
Unknown 129,3,3,3,3,3,3,3,3,3,3,3,3,20.8961107,22.24789674,22.52889509,21.27503758,22.95587139,20.70112755,21.87567559,20.54804822,20.946465,21.025538,21.57536103,20.61585773,0.361961282,0.397205543,0.134197281,0.370456765,0.957096324,0.515754897,0,0,0,0,0,0,,,,
