Name,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
Unknown 022,23.8293528447629,23.7993268014172,23.7583348105217,23.4097139046314,24.4651226864124,24.130733142015,23.6296603258334,23.5628118555897,23.9157253443889,23.4393335357299,23.4563316251014,23.0142569594455,23.334317997205,23.681372710176,23.7160438194913,23.8903010782226,23.5126236572499,23.7424132884113,24.0181093469137,22.9980010131988,23.1084636862038,23.7264000610923,23.7573891145447,22.61728434716,23.5852237650119,24.0484181284155,23.3570980479657,23.7271366991692,24.5721458777508,23.8612265838526,23.3957286463273,23.1260910405488,24.0305804633803,23.8450020724128
Unknown 023,19.6240147498837,22.3007002328239,22.9396957203266,19.2857493022376,21.7547945802182,22.1253277722012,21.8463103394479,22.0372032109886,19.3744651468862,20.8713377859223,23.4501744693419,21.6122385181569,21.0462083482008,21.77362592379,23.4775904547315,19.878389278291,21.8664704316222,21.3609133673835,21.3573660939633,21.5758446408043,21.5764008564059,20.1291174775421,21.9251583734627,21.057299624986,21.0619202725876,21.6580425108724,21.8251255856689,22.2025947290063,22.2424023178159,21.3290648549927,21.9670029711834,20.2640344966401,21.7115212309163,20.1068427801817
Unknown 024,19.5544556828292,20.0363231654317,19.9675046606119,19.1771718585726,20.155964049081,20.1155263772055,20.9755734043208,19.8424711906127,19.6254284707793,20.7627603423691,19.3181513036348,20.0343844697973,22.1935076700388,23.0957007613982,21.9144826955664,19.8494147881525,20.0129442831427,21.4883368357401,19.5138205270935,21.0012103896541,20.4539677680922,21.4984969803279,23.2701374888677,22.2198404854619,22.6426214554023,19.7332183248438,19.8414144720652,19.1193183865508,21.2487376298835,21.4467674451498,22.785045506404,20.722858229319,21.7316067780583,21.2469000411145
Unknown 025,26.0020150940015,23.576070926336,23.6667912082323,24.4351535991773,24.6970775900458,25.5755605681443,23.1039982070422,23.682012471987,23.2138849207039,23.4691540886765,23.4768106561335,23.6012381810837,23.6898401966604,25.2596959112826,25.0475970104604,24.6827954333204,23.7842975541472,25.1234519909657,21.8261964423006,22.7559341490536,23.6297432298441,23.2165417220539,24.7278868565445,22.6893968916596,24.7743064202333,25.0189339873721,24.1371506972874,24.4533809852808,24.6850766630061,25.1368710084328,24.0126302907043,26.6478606757543,23.4787686862032,25.5933337091678
Unknown 026,22.8900951150554,18.7844238225512,21.2882618422417,22.3638062187437,22.2258231392273,18.1990122813553,21.4234241738674,22.8467482072163,22.6428574787642,23.7606074230673,22.6088679769332,22.9442890697409,22.5322005451273,18.4400673563791,18.0825143918853,22.0667763063169,19.1201676760696,22.2470259250603,22.9430163995218,22.8350540923178,23.5094402456617,23.4822703573713,18.1184058487293,20.1907580762289,22.8974316259059,18.861843281603,23.0588316121205,19.2671762635397,20.9648606082052,22.1942486297139,22.1451206935957,19.7332245348278,20.0833475850428,21.4590286165769
Unknown 027,23.285324617859,23.4815830017996,22.3575058000104,22.8327738888573,23.0501720926209,23.9101150376905,20.7334477927499,20.5423964231913,21.279826532935,22.2149541706993,21.4536776432185,21.6884121667567,22.4851553888171,22.6060447556488,22.0960358174729,22.2859672507014,21.1373814124836,22.158340375694,23.2755555145049,22.2458948806021,21.2755617091362,22.0873037343489,22.8355536757441,21.5054512030625,20.6645397914276,21.9596463928526,21.690748887126,22.281612698811,22.9647828718725,22.8252541702576,21.8292507488236,22.4114667037766,21.7437563830983,21.8210814426589
Unknown 028,23.0861130965618,23.1110827432205,23.6097633270884,23.1436078069871,23.1109215690764,24.3092081858844,23.2240730171665,23.2674657920591,23.7111529480242,23.7321132916033,23.1100890097432,23.0169773080662,22.989744705757,24.3263228440733,24.8004543477535,23.7184731574611,23.4720552653863,23.6992203318284,22.8933233114513,23.5263454045262,22.8754783865936,23.3210070380038,24.2379292946814,24.7362512298836,23.0866706332948,23.2744293986077,23.1485312655863,24.1546575554722,23.844698729887,23.8535472477987,23.6722092653062,23.6214827141777,23.5047408130843,23.3917183124253
Unknown 029,21.6089323524842,21.7850804232875,21.2046503471069,22.3083524304741,20.7945242671516,22.5422103876994,22.0430809884742,21.8408766116739,22.0156141247373,21.1091639505777,21.9886566006525,22.3125598649563,21.9371647335554,22.5035671532673,22.9138021826555,21.2763436438363,21.427759161296,21.1888035088254,20.9211358418581,21.8859027892412,20.9592301752664,21.5578691139827,21.3779598241942,21.6600633598257,21.7822637623521,22.0652414312778,21.8326360660133,22.2469973118516,22.1143627187871,22.2335639627953,21.8116910879909,20.8630087480045,22.0254563769352,21.8901074344122
Unknown 030,22.1988790293526,22.3683561965218,23.3682916997172,22.9746106379764,22.6534948186049,23.5645154493079,23.2927879441416,22.4609321094768,22.9823781479962,23.7354172013016,22.864700968519,23.0719930406543,23.4885832539961,22.9626468741159,24.2147187740175,23.0420468821674,22.4696759001367,22.9370616950193,22.3296021125623,22.3736013282676,22.7833385446005,22.3540108304171,22.8355639355129,23.5242324599425,22.9311341009223,22.3369460879336,22.4251241744047,23.4319887783898,22.0920679099059,22.831500716801,23.4098964225519,23.4373859726346,22.4404854179295,22.1832106279165
Unknown 031,23.1545993218192,23.6142898611372,23.558460654484,23.2501062011033,23.7364307913182,23.52707354411,24.2719921230823,23.1986471524581,23.7719457707011,23.6766191925777,23.424439907565,23.4537918668836,23.4364297452408,24.0390394802752,24.6319886529458,23.9985264223518,23.4314704472854,24.0605892581719,23.5124155267025,24.4596990486713,23.7667022991333,23.9014803965402,24.7270002660545,23.7915130376569,23.5727515396449,23.6821774048066,24.2691183096923,24.7549089010569,24.0484738858807,24.9894850381543,24.8005887899975,23.3996789522027,23.8161965727797,23.7376982161011
Unknown 032,23.1545993218192,23.6142898611372,24.5581695412813,23.2501062011033,23.7364307913182,23.52707354411,24.2719921230823,23.1986471524581,23.6093677210305,23.6766191925777,23.424439907565,23.4316989735675,23.4364297452408,24.0390394802752,24.6307264715797,23.9985264223518,23.4314704472854,24.0605892581719,23.5124155267025,23.542005589441,23.9585431488043,23.9014803965402,24.7270002660545,23.7915130376569,23.5727515396449,23.6821774048066,24.2691183096923,23.8618661145893,24.0484738858807,24.9894850381543,24.8005887899975,23.3996789522027,23.8161965727797,23.7376982161011
Unknown 033,21.6111085722122,21.9882398040852,22.1786761046631,21.7409836207404,22.1023529012951,22.5187328451627,22.4433765384671,21.837198500042,21.3880889723806,22.1258819563854,21.5408673825638,21.3357225453759,21.1898177675171,22.3994707752778,22.5214463070512,22.0443337260434,22.1463647985471,22.303822867797,21.1319932362503,21.6046715414307,22.2027979045745,22.0945215023871,22.8802008554248,23.1185338796316,21.9236062026021,21.4277960598653,21.4395910438831,21.9382395510559,22.1783035305431,22.1728628642739,21.838092251127,21.0865199679013,22.1474515501742,21.5999913437373
Unknown 034,20.4394209455406,21.2615874536885,21.5077724359819,20.2622810809907,20.9050952643668,21.9056393848358,21.8934710437441,19.4488599398879,20.1346951627497,20.1879274660646,21.2479295055213,21.272219644968,20.1232928030683,21.9388759604313,22.1050535731619,19.8481105269775,21.5610644507537,21.7230570838279,20.6512509407899,21.7315586290842,19.8113399821926,20.4273592980493,21.95642954889,21.8111745447094,20.2294201889173,21.1350431617319,21.3960545318392,22.0258996598807,21.9078090065208,22.1730638582312,21.1222683952774,21.6176064110114,20.2978723290415,21.8522373159055
Unknown 035,23.1775329526482,23.3504075651923,23.6267021723978,23.4791712139998,23.1200751911544,24.2141765867028,26.2471196486286,23.4166637177886,23.7758320653441,23.7063789510629,22.8398728440463,23.3832760002312,23.4418921183083,24.3671286812944,26.5268438912127,23.5552527489013,23.7027899643631,23.5290372278471,23.5992674746553,23.8844317062542,26.8611786841233,23.4031868432851,24.1757334195682,23.6073711496338,23.6268266678867,23.3986907994655,23.1615052860619,24.0867286645695,22.9809313007361,23.7594780452106,23.5709012068292,22.6227933045571,26.1064816769123,23.263121818393
Unknown 036,27.792731131284,26.1500751240794,26.3110361467763,27.1753005952635,27.0429706602094,27.2688897297624,26.7193677406544,26.1288108533379,26.5826895061065,25.3279437248867,26.4192723473325,28.7861456744341,24.6847223824065,25.5381431262518,28.9058542520919,26.3853608633497,24.9558143110046,25.7070104716357,25.462772150693,30.9793376146429,27.0918477482157,25.8432298130743,27.1546885886949,25.88832731675,26.1819823013803,26.4078922345926,26.5354515890193,26.6217173997036,26.6727384654369,28.2177716914556,26.0068052507604,27.1383623354414,25.8986738234986,24.9768336495491
Unknown 037,23.3576061764545,22.9218439373661,22.595453259996,22.4924695618856,23.1523885889168,23.3185132023198,23.4594522769428,23.2816011756195,22.8751157371625,23.4551694634792,22.272357887678,22.9110727416254,21.6784549055792,23.2522076180191,23.991292109656,22.9404168809555,23.2537227989599,23.0700154092796,22.0295859245772,23.3875622903061,23.2997858898557,23.4921862397342,24.1090405169628,24.8933396465103,23.0439627703882,23.4137156871539,23.0834963053036,23.3487200652296,23.8635717252118,22.9489053334174,23.2839681810643,22.6911299028144,23.0949494399958,22.9918492930382
Unknown 038,23.5771580114758,21.5454555673426,20.8980474593067,22.321302064497,22.2454204710297,23.0516837546801,20.746830673204,22.1190236060619,20.3914724339536,21.643205607177,21.181619151784,20.8468649172056,21.3359071500694,22.6361180474975,22.6706364176418,22.4316701316196,21.8267895753266,22.4987265005252,19.7580207142184,20.8489719660856,21.7714468227842,21.5755027310256,22.0599527688363,20.3724293099844,22.5907431672754,21.8060944646303,21.928885112984,22.304386852185,22.4660567369007,22.4559051487136,21.3582914668308,25.4328050970994,20.1576367594271,22.8157546448026
Unknown 039,22.5410857146618,22.0394005119641,23.1786257990286,22.6009451385059,22.4343152419035,22.3607855019367,22.7868443968458,22.8619259596306,22.7746966817447,23.2191375864824,22.5506869384742,22.6784374454899,23.1337733889861,23.5762519484608,23.351912106179,23.1109977727845,22.2979304241571,22.8149377381136,22.9733691923808,22.7777841369299,23.0983290719243,22.7870508845835,23.4111426998578,23.9166818723739,22.7214785781303,22.9067426840834,22.7785971842694,22.8372220756635,23.6060080568466,23.0410314327594,22.4239467183908,22.6825350043744,23.6987725627068,22.6331599805968
Unknown 040,20.3118969846728,22.3923077532374,21.0740783416595,25.8053649226174,21.6855617459861,21.4449436035506,21.918471395842,20.9699963123743,21.3365432150018,19.8841795334678,23.3808457444905,23.3102649843703,18.1519365838462,18.5817685599029,21.9041978679489,18.7102246194814,18.4468604471172,17.8410727871511,18.1862649679707,19.4611821862798,22.5560106155338,21.1200009194057,22.1138390757333,20.1267653755274,21.7801423476907,22.7236202896072,18.1546168326352,21.8229272280435,19.5651163291947,18.3034500959068,19.4802609330559,20.6560841359468,21.9102733252444,17.5669603808441
Unknown 041,25.0885460492131,24.8901886913165,24.9543935408092,24.7307232506396,24.7749055418124,25.1962180551811,25.7847310824754,24.9573240001043,25.1772689274911,25.3542022406515,24.5039005519656,24.5269941215924,24.1810235771174,25.7090485955635,25.9710564781654,25.3497520133185,24.9822742964473,25.313302940892,25.4979984635528,25.3953056573507,25.6961137866946,25.3589914047936,25.9037175693368,26.6727050685857,26.0609016907751,25.975436546308,25.4706044182751,26.1240728354758,26.4934663542258,26.2346390343397,25.9774019161088,25.6309776418568,25.5026802025729,26.213579489286
Unknown 042,25.6488468614915,25.7633441538802,25.7950452701832,23.1359616513751,25.4193428040724,25.3302155309805,25.1057946095628,23.9747202467792,24.3995229217939,26.3186250226511,24.0566249317776,24.0429576610073,25.8043041857946,25.781905160209,25.8262286168378,25.2061531285119,24.2977758595231,24.5400189814974,25.9215969440137,24.669344618253,24.14294839816,25.3445072807692,25.6710956588189,25.4771393831373,24.381510246559,24.7565293760087,24.7444480413331,24.8921493275849,25.5904148391201,25.416130418436,24.7962051567216,25.087027392517,24.9039897024086,24.9299971612099
Unknown 043,21.544888955752,21.8179004301981,25.2289538456982,22.4361979387859,22.4893458479124,22.8268165678479,23.0834223285242,23.0922405801752,21.88052576971,23.9701491068462,23.9006591130112,23.4770283213694,23.3049175191349,21.9233986312608,23.9945478244869,22.2043279689243,22.5836584520662,22.8321115535392,22.436716136027,22.688625015107,22.127608048475,22.7107750779668,22.5628049716114,24.1546441598823,21.5571929933968,21.9563479460398,22.5768744185793,23.4353480539233,22.070330948898,23.1043941792363,22.9677798303114,22.3646143665668,23.3671288366553,20.6877027485644
Unknown 044,21.6141031427874,20.5972656227348,20.7570623401761,20.4096566640473,20.6003388743877,20.7805591761057,20.2970664604047,19.7351680662622,19.1551769843552,25.2293481821949,19.9892687296889,25.7641337674686,20.141548732331,19.7454512591017,19.9359479453147,19.910397382804,22.9244373651437,20.1863391413318,19.7365557564973,18.9738526636625,20.3276086541731,20.8679184978894,23.2634606572819,19.5046201893444,20.4790393283799,19.9644960324691,19.8789072416716,20.8316836124606,20.2669378891135,19.8659342988906,19.8018731427543,19.3805441072971,20.4281159968289,20.573579517863
Unknown 045,16.7238924369706,22.1760273928876,21.4934039776237,16.5383185568628,20.1348257100988,18.9923768787622,16.5044874483745,16.6747889500654,17.998090562907,17.8393499772683,21.2043835755502,23.0435648836484,16.6868931326627,17.0004747346003,16.8344812827201,18.5093819796534,16.919975079302,22.6093708837568,21.7660403797698,20.6651434578863,22.1673203862145,19.5142280952,19.5283579361076,20.5539659426942,18.39562324835,18.2552745443669,16.9372334941818,17.1164136967209,19.8228941156393,16.9177254063503,17.2377286418084,22.1992867052872,20.8450550791186,20.2168368781143
Unknown 046,23.092132858582,22.5569337439026,22.8488104901695,23.0131902222492,22.034055727638,22.7533457375079,22.4398928831839,23.5016846648891,22.6232882314962,23.7919567051146,23.492017316817,22.9697800208926,23.0899940747479,22.8075749477407,22.3554991693012,23.0038486209155,23.8050110425406,22.2889239248508,23.2957461058453,23.1822378466775,24.2973469922385,22.7240855254297,21.8729292043362,21.2032379039019,23.3105769779328,23.1638346479969,23.8828568254462,22.4729502300102,22.219370891464,22.7331588585579,21.8058185501561,22.0102848683038,22.7581805312478,22.0528571624616
Unknown 047,22.3094041789747,20.8027609590818,20.5694959937432,20.7105339612358,22.812336824724,22.7106328447342,21.8486249287726,22.0688655914113,21.4999977689428,21.8315106669745,21.4533371214197,19.8913483332303,20.8105897039241,22.7558488321322,22.5093431125406,21.6178921025736,22.0833434833894,23.399118205782,19.5505814445478,21.0999399346315,21.1281719656287,20.3642565560296,23.151462203072,20.5967275248031,22.2066264518872,22.4460844751143,22.7509565923751,22.9302022522536,22.7532234718079,23.1048150068324,22.4146725132968,23.7287223603624,19.5599494396658,23.2156951518063
Unknown 048,21.7120597102003,21.6048129414664,18.4639578414952,20.6396924609567,19.9648474601874,20.7901918292189,19.6643088212601,20.9083029960879,22.015988759073,21.4931760019529,20.925946937611,21.2883209966761,22.2506021353306,21.7691795529552,21.5002949303593,22.035256807764,21.2952103438305,22.2077771705372,21.1062509605805,21.41553290559,22.0922760282016,21.8965158952256,20.1212364766099,20.6626288893614,21.0784192894999,21.1080158738114,19.9134277596663,22.338003764889,20.2097663544424,21.207196047215,21.9910524885032,20.4611136185343,20.2440032372931,20.524351907359
Unknown 049,22.7078846289076,23.1924597871753,22.853976345656,23.0211664537225,22.5833981024992,23.4991796616735,23.8146574381367,22.814711450051,22.7780099045325,22.9828127325257,22.9103755811915,22.6946093889683,22.9384449692629,23.6613980023158,23.3471127499634,23.5966062269779,23.2541670315936,23.5236728399787,23.3444484515821,23.2197303523178,23.5496058425407,22.7367230339993,23.5593183688216,23.3099010675562,23.3779133900045,23.1919401721273,23.2172617846175,24.719394420265,23.7141689754922,23.8359370091016,23.7911911414785,23.1222063976044,23.155539941773,23.6675353707435
Unknown 050,21.9846172640053,21.2187562229023,21.0149734074943,22.3604149906575,20.0665716368264,22.5115559365116,21.201399710974,21.3187421197628,21.4716259641743,20.5037482003056,22.3531269005764,20.618275388974,23.0779462945979,22.4358891937372,22.4495365759196,21.1906934949542,22.1199063179294,21.1957696765494,22.0575686006076,21.6337325009384,23.1636404295892,21.1900947688557,21.371256813827,21.1757736767221,22.5297675928088,19.1170969316471,21.6454069164911,22.7056287829343,21.3565413600438,20.7508251583778,22.3038058345901,22.4252069977909,20.2100337684483,19.1454065440163
Unknown 051,20.5761453680062,20.577264510176,20.8101188924326,21.1605517848399,20.7311700691174,21.5103990402777,19.6561124037818,21.2267009662513,20.9954001898184,21.3489906892138,22.1605613286358,21.1253675926956,20.7171696141339,21.2416719903758,21.534108633371,22.2196166284239,20.5695460852754,20.8099123612467,20.0015875272951,20.9040002836506,20.6362777814258,21.7763692675656,21.0245687258023,21.7057200064682,21.2324694911747,20.7410252552499,20.5806379268971,20.9489565574255,21.3069078946623,20.4590284083871,20.7530388757593,22.2845386588288,20.1676148538214,20.9752141554865
Unknown 052,23.1986510569503,23.8970616130343,24.9428464441261,23.606836556587,23.3679021740613,23.6181677859174,24.263556864781,23.4609939058091,24.0599727611073,23.9721561911168,23.5725849228533,23.8934932681367,23.6832993160284,23.4968200302539,24.8622669247077,23.4621149684576,24.0084218682261,23.5461045290328,24.3218679147246,23.7635107293112,24.2710184484325,23.7563943428018,24.5890964958747,24.2326444293128,23.750249225392,23.2326894738214,23.1977099304526,23.9123711478869,24.4437030837147,23.8192108136199,23.5687673875785,22.7390337533216,24.9896758805003,23.4553288989062
Unknown 053,21.347300958855,21.950979376938,22.7831992419618,21.747048712174,21.8819615432215,23.0408178794845,22.2747319410967,22.6416553616172,22.6004521318432,23.0584806579873,23.2427712732309,23.0828445961556,22.3512735353154,22.6207376805333,23.3941959126366,21.8561576188929,22.2487479864557,22.1800209252462,22.2840857062838,22.6319805309379,22.7365393733944,22.5272881158077,22.6746528767432,22.9995882569373,22.3963947575153,22.054719268525,22.3887933526538,22.6488703059418,22.714614490701,22.508913259774,22.0941768010429,22.1358999627286,22.8931416200532,21.4544731690398
Unknown 054,21.3543862328972,21.8504536829001,22.5467420143002,21.8194264586995,22.0507704233277,22.8270581525239,22.5403548487884,22.7229959464298,22.8582044653308,22.7660399516983,22.8875409529812,23.1707054741596,22.6745683098253,22.5780372388858,23.3129468212346,21.8037965423724,22.150099082526,22.2760374936905,22.5431079296017,22.5953254391445,22.6512877356553,22.2840753436794,22.8196019801522,22.8938820778592,22.598823351132,22.0578137662814,22.2689776979681,22.690506838414,22.7908863830577,22.5300424754098,22.1976998353231,22.1633127176889,23.0741767161421,21.8573482369861
Unknown 055,20.369739051593,20.4240461300928,21.4680418391792,20.8089286869392,21.9948364882657,20.8615611782019,21.2288164138112,21.7795024971287,21.546793491431,22.3140132742149,22.6569841798555,22.6285286240262,21.4555875126724,20.4953600860726,21.1945815715918,21.0404385722183,20.852895165853,21.3440448954445,21.410640021289,21.6432989519357,21.7771035726154,21.8511762635964,20.7934687644245,22.4008398716624,21.6336271900612,20.7129832024655,21.4377161892571,21.5859165715359,21.7167655627679,21.7203114535857,21.1020511830828,21.03771622593,22.2635652165433,20.8528854262115
Unknown 056,21.8887100825625,21.2878967427074,21.585576967149,23.2381816556781,21.7297967910161,23.0401124157434,21.1052372917918,22.5575669909439,22.5189498798039,22.806998998027,21.7662002339955,22.0359313039817,21.2139023381968,22.0025103385597,22.0149169702662,22.3070335058936,21.6959480926722,21.9398060989322,21.060742050038,22.3931509236189,21.5939610367562,21.7477416988673,21.9718613406108,21.0362022514671,22.2424062581506,21.84351779133,22.1758022912189,21.6849444327548,21.2227924448193,21.6856914333918,21.3356208096012,21.8618357876838,21.6629139626571,21.4076302956051
Unknown 057,20.9958372243173,21.7684445084507,21.5800172133614,21.0055082713326,21.0526412794615,21.3516829947245,22.2997430729085,20.7432988767362,21.1733423801189,21.390249284058,21.8481295062326,21.7505233754161,20.5786884550957,21.857131694369,21.8841700238505,20.9711685058511,20.149785549991,21.234328905302,21.0423927651844,20.9608689595948,20.9806466689027,21.2050671295603,22.6312303025603,21.4954845968271,20.7957385904257,21.4492508275355,21.2297762993494,22.0628912134316,21.2996930569118,21.5253971579521,21.6059324553236,20.284940846429,20.8183834061031,22.0825889103943
Unknown 058,22.6249025669515,22.3861310882917,21.3769264786136,21.1744420336356,21.8289546501515,23.1389521137284,21.7733305601425,22.4437002839882,21.4928216616563,23.0063406295377,21.4452800172082,21.1840971524526,21.6661341696861,22.2649480517336,21.5639436560369,21.8933748383051,21.073866974899,21.2343434271164,22.3348485081694,21.1852503410889,21.3988894716652,22.3401382892442,22.4885908993843,21.83331363164,21.3035743453269,21.5636594400626,21.2710243765194,21.8250984074492,22.1544227314521,21.5678665723069,21.3174670981134,21.5761179236974,20.6900693153926,21.6084328644997
Unknown 059,23.9258674484372,23.5427534181987,23.1304986394805,22.3144773410478,23.2031867395064,22.928654579776,23.125112050747,22.0213006067336,22.3796617062719,24.115017738148,22.4663323017448,22.408388527558,23.3651058081036,22.9532575880786,23.0333761162365,23.4555274352766,21.8247182807374,21.7638134037641,23.6428459963055,21.6490584231596,21.7479862805234,23.9117969704317,23.6710122507818,22.8055009259465,21.9333495582286,22.2424237745647,22.0190419779899,22.8584327544916,22.9438783321251,22.3643281295731,22.3707432219914,22.5266200938265,22.3549908802195,22.7482400171009
Unknown 060,26.0098787056626,25.6162655472182,25.5694562723792,24.3844001995468,25.3367994682611,25.1155164487271,25.1591791225904,24.2411456494173,24.6875309466942,26.3661911372611,24.603293668151,24.3389570486249,25.1534039869819,25.1681811512934,25.0008580046567,25.3690296667296,24.0027619641678,24.1017280747261,25.7462920572461,24.1082240372652,24.2278609215317,25.8439725378569,25.789153701009,24.8915488129723,24.1440474562362,24.4344338618339,24.2687555961207,25.0348813067972,25.1971293327167,24.5209071632324,24.4988659649465,24.6143633765244,24.7129415431869,24.7259945071877
Unknown 061,26.7478911242508,26.5791237803002,26.5098237932066,27.6541289655001,26.8648998988797,28.0481175058762,26.1937205987729,27.1370409359571,27.4719084193579,27.2432635080832,26.6749378845621,26.9848797552583,26.391378039964,27.1360101137101,27.0699104468546,26.8773504760222,26.7810991056034,27.0204962858051,26.6668851286709,26.9579349134192,26.8056303328087,27.3276677926469,27.0637019026636,26.4718716262347,27.0867519248411,26.72085674973,26.7179293152787,27.1903204944187,26.423321113005,26.8958448693669,26.2754947080316,27.235056848784,26.6432040600867,26.8959328365926
Unknown 062,28.8762031860661,25.5059711849755,24.2189743070561,27.8519194597093,27.1467596682828,28.0485571709129,26.9317956471375,27.2473371321594,26.6529562302734,27.4108648388183,25.3197830023974,24.3911853075493,27.0892719653252,27.4810970664864,27.6370663429139,27.4035539414438,27.3143341426431,28.0742646282672,24.4822933349031,25.1541260321825,25.9686434393934,25.1442941172127,26.9695063578257,24.9866672860913,28.3380903824243,27.4177122205627,27.6301687769652,27.4432788689822,27.5448283397463,28.1501044332314,26.9532927852199,28.4204512597799,24.0162405294459,27.8436400895698
Unknown 063,21.7596469549442,22.2166973762899,21.2992131499648,22.722343527804,24.3773495319061,23.5741187611458,21.7724662571753,22.5959470304669,22.2441756953856,24.3938406039307,22.6993551864275,22.3230758334074,20.894469246995,24.4360208873524,22.4546166197628,23.8236532450743,22.2254491363884,23.844532923449,21.7583881513641,22.8240133326936,22.3034776048482,22.6502522242328,23.7283171938628,22.0510185084892,23.4766537702685,23.3437293459723,22.3839183709339,22.8684193871838,23.198091764325,22.2596337468232,22.2550067689539,24.3632943147514,20.7885453894934,24.6269408098558
Unknown 064,20.885056261019,20.780319319149,20.4815003285278,22.8532664511993,21.3685536719172,23.8369690315681,20.9830331306118,21.3437389737645,22.8239069797795,21.5794218504911,21.5177501090674,22.4706634567369,21.4647000800425,21.9993215232092,21.3166312343882,21.2159868885019,21.1145819523828,21.7414476493134,21.3426763377873,22.2367556965859,20.8102612304725,20.8598448820395,20.7774501788899,20.7265209373177,21.2865159271143,21.7151477056811,21.5051687229353,20.8668744295787,20.3836400408727,21.6025552149251,20.5701518581598,22.5898323750868,20.9241793046023,20.7879931601362
Unknown 065,20.988240560161,21.1558982660573,21.1276852120263,22.1502279844774,22.1479416787187,23.1002536027691,20.6462359216472,21.3640593263155,20.8798988394283,22.1158243986188,21.4087230765635,21.178327254121,20.8376056429891,21.4861490964516,21.9023333654452,20.9775501558123,21.2257971717832,21.029139749087,21.1128816379741,21.1182839607484,21.4187888090772,21.4706001247146,21.6525100592982,21.4958715541943,21.2657735310467,21.1556759106044,21.2213256495632,21.3741186021232,21.9559913049638,21.6874545371105,20.8069066372994,21.2692449335142,21.6721430534462,20.7940423018603
Unknown 066,21.8526960579758,21.8427812441478,21.0881315581352,22.8075206505766,21.9625722651971,22.7250463220204,20.704032508077,22.2056926083509,21.6210084700793,22.7984647724631,21.9979440964694,22.0008476700421,21.5465400512459,21.8033744968374,22.2391878227944,22.3073617776928,21.7370287224981,21.5643055980696,21.3506884508264,21.4723324683365,21.1541177990156,22.4116310241189,21.0426247994457,21.3350540110478,21.7689631917302,21.0651663192582,21.2507649785434,21.3462597779811,21.4199616072979,21.2884691337644,20.8745853074708,22.0457990006192,21.7362237228088,21.7390744520649
Unknown 067,22.7483001096269,22.4590541908638,22.0545046299839,23.9955550677953,22.5397370020694,23.7330783011644,23.9860609813402,24.0032808372715,23.1495040705466,24.0090143493824,23.7489918695993,24.1722805792971,21.3676854455528,23.8106463419659,23.5395993505393,22.2912495973265,22.7852242740116,23.6407464756026,20.2016783426557,22.9362962185641,22.7074346861757,23.9647479424413,23.3243619140582,21.5981146669011,21.5717056456732,22.3587058983698,23.3065801912046,22.2020440292206,20.3273237507505,20.7074173588061,23.4978632388593,23.5478888967177,22.2628584930179,22.3286901591407
Unknown 068,22.1927124809437,21.8705546820158,19.063662460975,23.382952101646,24.495361680876,23.8928486785458,20.4822100600443,20.6468322613203,20.0233389852713,24.3224447658906,20.1002419162536,22.6189509629275,21.4336119876865,25.6267182946425,22.1061680488866,23.8527768680267,18.9853334941632,24.8873239645819,21.6032873207886,21.7491488029535,19.4693315760121,21.2699593939892,22.8076303108283,19.9425365846118,24.204397443627,22.2705864477379,21.5394205253088,22.736567890761,20.8436576715055,20.3874868469196,22.3453890720837,23.8787444917274,21.2696132569303,25.9538965590612
Unknown 069,24.8729566896943,23.2915128180332,23.1122002666428,24.2539477940559,23.5732968353215,24.1770726457722,21.3742373521888,22.895585223497,22.5590249745764,23.293234610986,22.1105595618755,22.8601253753778,22.0884389863323,22.5381473504314,23.1953743220703,23.0047102459182,22.0995911575898,21.8223376386103,21.4900660668781,21.7319214228638,22.1051936310318,23.0203320688848,21.8839420328977,22.0668043813719,22.6322367360195,21.6662463603122,21.6596668685768,21.9800155794406,22.0286475097179,21.6437956488539,22.4006334921673,22.5868207915725,22.1709537951076,22.3319013379731
Unknown 070,24.8664429788137,23.4801728696198,22.5508536634121,24.5380407214824,20.5408485425494,22.8969656487445,23.4029081540077,24.6673376757142,24.3062343732712,24.6023213002471,22.1079493803171,21.7909981682161,24.5760094672587,23.3373798067875,23.6802472552685,24.7300223894101,23.1435302552864,22.579513408562,23.3628577821153,22.1834035365742,22.4940919239438,24.4636396409903,23.06943374662,22.4838217350869,24.8171432249669,24.4110420241979,22.4918112789824,23.6293145261745,20.8758136790991,22.3857177086577,20.6457403867457,21.7987375305772,24.0968848329079,22.4580138822594
