Name,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
Sugars-Alcohol-Hexoses,27.6322525738031,28.0681991044978,27.4750733813756,27.401334634942,27.4197224178342,27.4054437996129,27.623636016121,26.0794184686586,27.0862624493456,27.3126748758745,27.1124292778566,27.7489860113935,26.6643153674953,26.7149614155819,26.3785926790972,26.9783429521754,26.9043345342985,26.9539246620436,26.2415157395776,27.3185573004176,26.8459207155055,27.1432211338462,26.1692254595515,27.2923851750408,26.3735739450847,26.207217290896,26.9396977622098,26.0676150980335,27.3194712527827,27.2261216290144,27.3848723503825,27.4082284328407,27.268580353972,27.8957477136593
Sugars-Disaccharides,22.1070676585305,22.3710107063042,22.1781708246255,22.7471342966559,25.1276404814001,22.8985642259696,23.4033813986871,23.1061647326265,22.8968138848749,25.09447590065,23.0002793666016,22.0518401958269,22.2456480992247,25.3387246065181,23.9928471216622,25.1202425042736,24.630505264039,24.0670750407261,21.9472928392266,23.1002596801367,21.4334287567347,23.9527203529854,24.0647658473918,23.3089856771966,22.2986407064331,23.8334207370565,24.0830221530762,23.6929622985675,23.6760627601341,23.307348170227,22.9590451149054,24.0953417143846,24.6051068746384,25.0304877295879
Sugars-Monosaccharides-Hexoses1,22.8957629609592,22.4932107234773,22.641545051095,22.8678327796508,23.3975071570798,22.8121399116674,23.0997447844856,22.7661530576651,22.7265606921337,22.8460147477209,22.3656364506333,22.6203506330321,23.1009344216986,23.2958979396583,23.5342483349591,22.9750304015434,22.9042253849589,22.7760475779047,22.8840472072443,22.8173642908388,23.3703900021875,22.4758424881116,22.9995626459814,22.9202214205834,22.5745646762128,22.4758683590653,22.6354070021827,22.7731620532099,23.3819135272128,23.3174526523482,22.6891118616733,22.5848956766888,22.6439666810889,23.0088326096234
Sugars-Monosaccharides-Hexoses2,25.9124696015164,25.7077315138629,26.3293902298475,26.2020408096437,27.2673331551782,26.0410447652503,26.2983879492495,25.757237042026,26.0230179661246,27.3317907109712,26.1967866319075,26.0023624940005,25.5461668478597,27.0164149785447,26.1852626038791,26.7681310668486,26.1763500954583,26.8797341895888,25.3277422038744,26.8692553595363,25.9904478865305,26.3719377447672,25.6993781194339,26.4466170090402,26.4169845147721,25.7170974981731,26.3318874433442,25.5969547052533,27.1178848864171,26.9555720457567,26.7557198308593,27.3893030390661,25.9377160697316,28.2371606942671
Sugars-Trisaccharide,21.3830475439972,22.3126537179633,22.9242263353961,22.0540661020522,22.5164998737172,22.4940415444145,21.7509907829871,22.7289497088231,21.8282629400627,22.436308296705,21.0908963876844,20.6143434658426,22.2874615196496,22.4063125017341,23.02389089063,21.9816543730439,22.4917307924043,20.9541246429849,22.0403358295792,21.0107201334864,21.4250792242869,21.4807003501243,23.0745110326931,21.7282765692861,21.2020364656872,22.3837482703019,21.5130576829623,21.3553675788734,22.8446094353954,22.1813973848243,21.2933368805496,20.4805744458625,23.1722813718977,20.9756362663452
trans-10-Heptadecenoic acid,23.4928914109152,23.5027108431605,23.4448463621672,24.8697926696126,24.214134374158,25.3948607681902,22.6512024869103,23.5810701731537,23.5724266430304,23.9546826619997,23.3602381375652,23.5250967083725,22.913036569366,23.8093038794564,23.7761771890485,23.2445354759637,23.1641151023594,23.3510672901638,23.1186464433675,23.2449879197908,23.2556389416511,23.3800919914858,23.5419272909537,23.0813697785931,23.3182116384092,23.0295554563288,23.2548962922083,23.4201172534043,23.3598835892946,23.7334039522911,22.9756922748013,23.3261868486331,23.2555760107327,22.8823419536556
Unknown 001,18.7770934944655,18.4475701525297,23.8959080237254,19.0637965569118,23.85713969566,19.41826579708,19.3420517466218,23.6527281811282,23.8339969274572,20.6912117636361,21.3717391043314,18.9598490199159,18.8712375067825,22.9616673118085,19.0297813304542,19.5277849118088,18.9085419323367,22.0803827522285,19.0254580217938,19.0185255127227,19.0552195748991,18.9122398498496,19.6179387025934,21.7834725658925,20.1688767371932,18.3988170736706,18.730256919775,23.5297541208879,24.9936145724524,18.77394441533,18.4499918819705,19.5194286898682,23.5552439769495,18.6408682503331
Unknown 002,18.3665155705931,18.2299394903939,17.6128351849845,18.5391437351144,17.8533818953627,18.3146615771441,23.3625849121521,18.8115359834448,18.3589173698866,19.0336343917698,18.4663438816692,18.3513221289198,21.2886996090683,19.2200874843069,19.0537091468968,18.5934249548087,17.9073215768419,18.6555954097647,25.0538684859066,19.6248018094556,19.2029798585371,18.5746081426501,18.8102344521541,20.5109161387141,20.864012379251,18.5688296655676,18.0942727739817,18.8967401991883,23.5980103362005,24.8453525054543,22.2124324054568,19.2972728075376,19.0198329868855,22.0055295548053
Unknown 003,20.8400184445508,21.2565051134449,21.3531925371007,21.4796586784942,21.429137233826,21.9192910824696,21.5339456608002,21.6073494252673,22.3915402055642,22.0902265162614,21.9361167556365,20.899407505631,21.2579291834657,21.6855202025702,23.0197705249567,21.9952121133979,22.2740939632796,21.5929547682822,21.0726795590577,20.833045644292,20.4651085744092,21.4622523594619,22.0267590133589,22.4013060986149,21.6280686309218,21.0023737791988,22.2303720572502,22.1385538480714,22.7421870887361,22.3547932958537,21.8308941918326,20.3520551833653,22.5676356742577,20.1165370951057
Unknown 004,25.8064529179934,25.9002019512499,25.6085723954626,25.99759840062,25.7151454229445,26.5060103558107,26.2471196486286,26.0593677985677,26.4532510017116,26.2220414565301,25.886378874286,26.0031683822891,26.074483240886,26.7096505189312,26.5268438912127,26.0820429266514,26.3880132845502,26.118175271286,26.52496924757,26.2259126694892,26.8611786841233,26.2338095157075,26.5452168242061,26.1092680799888,26.3903236270176,26.0541950140627,25.8142246480585,26.1162370015776,26.364589587643,26.3759671780996,26.2920541875966,25.5364827867138,26.1064816769123,26.0238522074768
Unknown 005,26.2450158615773,23.2791055855363,23.8191172023208,25.6033644110343,25.5532042756966,24.5551125735316,24.329489482989,24.2884802491617,24.0124497124733,22.3143528600715,24.9046810253799,28.6239942874294,21.0075754023059,22.0054576152159,28.5483083227532,23.3449184314606,21.9235143267182,22.5192776767452,22.2928311874082,25.5659459563778,26.0940171875612,24.3733080799491,24.9983134233525,22.0197979237876,24.682044129468,23.2851354169528,24.6335817919281,23.8858180664668,25.2203070537299,26.6974999949271,23.7524392589359,24.5512966125048,24.4856087347666,22.6083425468337
Unknown 006,25.2745854512867,25.7642671949328,26.3656550528914,25.5230938885505,25.4310496610209,25.8304854428854,25.8375372037267,25.8462716733683,25.6638505626253,25.8727120593725,25.9589136579519,25.6562609655129,26.0225676078527,25.7166314294867,26.2378245785625,25.7355506585397,26.0277152722478,25.8473256232813,26.0063823892374,25.5204223689947,26.1353044448247,25.9883137097911,26.2091654294411,25.9943264254963,25.8383473218865,25.7428698096622,25.9624664065122,26.1722311063626,26.4217246771333,26.6098342560824,25.9640588582516,25.2424448259572,26.8215188012626,25.724682064768
Unknown 007,24.5752275842216,24.510245203281,24.4096337597004,24.3836691821961,24.5586882223275,24.3834902922965,24.6696475173587,24.3562145565064,25.9830691547947,24.3752779407101,24.6394699038906,24.4871374547585,24.0089190627588,24.7463588973209,25.2353620453931,24.2330190411261,24.4784932487798,24.2606318852889,24.4319655397395,24.9364537102452,24.6862450106696,24.3465293231971,24.3986587386835,24.5480323904797,24.1561559099229,23.8936376666891,24.1944977187266,24.5272800295363,24.7206143032481,24.8507145201358,24.615506912597,23.8086310834326,25.0310023561694,24.3888101967038
Unknown 008,25.2745854512867,25.9152191281335,26.3656550528914,25.5230938885505,25.4310496610209,25.8304854428854,25.8375372037267,25.8462716733683,25.6638505626253,25.8727120593725,25.9589136579519,25.6562609655129,26.0225676078527,25.7166314294867,26.2378245785625,25.7355506585397,26.0277152722478,25.8473256232813,26.0063823892374,25.5204223689947,26.1353044448247,25.9883137097911,26.2091654294411,25.9943264254963,25.8383473218865,25.7428698096622,25.9624664065122,26.1722311063626,26.4217246771333,26.6098342560824,25.9640588582516,25.2424448259572,26.8215188012626,25.724682064768
Unknown 009,23.8435493360013,24.2181843577098,23.7649893331032,24.1641507458641,24.1537103045378,24.7174643585044,24.4566279525866,24.4541964950801,24.5998396148324,24.267563399365,24.4893329640242,23.8017457040571,24.2271439281557,25.8359247612246,24.7214850858227,25.0627628799187,25.0105388683817,24.7652841763706,24.5313912920606,24.4124478180203,24.765351117738,24.8499723989741,24.5362014867206,24.3687860625818,24.2365552476116,24.2373775314202,24.1725674876023,24.7038528773643,24.9375166499287,24.6941273691548,24.807925579838,23.7296981569931,24.4946451275842,24.6139282843902
Unknown 010,23.607142437927,22.8302430101203,21.9806123284355,23.7091358897583,23.2825876544343,23.6404705259869,21.5732113272689,21.9330701965618,21.9219849154709,22.0559476592412,21.1082544320399,21.4128592989588,22.5419297552804,21.7919524234486,21.4080591199922,20.8171044324609,22.1657325971078,21.2162444052301,21.9508115055058,20.4494893122392,21.5569438590805,20.3793501957345,22.2929297396073,20.0771906174775,21.917840871577,21.249792104343,21.0929822105227,21.3248554252239,20.2623801269202,21.5432584700232,22.274182819675,21.2413803853171,19.5242484355112,21.461798819909
Unknown 011,24.9607649253097,25.6629593200021,24.6041837757546,25.543805013579,24.8191801393098,26.2928468398328,25.2343272981754,25.0497740736899,26.1825660639219,25.5623439898203,25.3503502917428,25.7471993342949,25.3714550216022,26.0797518257957,25.4413234671529,25.8191710907592,25.8007752488798,25.4726013472621,26.5203354729492,25.0658695014884,25.9380047221249,25.7675783136141,25.6135593369467,24.7528352141568,25.5838656142516,25.4686558091553,25.1566957500424,25.3438725540809,25.3270415260422,25.123226596923,25.4849213840064,25.1591726241414,25.1464050301552,25.6628288048357
Unknown 012,23.049084053309,22.4017552725135,21.934413182127,22.6688154306155,22.7655351909239,22.8499606099931,22.4338570119514,22.3061809615625,22.8636197243546,22.2306590266917,22.3560907897859,21.7069971748143,21.9839503998906,22.6734978815888,22.6354517783832,22.7161413988149,22.4964559240791,22.4644671322162,22.8220597599378,21.5197844270677,22.4561536766361,22.3543117830633,22.4326309043138,21.1942067519944,22.4859674098291,22.5257013249823,21.869084948958,22.4391983553124,22.0260096506341,22.3368224278609,22.0353527719958,22.4754299299246,22.0397454356089,22.9468390882004
Unknown 013,22.0480719507621,22.362698020452,21.9444466065038,22.4432155631723,22.1205701804127,23.5046088723082,22.7378375334505,22.2011103359033,22.750222497986,22.6344726459023,22.8096885652267,22.2565387677056,22.301899854546,23.4522497880282,23.2545359358756,22.5757303896111,23.1089921039552,22.27196529154,23.824497174173,22.2568487904679,22.8178774319888,22.7368723739837,22.9854602973032,21.346250947934,22.252650869335,22.6958787278321,22.13424183439,23.006594348148,22.5953047018019,22.5689174518793,22.9019348255353,22.6016788373143,22.136827376033,22.7306545409168
Unknown 014,23.3172970278858,23.5109171321139,23.8289292736621,23.5143313577024,24.170086231118,24.1062574150738,23.9924389645014,24.4529835671579,24.2930942983624,24.2268521124965,24.4472048473631,23.8040910530626,23.8334506621219,23.905869506636,24.4390433715223,23.6766411886599,24.1763958813841,23.8121232854898,23.7501055275087,23.6672649994331,23.9831790870007,24.158536080484,24.2439243767507,24.7362512298836,23.8982261144197,23.5913952747898,24.2427271057026,24.4870375807935,24.561122715233,24.3506757342635,24.2815909363299,22.5091036598691,24.8063079101398,23.1940159857008
Unknown 015,24.4363024415526,24.2783379615684,23.1752665821961,24.0622810186236,24.7316030543041,24.5249187007399,23.837556392075,23.408905663415,24.1474462368523,24.0275047566903,23.9941524780542,23.570590703796,23.8276373002399,24.2290733450461,24.1678768822658,24.463548355498,23.9247833924068,24.2733594189974,24.5985446139518,23.5953616206921,23.8638125296826,24.3559428173712,24.1784347512693,22.9910524032806,23.8762026642023,24.3547903128594,23.9291644716641,24.1164212690725,23.9569252328135,24.1990557597355,23.7393438402408,23.6011086492636,23.4891688888115,24.7326474004273
Unknown 016,22.3552840085335,21.9195535284719,21.8222973412548,22.0817058724013,21.9045455265448,22.6209246884169,22.503621860176,22.2925936991508,22.6127038609223,22.6194107878075,22.0933513689276,22.6215384667284,22.5896198951974,22.9108163725461,23.1566638746701,22.0127356834625,22.6841650488122,22.2367891107947,22.5224731392787,22.908997850037,22.6937772274917,22.888381292487,22.5390678306974,22.2050442524503,22.6149236937808,21.9142241709581,22.2076874421451,22.5722145090649,23.0800041066515,22.5342103501224,22.2378735779793,21.5715092347072,22.5743789129388,22.0051021345187
Unknown 017,27.3430794779154,25.8228656751118,25.6713058835244,26.815411425604,26.4483900068443,26.3605268580108,26.4414647409936,25.8860073127315,26.1942182606277,24.8168362347251,26.3588480700381,28.6073606741048,24.4028145826848,25.1596429864066,28.3983732316769,25.7444504643989,24.4580815122329,25.4576062705165,25.3483427530473,30.347463998253,27.0082339958481,25.8135633117372,26.5316818318205,24.6992309442129,25.885303752842,25.9545361368211,26.3321157728048,23.5397262686892,26.1209770211249,27.4872232994254,25.7405373445967,26.0882458711758,25.962178866395,24.5251379145784
Unknown 018,23.7167890063414,23.1380651497387,22.946648673405,23.0454323173317,23.3984661487547,24.01510564734,24.1799658701315,23.1703758928924,24.9515198342279,23.0005517736874,23.6956273833278,24.8170491789492,22.8579488950195,24.080889365809,24.7493697322371,22.8757843630355,22.7517323057125,23.2138707752474,22.7557830009522,24.1923484268346,23.383694287053,23.1123955474832,23.8941506863139,23.8210987181507,23.183561249181,23.4369776753448,23.2705286127409,23.6991339999957,23.8047619106419,24.1404479684597,23.9445389687813,24.0410092606211,23.0960856195987,23.4073471436174
Unknown 019,22.89590298281,23.0533409267136,22.8702941509969,23.1644053679071,22.885099972742,23.2516172632555,23.3854731494701,23.0488526500654,23.3671627559333,22.351772433432,22.513752531948,22.3044512410978,22.7903154426428,23.5363925218636,23.1771694714082,23.6256201588364,23.3212428973912,23.1759498662339,22.978704226083,22.544391738032,23.1467563068303,23.2492916876085,22.9359023556757,21.5680498835814,23.0580287870862,22.683296593088,22.4527174431473,22.9695412478885,22.6425517128756,23.2477758697666,22.649330914082,22.3319977486505,23.2249104726663,22.5410644349256
Unknown 020,22.5765332445805,21.3164538001236,19.83285529477,21.1301240557715,21.29048359293,22.2823404844347,22.6094874122856,21.4149779696088,23.9593194125845,20.2303523878145,22.3695571670024,23.8012775437169,21.1797000784017,22.4750409118385,23.4598635372103,20.8130641047177,20.8154427044427,21.48426884369,20.8889175811482,22.6572645498333,21.2648809091943,20.6004318770719,22.1383885617414,22.0435141261195,21.083324191061,21.4603026465898,21.5845692888194,22.365810877732,22.5379146826669,22.3382501686266,22.1864215203139,22.4503062957629,21.2122057486063,21.6520639244442
Unknown 021,23.7014292416877,23.3055884233162,22.3667234421563,23.2726883133236,23.588550539192,23.7525155094537,22.5931508076386,22.30079816245,23.3506643966714,22.9532862623003,22.9827287590043,22.4928683138033,22.6300915403093,23.0734061780655,23.2554248439368,23.6786804815623,22.7678224220856,23.3238551173754,23.2449533968216,22.8952228505918,22.4561536766361,23.5834959779624,23.4223135416935,21.1336623773514,22.8007535895831,23.0179973118183,22.5435786233733,22.7727679545112,21.9955393377491,23.2119333705134,22.7858274207891,22.7311734455167,22.2130314774222,23.5902203909467
