Name,Count_pre,Count_2,Count_4,Count_6,Count_8,Count_10,Mean_pre,Mean_2,Mean_4,Mean_6,Mean_8,Mean_10,Fold_change_pre_vs_2,Fold_change_pre_vs_4,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_2_vs_4,Fold_change_2_vs_6,Fold_change_2_vs_8,Fold_change_2_vs_10,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_8_vs_10,P_value_A_pre_vs_2,P_value_A_pre_vs_4,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_2_vs_4,P_value_A_2_vs_6,P_value_A_2_vs_8,P_value_A_2_vs_10,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_8_vs_10,Flag_A_pre_vs_2,Flag_A_pre_vs_4,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_2_vs_4,Flag_A_2_vs_6,Flag_A_2_vs_8,Flag_A_2_vs_10,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_8_vs_10
Deoxyadenosine,5,6,4,5,6,6,26.515276333355,25.9436990979563,25.8277320565988,26.2116690449757,25.8970064156584,26.2748813389748,0.571577235398617,0.687544276756178,0.303607288379265,0.618269917696534,0.240394994380114,0.11596704135756,-0.267969947019353,0.0466926822979161,-0.331182241018503,-0.383936988376913,-0.0692743590596443,-0.447149282376063,0.314662629317269,-0.0632122939991504,-0.377874923316419,0.129734370714723,0.101252140930022,0.433372871383838,0.10248898774724,0.516257444734468,0.768212438725998,0.469761434069791,0.894384038146748,0.350415122093555,0.351477263627551,0.860178364580263,0.26129313159169,0.396883551179316,0.863952843649996,0.287898622181968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deoxycarnitine,5,6,4,5,6,6,26.2867034628867,26.4971728185113,26.4138799228666,26.6439652102069,26.4803943834087,26.3417632525255,-0.21046935562455,-0.127176459979893,-0.357261747320166,-0.19369092052202,-0.0550597896388076,0.0832928956446572,-0.146792391695616,0.0167784351025304,0.155409565985742,-0.230085287340273,-0.0665144605421268,0.0721166703410852,0.163570826798146,0.302201957681358,0.138631130883212,0.340115972220675,0.600577511609171,0.126353294221438,0.379361530583962,0.801324247345787,0.721188181819019,0.503905901637175,0.935865045388039,0.458463257114647,0.346417032398631,0.775558437606244,0.757258768569206,0.456893973595491,0.174723087046384,0.507932583777171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diethanolamine,5,6,4,5,6,6,25.0333793841148,24.9074712428101,24.5132360426133,24.5550405903828,25.8767754701745,25.9252983064848,0.125908141304727,0.520143341501459,0.478338793732021,-0.843396086059737,-0.891918922370042,0.394235200196732,0.352430652427294,-0.969304227364464,-1.01782706367477,-0.0418045477694378,-1.3635394275612,-1.4120622638715,-1.32173487979176,-1.37025771610206,-0.0485228363103047,0.725048615856745,0.196420026221443,0.207296137125683,0.0248430181241095,0.018268614261138,0.305943988200638,0.328804934530643,0.00803523761600024,0.00568193142547163,0.915955735610884,0.00127471101974749,0.000916251624756071,0.000935775345302865,0.000656603837714517,0.886838010335627,0,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0
DL-?-Leucine,5,6,4,5,6,6,25.6902572463441,25.7152970367401,25.4893055007292,25.5531883956581,25.2723285175453,25.0503480355546,-0.0250397903959758,0.200951745614908,0.13706885068602,0.417928728798806,0.639909210789515,0.225991536010884,0.162108641081996,0.442968519194782,0.664949001185491,-0.0638828949288879,0.216976983183898,0.438957465174607,0.280859878112786,0.502840360103495,0.221980481990709,0.918680475750669,0.461870254179198,0.593583041990679,0.0971911913830031,0.0140055118641793,0.390744591815389,0.510380868620759,0.0668503029707775,0.00802473937778996,0.814194431703701,0.409659912851265,0.101953019786787,0.258055645535662,0.0484947761966207,0.346621995292245,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
DL-Arginine,5,6,4,5,6,6,20.751713872336,19.8120865247122,20.0310261291679,19.7881645846419,19.7085415418535,20.1390776295468,0.939627347623858,0.720687743168131,0.963549287694178,1.0431723304825,0.612636242789282,-0.218939604455727,0.0239219400703199,0.10354498285864,-0.326991104834576,0.242861544526047,0.322484587314367,-0.108051500378849,0.0796230427883202,-0.350913044904896,-0.430536087693216,0.115205664802998,0.269470731374592,0.121654535615154,0.0819695609842416,0.297727698900185,0.724537962297585,0.967220297864098,0.852053721840494,0.557087863363095,0.706853885227096,0.604227272032246,0.861804920725695,0.891220937970159,0.548033444706989,0.440579628394516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-Carnitine,5,6,4,5,6,6,27.748434577094,27.3743134575418,27.750038949334,27.662052191698,27.4391050623732,27.4262620280228,0.374121119552267,-0.00160437223993881,0.0863823853960284,0.309329514720808,0.322172549071272,-0.375725491792206,-0.287738734156239,-0.0647916048314592,-0.0519485704809952,0.0879867576359672,0.310933886960747,0.323776921311211,0.22294712932478,0.235790163675244,0.012843034350464,0.049020029957606,0.993682867967895,0.651809952398556,0.0996558881524342,0.0870466862995269,0.062598769120104,0.124314199153593,0.710633096257972,0.766002617078927,0.664716629529368,0.119466841432429,0.105618850246535,0.229479637578697,0.204495688259187,0.941299905117891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-Citrulline,5,6,4,5,6,6,21.5965852891645,21.3382928978106,21.5760978163144,21.079415044114,20.5743708539125,20.8603694211009,0.25829239135399,0.020487472850121,0.517170245050533,1.022214435252,0.736215868063653,-0.237804918503869,0.258877853696543,0.763922043898006,0.477923476709663,0.496682772200412,1.00172696240188,0.715728395213532,0.505044190201463,0.21904562301312,-0.285998567188344,0.629574421755547,0.972388947188329,0.358044046931597,0.0643678488416884,0.175948906812643,0.676815062532686,0.628801638236129,0.142078746903636,0.352252718055136,0.404599666334982,0.0874808981488882,0.215766708230392,0.348681274684634,0.68232056884467,0.575691772661213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-Glutamine,5,6,4,5,6,6,23.7000739214722,23.513392261533,23.659889284995,23.2518032172982,23.1006326624405,23.2037428773674,0.186681659939293,0.0401846364772958,0.448270704174007,0.599441259031749,0.496331044104807,-0.146497023461997,0.261589044234714,0.412759599092457,0.309649384165514,0.408086067696711,0.559256622554454,0.456146407627511,0.151170554857742,0.0480603399307995,-0.103110214926943,0.467347164037086,0.887137995683279,0.101863341860337,0.0255730947707025,0.0606572061920082,0.591750762264825,0.310840262282765,0.0990782635766863,0.210735542014932,0.157496689331789,0.0482264776831766,0.102839429227001,0.555465366025476,0.850863517742503,0.672679064034433,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DL-Isoleucine/Leucine,5,6,4,5,6,6,26.0958206283237,26.1189123120806,25.8037643260361,26.0083138197533,25.9812335445229,25.8927517199464,-0.0230916837569275,0.292056302287655,0.0875068085704171,0.114587083800796,0.203068908377329,0.315147986044582,0.110598492327345,0.137678767557723,0.226160592134256,-0.204549493717238,-0.177469218486859,-0.0889873939103261,0.0270802752303787,0.115562099806912,0.0884818245765331,0.944681047009621,0.431035386815416,0.801343380063387,0.730892622377828,0.543172187195603,0.377965724114736,0.739894805113908,0.664923460559803,0.478146106184989,0.580132524676115,0.617736242706736,0.802047906421165,0.935146549526145,0.728697924597528,0.780509047418102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-Proline,5,6,4,5,6,6,23.6722249030911,23.1839205354901,22.9953658445066,22.8171534446884,22.6627249112841,22.6848120259724,0.488304367601057,0.676859058584562,0.855071458402705,1.00949999180708,0.987412877118746,0.188554690983505,0.366767090801648,0.521195624206023,0.49910850951769,0.178212399818143,0.332640933222518,0.310553818534185,0.154428533404374,0.132341418716042,-0.0220871146883326,0.0663345594675445,0.0239470366308317,0.00348512978331989,0.000515603259959855,0.000645935333186227,0.493665865299465,0.161910436888264,0.0414141487414569,0.0500873168362348,0.533275383376274,0.231625552536975,0.263254837640131,0.549669632971975,0.60783607075219,0.928248049456013,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
DL-Stachydrine,5,6,4,5,6,6,24.9135513494992,24.4721744414642,24.4681362432515,24.8732097732567,24.2664712541117,24.2750865636177,0.441376908034961,0.445415106247712,0.0403415762424792,0.647080095387444,0.638464785881439,0.00403819821275064,-0.401035331792482,0.205703187352483,0.197087877846478,-0.405073530005232,0.201664989139733,0.193049679633727,0.606738519144965,0.59812320963896,-0.00861530950600553,0.130232664878443,0.166499256096984,0.892287856748583,0.0303242769565688,0.0324003031297174,0.989401975774416,0.167546114346702,0.451860426763226,0.470827629658693,0.206866601348535,0.508918759186218,0.527041669681128,0.0412007701408051,0.0439350090956584,0.974724499101528,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
Glycerophosphocholine,5,6,4,5,6,6,18.9455864926877,18.1202771461649,18.8045093157349,18.05022644763,17.9282621538752,17.9132873334982,0.825309346522804,0.14107717695282,0.895360045057771,1.01732433881257,1.03229915918953,-0.684232169569984,0.0700506985349669,0.192014992289764,0.20698981266673,0.754282868104951,0.876247161859748,0.891221982236715,0.121964293754797,0.136939114131764,0.0149748203769668,0.0737576348772624,0.77600478482729,0.0638923077492793,0.0299371708413836,0.0278031091763426,0.15925929683183,0.875559813319303,0.653124327349951,0.628157800153589,0.136332649534094,0.0748542490116419,0.0703042920572045,0.785220530202039,0.759661919168158,0.971985175982975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HOTrE,5,6,4,5,6,6,23.48064050861,23.0086610930108,22.8678303964755,22.721395372917,22.8245197410551,23.0686002985533,0.471979415599247,0.612810112134575,0.759245135693071,0.656120767554892,0.412040210056762,0.140830696535328,0.287265720093824,0.184141351955645,-0.0599392055424843,0.146435023558496,0.0433106554203171,-0.200769902077813,-0.103124368138179,-0.347204925636309,-0.24408055749813,0.102796976835046,0.0581614146190951,0.0150177642732374,0.0266000904445583,0.151892728080165,0.639936873659387,0.312868242929632,0.495115473112481,0.823563407928014,0.63975599583516,0.885389369509972,0.505780593891621,0.71477233028612,0.224620319149662,0.367490703063068,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hypoxanthine,5,6,4,5,6,6,26.5399724956651,24.1854432381574,24.7789569215176,24.6283777280983,24.5226354584862,24.6505982195826,2.35452925750775,1.76101557414747,1.91159476756686,2.01733703717889,1.88937427608253,-0.593513683360271,-0.442934489940889,-0.337192220328852,-0.465154981425215,0.150579193419382,0.256321463031419,0.128358701935056,0.105742269612037,-0.022220491484326,-0.127962761096363,6.97279037439704e-06,0.000827756212566041,0.000185785595472502,5.74306614350391e-05,0.000128239757595321,0.197050624147826,0.301917630647425,0.40804921405373,0.256561332986396,0.749120948017556,0.572391744351764,0.776899059409437,0.803448255334951,0.958265016454613,0.752175883050222,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
