Name,Count_pre,Count_2,Count_4,Count_6,Count_8,Count_10,Mean_pre,Mean_2,Mean_4,Mean_6,Mean_8,Mean_10,Fold_change_pre_vs_2,Fold_change_pre_vs_4,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_2_vs_4,Fold_change_2_vs_6,Fold_change_2_vs_8,Fold_change_2_vs_10,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_8_vs_10,P_value_A_pre_vs_2,P_value_A_pre_vs_4,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_2_vs_4,P_value_A_2_vs_6,P_value_A_2_vs_8,P_value_A_2_vs_10,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_8_vs_10,Flag_A_pre_vs_2,Flag_A_pre_vs_4,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_2_vs_4,Flag_A_2_vs_6,Flag_A_2_vs_8,Flag_A_2_vs_10,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_8_vs_10
Unknown 059,5,6,4,5,6,6,26.3891025735274,26.5178782206769,26.1479654545265,26.6762303859774,26.7020670612715,26.8247489065107,-0.128775647149489,0.241137119000825,-0.287127812450024,-0.312964487744079,-0.435646332983332,0.369912766150314,-0.158352165300535,-0.18418884059459,-0.306870685833843,-0.528264931450849,-0.554101606744904,-0.676783451984157,-0.0258366752940553,-0.148518520533308,-0.122681845239253,0.423823303693022,0.181315417989587,0.0946344271186803,0.0589900500392767,0.0107246294805727,0.0377135367756743,0.326888288812234,0.233787233975034,0.0526029547679805,0.00575774325875023,0.00295239867008775,0.000459962617933183,0.871751096496378,0.357287092390161,0.424199613922436,0,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,0
Unknown 060,5,6,4,5,6,6,30.6447789675106,30.7011586033784,30.4157529935583,30.6819267798597,30.9754225144992,31.0093460039188,-0.056379635867863,0.229025973952304,-0.0371478123490867,-0.330643546988608,-0.364567036408225,0.285405609820167,0.0192318235187763,-0.274263911120745,-0.308187400540362,-0.26617378630139,-0.559669520940911,-0.593593010360529,-0.293495734639521,-0.327419224059138,-0.0339234894196174,0.693973841823315,0.156561696819169,0.803794034784286,0.027635004296476,0.0161485958651036,0.0700396818678855,0.89308898594174,0.0527108535783609,0.0309812763304527,0.101913256182791,0.00100406640817048,0.000561562479584036,0.0484017847555482,0.0290476199018534,0.803724227442735,0,0,0,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,0
Unknown 061,5,6,4,5,6,6,25.6190114196436,25.267176245246,25.7236802237064,25.3761339545678,26.1548633418853,25.9469399402277,0.35183517439761,-0.104668804062747,0.242877465075768,-0.535851922241722,-0.327928520584113,-0.456503978460358,-0.108957709321842,-0.887687096639333,-0.679763694981723,0.347546269138515,-0.431183118178975,-0.223259716521365,-0.77872938731749,-0.570805985659881,0.207923401657609,0.487574712494715,0.851481049767662,0.645507186237838,0.293352357412005,0.517372157090414,0.399216266588101,0.829072364580735,0.0737386664279153,0.165498091344071,0.535544474744515,0.425535990584355,0.678526749690442,0.13117980087553,0.263677348690638,0.666102203038805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 062,5,6,4,5,6,6,22.8041411771993,22.1046868248588,22.6484298568814,22.4028589007887,22.5535166004425,22.5908887032328,0.699454352340496,0.155711320317899,0.401282276410655,0.250624576756845,0.21325247396657,-0.543743032022597,-0.298172075929841,-0.448829775583651,-0.486201878373926,0.245570956092756,0.0949132564389465,0.0575411536486712,-0.150657699653809,-0.188029802444085,-0.0373721027902754,0.00616044374586031,0.554311183295894,0.113572647722235,0.295249971359262,0.37174566844218,0.038995040894318,0.215035428434023,0.0553259859403871,0.0390457135408887,0.353465515748744,0.707408993941217,0.81984307444004,0.52641454106961,0.430158652339596,0.868615726750032,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
Unknown 063,5,6,4,5,6,6,24.1196386815866,23.8859810232522,23.6683242950978,24.1871739292783,24.8825794323073,25.0904215050314,0.233657658334398,0.45131438648875,-0.0675352476916871,-0.762940750720741,-0.970782823444857,0.217656728154353,-0.301192906026085,-0.996598409055139,-1.20444048177925,-0.518849634180437,-1.21425513720949,-1.42209720993361,-0.695405503029054,-0.90324757575317,-0.207842072724116,0.673287525053559,0.463825374341842,0.90696474264237,0.175578626630551,0.0881496345781707,0.712426963402991,0.587207167332004,0.0675338652471121,0.0293698222655752,0.400471986905431,0.0476280393441866,0.0220693745530404,0.215614215834324,0.111275574783637,0.693987121143063,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0
Unknown 064,5,6,4,5,6,6,20.3910974157642,19.5803418701702,21.0197154445661,19.5175869451905,22.6544233114198,22.4804987509721,0.81075554559396,-0.628618028801945,0.873510470573652,-2.26332589565562,-2.08940133520795,-1.4393735743959,0.0627549249796928,-3.07408144124958,-2.90015688080191,1.5021284993756,-1.63470786685367,-1.460783306406,-3.13683636622927,-2.9629118057816,0.173924560447666,0.652133904237046,0.752133703194695,0.641962503305427,0.21423206740875,0.25052098474087,0.454366098823884,0.972109855151206,0.0812976668064005,0.0989889224955952,0.452492356968164,0.396240739920798,0.447756382734425,0.0893935199570186,0.107583179538808,0.91906001258883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 065,5,6,4,5,6,6,24.6865732988842,24.8347228120906,24.2295697073479,24.192220516819,25.5342569845041,25.6478207878829,-0.14814951320637,0.457003591536338,0.49435278206526,-0.84768368561987,-0.961247488998712,0.605153104742708,0.64250229527163,-0.6995341724135,-0.813097975792342,0.0373491905289214,-1.30468727715621,-1.41825108053505,-1.34203646768513,-1.45560027106397,-0.113563803378842,0.824734128801512,0.538767506283689,0.48116545506883,0.211846145092403,0.158604127190583,0.399163793895915,0.340895352064634,0.278067474294262,0.209191603433397,0.959787643354808,0.0759935907375889,0.0550297439921496,0.0530875974841594,0.0370546774112849,0.858663325117301,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Unknown 066,5,6,4,5,6,6,20.0727192507544,19.4802486325322,21.1423377184335,19.5547341772531,23.3452021560103,22.6700639995229,0.592470618222219,-1.06961846767917,0.51798507350124,-3.27248290525593,-2.59734474876854,-1.66208908590139,-0.0744855447209787,-3.86495352347815,-3.18981536699076,1.58760354118041,-2.20286443757676,-1.52772628108937,-3.79046797875717,-3.11532982226978,0.675138156487392,0.745212877445224,0.597038332642528,0.785550521120496,0.0812198910087531,0.161846741929977,0.395311606492188,0.967379357068761,0.0333430935763339,0.0750318815588362,0.434137696289383,0.262418097903844,0.434121624836191,0.0454629559619124,0.0960354069148145,0.697866502198885,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0
Unknown 067,5,6,4,5,6,6,25.1847641845733,26.0919765707662,26.5080579485175,26.3844771958911,26.7276908688022,26.9533060565942,-0.907212386192864,-1.32329376394419,-1.19971301131781,-1.54292668422888,-1.76854187202085,-0.416081377751322,-0.292500625124948,-0.635714298036021,-0.861329485827991,0.123580752626374,-0.219632920284699,-0.445248108076669,-0.343213672911073,-0.568828860703043,-0.22561518779197,0.101722997753375,0.0343132534438685,0.0412022866950203,0.00775911065127027,0.00275770689678434,0.471961220806273,0.589044429394019,0.223565038969687,0.103106960398484,0.836376750159666,0.703150057441293,0.441802407597071,0.526598690024601,0.297220862070327,0.661779103203463,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
Unknown 068,5,6,4,5,6,6,25.6429919742022,24.5155562142479,24.8963989670237,25.1128889775718,24.647695432402,24.3400113946141,1.12743575995438,0.746593007178522,0.530102996630408,0.995296541800247,1.30298057958812,-0.380842752775855,-0.597332763323969,-0.13213921815413,0.175544819633739,-0.216490010548114,0.248703534621725,0.556387572409594,0.465193545169839,0.772877582957708,0.307684037787869,0.194912355595869,0.433640767383976,0.554396658647725,0.250823069491723,0.13621882103482,0.676780177912332,0.487134101511809,0.871351782930253,0.829693427042934,0.819420348642756,0.785245550109125,0.543291962475611,0.58770856953219,0.3701124490703,0.706431823531137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 069,5,6,4,5,6,6,24.6683623514842,24.5282971604877,23.7318402634568,23.4149976271471,22.6023720835266,22.6457730019786,0.140065190996477,0.936522088027434,1.25336472433706,2.06599026795756,2.02258934950559,0.796456897030957,1.11329953334059,1.92592507696108,1.88252415850911,0.31684263630963,1.12946817993013,1.08606726147816,0.812625543620495,0.769224625168526,-0.0434009184519688,0.770748528627582,0.0872374704720319,0.0180999547645173,0.000190123429091639,0.00024167284978631,0.128344743747121,0.0272066616638579,0.000245251806734092,0.000315242353854795,0.552874080665957,0.0347870357154985,0.041745602599069,0.0994838029905742,0.117922820542378,0.924497530463384,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Unknown 070,5,6,4,5,6,6,26.975886164447,27.8192713945777,27.1611969685608,27.8040550794925,28.1597294463423,28.0914534969648,-0.843385230130615,-0.18531080411374,-0.828168915045481,-1.18384328189523,-1.11556733251778,0.658074426016874,0.0152163150851337,-0.340458051764614,-0.272182102387163,-0.642858110931741,-0.998532477781488,-0.930256528404037,-0.355674366849748,-0.287398417472296,0.0682759493774512,0.00418745447285834,0.538963872812916,0.00662224683039668,0.000161023028402594,0.000314012451282207,0.0298739243102042,0.955267895770654,0.195373084438178,0.297764613663487,0.0401823321728282,0.0017553802200085,0.0031969422400115,0.197075600464262,0.294576273676362,0.791931801755714,-1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,0
Unknown 071,5,6,4,5,6,6,22.2731042517366,23.4307115987192,22.1948351261799,23.8457813250567,23.2478246814813,23.7825092314743,-1.15760734698255,0.0782691255567585,-1.57267707332009,-0.974720429744604,-1.50940497973768,1.23587647253931,-0.415069726337546,0.182886917237944,-0.35179763275513,-1.65094619887685,-1.05298955530136,-1.58767410529444,0.59795664357549,0.063272093582416,-0.534684549993074,0.139408541214791,0.926572990162083,0.0580009855141998,0.210531679025996,0.0574313428504053,0.138837062505624,0.589252336886212,0.802533986127368,0.631058397665587,0.0604482303059556,0.20466147994297,0.0605919399069391,0.438067772749116,0.9342225839917,0.466759533501033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 072,5,6,4,5,6,6,24.1366152634308,24.1146756295354,23.8509436905094,24.3394635515785,24.8372351460422,23.792680130127,0.0219396338954319,0.285671572921423,-0.202848288147671,-0.700619882611363,0.34393513330382,0.263731939025991,-0.224787922043102,-0.722559516506795,0.321995499408388,-0.488519861069094,-0.986291455532786,0.0582635603823967,-0.497771594463693,0.54678342145149,1.04455501591518,0.980226247142234,0.770994613843645,0.826415938509838,0.431448288653117,0.698034179715127,0.780029987630631,0.799661474002719,0.395276763471945,0.703221627029124,0.619210639128987,0.300982778561672,0.950767361829086,0.575062445632676,0.538276010874542,0.222579749689385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 073,5,6,4,5,6,6,25.1115051067763,25.3285081077459,25.55999736589,26.2643838579959,26.697840808296,26.82007546311,-0.217003000969651,-0.448492259113735,-1.15287875121961,-1.58633570151969,-1.70857035633371,-0.231489258144084,-0.935875750249959,-1.36933270055004,-1.49156735536405,-0.704386492105876,-1.13784344240596,-1.26007809721997,-0.433456950300084,-0.555691605114095,-0.122234654814012,0.76397033750746,0.5761827298516,0.13480501248381,0.0354835183782562,0.0244336996681924,0.763808972604427,0.202103004488998,0.0551142944516226,0.0378929058365854,0.382106968564991,0.147590709734469,0.110379504334959,0.549697359654855,0.444152154983541,0.859119135038971,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0
Unknown 074,5,6,4,5,6,6,24.5818425923458,23.5692491249122,22.3145146670527,22.4303915142278,23.9317669665702,24.1223409126606,1.01259346743367,2.26732792529309,2.15145107811799,0.650075625775596,0.45950167968525,1.25473445785942,1.13885761068432,-0.362517841658072,-0.553091787748418,-0.115876847175102,-1.61725229951749,-1.80782624560784,-1.50137545234239,-1.69194939843274,-0.190573946090346,0.500081625769835,0.178633914880721,0.175943989783288,0.664241870720751,0.758768898454248,0.433820804606927,0.44871158225872,0.799356452237792,0.698402967588643,0.944219662576851,0.314958606082386,0.262471425114261,0.319908892400297,0.263555521769001,0.893653783968344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 075,5,6,4,5,6,6,26.9817928227771,27.8247376737812,27.284170607368,27.8082345238942,28.1646082314814,28.0958732674112,-0.84294485100413,-0.302377784590853,-0.826441701117105,-1.18281540870432,-1.11408044463404,0.540567066413278,0.0165031498870256,-0.339870557700191,-0.271135593629907,-0.524063916526252,-0.880437624113469,-0.811702660043185,-0.356373707587217,-0.287638743516933,0.0687349640702841,0.00570811690747674,0.338309001235736,0.00890058586247783,0.000257920423899618,0.000490472856529037,0.0815032954181415,0.953418666121224,0.213952915641006,0.318848650918731,0.102858375985568,0.00661454950130606,0.0114454125652149,0.214059614027741,0.313423916419911,0.798712078842057,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0
Unknown 076,5,6,4,5,6,6,16.8571409344513,18.872849207248,17.5009229251347,19.6831924465018,16.2636864333822,17.114657406617,-2.01570827279667,-0.643781990683379,-2.82605151205052,0.593454501069104,-0.257516472165747,1.37192628211329,-0.81034323925385,2.60916277386578,1.75819180063093,-2.18226952136714,1.23723649175248,0.386265518517632,3.41950601311963,2.56853503988478,-0.850970973234851,0.178961032086179,0.693727609049426,0.0751058705497003,0.687587088710242,0.861299569695956,0.385916951923112,0.583450308319161,0.0720441100338179,0.217591486606722,0.188705260341724,0.433634230048936,0.805856136652807,0.0270441725700841,0.0901593314794917,0.54612653075932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unknown 077,5,6,4,5,6,6,25.7197095710804,26.8594547321684,26.3356287311526,26.9205654357465,26.5055825237234,26.8009856167306,-1.13974516108798,-0.615919160072252,-1.20085586466616,-0.785872952643043,-1.08127604565023,0.523826001015731,-0.0611107035781764,0.35387220844494,0.0584691154377488,-0.584936704593908,-0.169953792570791,-0.465356885577982,0.414982912023117,0.119579819015925,-0.295403093007192,0.00186165035868085,0.103097246506135,0.00172372597521354,0.0244938048119238,0.00291116993879246,0.147426272291198,0.854124509832857,0.269709791118438,0.853623965480444,0.1206973663776,0.632116563441449,0.196203672514003,0.218507350302647,0.719270402452771,0.355141415758613,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
Unknown 078,5,6,4,5,6,6,25.4259827972191,25.5444990096558,24.6268216003962,24.8047942461541,24.8658990608207,24.6783137804839,-0.118516212436646,0.799161196822947,0.621188551065035,0.560083736398461,0.747669016735223,0.917677409259593,0.739704763501681,0.678599948835107,0.866185229171869,-0.177972645757912,-0.239077460424486,-0.0514921800877239,-0.0611048146665745,0.126480465670188,0.187585280336762,0.897439763710723,0.435374530751393,0.519371164761543,0.543821444671949,0.419032424589601,0.353132721258717,0.423942442113337,0.4414746805028,0.327603924489155,0.861317505706369,0.807374014650634,0.958097096836262,0.947008034827813,0.890592192470851,0.830616180906764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 079,5,6,4,5,6,6,25.0153063607858,23.8367376124147,25.5674878787454,24.8684527008138,26.3156638080058,25.9927696769425,1.17856874837109,-0.552181517959614,0.146853659971967,-1.30035744722005,-0.977463316156765,-1.7307502663307,-1.03171508839912,-2.47892619559114,-2.15603206452785,0.699035177931581,-0.748175929260441,-0.425281798197151,-1.44721110719202,-1.12431697612873,0.32289413106329,0.208308492336594,0.58993327619085,0.878853821715074,0.166446850510011,0.294399928294673,0.0871883673814735,0.268994821750341,0.00851712525637581,0.0201363530173338,0.495805168605212,0.449184105379538,0.665886298398757,0.125193094352931,0.229382084167074,0.713822984394036,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Unknown 080,5,6,4,5,6,6,19.83074432953,19.951954159265,22.1191296658985,19.9545752131699,17.2395126426158,17.966900462331,-0.121209829734973,-2.28838533636849,-0.123830883639886,2.5912316869142,1.86384386719901,-2.16717550663352,-0.00262105390491385,2.71244151664917,1.98505369693398,2.16455445272861,4.87961702328269,4.1522292035675,2.71506257055409,1.9876747508389,-0.727387819715187,0.921509454683321,0.101911460499969,0.923220313349969,0.0430731003935049,0.138114745063282,0.107165242737464,0.998299805577408,0.0275258774599322,0.0993748537563507,0.120833846110157,0.00087738276758699,0.00362713118295555,0.0346974451413634,0.11482737137977,0.536636512983804,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
Unknown 081,5,6,4,5,6,6,18.3619718359682,21.7338011146694,18.3159116950565,20.6913790696798,18.900910136697,18.8527276790102,-3.37182927870124,0.0460601409117132,-2.32940723371162,-0.538938300728795,-0.490755843041992,3.41788941961295,1.04242204498961,2.83289097797244,2.88107343565925,-2.37546737462334,-0.584998441640508,-0.536815983953705,1.79046893298283,1.83865139066963,0.0481824576868028,0.0733111346806857,0.981815264447674,0.228071783408398,0.76783858633979,0.788044785716006,0.0876575111240907,0.568906988893154,0.112096594260812,0.106409848866706,0.246008141102821,0.76373240537057,0.78265214502745,0.330797398709429,0.318190589010574,0.97789866220078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 082,5,6,4,5,6,6,21.8988254524146,21.6355950781883,20.5300616211749,21.034364774376,21.386856558589,21.676139981976,0.263230374226257,1.3687638312397,0.864460678038615,0.511968893825578,0.222685470438581,1.10553345701344,0.601230303812358,0.248738519599321,-0.0405449037876764,-0.504303153201086,-0.856794937414122,-1.14607836080112,-0.352491784213036,-0.641775207600034,-0.289283423386998,0.534146728575933,0.00652491557019989,0.0582501481920488,0.231389401611014,0.598544991928453,0.0198318944761039,0.162050048072535,0.537777946329763,0.919707797505147,0.285877276024202,0.0653857840238477,0.0161239291869481,0.406517279444009,0.136580267055143,0.474186012687864,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0
Unknown 083,5,6,4,5,6,6,19.6310459432142,22.6855266647025,19.6898535831386,21.211218166605,18.9619379370659,18.6106891032472,-3.05448072148831,-0.0588076399244031,-1.58017222339086,0.669108006148239,1.02035683996692,2.9956730815639,1.47430849809744,3.72358872763655,4.07483756145523,-1.52136458346646,0.727915646072642,1.07916447989132,2.2492802295391,2.60052906335778,0.35124883381868,0.102950998444343,0.976790909757353,0.410135943195344,0.714198063559106,0.577179920297664,0.132035739362193,0.422026573054117,0.0400882465359186,0.0257833657229632,0.454149188142315,0.708610814365377,0.580155319794014,0.224372790384986,0.162085634476733,0.840059667249857,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Unknown 084,5,6,4,5,6,6,17.3105613151353,19.4311697087786,16.8304928068025,18.9072126152999,16.3304635513965,16.7489748485413,-2.12060839364328,0.480068508332788,-1.59665130016456,0.980097763738843,0.561586466594033,2.60067690197607,0.523957093478714,3.10070615738212,2.68219486023731,-2.07671980849735,0.500029255406055,0.0815179582612444,2.57674906390341,2.1582377667586,-0.418511297144811,0.284989127888386,0.825214613768041,0.438424296305245,0.618125965448914,0.77479675570121,0.220315366991503,0.789497514011593,0.10609421427207,0.159522205936773,0.34342116526931,0.811082332704854,0.96889885887304,0.196210632881861,0.276717585217039,0.822997439041184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 085,5,6,4,5,6,6,18.5445746618084,21.4872866903975,19.2204277018979,20.8430743691182,18.0282736732265,18.4596696395686,-2.94271202858906,-0.675853040089507,-2.29849970730982,0.516300988581918,0.0849050222398304,2.26685898849955,0.644212321279245,3.45901301717098,3.02761705082889,-1.62264666722031,1.19215402867142,0.760758062329337,2.81480069589173,2.38340472954965,-0.431395966342087,0.208491586034559,0.79128084392339,0.343674051418132,0.822746999031078,0.970599612179491,0.359901649324806,0.779910756944997,0.123913950574982,0.175796282292044,0.526515392718458,0.62813596483767,0.756938846916744,0.228354822609446,0.305816334075137,0.844349802755171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 086,5,6,4,5,6,6,24.2930234852492,22.8029491235203,24.7880355151415,23.8023042795956,25.8985800777369,25.9829411119095,1.49007436172885,-0.49501202989233,0.490719205653633,-1.60555659248774,-1.68991762666029,-1.98508639162118,-0.999355156075222,-3.09563095421659,-3.17999198838914,0.985731235545963,-1.11054456259541,-1.19490559676796,-2.09627579814137,-2.18063683231392,-0.0843610341725487,0.221576265529978,0.710292205174169,0.696148777097837,0.188826104490023,0.167385512298486,0.129642001169842,0.408596048376618,0.0112455660798955,0.00943723836275049,0.461256471107756,0.389261629151866,0.354802881774979,0.0898426429953613,0.0783085592412344,0.941288972182556,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Unknown 087,5,6,4,5,6,6,22.2091695983694,22.4464882960185,22.4667669528703,21.5566314206195,23.0273043871159,24.6959025786444,-0.237318697649087,-0.257597354500952,0.65253817774985,-0.818134788746576,-2.48673298027504,-0.0202786568518647,0.889856875398937,-0.580816091097489,-2.24941428262596,0.910135532250802,-0.560537434245624,-2.22913562577409,-1.47067296649643,-3.13927115802489,-1.66859819152847,0.823156958486062,0.826667969069707,0.557437181241204,0.443434665989931,0.0257418516089711,0.98570029451436,0.404998939499242,0.567250730142566,0.0335492124524621,0.441554143436891,0.621135168138901,0.0572938852378256,0.17362567894805,0.00608419836290769,0.107965660248106,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0
Unknown 088,5,6,4,5,6,6,22.044739234446,22.3498604497205,24.8791658023671,23.0448774510748,21.5818644097133,21.470889495239,-0.305121215274525,-2.83442656792117,-1.00013821662883,0.462874824732641,0.573849739206967,-2.52930535264665,-0.695017001354305,0.767996040007166,0.878970954481492,1.83428835129234,3.29730139265381,3.40827630712814,1.46301304136147,1.5739879558358,0.110974914474326,0.783422724485934,0.0279123958789575,0.391419913070193,0.676992368425052,0.605871117102552,0.0402038600002571,0.532516508050637,0.470026768728276,0.409068625050495,0.143847380370628,0.00916859082723063,0.00731201868487636,0.194537824383889,0.163874437132153,0.916443475893241,0,-1,0,0,0,-1,0,0,0,0,1,1,0,0,0
Unknown 089,5,6,4,5,6,6,25.0566244551905,25.9615093642891,25.3193734486215,24.8451894716542,26.2358400250593,25.9453997262585,-0.904884909098566,-0.262748993431011,0.211434983536275,-1.17921556986882,-0.888775271068035,0.642135915667556,1.11631989263484,-0.274330660770254,0.0161096380305317,0.474183976967286,-0.916466576437809,-0.626026277637024,-1.3906505534051,-1.10021025460431,0.290440298800785,0.0633926104964143,0.615532965304116,0.667985158923808,0.0179176958741715,0.0679324279738632,0.208078755089532,0.0242567422978268,0.542849668282976,0.971391620556173,0.367406299371302,0.076837488630347,0.219368988863485,0.00617318634790214,0.0261828745939896,0.519599408226146,0,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0
Unknown 090,5,6,4,5,6,6,17.2242505021489,21.9041063480647,18.9257343566064,19.7538382409216,17.5944865272615,18.0260197660545,-4.6798558459158,-1.70148385445748,-2.52958773877269,-0.37023602511265,-0.801769263905644,2.97837199145832,2.15026810714311,4.30961982080315,3.87808658201016,-0.828103884315208,1.33124782934483,0.899714590551838,2.15935171366004,1.72781847486705,-0.431533238792994,0.0134193984506451,0.391882377548388,0.181479016017776,0.835388826470837,0.653218159354692,0.125299588993283,0.233784593503698,0.0165346782544847,0.0293509524206688,0.675219549494768,0.485262249324669,0.636309721623249,0.231868858525356,0.33635028165943,0.799521145975135,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Unknown 091,5,6,4,5,6,6,29.3530261826546,29.582058664551,29.6208184180817,29.4985591669151,29.7485098338603,30.021369129273,-0.22903248189639,-0.267792235427102,-0.145532984260441,-0.395483651205712,-0.668342946618328,-0.0387597535307123,0.0834994976359482,-0.166451169309322,-0.439310464721938,0.12225925116666,-0.12769141577861,-0.400550711191226,-0.249950666945271,-0.522809962357886,-0.272859295412616,0.373542147995895,0.348055824880746,0.586438542149984,0.130028286877368,0.0137613885145385,0.886811078756925,0.743966489097689,0.496208274170953,0.0800530506019493,0.666225789090291,0.639769831032185,0.149442948906571,0.332188348702084,0.0488396080612501,0.268230048029145,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0
Unknown 092,5,6,4,5,6,6,19.0262671529903,22.3475141348461,19.9215695829029,20.1754315887278,18.7898835941643,18.5648123538381,-3.32124698185584,-0.895302429912622,-1.14916443573756,0.236383558825917,0.461454799152193,2.42594455194321,2.17208254611828,3.55763054068175,3.78270178100803,-0.253862005824935,1.13168598873854,1.35675722906482,1.38554799456347,1.61061923488975,0.225071240326276,0.0290789490989243,0.578848890518008,0.450999127520508,0.870674402958225,0.750802083185633,0.12553537112243,0.142899720893022,0.0153342592774839,0.0104639663162467,0.874594591575925,0.466879623201656,0.384128301237387,0.344064487409768,0.272840887486711,0.870851560480505,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Unknown 093,5,6,4,5,6,6,18.2834578932228,21.6914622195846,19.457207945943,20.1358344539148,18.4206836479209,18.0253478161192,-3.40800432636176,-1.17375005272017,-1.852376560692,-0.137225754698026,0.258110077103638,2.23425427364159,1.55562776566976,3.27077857166374,3.6661144034654,-0.678626507971831,1.03652429802214,1.43186012982381,1.71515080599398,2.11048663779564,0.395335831801663,0.0457888943481753,0.520002906298328,0.284977193927379,0.933329416877998,0.87498963781014,0.208352347692304,0.347094687927187,0.0444850856211429,0.0256686150341799,0.709176852383927,0.55466146022591,0.415862560714278,0.300782691207685,0.20530284411316,0.800553547939925,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Unknown 094,5,6,4,5,6,6,22.4960479032913,22.8911029309035,23.1242976637379,22.9094917929712,23.4875359214421,23.5122164964871,-0.395055027612194,-0.628249760446547,-0.413443889679868,-0.991488018150843,-1.01616859319582,-0.233194732834352,-0.018388862067674,-0.596432990538649,-0.621113565583624,0.214805870766678,-0.363238257704296,-0.387918832749271,-0.578044128470975,-0.60272470351595,-0.0246805750449752,0.0661067984857722,0.0106040277495275,0.0656025906409858,5.48161359440397e-05,3.99465769035067e-05,0.297878989105831,0.929531083571331,0.00537060023633196,0.00394497996114645,0.355080247988229,0.110016665044304,0.088950988882108,0.00935333423481311,0.00702450193882318,0.900937971840813,0,-1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,0
Unknown 095,5,6,4,5,6,6,20.6198389822608,22.6698460161917,21.5056939464911,21.0794092778433,21.8785949994708,20.4890696872639,-2.0500070339309,-0.885854964230315,-0.459570295582491,-1.25875601720996,0.130769294996906,1.16415206970058,1.59043673834841,0.791251016720935,2.18077632892781,0.426284668647824,-0.37290105297965,1.01662425922722,-0.799185721627474,0.590339590579397,1.38952531220687,0.0838133426970681,0.4893431082759,0.702712115484393,0.279720352986743,0.909573074046629,0.346996087922309,0.17486121861733,0.473226719900331,0.0553696577430274,0.738467119431519,0.761442467091041,0.410549118726858,0.489585208678348,0.609013467998433,0.212494609434368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
