m/z,RT [min],Name,Tags,RefMet Nomenclature,Main class, Sub class,Formula,Annot. DeltaMass [ppm],Calc. MW,Reference Ion,Wein_Blank 01,Wein_Blank 02,Wein_Blank 03,Pooled QC1,Pooled QC2,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,C_6_3,D_2_1,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
309.17429,0.715,Unknown 018,MS2 Available,,,,,,,,4773284.786,2675873.735,4280593.708,13280629.79,15667682.43,15971578.78,11668552.62,9094752.932,11106809.53,14966316.93,18799911.37,16774670.27,10667082.27,33512032.46,7348024.141,12693269.73,27636287.33,7147113.979,16936229.65,27988065.55,9072361.105,8111278.041,10221008.25,6182203.063,19440489.87,10680890.46,9220744.765,15099369.66,11534680.85,7018220.081,13979394.96,9995704.538,13808121.03,10969823.74,13234868.29,12569693.89,14913049.21,17745341.9,17427921.15,9091823.34,10549584.64
281.14323,0.716,Unknown 019,MS2 Available,,,,,,,,1386305.004,1823531.108,1764110.026,7326615.992,9523200.422,9041417.667,11003034.04,8625929.493,12061568.32,10485190.37,11074468.62,9671366.737,9805359.099,11175366.21,4686714.867,5594918.021,4842976.403,6819790.133,11611995.3,9412249.798,15256095.35,12037299.31,9955851.446,7215214.412,6203300.352,9063209.561,10138549.95,7771365.352,9534216.678,7969529.952,2932601.783,9162719.125,8189435.601,6223202.84,7981606.643,5616484.577,8032400.841,7230825.755,5330670.741,9941024.256,5787063.94
353.19947,0.718,Unknown 020,MS2 Available,,,,,,,,1936237.131,1969586.645,1845945.276,5803215.168,5946971.174,7245972.158,3301089.752,1050620.083,2944584.94,3471754.108,5656418.218,5647976.342,3159498.95,16846848.85,1077103.57,5062751.341,13667905.53,2233199.254,5564269.812,11449666.53,2171599.123,2119376.128,3081993.205,1694965.164,6708121.366,2459127.685,1616551.66,4471175.87,5374930.218,1918372.77,4077388.495,2331197.442,3508295.042,3409379.312,5252298.136,5223549.155,4276129.559,5246120.761,5786237.822,2463466.377,3124945.597
221.0855,0.719,Unknown 021,MS2 Available,,,,,,,,1177734.447,1549179.578,1498698.439,9599504.787,11213351.02,15802438.11,13105286.49,6084375.595,13001701.64,17074030.03,15671417.97,5584381.258,5838169.022,11048295.02,7111189.268,7744076.581,5518633.381,6102935.915,8424304.851,9936894.047,15827639.25,8202247.998,11030680.99,8677572.046,7911038.493,5615519.183,12781486.37,10887337.45,4419417.944,5783855.918,2170148.361,7666141.344,10327826.37,6627746.627,6963950.204,3586694.924,7835301.372,7948358.352,7029844.469,4929753.499,11975280.47
208.07751,0.724,Unknown 022,MS2 Available,,,,,,,,1145181.463,1506359.724,1457273.901,14313941.81,15976378.07,17267638.17,18453407.88,15963671.41,14297134.7,31348051.43,20368692.23,11455011.16,14001695.89,16345400.16,9959947.435,10753214.47,7921093.967,9943335.582,12839562.83,13674478.96,18328220.05,13744862.79,14743510.02,14830007.15,8495184.346,8825814.485,14112364.23,13733760.9,7218995.341,7513906.403,6068818.375,13204619.03,21095824.41,11648222.19,13494266.29,21395886.91,12288883.83,12130424.59,9243315.108,17376486.5,14288367.84
200.99943,0.752,Unknown 023,MS2 Available,,,,,,,,1731803.077,859307.3637,1532940.438,3376026.81,3761244.852,936052.1202,6530478.917,9051026.951,819996.4317,4789834.332,5073129.824,3327772.879,4863250.914,702004.6998,1679628.739,10707419.53,2997336.898,2035834.45,3421852.065,11591220.62,1136094.608,4391358.673,2829423.644,2345188.903,3170013.275,3051813.062,1166030.247,3856852.855,6533949.956,5212423.469,2058268.114,2296866.938,4023664.304,4028004.829,4690470.549,4256058.61,2124495.446,4505953.634,1271343.449,3482214.957,1070741.281
213.96398,0.757,Unknown 024,MS2 Available,,,,,,,,584748.0307,797009.4413,1150828.682,4678265.709,4802688.244,891991.3968,1359250.849,1153398.006,760548.4667,1581337.408,1259695.19,1819850.625,1062298.349,835386.6063,1557859.294,610691.5398,1004047.277,4509350.249,8555500.335,3922715.848,1113505.35,1215155.738,3090695.818,653454.445,2128525.879,1401754.309,3012549.017,9797429.057,122456155.5,1260469.291,4607460.454,6870277.934,1059721.935,1018435.278,553423.6947,2137394.676,2305089.618,7944051.654,1747360.829,3531034.239,2359804.25
331.0818,0.769,Unknown 025,MS2 Available,,,,,,,,632311.0234,394247.5169,1237695.223,31747378.4,32153206.24,77851941.43,15807742.98,14982193.77,29102956.87,36815943.45,55449743.29,7957111.639,15207702.28,10048946.58,10167962.3,10906944.68,11898278.22,12721986.87,38341832.29,34415036.83,31745696.7,16592904.01,38400330.65,3245710.857,7182959.545,12667052.58,9910991.945,26911531.48,19585623.14,22728045.71,6379875.14,30107550.42,41338135.72,20002251.88,22323926.83,23138001.64,29752240.39,18602953.55,106166147.1,11853594.61,48004603.53
362.94009,0.786,Unknown 026,MS2 Available,,,,,,,,263875.982,888616.3008,484360.197,6214788.612,5701105.515,9005092.733,570742.6918,2881155.676,6924675.439,6639176.55,333685.4277,2482288.512,8523618.509,6764320.071,12444290,5976216.599,7546103.052,5702570.771,339437.7257,275454.2314,5178269.344,654454.418,5229310.598,7038921.715,7587887.733,11653617.69,11915421.59,275604.5443,327854.4173,2736094.77,1128877.839,8197469.531,579271.1485,9472672.057,613150.95,1755614.765,3869920.759,5098066.495,879980.7443,1126487.744,2733587.898
236.09661,0.787,Unknown 027,MS2 Available,,,,,,,,5091931.269,6790065.349,6990208.055,6449230.179,7936130.334,11843065.33,14805605.27,6045625.331,9584572.756,11756227.44,17480364.29,1538681.281,1725619.327,2629728.72,4262674.112,2683362.76,3159847.426,5519613.657,6093183.64,4448768.28,6027922.85,2649239.649,4917534.633,8863604.789,5043898.072,2477401.067,4530880.59,7249188.02,80442245.26,5370160.864,2808077.009,1743863.115,4959222.063,3669767.63,4954538.329,7022080.681,5993129.576,4095615.403,5632541.465,3560896.283,3513353.134
289.14854,0.79,Unknown 028,MS2 Available,,,,,,,,463128.2723,573798.1869,1801374.123,13765137.75,13469315.65,10315623.47,11452346.39,14401519.17,11888938.8,12261832.92,23050984.98,8647719.034,11409657.73,14184470.54,12200918.75,8458802.691,7936044.088,7830783.2,20077034.85,28996854.14,16270276.45,13363742.72,14308645.16,6800596.773,12252376.04,7509641.948,10655266.51,19162249.5,11005192.34,19067804.54,26361901.43,9346444.441,12336804.37,10080330.9,18148714.87,12922510.15,12223644.99,14692813.36,13030332.92,12068921.42,10435916.94
353.06592,0.801,Unknown 029,MS2 Available,,,,,,,,158861.3291,312268.2438,580695.2721,2914321.214,5120910.631,3705269.219,4568020.063,2718924.555,6663557.799,2461786.152,6772829.585,3814060.218,4244499.451,4379303.911,1980642.557,3887980.71,4870272.843,3775261.646,5675386.4,7841731.913,2993923.473,3239915.314,2511237.271,1733242.939,3930048.265,1989624.133,3139112.752,2639428.448,6754019.268,3574448.753,3125733.236,3784258.839,5335815.809,4049028.768,4837076.13,3894608.793,3976831.288,4046068.052,1925626.73,4328719.776,3685536.34
365.23615,0.805,Unknown 030,MS2 Available,,,,,,,,492750.0049,470827.8117,875553.2772,7248478.218,9018325.789,5577138.301,6844023.722,12181986.22,10574744.29,8930097.928,13756711.72,9069572.672,6523516.806,8559138.515,12228892.04,7135751.768,8244521.551,11065487.87,7801753.088,19320880.16,10180528.72,6670860.364,8436569.773,4600976.711,5510738.12,7045022.339,5450915.537,7249239.573,8299836.077,5626618.78,11379488.12,8391223.082,6441575.198,6105307.677,10997675.44,3834885.785,6019134.743,12250136.5,11469298.89,5771592.53,4515788.059
116.9067,0.807,Unknown 031,MS2 Available,,,,,,,,170531.6511,279549.4095,272107.7357,12891621.13,13191511.5,10817126.03,16232107.56,13898395.42,12799774.03,18917007.35,13404280.27,17879552.91,10878177.52,14794953.1,11740514.97,10518115.71,10742326.71,10672613.84,16451998.57,25801066.41,19756015.82,12993042.48,18381519.11,10445093.98,23398486.19,13928500.41,15933244.09,26894998.41,12823807.39,14572603.65,13695635.78,13090955.96,16366170.02,21918210.91,27513100.69,14882960.06,26862849.34,32120407.42,11173414.92,14977039.86,13264196.37
118.90362,0.808,Unknown 032,MS2 Available,,,,,,,,170531.6511,240198.9652,238285.5362,12891621.13,13191511.5,10817126.03,16232107.56,27791182.45,12799774.03,18917007.35,13404280.27,17879552.91,10878177.52,13218212.31,11740514.97,10518115.71,10579075.9,10672613.84,16451998.57,25778503.51,19756015.82,12993042.48,18381519.11,10445093.98,12386097.74,15909415.03,15933244.09,26894998.41,12823807.39,14572603.65,13695635.78,13090955.96,16366170.02,21918210.91,14815177.92,14882960.06,26862849.34,32120407.42,11173414.92,14977039.86,13264196.37
227.03874,0.813,Unknown 033,MS2 Available,,,,,,,,326432.6609,299449.0587,694467.3079,4845939.36,2906720.88,3710862.615,5258780.819,5340822.277,4496878.346,6094610.737,6663504.628,5033713.729,4233691.998,2834661.408,4007455.635,2850533.276,2474548.43,2248915.833,5280308.575,5974493.643,5098339.435,5331574.848,5439287.583,2006013.448,3233991.266,4711098.973,4553605.273,7477036.563,3030289.091,3961432.072,8590041.953,4173776.103,3430130.57,3083418.836,3905148.698,4071101.613,3812978.141,4120792.297,2248307.387,4710680.818,3014165.206
204.97332,0.818,Unknown 034,MS2 Available,,,,,,,,163221.1825,241543.777,208035.5466,1796029.141,2881426.897,1647258.491,3177905.044,3354640.594,1613531.022,2657880.869,4356554.807,3438353.023,808644.6422,1189027.935,1045890.676,2326714.13,2367988.997,1073784.663,3837129.423,4476662.982,1112499.146,3553550.972,3636755.462,1437526.929,3531308.519,897886.9514,1433803.216,3941364.785,3772948.636,4045432.025,3470890.478,1289817.722,2800162.585,2991759.819,4149787.876,3375087.037,3813509.396,2508974.647,3248842.345,1307088.079,3590051.314
263.13302,0.821,Unknown 035,MS2 Available,,,,,,,,846398.4682,1048655.277,3292133.928,13989498.24,14282769.25,10990453.18,13518808.79,14571605.58,15002296.43,12339879.22,21581524.81,70295785.02,12652771.57,14834861.09,11985212.17,7013999.387,10229890.04,10713099.39,20653009.93,95950208.05,14529835.36,15681448.33,12716520.47,11093214.06,15704171.71,118969209,11279839.06,18353701.6,70834990.33,15111259.37,12054521.23,13590943.2,13446494.76,10171391.2,17313993.25,7101122.04,11452045.81,13696455.71,6521087.735,73260604.96,9545951.243
265.14861,0.825,Unknown 036,MS2 Available,,,,,,,,8626984.869,14752567.33,28041332.24,189213239.8,195358753.4,269357261.6,94128760.21,93663946.36,194448032.9,187163050.5,179325648.5,97519199.2,82913129.56,103808225.5,36879528.79,83844067.81,432809515.3,25353873.73,46504376.62,499113594.9,103325645.4,37375248.17,57544466.87,40367160.18,2146814550,139595970.2,61210937.03,144703330.9,52820202.43,34423745.72,58584967.22,79878166.33,108260239.1,105448255.4,100347115.2,91763859.5,251746356.4,74111974.04,149156357.5,63432832.32,31311067.68
213.02293,0.835,Unknown 037,MS2 Available,,,,,,,,251663.8724,181318.1937,653968.0047,8897704.1,7846173.606,12451539.26,10044490.64,7129688.435,7570611.295,12619385.6,11600069.23,10180234.65,11521997.88,7945858.954,10069876.3,4732893.137,7374347.869,3155496.026,9535833.753,16548886.56,9488043.226,11486917.04,9251005.915,3737112.426,11128648.8,10077400.45,11997600.35,17524559.18,8722878.69,5752407.383,29394430.96,9073818.352,13587264.47,9636011.615,10380888.31,13092669.94,6529446.634,11226199.35,6837406.636,9084665.987,7909664.173
317.06627,0.836,Unknown 038,MS2 Available,,,,,,,,88276.40884,128334.7524,131307.6956,6316822.245,6251047.442,14498221.49,3868955.489,2198368.492,6723639.151,6729977.346,9641329.238,1553020.966,5147034.393,1420658.581,2867930.772,2222192.215,1763336.301,2488573.592,6221530.439,6625395.398,6668507.176,4272221.708,6226068.018,773974.9375,1915360.835,3493595.455,3177716.601,4234578.873,2256837.063,4277034.209,1280369.848,6627616.733,4458510.761,4328373.332,5033370.458,4969747.098,4639471.735,2954923.875,45731756.35,1186013.796,7000809.715
275.13325,0.845,Unknown 039,MS2 Available,,,,,,,,342945.1708,307623.7951,449384.9847,10167737.11,10180387.63,7070105.448,5448613.196,10681272.1,8161788.767,7671434.731,5972495.286,6386790.067,8613763.876,7411595.413,8550105.248,5740002.634,6276151.5,8652909.357,11937289.72,10624199.55,10678902.46,5922176.002,7751806.59,7188582.085,7292575.301,8764032.343,7359147.341,10803361.92,10510969.04,16609617.56,14936944.65,7256257.165,9561322.079,7800340.012,7282127.538,10952009.95,6959997.698,6185011.234,6796793.68,13806316.86,6168531.723
276.11163,0.87,Unknown 040,MS2 Available,,,,,,,,864536.9475,149648.3563,279855.2499,6794696.43,7583235.153,1507902.348,6958596.322,2483653.845,75233596.66,4565405.238,3165628.396,3498455.229,2320947.886,2735170.3,847323.1118,10205041.93,9725063.814,273829.2535,374469.4748,3894850.644,505547.4178,410387.1291,246672.3003,260364.2022,731954.7802,6017967.653,2317370.395,4395736.198,433746.0827,310442.1513,1079899.214,3778698.355,8421561.302,316341.9217,3605164.677,665371.5241,260888.5426,803901.3789,1668328.584,3996556.147,184121.184
199.00713,0.874,Unknown 041,MS2 Available,,,,,,,,938928.2774,796876.7147,4318391.524,50763329.27,53817628.68,41332137.42,39305989.26,36574831.52,35720081.95,38856571.87,42629090.29,51019530.43,36810407.53,39188443.7,37556919.59,22227364.8,22602913.69,17881991.08,52352991.15,65273550.77,50403279.99,38067059.8,43801178.39,41364937.72,44754160.41,53053628.63,43758128.76,60799320.79,34838784.48,59486950.97,100903776.9,73447867.52,80220774.01,50406722.46,71072067.74,81041111.42,63676733.74,72616798.09,52465493.38,48206782.43,73789653.62
207.01226,0.877,Unknown 042,MS2 Available,,,,,,,,653338.0265,581591.3663,1175257.604,41044500.67,44333599.39,60947404.53,71995394.58,65500365.09,11826095.16,60737851.93,46778180.4,31868103.11,18628480.09,22857732.18,73284166.07,16302139.28,16160505.19,55089905.64,55064729.63,59039097.19,45627978.41,23686166.23,25627375.22,55481503.75,27058104.25,18078638.59,43321011.27,51745496.09,37127133.46,53417565.38,44056124.36,22931475.08,34463487.85,30471484.23,30258892.09,43337094.87,36106478.5,32022957.59,35985572.81,31833496.78,30310890.04
517.39187,0.879,Unknown 043,MS2 Available,,,,,,,,92189.28502,102931.4147,169399.7141,7686183.54,7542574.298,3544384.145,4673129.425,44241844.16,7281007.894,7969708.877,8249832.774,7844431.856,10104726.7,3987855.728,14389591.18,14631680.51,10916746.52,9742752.522,3796184.464,16586274.43,5696286.345,7219282.175,7844635.374,4955580.884,6855534.996,4471856.164,6980173.096,6000450.022,13290734.81,1072577.099,17615523.66,3237634.218,4947896.7,6782486.382,11023313.06,3777538.998,7272490.846,9016761.286,5452559.817,10970921.99,1601551.175
199.13408,0.889,Unknown 044,MS2 Available,,,,,,,,1262750.119,2811628.489,2700905.242,6119435.486,7050982.428,3718573.171,2005211.185,1993699.689,1787070.932,2151764.293,1997378.136,1137063.712,986154.6967,603014.4303,34443331.19,972407.6782,53282006.22,1087458.717,838918.5924,995379.1576,1161582.066,9142788.889,1253475.657,762544.6908,522135.771,1284203.994,1945857.731,9752191.053,95574702.5,1939510.73,701614.9952,1533455.538,1243980.152,1045249.294,1813556.315,1082264.845,770565.6043,1004656.725,689137.3388,1430579.853,1479743.036
495.13143,0.893,Unknown 045,MS2 Available,,,,,,,,47480.09818,65396.73485,92748.1539,1828662.442,2156829.262,125393.8463,5989833.732,3321396.021,122110.4684,1558336.599,578314.1018,82054.94453,118216.7826,270402.053,205349.6751,2257534.501,8083654.246,99187.69975,125140.979,115972.2403,439847.611,142414.9022,6722350.291,3113157.185,1686214.066,4596660.523,761394.3822,732359.3742,1694937.818,11234288.12,1452056.148,361826.5696,380440.2987,136046.6485,138077.6412,795541.8966,99841.3189,169876.4934,4862189.191,1909955.614,1155569.497
226.97891,0.898,Unknown 046,MS2 Available,,,,,,,,210485.8445,623154.5444,242414.1297,4914782.8,8909406.019,10358756.17,7799719.858,8498429.532,10861341.94,5812814.643,7840219.5,5021573.555,13420834.56,6673185.827,12717659.63,11022516.85,7680619.891,8394276.445,7006657.684,5325324.015,9914515.841,16832854.99,5383404.243,8988523.477,9652362.433,20120757.69,7044870.86,3719722.345,10150486.73,13626282.89,2277370.788,10915633.73,11426424.14,16769835.74,5657199.948,4188653.638,5622509.738,4029631.873,4265172.804,7193353.799,4125658.226
345.09725,0.908,Unknown 047,MS2 Available,,,,,,,,52416.74701,81634.54965,113166.8312,3402536.397,3193521.125,6021196.486,2312173.283,1750639.183,2201480.699,9969478.241,7611501.893,3333116.08,4971162.998,3063296.93,3267789.968,2682729.476,909276.5588,1729076.386,6759892.473,5924581.509,3793647.953,5103689.024,11621408.63,670318.8855,2279289.497,2236802.227,1372441.153,9023755.233,1422739.264,4350053.678,1495739.383,5078397.983,6947779.218,7652315.836,7766906.964,6064291.791,7274612.508,6145379.097,14035822.33,783732.6318,9237242.873
545.38725,0.909,Unknown 048,MS2 Available,,,,,,,,48957.70188,76247.38606,105698.8138,2827498.898,2853593.15,3979827.024,4031457.478,406786.474,2095991.252,1385136.963,2010758.944,733340.669,2223790.396,4380441.262,2584670.895,1861301.024,2394565.218,4691385.44,3411322.188,2943770.229,5066363.214,2955510.378,5088964.079,1970537.223,2836628.356,4363669.28,3969627.488,1104583.291,550420.1054,1129177.193,1565648.32,2323285.251,2748192.968,1070561.434,5152032.511,1040215.222,1952403.771,4581696.788,1457436.416,1259182.39,1430102.999
116.90675,0.914,Unknown 049,MS2 Available,,,,,,,,216789.581,188682.0068,310524.0331,9492133.683,9970426.245,7936652.539,12116896.73,8528914.389,10921557.37,8506580.325,13147603.69,13022225.05,8336427.526,7428636.08,7258227.742,7365278.313,6346900.041,7557226.538,12663018.77,10588915.17,14952345.74,11490454.62,12669324.3,9297136.858,9906494.198,11982620.8,7106852.56,11971932.14,9393497.002,9610768.287,9808498.921,11437187.33,11651207.76,10572184.57,26844085.51,11804660.75,12075344.18,15955928.28,9218459.765,9474330.334,12634551.26
353.08126,0.931,Unknown 050,MS2 Available,,,,,,,,55861.94021,84166.41823,100523.6228,3621230.164,4665268.068,4807421.439,3084945.039,2383958.597,6908417.273,1486328.301,6630438.313,2128218.599,2955618.239,3003643.127,1301840.582,5005420.804,1504952.676,8324468.693,5415297.735,5684000.629,2821353.026,5234686.944,2523392.302,3810305.416,3299795.783,9169901.05,2432740.614,2627193.652,5526620.479,429994.0102,2234427.097,6353337.243,691386.5131,3556225.341,6647291.935,2303227.725,1422945.646,5690815.203,5686442.319,1229880.207,549874.2728
499.34445,0.931,Unknown 051,MS2 Available,,,,,,,,35831.57669,53986.94456,64478.96165,2796793.486,2604963.834,1811006.075,1977603.325,2068384.882,3007348.413,2356019.119,3312561.75,729186.1361,2772944.58,2159186.164,2338843.423,4379984.575,2138812.962,1620660.064,2366612.422,3013580.852,5756972.537,1787251.952,1931212.874,916321.3687,1989829.096,1590569.617,3652430.96,2065991.7,1861375.629,793812.4272,3226234.498,2585093.567,2130944.014,1700050.679,1967132.982,2225336.636,1162381.627,1942437.761,5158165.219,1194245.041,1954746.202
110.97567,0.946,Unknown 052,MS2 Available,,,,,,,,4747172.179,2384867.904,4039811.435,18571635.05,17307893.4,11152514.16,19746843.81,36283260.91,16390373.11,14652585.51,14277941.53,17775318.41,13047592.48,18064184.34,14409623.98,11655583.97,14570070.98,12664438.57,11297812.02,30266229.7,13621452.73,19381640.87,12867852.21,18305508.64,14441562.83,19756893.08,14408837.89,24443216.34,35166684.8,33224194.48,18594134.96,14804832.2,11984990.9,10429873.52,15343004.11,19573349.91,11936154.5,13676212.93,7068250.052,33781463.2,10906346.93
441.099,0.95,Unknown 053,MS2 Available,,,,,,,,89099.05585,63973.64583,114680.9838,3739461.425,5233761.695,3090728.603,5124701.382,8120592.616,4515823.021,5231202.873,9568986.884,4478385.045,7394092.944,6568389.04,7649074.771,9273640.07,8306768.384,5030442.935,6155555.884,10940191.23,4474887.213,5723687.59,4991992.486,4458083.837,6591582.064,6820157.754,6146545.673,6484155.14,11438715.11,2981501.281,7910229.513,5792321.842,5297041.102,5953479.849,6390851.826,5904153.341,4813107.533,4921186.863,4653187.392,7898757.072,2724969.946
323.05602,0.951,Unknown 054,MS2 Available,,,,,,,,89193.24761,64041.27606,114802.2197,4852947.724,6406430.067,3105944.931,4779773.474,6892979.798,4748153.887,5880552.063,8251214.355,5383712.92,7822955.526,7853261.367,6245618.916,7249620.188,8828376.804,6294013.228,5976035.445,10341094.33,4315387.895,5345393.017,5335532.752,5334843.579,6426216.919,6428817.838,5192981.475,7169476.164,10135666.56,2963853.284,7351371.224,6664840.545,5308415.144,5479018.691,6577980.68,6224690.402,4884117.375,5287293.203,4742448.29,8954797.13,3602792.058
559.13926,0.953,Unknown 055,MS2 Available,,,,,,,,57170.42689,41048.70255,73585.07606,2599271.371,2724252.092,1569587.078,1778344.333,3263517.13,2356864.669,5656923.518,2112731.58,2169049.605,4067719.827,3164288.055,4565642.402,6178894.07,6062745.894,2703820.567,1410798.114,2381633.979,2542296.459,2175115.647,2796533.733,2433407.715,3321749.298,3507320.594,3846813.798,1760194.064,2878916.714,1631902.533,5223334.765,3413789.728,2089924.228,3079414.381,3058988.12,2956481.528,2786331.382,2474060.329,2173523.285,5105489.357,1795832.228
295.26428,0.974,Unknown 056,MS2 Available,,,,,,,,854214.864,1399592.513,1251353.782,3362521.211,3289988.847,4498225.855,3236389.634,3540523.617,12694413.97,4707555.059,9564308.887,1990987.171,6975442.828,6207607.443,6425477.146,3332407.187,4020497.51,2286774.708,4010165.574,4205528.489,6116588.445,3901814.079,4226316.865,1909348.023,5585920.979,3089186.075,3580669.678,3983749.887,3395696.813,1696994.327,2028387.866,5205920.45,4575677.035,5136345.033,3276333.836,2099299.703,2720264.299,2908852.83,3848123.532,3366846.61,2637913.842
126.93574,0.975,Unknown 057,MS2 Available,,,,,,,,168695.7614,141420.4774,72155.96038,3084143.92,2521571.731,2422477.46,4515648.13,3526905.66,2700915.502,2944091.392,2967465.594,4556700.996,1983456.412,2442620.656,2406695.927,3527128.084,3298856.696,1472329.276,3625759.318,3841154.949,2423113.877,1336057.865,2591744.934,1885217.275,2069831.32,2019379.983,2458119.179,6291901.28,5201361.305,3970460.903,2788744.754,1909884.771,3481522.295,2666072.71,4257566.742,2214235.632,2434208.176,3508275.275,1289900.847,1874969.904,4211563.912
255.08875,0.975,Unknown 058,MS2 Available,,,,,,,,832805.7213,1039849.835,1002975.952,4334604.81,5043100.293,7493026.661,6928867.904,3063779.035,3036442.96,5042488.287,10242531.48,3163621.915,6446062.161,3048097.622,7377567.534,2667788.837,2227676.721,3128662.57,4810208.795,3076550.757,4591827.8,2535137.359,2591771.022,4617738.734,2418134.652,2698495.363,5398752.294,5699584.031,2411828.218,3525046.5,3524564.31,2715694.801,3768856.525,2743398.507,3610594.343,4004267.714,2506930.444,2872479.497,3156743.958,1715409.895,3031853.437
241.07296,0.978,Unknown 059,MS2 Available,,,,,,,,810663.4767,1591667.942,1048662.699,11570194.37,11300504.61,18462339.4,15446863.07,10330831.07,6691907.834,13071636.97,8853223.776,8074420.29,4809938.419,5636302.932,15909563.3,5414007.035,5204758.629,10157811.55,7751142.921,8519367.084,13559397.19,4266092.429,3740959.225,11433411.53,3335036.762,3437243.402,16047589.54,12935626.14,4122792.657,8914057.676,6914534.951,4202059.431,6033065.348,4607492.461,7389981.163,6921064.897,4354127.113,5961075.803,6100550.437,5439503.272,6680736.541
248.08082,0.978,Unknown 060,MS2 Available,,,,,,,,2430278.401,6084636.253,4722121.313,47553181.58,52601513.53,78277442.93,65017406.82,56018911.48,28096926.8,57360299.26,40309968.67,33069418.13,22406780.5,27908223.63,75740641.21,23812680.59,19840820.47,35085813.01,35985221.1,33317959.5,51081301.13,19305752.81,18913217.54,49133329.42,18339320.47,19174627.66,61242457.61,56157991.51,18237914.71,34149595.23,29357965.96,19451297.18,27567590.98,21912701.06,33405627.16,32996590,19413153.15,26058740.71,25932379.79,27885158.68,26314054.57
281.24908,0.983,Unknown 061,MS2 Available,,,,,,,,18062148.86,17225142.24,28087304.61,105311498.4,112887385.4,130557103.2,126729830.4,107501245.6,270985002.8,165430458.9,307760829.7,67741462.64,166774944.7,192270799.8,139108628.7,100100290.1,124182880.2,82755881.35,140766631.9,139805817.6,145315438.8,132449266.9,143021786.9,93004148.84,132200072.2,114475580.4,171273189.9,135859122.9,116462287.2,84976886.62,87791108.4,149551537.6,134487118.5,119665970.7,148823488,77195070.25,100698631.4,89283656.39,159495971.4,106277183.7,118414339.5
149.0241,0.984,Unknown 062,MS2 Available,,,,,,,,534290.7079,4771652.407,4625696.771,163712516.1,178468582.7,570803038.3,60232062.19,21968433.28,310803662.5,201123917.5,307854634.9,112989294.8,180025186.2,108989374.2,156245348.6,39128488.14,20572255.05,134241214.8,178805652.3,207136283.9,209273763.5,191676689.4,296905388.3,20458541.26,37864402.9,64084749.82,37707558.92,127272074.2,30970439.54,97928127.57,31358802.95,356025654.1,217999294.4,225207116.1,177345240.4,167956525.7,240211236.7,142826738.7,362734607.5,17204625.24,228398163.3
177.05569,0.986,Unknown 063,MS2 Available,,,,,,,,628063.6282,840397.7935,416558.4321,9869905.196,10460658.78,4113290.521,6161091.408,2903109.367,8878301.87,29497702.98,13848588.84,3161727.191,7163501.013,5131082.218,19301555.28,6363055.243,4905902.513,1832586.311,21663168.33,5704050.514,17500775.49,5631995.101,15824936.01,3096688.339,7530040.236,5051610.275,6693403.371,13459780.02,7410691.034,4987411.157,4098652.865,12247375.99,12943866.97,5933396.516,7441313.599,8254652.398,4049346.624,5501542.858,21790292.24,1836589.779,24567990.58
301.21737,0.988,Unknown 064,MS2 Available,,,,,,,,653527.1164,314480.8654,541025.0597,2561865.919,3129314.848,2243423.95,2276484.889,1647051.997,9721687,3664800.969,16616185.7,1829284.875,3007274.978,7668765.885,2743897.221,2805221.265,5434345.117,2720952.895,4001311.62,2591884.397,2871253.261,2607701.788,3683411.262,2321430.966,5012046.98,1794431.644,1934998.727,1740758.311,1626467.966,2738140.032,1636543.823,2683773.531,4186124.27,3226809.817,1858337.272,1173449.488,2567938.428,1711167.937,6373790.944,2017632.384,1716845.611
239.20235,0.993,Unknown 065,MS2 Available,,,,,,,,424824.0177,359245.6687,237723.3052,2573182.702,3031257.252,2409755.172,2953420.606,2577676.087,5971809.809,6290273.978,9971440.332,1448422.562,3049932.139,1993061.581,3979615.343,2601038.109,2218785.168,1761760.172,2803638.931,3889820.289,2433856.075,2816676.963,2248144.217,1979614.726,2308455.948,2735974.048,2954856.072,3192697.332,7465771.371,2243578.271,2789492.847,2645463.549,2840496.933,2650501.72,2641315.309,3489709.647,2723590.74,2016336.093,2551886.668,3388453.764,1724059.364
309.20741,0.996,Unknown 066,MS2 Available,,,,,,,,957071.6521,858440.8886,1009267.597,3642668.9,4011269.95,4387326.505,4754421.493,2507965.202,9418262.187,5531817.045,7687926.962,1507626.586,5465715.72,3331324.559,6387579.602,3913090.718,3923905.786,2879766.727,3493143.627,4912842.406,6117980.376,4014514.892,3257805.414,2334359.069,2950535.281,2277393.415,5673027.114,2092011.137,3651569.849,1357073.843,2495251.629,3749531.127,2667769.007,2705142.898,2590800.11,2406735.015,2065547.919,2113178.746,4371469.478,3542352.434,3319213.894
