m/z,RT [min],Name,Tags,RefMet Nomenclature,Main class, Sub class,Formula,Annot. DeltaMass [ppm],Calc. MW,Reference Ion,Wein_Blank 01,Wein_Blank 02,Wein_Blank 03,Pooled QC1,Pooled QC2,Pre_2_1,Pre_2_2,Pre_2_3,Pre_6_1,Pre_6_2,Pre_6_3,A_2_1,A_2_2,A_2_3,A_6_1,A_6_2,A_6_3,B_2_1,B_2_2,B_2_3,B_6_1,B_6_2,B_6_3,C_2_1,C_2_2,C_2_3,C_6_1,C_6_2,C_6_3,D_2_1,D_2_2,D_2_3,D_6_1,D_6_2,D_6_3,E_2_1,E_2_2,E_2_3,E_6_1,E_6_2,E_6_3
559.11827,7.343,Unknown 159,MS2 Available,,,,,,,,30912.9116,35214.85227,35150.02334,2681401.238,2316870.104,4112864.779,5749362.364,10961994.54,4367799.302,3733813.403,123213.7907,12773732.4,4568233.854,3953854.221,2150696.006,7212489.722,8583482.151,3963140.965,96694.06727,127157.9554,2471604.574,11455138.3,7428137.4,4845000.191,6339545.308,9330851.543,2117366.455,121380.9274,103957.5348,989407.9547,6870268.928,3641943.323,2438534.566,5492635.104,109456.0117,5578944.677,4579343.147,7861656.474,4963758.452,4611149.841,3008798.456
743.24714,7.355,Unknown 160,MS2 Available,,,,,,,,26810.65119,30541.70804,30485.48216,3000647.415,3055587.833,3130798.462,9833496.356,17425014.07,5245487.517,10616051.02,21109659.71,6379913.387,12103221.7,3291520.659,1388127.89,5144250.47,5809107.102,4064931.898,14846952.51,22645314.74,1948297.091,18704206.71,4759158.153,3697114.561,5470588.003,4371221.067,1464729.204,10183732.02,23522242.58,3350345.328,5585231.473,3002655.458,5970101.652,3916874.877,3868720.257,5549984.492,4782014.298,6443911.482,2662203.372,6544120.73,1559527.914
377.08562,7.359,Unknown 161,MS2 Available,,,,,,,,21829.89585,24867.8147,24822.03419,7393575.931,5861140.968,11950283.49,40715559.9,55099978.4,18155341.56,21208421.15,27141498.67,117587880.2,17969158.92,20296631.79,3577300.735,42462500.24,61538048.39,4202942.904,15017805.46,3937291.429,10679365.01,35152076.76,43599580.25,22176616.28,26002538.66,30348537.18,7022172.386,10764281.93,29938285.09,9916042.568,19759463.73,15520778.11,11355232.19,33320997.14,13271565.62,14573785.52,9252856.194,31227976.71,24097579.89,3132712.385,8095817.797
387.11432,7.362,Unknown 162,MS2 Available,,,,,,,,32763.04402,37769.88576,38310.41282,108872244.6,114541043.5,94594237.98,47237183.48,53338474.76,113917458.6,95097089.45,45348400.02,45985320.26,155418889.3,89328762.36,87843852.1,45233131.86,51406330.67,122231803.7,51145333.45,47070699.69,81203512.65,56949980.94,52891404.94,98699393.03,54950542.01,124255384.3,91756220.77,50117403.64,47432786.29,172507958.9,66980301.39,93659402.49,43100360.09,51509856.4,51074248.45,71271668.64,65558365.5,62854116.33,47256059.05,136300149.1,41065885.72
401.12975,7.366,Unknown 163,MS2 Available,,,,,,,,70628.16337,198731.0044,338208.5487,879260222,929012247.7,818249013.6,819391864.6,1008928528,979593299,1486414973,879045492.1,929409051.2,1329167593,801624127.2,667091685.3,681358927,800700289.6,1039992918,853788957.5,891573185.1,713528831.2,996137452.9,785669206.3,857373274.6,838073634.4,1018796628,633219491.2,790120990.2,866739063.5,953154592.6,1026438877,783045389,631270819.3,790155478.6,741961006,1097232835,1049581286,1020171394,676482140.5,1063019688,577009117.3
439.07662,7.371,Unknown 164,MS2 Available,,,,,,,,40098.52564,24590.93276,24254.88848,1745460.615,1903401.164,1106045.466,29650605.68,4552607.636,1195879.948,2401186.709,222923741.4,40921798.24,6591381.421,923236.3336,438659.3565,1502405.406,2164848.645,3585245.762,75997736.87,208034375.8,1133467.65,8588853.879,2068826.064,1320687.195,524694.9557,1105593.275,357449.4715,19880089.87,40714773.79,389360.9279,508835.451,1453418.602,4658927.981,348822.9197,1076172.148,562180.8298,620833.7824,879312.7034,617589.657,1746321.706,174116.2766
561.14979,7.371,Unknown 165,MS2 Available,,,,,,,,20702.8739,24295.3692,23963.3639,79612.88619,69251.6255,77260.54225,12909603.27,6576575.64,89445.74663,175368.0723,70962662.58,19042594.98,2883407.026,84865.54026,88978.20841,153160.4326,605402.206,212934.645,14390861.9,51950951.85,63381.54971,3799103.997,93835.07893,78430.48231,88050.99262,78490.35925,70572.63609,9617164.729,16229857.92,101260.4142,80018.05584,74325.70506,1087736.484,65375.52978,185857.8321,89314.41737,81611.25854,89603.62011,67178.87271,109285.6539,61527.18494
732.20984,7.375,Unknown 166,MS2 Available,,,,,,,,19812.60073,23250.61014,23583.35099,76189.34142,66144.69173,73938.15389,6075656.288,3829266.431,85599.3653,99171.32409,39034440.35,9414895.563,501014.6469,81216.11877,85151.93235,61364.37361,139939.5944,80853.71287,9196899.697,25967838.09,67510.29459,2648165.227,69341.11135,75057.78373,84264.58906,75115.08582,59116.78686,4143206.732,8891097.306,96905.9739,79316.89329,71129.52173,317496.5982,62564.22542,66843.03522,85473.68352,90388.11638,85750.44984,64290.02029,85681.87055,58995.23354
485.09242,7.382,Unknown 167,MS2 Available,,,,,,,,37375.88412,43087.65915,43704.28919,12243962.58,12203512.58,10081813.96,4396150.399,1124251.437,11639860.83,6339760.481,349931.241,446716.6085,10274724.39,10903021.27,11667901.65,2338509.48,1990997.154,10974143.76,4103247.699,153742.9107,11017214.5,2695374.311,3033288.291,10288594.11,4610629.202,10826857.72,10335214.69,5947903.594,1183636.398,16181724.99,5117990.203,9647479.666,5031191.409,4325657.549,4879708.738,6492125.119,6812134.643,5010192.05,3108796.57,12764803.69,4082789.508
462.10256,7.388,Unknown 168,MS2 Available,,,,,,,,29635.60122,34778.16059,49439.92516,5633822.072,5435430.252,2852228.688,7210936.528,12572325.4,3692654.581,6315407.399,10799198.79,14106755.98,10396485.26,3447195.408,8135978.348,4229140.755,5395328.134,7955787.077,7736690.933,15433357.36,3234040.683,12161977.32,3305477.523,5780948.863,4012151.53,6292178.909,3791531.003,7553730.575,20601431.69,7425132.279,5909526.645,3638180.983,3879132.745,3841626.355,3839471.018,5433327.91,4540622.734,3543602.486,1761187.999,10066083.94,1195659.437
499.10826,7.388,Unknown 169,MS2 Available,,,,,,,,61580.06561,37739.39822,38279.48898,95209074.77,98839472.24,86003755.4,53056771.82,15670801.52,95567123.51,93923236.65,5079904.352,5909059.569,83357263.11,89987239.6,80633023.28,32936335.49,30890900.04,92489749.6,51429976.99,1921576.22,89824811.04,34922767.67,42812179.12,81388208.73,67004153.54,83439567.77,75980077.9,78043495.88,14891781.91,94334104.01,72637937.97,77048085.75,66159487.77,64760304.95,71191014.52,94492203.08,107262765.1,74889247,48165497.69,93388642.96,58979154.29
597.08322,7.391,Unknown 170,MS2 Available,,,,,,,,28025.23363,32888.35171,33359.01885,16593162.44,16774059.55,14973975.6,9310941.201,1756322.876,15757845.26,11443185.11,599103.8573,258981.693,9617684.783,15830745.73,14119557.86,4568126.355,3694315.927,14368659.22,8051306.045,381739.3142,16792807.3,4247587.259,6002003.099,13552840.72,9969380.773,12959070.68,13811274.27,14281530.47,1396421.832,15008755.4,9826935.599,13244832.1,12878920.91,9655554.886,11297676.64,13768379.11,17977850.63,10562557.25,6982816.106,14423729.13,10036601.1
695.0617,7.392,Unknown 171,MS2 Available,,,,,,,,26389.72134,30969.03484,31412.23452,4589536.788,4272255.06,4466107.512,2552192.421,338433.4788,4146835.502,2469241.913,239897.2601,109741.9808,2169524.205,4716058.435,4350692.023,1119758.789,806356.2555,3516639.777,1900776.035,104901.2138,5326711.879,924446.2864,1596314.031,3576553.084,2650016.523,3366170.215,4188919.09,4122582.262,279411.3204,3559859.239,2312011.239,3993461.882,3788617.148,2901709.77,3426245.409,3682186.216,4814020.42,2721682.887,1877408.098,3508488.128,2898365.854
299.00253,7.424,Unknown 172,MS2 Available,,,,,,,,65854.2153,1208791.565,886789.6657,25494578.23,26387116.43,30860624.97,3950425.977,23032454.72,23464278.76,26549801.8,331678.8144,40442219.16,17025724.98,27127029.68,21840424.95,28031426.83,35095958.8,21740542.63,311128.5476,274938.5267,29701511.2,6357677.776,37171293.14,26252654.97,29146876.9,20257504.66,26329591.89,262447.5459,269649.0849,34376282.04,29331824.58,26231397.76,2312981.695,35522551.2,55624261.09,29492228.15,33687613.53,27972729.03,34984799.85,17913088.58,41140276.2
142.97485,7.433,Unknown 173,MS2 Available,,,,,,,,62935.26858,92918.05671,285421.8469,31572335.78,32420426.01,40756484.88,41032583.89,42041751.19,26842638.88,13486728.55,53801618.21,37888420.35,15228406.33,42683488.83,41056487.52,24540998.44,27843042.16,28081968.26,49494549.64,55353570.45,39504443.9,37370360.28,36109639.48,32512846.97,26626492.68,34997768.83,38704252.97,41385319.57,36963676.81,38169951.26,20679169.52,30268506,44584328.9,35442702.48,30990411.86,20301765.66,25209811.2,25427681.94,32000177.7,25246177.11,39759724.73
156.99046,7.435,Unknown 174,MS2 Available,,,,,,,,2047099.835,4335463.207,4128380.344,343619806.4,344861561.5,420235927.6,570942280.8,590401745.7,297164032.3,247536550,683187109,524467537.3,169765923.8,444144255.8,358712939.6,372175806.1,411736947.6,291258349.4,668991184.2,680015761.3,424233710.3,507996505.1,540258343.8,332533545.5,414349452.7,355987091.7,363817225.2,623352145.3,459552170.9,302886787.5,333550972.1,329123979.3,663359315.6,547369482.5,490022726.5,344806957.7,432091756.1,412316550.9,512980659.8,253878302.3,641057267.1
158.98849,7.435,Unknown 175,MS2 Available,,,,,,,,62142.98484,232125.4696,115873.6562,25125569.16,25073563.55,30698116.01,43391866.72,43235181.42,21286910.32,17558557.32,50954093.54,38547530.91,11834311.37,32401520.72,26744536.69,26876137.78,30555480.69,21839920.84,50223283.98,51714253.65,31354144.09,37626547.21,39469617.86,23691932.13,30106790.98,26005317.05,26677719.13,45984020.12,34102540.46,22103901.54,24623047.53,24479523.17,46397361.17,40191923.73,35764959.16,25183839.12,32080784.53,29888921.48,37139955.56,18784172.4,47033759.82
314.98035,7.437,Unknown 176,MS2 Available,,,,,,,,69581.50653,1623723.927,715093.4353,20412509.38,20075945.96,21750033.84,13414753.75,23269055.31,17374913.9,11508361.15,349863.1713,30453968.02,11461705.92,24201278.56,27563414.6,24690797.43,26346904.04,17873196.33,328186.2321,275313.0144,20101435.76,23688207.86,33214448.78,20929654.11,33116639.47,30680612.78,27565351.3,276836.2848,284432.6496,8058382.656,28499542.47,18187510.4,8173970.656,31380890.91,233666.0984,27106975.51,28112482.39,34124612.23,32677468.87,19634219.47,38019715.52
412.9573,7.439,Unknown 177,MS2 Available,,,,,,,,43658.77812,51069.21594,51814.64908,5251481.5,5127689.144,6417796.831,4090047.325,7298801.892,4063133.261,2222700.789,219890.127,9202177.67,1855597.361,7038063.977,7453715.08,6742811.028,8317106.909,4072575.648,206266.1011,166448.4036,5416819.958,6747096.947,10099645.06,5691718.421,9062999.711,8122846.128,7469472.012,114368.8117,178766.8339,1888036.733,6352727.964,4767533.382,2742509.576,9222697.712,100932.1831,5872396.156,7205056.973,9133205.935,9084303.481,4336290.372,11092990.63
254.96851,7.443,Unknown 178,MS2 Available,,,,,,,,31211.28624,36508.94472,36929.86066,15416724.75,16118573.8,21086117.75,38740912.48,38376806.88,12916307.55,8583369.844,52612699.03,31217249.41,4932954.426,23884820.24,18843158.79,18776357.54,21774266.94,11842511.79,47738910.79,51541393.8,21797771.67,30589033.68,31357562.95,15036206.33,20996393.62,16305614.94,17971825.82,41033984.69,29740634.49,12210362.56,14476073.67,15548255.7,45363954.25,31940165.31,26217982.94,13948012.58,20647579.39,20870890.36,29167444.35,9652195.313,39976909.21
396.97975,7.444,Unknown 179,MS2 Available,,,,,,,,37261.67502,708934.9349,720991.5277,5049656.634,4974092.762,6875768.042,882138.8272,5592284.161,4351288.986,3737060.664,182774.4213,10452537.36,2250867.481,6090498.397,4566317.775,5795396.011,8368243.452,2587009.397,176042.9576,142059.5488,6180628.027,1546902.699,9242758.53,5205541.379,6212325.864,4245302.989,5562736.852,93315.73218,102459.5873,5298739.482,4991146.495,5298922.849,723661.1818,8906774.184,12362367.79,4674058.839,6828401.615,5424385.175,8203054.329,3004816.656,10053883.2
352.94422,7.447,Unknown 180,MS2 Available,,,,,,,,25893.61767,30288.67984,30637.88161,11325165.34,10890521.67,15318420.65,31515480.14,30941885.21,8256873.605,3408596.011,44853458.04,24423806.16,2374572.096,18428399.84,14224341.28,12227828.99,13950479.74,7581659.282,38208513.27,41828278.39,17330253.92,22184641.09,24249055.84,10481542.71,13993848.41,10961611.1,14004978.24,34393487.74,20453285.49,8307625.381,7458857.668,11317446.7,38624117.97,23801540.21,16128081.4,8065163.719,13128814.59,12393051,22288308.84,5510290.315,31707946.86
194.93705,7.458,Unknown 181,MS2 Available,,,,,,,,24115.52862,27939.92784,28242.70291,2894631.32,2483716.286,5685460.765,11888795.51,9037693.437,2608511.302,2719973.538,648922.4824,7722410.502,2459248.115,4001007.141,919050.2746,4995839.008,4907234.306,4269270.364,15590999.16,236607.2206,4990451.596,9374084.536,5835691.743,2756463.319,2212112.513,1824727.403,1300152.56,11834462.62,5019212.231,893864.0423,2579334.244,4340079.179,6271356.524,2021335.028,3963773.508,1827615.276,2626428.934,3671173.015,4876132.603,1770354.651,3702719.007
450.92276,7.458,Unknown 182,MS2 Available,,,,,,,,22470.20288,26033.67552,26315.79321,2883282.404,2781052.506,4182423.585,11408847.31,11061586.64,2078644.341,496140.6137,16843236.14,7835144.714,461193.651,5483174.837,4498025.099,2966317.117,3996947.579,1759781.042,12488159.92,15369160.09,5168383.883,6609126.574,7315645.391,2380433.606,3891709.163,2740345.066,3740748.282,12296591.96,5932845.627,2047536.14,1648577.478,2338903.25,14906671.26,7659847.994,4535822.283,1919821.796,3303906.069,3138564.077,6379770.358,1384352.226,9336963.007
256.96671,7.479,Unknown 183,MS2 Available,,,,,,,,32957.96372,38456.4654,39108.50862,2014196.181,1928311.89,2396795.804,5253009.352,5394544.631,1697451.464,865780.2355,7191667.686,4260290.064,645805.0632,2946739.196,799673.2039,2438391.838,2896291.145,1615394.505,6651734.84,7440627.19,3001955.158,4151679.16,4264780.654,1879769.687,2838095.717,1959990.042,1630110.128,5788348.702,3953834.149,1626546.443,1864534.15,1694040.354,6348976.683,4185495.071,3422756.209,1953880.548,2561607.652,2734360.609,3831876.212,1257326.176,5378775.368
548.90139,7.481,Unknown 184,MS2 Available,,,,,,,,21408.88166,25022.61694,25446.88442,262925.79,208289.825,1259517.938,3512865.93,2897112.852,319634.5156,50844.14868,5096830.201,2077002.428,25537.00298,1552701.581,25527.85093,782859.3195,995119.7712,455474.9868,3823026.998,4318503.789,1350811.459,1872699.035,2141371.259,672810.7849,1064780.689,713715.2282,308567.713,3674581.089,1663042.222,43812.73561,373732.983,384017.798,4427731.321,2252727.39,1394158.436,262972.6401,471481.6211,796298.7899,1738003.056,73014.1502,2742087.364
310.93463,7.483,Unknown 185,MS2 Available,,,,,,,,36946.58543,43110.52395,43841.47842,2915535.166,2744780.956,3322885.703,6618420.881,6689121.473,2216752.923,765250.9304,12779010.57,5038751.811,814991.9181,3692695.795,3460041.181,2959373.946,3618203.191,2166258.893,9423033.282,13185923.02,4111203.139,5728870.991,4565220.331,2597119.697,2940795.955,2992195.498,2171022.604,8047590.161,7949609.429,2626704.332,1926729.508,2188527.642,8776046.009,4756095.657,3801517.89,1840100.518,2548335.545,2834939.41,3832440.06,1936206.823,5230621.444
238.97218,7.536,Unknown 186,MS2 Available,,,,,,,,18848.43834,470925.412,406118.3282,2600306.226,1758288.996,4754830.875,277601.4253,126491.837,3185378.433,7716373.94,45905.58861,436683.0542,4111701.904,3670104.53,1512451.614,4882554.521,4336394.806,4437913.811,26618.45729,45014.0492,3516107.947,118193.2365,5035335.468,3548897.977,4207355.734,1373638.592,1137577.832,18988.01217,20676.87337,3554578.507,3903080.427,4000155.698,485857.8832,3791112.685,10386835.05,3218220.715,4598667.581,5273994.241,5764693.902,2255519.672,4305067.123
178.9505,7.538,Unknown 187,MS2 Available,,,,,,,,18728.42748,575796.7267,578669.6135,3802189.542,2645760.257,6603873.041,428721.9158,156818.1156,4457598.903,8376120.357,45145.50519,511242.8919,5841061.521,5288977.606,2425578.956,5961318.445,5580621.803,6329827.842,26177.72124,44268.72748,5140316.583,96634.46612,6414519.177,4880151.657,5251026.911,2189986.332,1625147.107,18673.61748,20334.51531,7029227.308,4817597.576,5609736.43,657807.1385,4651719.534,13177111.04,3988649.559,5453410.373,6497864.557,6878518.924,3185364.971,5194885.704
254.94993,7.541,Unknown 188,MS2 Available,,,,,,,,19233.80168,1762334.38,1543458.311,5167217.485,3571951.335,8517569.258,2435053.027,327173.6379,5494743.482,8645992.004,46363.72672,744702.6006,7097343.461,8802181.71,5205161.117,9834431.689,8696580.412,8499783.203,26884.10969,45463.28974,5591022.289,1011368.771,10787680.78,6552779.888,11291440.9,5223157.824,2859993.164,17875.73396,20883.22872,2801690.524,9818617.737,10092764.16,3996498.918,7979773.496,466877.9826,7337780.139,9033810.971,14605763.02,12629289.61,6006652.653,9637804.998
178.96299,7.563,Unknown 189,MS2 Available,,,,,,,,19106.50772,23588.0119,23131.34109,5322778.782,6587546.389,3109247.293,48970.25868,26385.42919,2702103.853,2393070.503,31284.3606,31277.60818,3656083.891,2136203.239,7929570.717,246780.2645,116766.8374,3656174.892,84063.66967,39417.55292,7087058.867,42492.29642,154190.6134,1975604.935,753235.6618,1069120.868,5286746.671,257283.7167,26329.43409,9733776.039,1677792.568,3793669.607,489718.6225,434905.2878,908986.8405,3624765.045,4788986.46,1025825.863,859386.5187,2330898.196,3249632.601
200.9452,7.563,Unknown 190,MS2 Available,,,,,,,,17291.64057,21347.46074,20934.16766,5143089.287,7000016.15,2155969.879,48092.29104,20637.45774,2330107.391,1371360.52,28312.75745,28306.64642,3021476.707,1265478.16,8078470.709,127183.9021,46309.25959,2715723.729,134116.525,35673.40338,6016544.553,22371.06149,42923.02417,1581224.301,442649.4313,817352.0522,5832959.071,198430.3049,16878.11392,9949587.152,813283.892,3319544.171,320007.1727,257459.4744,381573.2535,2484225.54,2888355.437,440076.699,440110.627,2066127.936,2066915.405
260.95432,7.565,Unknown 191,MS2 Available,,,,,,,,16272.87057,20089.73436,28570.91617,2171529.514,2516574.977,1641922.393,16174.88766,19421.56254,1677099.192,1518516.157,26644.65732,26638.90634,2040721.343,1070392.324,2398754.007,140842.3542,59567.12718,2046468.599,16688.64093,33571.63675,3002201.133,16937.29084,75922.34311,1180980.814,334971,449348.8219,2057322.356,17238.32761,15883.70763,4081584.652,820393.7145,1880363.921,16472.3576,251145.1776,714426.8404,1493014.062,2135864.074,468239.336,430629.3955,1064407.471,1219737.997
401.17917,7.589,Unknown 192,MS2 Available,,,,,,,,24657.22214,31410.19222,30802.08171,2074412.209,3964422.88,5738691.092,6679542.136,1433762.441,3066186.994,2395999.319,17846416.13,1652154.78,1720122.376,3154226.051,1113627.83,937618.7577,1174820.268,1870050.451,27330526.52,9282689.545,4435851.142,4933387.112,1946006.116,3297816.486,5114589.982,2913823.613,1656066.748,9812491.969,5370828.233,2212339.441,1786543.904,4338848.512,6570523.433,2001581.907,2942914.466,3122794.642,5089877.38,3717387.936,7683084.696,1030715.963,6911879.802
387.02594,7.633,Unknown 193,MS2 Available,,,,,,,,2227176.53,646024.2145,645095.6481,7547212.289,6939126.547,10042280.85,11210390.88,9376468.211,7692397.774,12196622.42,12365295.4,5073818.98,3872691.421,3100308.438,3036769.311,2957157.587,2216008.764,4873119.819,10367798.68,13111385.07,8493557.822,10467819.91,8166125.492,8677027.289,8850536.932,5930832.267,2701383.934,11001339.92,15206887.07,2973612.898,5552181.298,5552347.73,9755803.272,7526116.752,7955658.452,6925041.95,8301240.887,12420177.13,6156699.56,6882123.205,9164707.692
469.03044,7.669,Unknown 194,MS2 Available,,,,,,,,549006.8371,191196.9263,141072.3869,2279598.056,1829293.04,3443931.739,3539334.449,3015841.889,2038264.596,3562376.378,3620644.176,1403394.715,1009424.234,795069.7754,862605.0425,702914.0191,604039.5884,990863.5419,3143480.394,4038231.175,2514923.687,2789426.827,2640930.99,2242047.964,2861402.303,1705204.657,758475.5542,3078292.978,5232531.864,775182.2974,1633960.516,1542659.57,2936617.389,2184184.442,2328453.399,2041026.681,1485768.867,4121417.042,1735602.217,1512611.484,2908911.337
563.18191,7.715,Unknown 195,MS2 Available,,,,,,,,26968.99214,39050.14542,38140.30704,25772876.03,25342559.31,16732711.04,35027327.64,61302189.92,24461130.98,51824667.5,32311530.9,26700901.9,38133560.47,18312617.58,24621751.42,11757417.39,10026921.65,29262555.44,23865064.37,42406790.28,21820050.13,36415532.33,11534163.5,23983850.99,16941281.55,15641581.86,14146580.83,37069190.98,57805467.27,18856226.6,24725896.2,12773810.37,30902206.75,25445932.51,18582436.66,48807042.5,31541395.7,22690610.18,9679187.836,45434703.99,9053673.947
566.1568,7.724,Unknown 196,MS2 Available,,,,,,,,24937.37523,36108.43608,31798.00876,780156.1404,742055.633,254669.7485,5283054.456,4589085.967,484743.633,2308780.174,1083765.062,240572.473,1291005.963,316600.983,859312.5407,117105.1845,32118.54249,632858.561,3740394.074,3781421.453,579731.5595,4931201.658,108155.5302,414780.7032,217465.2216,251132.3003,52719.36807,5895630.205,3072281.209,703293.3045,280202.4966,120604.6681,5329024.79,396066.5865,148031.2674,1896599.062,575471.3968,338824.9948,79947.05556,2291876.525,137530.5769
455.35407,0.992,Ursolic acid,Not in Internal DB. MS/MS match only,Ursolic acid,Isoprenoids,C30 isoprenoids,C30 H48 O3,2.2,456.36135,[M-H]-1,182235.3073,258692.4322,532131.8004,44431049.47,38321888.44,71241762.47,50313571.8,32089520.95,115847574.2,60554995.78,91558754.9,43444212.25,103883579.5,53244747.04,58054537.83,22636504.79,27840920.18,77020668.39,75232566.83,56872165.87,33813910.86,83587316.49,77134958.39,41792461.78,50105716.9,15026684.95,62713145.61,58950236.59,26139187.28,42431026.2,21751076.05,47908685.29,93480715.93,97506014.93,53704065.16,39319398.92,73406239.97,51962426.54,69863958.89,27524981.73,63938650.91
