Name,Count_-2_pre,Count_-6_pre,Count_-6_2,Count_-2_2,Count_-6_4,Count_-6_6,Count_-2_6,Count_-6_8,Count_-2_8,Count_-2_10,Count_-6_10,Mean_-2_pre,Mean_-6_pre,Mean_-6_2,Mean_-2_2,Mean_-6_4,Mean_-6_6,Mean_-2_6,Mean_-6_8,Mean_-2_8,Mean_-2_10,Mean_-6_10,Fold_change_-2_pre_vs_-6_pre,Fold_change_-2_pre_vs_-6_2,Fold_change_-2_pre_vs_-2_2,Fold_change_-2_pre_vs_-6_4,Fold_change_-2_pre_vs_-6_6,Fold_change_-2_pre_vs_-2_6,Fold_change_-2_pre_vs_-6_8,Fold_change_-2_pre_vs_-2_8,Fold_change_-2_pre_vs_-2_10,Fold_change_-2_pre_vs_-6_10,Fold_change_-6_pre_vs_-6_2,Fold_change_-6_pre_vs_-2_2,Fold_change_-6_pre_vs_-6_4,Fold_change_-6_pre_vs_-6_6,Fold_change_-6_pre_vs_-2_6,Fold_change_-6_pre_vs_-6_8,Fold_change_-6_pre_vs_-2_8,Fold_change_-6_pre_vs_-2_10,Fold_change_-6_pre_vs_-6_10,Fold_change_-6_2_vs_-2_2,Fold_change_-6_2_vs_-6_4,Fold_change_-6_2_vs_-6_6,Fold_change_-6_2_vs_-2_6,Fold_change_-6_2_vs_-6_8,Fold_change_-6_2_vs_-2_8,Fold_change_-6_2_vs_-2_10,Fold_change_-6_2_vs_-6_10,Fold_change_-2_2_vs_-6_4,Fold_change_-2_2_vs_-6_6,Fold_change_-2_2_vs_-2_6,Fold_change_-2_2_vs_-6_8,Fold_change_-2_2_vs_-2_8,Fold_change_-2_2_vs_-2_10,Fold_change_-2_2_vs_-6_10,Fold_change_-6_4_vs_-6_6,Fold_change_-6_4_vs_-2_6,Fold_change_-6_4_vs_-6_8,Fold_change_-6_4_vs_-2_8,Fold_change_-6_4_vs_-2_10,Fold_change_-6_4_vs_-6_10,Fold_change_-6_6_vs_-2_6,Fold_change_-6_6_vs_-6_8,Fold_change_-6_6_vs_-2_8,Fold_change_-6_6_vs_-2_10,Fold_change_-6_6_vs_-6_10,Fold_change_-2_6_vs_-6_8,Fold_change_-2_6_vs_-2_8,Fold_change_-2_6_vs_-2_10,Fold_change_-2_6_vs_-6_10,Fold_change_-6_8_vs_-2_8,Fold_change_-6_8_vs_-2_10,Fold_change_-6_8_vs_-6_10,Fold_change_-2_8_vs_-2_10,Fold_change_-2_8_vs_-6_10,Fold_change_-2_10_vs_-6_10,P_value_A_-2_pre_vs_-6_pre,P_value_A_-2_pre_vs_-6_2,P_value_A_-2_pre_vs_-2_2,P_value_A_-2_pre_vs_-6_4,P_value_A_-2_pre_vs_-6_6,P_value_A_-2_pre_vs_-2_6,P_value_A_-2_pre_vs_-6_8,P_value_A_-2_pre_vs_-2_8,P_value_A_-2_pre_vs_-2_10,P_value_A_-2_pre_vs_-6_10,P_value_A_-6_pre_vs_-6_2,P_value_A_-6_pre_vs_-2_2,P_value_A_-6_pre_vs_-6_4,P_value_A_-6_pre_vs_-6_6,P_value_A_-6_pre_vs_-2_6,P_value_A_-6_pre_vs_-6_8,P_value_A_-6_pre_vs_-2_8,P_value_A_-6_pre_vs_-2_10,P_value_A_-6_pre_vs_-6_10,P_value_A_-6_2_vs_-2_2,P_value_A_-6_2_vs_-6_4,P_value_A_-6_2_vs_-6_6,P_value_A_-6_2_vs_-2_6,P_value_A_-6_2_vs_-6_8,P_value_A_-6_2_vs_-2_8,P_value_A_-6_2_vs_-2_10,P_value_A_-6_2_vs_-6_10,P_value_A_-2_2_vs_-6_4,P_value_A_-2_2_vs_-6_6,P_value_A_-2_2_vs_-2_6,P_value_A_-2_2_vs_-6_8,P_value_A_-2_2_vs_-2_8,P_value_A_-2_2_vs_-2_10,P_value_A_-2_2_vs_-6_10,P_value_A_-6_4_vs_-6_6,P_value_A_-6_4_vs_-2_6,P_value_A_-6_4_vs_-6_8,P_value_A_-6_4_vs_-2_8,P_value_A_-6_4_vs_-2_10,P_value_A_-6_4_vs_-6_10,P_value_A_-6_6_vs_-2_6,P_value_A_-6_6_vs_-6_8,P_value_A_-6_6_vs_-2_8,P_value_A_-6_6_vs_-2_10,P_value_A_-6_6_vs_-6_10,P_value_A_-2_6_vs_-6_8,P_value_A_-2_6_vs_-2_8,P_value_A_-2_6_vs_-2_10,P_value_A_-2_6_vs_-6_10,P_value_A_-6_8_vs_-2_8,P_value_A_-6_8_vs_-2_10,P_value_A_-6_8_vs_-6_10,P_value_A_-2_8_vs_-2_10,P_value_A_-2_8_vs_-6_10,P_value_A_-2_10_vs_-6_10,Flag_A_-2_pre_vs_-6_pre,Flag_A_-2_pre_vs_-6_2,Flag_A_-2_pre_vs_-2_2,Flag_A_-2_pre_vs_-6_4,Flag_A_-2_pre_vs_-6_6,Flag_A_-2_pre_vs_-2_6,Flag_A_-2_pre_vs_-6_8,Flag_A_-2_pre_vs_-2_8,Flag_A_-2_pre_vs_-2_10,Flag_A_-2_pre_vs_-6_10,Flag_A_-6_pre_vs_-6_2,Flag_A_-6_pre_vs_-2_2,Flag_A_-6_pre_vs_-6_4,Flag_A_-6_pre_vs_-6_6,Flag_A_-6_pre_vs_-2_6,Flag_A_-6_pre_vs_-6_8,Flag_A_-6_pre_vs_-2_8,Flag_A_-6_pre_vs_-2_10,Flag_A_-6_pre_vs_-6_10,Flag_A_-6_2_vs_-2_2,Flag_A_-6_2_vs_-6_4,Flag_A_-6_2_vs_-6_6,Flag_A_-6_2_vs_-2_6,Flag_A_-6_2_vs_-6_8,Flag_A_-6_2_vs_-2_8,Flag_A_-6_2_vs_-2_10,Flag_A_-6_2_vs_-6_10,Flag_A_-2_2_vs_-6_4,Flag_A_-2_2_vs_-6_6,Flag_A_-2_2_vs_-2_6,Flag_A_-2_2_vs_-6_8,Flag_A_-2_2_vs_-2_8,Flag_A_-2_2_vs_-2_10,Flag_A_-2_2_vs_-6_10,Flag_A_-6_4_vs_-6_6,Flag_A_-6_4_vs_-2_6,Flag_A_-6_4_vs_-6_8,Flag_A_-6_4_vs_-2_8,Flag_A_-6_4_vs_-2_10,Flag_A_-6_4_vs_-6_10,Flag_A_-6_6_vs_-2_6,Flag_A_-6_6_vs_-6_8,Flag_A_-6_6_vs_-2_8,Flag_A_-6_6_vs_-2_10,Flag_A_-6_6_vs_-6_10,Flag_A_-2_6_vs_-6_8,Flag_A_-2_6_vs_-2_8,Flag_A_-2_6_vs_-2_10,Flag_A_-2_6_vs_-6_10,Flag_A_-6_8_vs_-2_8,Flag_A_-6_8_vs_-2_10,Flag_A_-6_8_vs_-6_10,Flag_A_-2_8_vs_-2_10,Flag_A_-2_8_vs_-6_10,Flag_A_-2_10_vs_-6_10
2,2,6,6-Tetramethyl-4-piperidinol,3,1,3,3,3,1,3,3,3,3,3,26.5073448366658,26.7204227198753,26.6747690378787,26.4616911546692,27.0753807098006,26.868956661895,26.6558787786855,27.1849041430242,26.9718262598147,27.2632381248221,27.4763160080317,-0.213077883209536,-0.167424201212931,0.0456536819966047,-0.568035873134832,-0.361611825229264,-0.148533942019728,-0.677559306358461,-0.464481423148925,-0.755893288156372,-0.968971171365908,0.0456536819966047,0.258731565206141,-0.354957989925296,-0.148533942019728,0.0645439411898074,-0.464481423148925,-0.251403539939389,-0.542815404946836,-0.755893288156372,0.213077883209536,-0.400611671921901,-0.194187624016333,0.0188902591932028,-0.51013510514553,-0.297057221935994,-0.588469086943441,-0.801546970152977,-0.613689555131437,-0.407265507225869,-0.194187624016333,-0.723212988355066,-0.51013510514553,-0.801546970152977,-1.01462485336251,0.206424047905568,0.419501931115104,-0.109523433223629,0.103554449985907,-0.18785741502154,-0.400935298231076,0.213077883209536,-0.315947481129196,-0.102869597919661,-0.394281462927108,-0.607359346136644,-0.529025364338732,-0.315947481129196,-0.607359346136644,-0.820437229346179,0.213077883209536,-0.0783339817979112,-0.291411865007447,-0.291411865007447,-0.504489748216983,-0.213077883209536,0.599608713002677,0.560021082787674,0.873168868023118,0.0591225223949906,0.376434766622374,0.604750177537564,0.0272488637107961,0.116816199285596,0.015254168558381,0.00294189743972612,0.910110474621874,0.524602126954846,0.38508973483462,0.764493972908368,0.873208019807987,0.259263709934488,0.536282865086604,0.190197764838954,0.0741643945074911,0.459578002391653,0.172440644355107,0.632124058661585,0.947320232962653,0.0871286855545881,0.306002519744616,0.0513622872378528,0.010794616683688,0.0430638005653817,0.320592802947956,0.499765127924527,0.0194747316167942,0.0871286855545881,0.010794616683688,0.00205322846978573,0.61096812397658,0.15408898971346,0.702233158589151,0.717687218548627,0.51367317320579,0.172111901607929,0.599608713002677,0.438454330669247,0.7993382271462,0.335845382834375,0.145074491819648,0.0769177568526819,0.277185370261085,0.0450227966225657,0.00934274544572659,0.459578002391653,0.78430474514685,0.315019716916469,0.315019716916469,0.0904023757909128,0.459578002391653,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
4-Guanidinobutanoic acid,3,1,3,3,3,1,3,3,3,3,3,21.9060768419222,23.4572501473056,21.0235457762473,21.2904252186422,22.025909757761,22.6960985610216,21.0681042600176,21.8387475074049,21.166651199952,20.6545471636899,20.7651358877052,-1.55117330538345,0.882531065674858,0.615651623279948,-0.119832915838835,-0.790021719099382,0.837972581904587,0.0673293345173036,0.739425641970186,1.25152967823223,1.14094095421695,2.43370437105831,2.1668249286634,1.43134038954462,0.761151586284072,2.38914588728804,1.61850263990076,2.29059894735364,2.80270298361569,2.69211425960041,-0.266879442394909,-1.00236398151369,-1.67255278477424,-0.0445584837702704,-0.815201731157554,-0.143105423704672,0.368998612557377,0.258409888542094,-0.735484539118783,-1.40567334237933,0.222320958624639,-0.548322288762645,0.123774018690238,0.635878054952286,0.525289330937003,-0.670188803260547,0.957805497743422,0.187162250356138,0.859258557809021,1.37136259407107,1.26077387005579,1.62799430100397,0.857351053616686,1.52944736106957,2.04155139733162,1.93096267331633,-0.770643247387284,-0.0985469399344012,0.413557096327647,0.302968372312364,0.672096307452883,1.18420034371493,1.07361161969965,0.512104036262048,0.401515312246765,-0.110588724015283,0.169654281007132,0.264738774814456,0.432434036844896,0.87753238617446,0.475588296333499,0.288799987969144,0.930988217144792,0.3475876101709,0.119956952699917,0.154009972660975,0.0375966060768776,0.0609964698522554,0.203326429812158,0.573600558223184,0.0408181879498643,0.152816347705704,0.0488615406970145,0.0186792156396014,0.0231100388280011,0.731798434598633,0.207517880656431,0.140318681643852,0.954293265545631,0.301697253298324,0.854014446983418,0.636098123527831,0.739970895061361,0.350100170950035,0.211185808573439,0.775141126550111,0.483654932854475,0.873540818075444,0.417735373752766,0.501968795575951,0.544233398430022,0.227550318618149,0.809893880054359,0.277112619586975,0.0904989331969629,0.11742401286423,0.15055729706435,0.439383981203503,0.175399619141917,0.0759696361599464,0.0918010746536645,0.328125913543011,0.899146640704131,0.596203155362661,0.697354784874137,0.392224693591762,0.139837605849445,0.178403691719034,0.512629540676019,0.606862501560332,0.88690802886035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetyl-L-carnitine,3,1,3,3,3,1,3,3,3,3,3,23.1403690949772,22.0833024393512,21.0489698961463,21.1616179886365,21.3086469070615,21.9197332233177,20.5108715851915,20.5118350179489,20.7472705996063,20.6727070398108,20.85945183143,1.05706665562597,2.09139919883095,1.97875110634067,1.83172218791576,1.22063587165951,2.62949750978573,2.62853407702828,2.39309849537088,2.46766205516646,2.28091726354719,1.03433254320498,0.9216844507147,0.774655532289785,0.16356921603354,1.57243085415976,1.57146742140231,1.33603183974491,1.41059539954049,1.22385060792122,-0.112648092490279,-0.259677010915194,-0.870763327171439,0.53809831095478,0.537134878197328,0.301699296539933,0.376262856335508,0.189518064716243,-0.147028918424915,-0.75811523468116,0.650746403445059,0.649782970687607,0.414347389030212,0.488910948825787,0.302166157206521,-0.611086316256245,0.797775321869974,0.796811889112522,0.561376307455127,0.635939867250702,0.449195075631437,1.40886163812622,1.40789820536877,1.17246262371137,1.24702618350695,1.06028139188768,-0.000963432757451699,-0.236399014414847,-0.161835454619272,-0.348580246238537,-0.235435581657395,-0.16087202186182,-0.347616813481086,0.0745635597955747,-0.112181231823691,-0.186744791619265,0.271340535248918,0.00524017891918593,0.00761565770800425,0.0123290007682006,0.206532348920776,0.000854598936831258,0.000857387731696487,0.00190114449139942,0.00147751881625611,0.00277585876312674,0.281438066380403,0.335547333297325,0.416514353440494,0.887585851481419,0.108645691015863,0.108847321928478,0.168633760419603,0.147301310668317,0.20539211201946,0.866111715807582,0.698029387183491,0.362260465547774,0.424635474392788,0.425450407876804,0.652399433457009,0.574892748742871,0.77683897035162,0.825875466481962,0.426353638646511,0.336257839148627,0.336955275974049,0.537203789417265,0.4674957209905,0.651899917482886,0.520102963124673,0.241479945558387,0.242027200480048,0.405247512092686,0.347087815039505,0.503933463537069,0.147770715251381,0.148032093881109,0.224221329440573,0.197318312811624,0.269934670528111,0.998849016540954,0.723839886800899,0.808691986972384,0.603116455118567,0.72491577721539,0.809807146237774,0.604110809613926,0.911121558241655,0.866660958040857,0.780012794548287,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenine,3,1,3,3,3,1,3,3,3,3,3,26.856164121097,27.907356579273,26.2572202901619,25.9341299894072,26.2755721528753,26.2731210020923,26.0303562659217,26.527563109158,26.6742532035794,26.8012174113284,26.8456943772946,-1.05119245817599,0.598943830935124,0.922034131689816,0.580591968221722,0.583043119004731,0.825807855175338,0.328601011939011,0.181910917517609,0.0549467097686467,0.0104697438024068,1.65013628911111,1.97322658986581,1.63178442639771,1.63423557718072,1.87700031335133,1.379793470115,1.2331033756936,1.10613916794464,1.0616622019784,0.323090300754693,-0.0183518627134021,-0.0159007119303922,0.226864024240214,-0.270342818996113,-0.417032913417515,-0.543997121166477,-0.588474087132717,-0.341442163468095,-0.338991012685085,-0.0962262765144786,-0.593433119750806,-0.740123214172208,-0.86708742192117,-0.91156438788741,0.00245115078300984,0.245215886953616,-0.251990956282711,-0.398681050704113,-0.525645258453075,-0.570122224419315,0.242764736170606,-0.254442107065721,-0.401132201487123,-0.528096409236085,-0.572573375202325,-0.497206843236327,-0.643896937657729,-0.770861145406691,-0.815338111372931,-0.146690094421402,-0.273654302170364,-0.318131268136604,-0.126964207748962,-0.171441173715202,-0.0444769659662398,0.0305182719110037,0.0747181342188438,0.0092949064280341,0.0832663334500164,0.209267241063355,0.017783534603897,0.313055195802294,0.572688621730461,0.864153693613352,0.973983195378771,0.00169248378894572,0.000340087628785338,0.00185419648953063,0.00802347527387794,0.00054765556080522,0.00643167312702216,0.0130584895626103,0.0237161331367776,0.0290958341866282,0.321011119758645,0.954414685372272,0.972061269454137,0.482836954656068,0.404383706239735,0.204285469343334,0.102903468516282,0.0794946595308062,0.295065768650861,0.458776269085252,0.7646612163625,0.0771996261581408,0.0311493527874026,0.013492053286916,0.00998282482884339,0.99569221333961,0.448671990364588,0.436444122068541,0.224021608969434,0.11417670265427,0.0885187278285841,0.594329289190127,0.576864742706702,0.382127962381236,0.253564477252874,0.217205822450665,0.133719716559771,0.0569831523843963,0.0255310989166801,0.0190627287761657,0.64868060614982,0.398765206965146,0.328292179203282,0.693122190159268,0.594796935680695,0.889838126261279,-1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Adenosine,3,1,3,3,3,1,3,3,3,3,3,29.4111019715637,29.4317595807351,29.5847495170497,29.5640919078784,29.509659097875,29.9405451118965,29.9198875027252,30.2181286573541,30.1974710481828,30.3391342839812,30.3597918931525,-0.020657609171316,-0.173647545485949,-0.152989936314629,-0.098557126311249,-0.529443140332777,-0.508785531161465,-0.807026685790333,-0.786369076619017,-0.928032312417464,-0.94868992158878,-0.152989936314633,-0.132332327143313,-0.077899517139933,-0.508785531161461,-0.488127921990149,-0.786369076619017,-0.765711467447701,-0.907374703246148,-0.928032312417464,0.0206576091713195,0.0750904191746997,-0.355795594846828,-0.335137985675516,-0.633379140304385,-0.612721531133069,-0.754384766931516,-0.775042376102832,0.0544328100033802,-0.376453204018148,-0.355795594846835,-0.654036749475704,-0.633379140304388,-0.775042376102835,-0.795699985274151,-0.430886014021528,-0.410228404850216,-0.708469559479084,-0.687811950307768,-0.829475186106215,-0.850132795277531,0.0206576091713124,-0.277583545457556,-0.25692593628624,-0.398589172084687,-0.419246781256003,-0.298241154628869,-0.277583545457553,-0.419246781256,-0.439904390427316,0.020657609171316,-0.121005626627131,-0.141663235798447,-0.141663235798447,-0.162320844969763,-0.020657609171316,0.963370741928104,0.586672795751353,0.631628000182164,0.756982002675206,0.248167949050247,0.122186689093395,0.0191630851498154,0.0219884115831041,0.00840911195790838,0.00728768325140234,0.734183237420042,0.768882459597452,0.862564565026397,0.361429230731221,0.285672416951212,0.0932064249641372,0.101452152586408,0.0557103813834324,0.0508792140569838,0.948218153824925,0.813509562393588,0.432984373918872,0.299451974651826,0.0586120315618711,0.0665013550818438,0.0271482100491496,0.0236999463431335,0.864170303058845,0.407237043164731,0.271560171113283,0.051575618203645,0.0586120315618698,0.023699946343133,0.0206666867772312,0.34425870248766,0.207396635196484,0.036558029519881,0.0417072852590931,0.0164840846084875,0.0143369979738154,0.96337074192811,0.539337295895725,0.569648546936506,0.38077062262414,0.357128674243841,0.354303615226325,0.387860597088954,0.19801767336224,0.177803671442733,0.948218153824934,0.704191929181978,0.656936018805934,0.656936018805934,0.611123834045004,0.948218153824934,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betaine,3,1,3,3,3,1,3,3,3,3,3,30.2671256525812,30.5182380826436,30.4043733700467,30.2309033891192,30.257451464088,30.9782630350912,30.1931981867237,30.3313805622693,30.060621945935,30.1673745437744,30.292233891669,-0.251112430062332,-0.137247717465478,0.0362222634620082,0.00967418849323565,-0.711137382509985,0.0739274658574907,-0.0642549096880671,0.206503706646213,0.0997511088068777,-0.0251082390877322,0.113864712596854,0.28733469352434,0.260786618555567,-0.460024952447654,0.325039895919822,0.186857520374264,0.457616136708545,0.350863538869209,0.226004190974599,0.173469980927486,0.146921905958713,-0.573889665044508,0.211175183322968,0.0729928077774105,0.343751424111691,0.236998826272355,0.112139478377745,-0.0265480749687725,-0.747359645971994,0.0377052023954825,-0.100477173150075,0.170281443184205,0.0635288453448695,-0.0613305025497404,-0.720811571003221,0.064253277364255,-0.0739290981813028,0.196829518152978,0.090076920313642,-0.0347824275809678,0.785064848367476,0.646882472821918,0.917641089156199,0.810888491316863,0.686029143422253,-0.138182375545558,0.132576240788723,0.025823642949387,-0.0990357049452228,0.27075861633428,0.164006018494945,0.0391466706003349,-0.106752597839336,-0.231611945733945,-0.12485934789461,0.385423849538866,0.500466218470146,0.858024885531863,0.961877560360118,0.0214316351974513,0.715426449818138,0.751225902563753,0.314567683892956,0.623305644420555,0.901291504749079,0.691424053385334,0.322210459165213,0.367780702785125,0.199925068283494,0.264601285841622,0.516384588546165,0.122372966789946,0.22983020130548,0.433782800907938,0.396245413410358,0.471170669719508,0.0570652114353101,0.304057280170065,0.718857824107641,0.10217522014352,0.250521136242942,0.581171377340233,0.895665222577465,0.0163724219344734,0.852283526333568,0.620796896272694,0.404811627833829,0.753937978237802,0.762169441712785,0.0199519174520145,0.751231996076325,0.715420462559528,0.337150754072269,0.65717618752398,0.863607178769638,0.0123241587041828,0.0342022315484186,0.00443744324371844,0.0101259438035228,0.0257693335193543,0.497590771117904,0.514980233640174,0.898495310598087,0.625782206228604,0.191714687478103,0.422018866440676,0.846710852356227,0.599315237962278,0.261059032583759,0.539467394323349,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Bis(methylbenzylidene)sorbitol,3,1,3,3,3,1,3,3,3,3,3,21.8883941990981,22.5884147493821,22.4669262438712,22.0651590413131,21.7256677952378,23.5762417534623,22.343396094595,22.5076638773515,22.6269117861839,22.7120973992603,22.5415136653755,-0.700020550284087,-0.578532044773095,-0.176764842215018,0.162726403860294,-1.68784755436428,-0.455001895496974,-0.619269678253474,-0.738517587085813,-0.823703200162271,-0.65311946627746,0.121488505510992,0.523255708069069,0.862746954144381,-0.987827004080188,0.245018654787113,0.0807508720306132,-0.0384970368017257,-0.123682649878184,0.0469010840066275,0.401767202558077,0.741258448633388,-1.10931550959118,0.123530149276121,-0.0407376334803793,-0.159985542312718,-0.245171155389176,-0.0745874215043649,0.339491246075312,-1.51108271214926,-0.278237053281956,-0.442504836038456,-0.561752744870795,-0.646938357947253,-0.476354624062441,-1.85057395822457,-0.617728299357267,-0.781996082113768,-0.901243990946107,-0.986429604022565,-0.815845870137753,1.2328456588673,1.0685778761108,0.949329967278462,0.864144354202004,1.03472808808682,-0.1642677827565,-0.283515691588839,-0.368701304665297,-0.198117570780486,-0.119247908832339,-0.204433521908797,-0.0338497880239856,-0.0851856130764581,0.0853981208083532,0.170583733884811,0.291379066562789,0.220097010487231,0.702437827450211,0.724986538065896,0.017320136701185,0.330947646811315,0.190646232066254,0.122232999771444,0.087207917795583,0.168644893908686,0.852478759637646,0.427110873243554,0.197018051805812,0.226441313565597,0.70805082285291,0.901603959453954,0.952990632859642,0.849848502851487,0.942745731860801,0.389254119453036,0.12094241882692,0.102105597732547,0.789267578213412,0.92970413205668,0.729420098550839,0.596898323370176,0.871718033907325,0.46557902622734,0.030602543815581,0.548831528201976,0.344056194708543,0.233213509421814,0.172501063734674,0.309369929217331,0.0101050619878362,0.191700383206067,0.103086275803026,0.0633055439529106,0.0439640649973767,0.090024939583101,0.0716054420974444,0.114377241592058,0.157721308551114,0.196326844998343,0.125511657466477,0.72249761245945,0.541353778401413,0.428703695357675,0.668684955435051,0.796395432903201,0.658834820744712,0.941564196099906,0.853699533703817,0.853339049324322,0.712332509479276,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choline,3,1,3,3,3,1,3,3,3,3,3,29.2860155061987,29.3259145968769,29.660260085211,29.6203609945328,29.3059355336923,29.6098036353003,29.5699045446221,29.8166224545415,29.7767233638634,29.9829790925211,30.0228781831993,-0.0398990906781655,-0.374244579012281,-0.334345488334112,-0.0199200274936295,-0.323788129101594,-0.283889038423428,-0.530606948342804,-0.490707857664642,-0.696963586322425,-0.736862677000591,-0.334345488334115,-0.294446397655946,0.019979063184536,-0.283889038423428,-0.243989947745263,-0.490707857664638,-0.450808766986476,-0.65706449564426,-0.696963586322425,0.0398990906781691,0.354324551518651,0.050456449910687,0.0903555405888525,-0.156362369330523,-0.116463278652361,-0.322719007310145,-0.36261809798831,0.314425460840482,0.0105573592325179,0.0504564499106834,-0.196261460008692,-0.15636236933053,-0.362618097988314,-0.402517188666479,-0.303868101607964,-0.263969010929799,-0.510686920849174,-0.470787830171012,-0.677043558828796,-0.716942649506962,0.0398990906781655,-0.20681881924121,-0.166919728563048,-0.373175457220832,-0.413074547898997,-0.246717909919376,-0.206818819241214,-0.413074547898997,-0.452973638577163,0.039899090678162,-0.166356637979622,-0.206255728657787,-0.206255728657784,-0.246154819335949,-0.0398990906781655,0.881678792917798,0.0605167248867427,0.0904387492200361,0.91629041349402,0.236311636967988,0.146103971643425,0.0108787997009228,0.017141956543551,0.00153442521086919,0.000953514194550771,0.22197197019818,0.279883248948235,0.940574037421707,0.392009852626234,0.36811100177719,0.079792441838246,0.105247885564415,0.0229571453896398,0.0167366717936631,0.833334182252272,0.0741281435598719,0.850728057294881,0.634570365514311,0.41372799421506,0.540967258013486,0.101307553754593,0.0681606815708085,0.109734421900713,0.96857531617992,0.790234196657665,0.30751787545297,0.413727994215039,0.068160681570806,0.0450482145569643,0.265286056829319,0.174854245539283,0.0136664967119568,0.021433279024167,0.00194545388266893,0.00120917084418009,0.881678792917798,0.444060937491056,0.535595548556913,0.175000277670775,0.135466354017055,0.203309066430011,0.282993713713802,0.0402651804623075,0.0261120525822824,0.833334182252301,0.385109098170653,0.284264431300702,0.28426443130071,0.204296339110575,0.833334182252287,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Cytosine,3,1,3,3,3,1,3,3,3,3,3,26.0694268784351,27.2439358217818,25.884756610929,25.4182546331447,25.3350552449803,25.3848594298939,25.7909525044108,25.4474583309511,25.9422693051767,25.869097582525,25.962821658723,-1.17450894334667,0.184670267506142,0.651172245290404,0.734371633454831,0.684567448541252,0.278474374024299,0.621968547483974,0.127157573258405,0.200329295910141,0.106605219712126,1.35917921085281,1.82568118863707,1.9088805768015,1.85907639188792,1.45298331737096,1.79647749083064,1.30166651660507,1.37483823925681,1.28111416305879,0.466501977784262,0.549701365948689,0.499897181035109,0.0938041065181565,0.437298279977831,-0.0575126942477375,0.0156590284039986,-0.0780650477940164,0.0831993881644273,0.0333952032508478,-0.372697871266105,-0.0292036978064303,-0.524014672031999,-0.450842949380263,-0.544567025578278,-0.0498041849135795,-0.455897259430532,-0.112403085970858,-0.607214060196426,-0.53404233754469,-0.627766413742705,-0.406093074516953,-0.0625989010572781,-0.557409875282847,-0.484238152631111,-0.577962228829126,0.343494173459675,-0.151316800765894,-0.0781450781141579,-0.171869154312173,-0.494810974225569,-0.421639251573833,-0.515363327771848,0.0731717226517361,-0.0205523535462788,-0.0937240761980149,0.0487643724395429,0.644001630165292,0.114790954825062,0.0779813139032109,0.233813463905375,0.487568353195354,0.130845454059193,0.749953030522881,0.616351362316267,0.789234793559856,0.0249478955760509,0.00411034531010508,0.00295156216025696,0.0136961568116296,0.0175433994253935,0.00461509588294434,0.030847374851233,0.0235352323194771,0.0332538494739557,0.250552052085546,0.178802204631631,0.380196084395244,0.81400657547947,0.280373044865453,0.885253703323316,0.968648931212804,0.844739887803944,0.834683337504663,0.952739088754168,0.355418016022374,0.941571484782732,0.198950953481693,0.266230374108395,0.182692644010019,0.929571836714781,0.261091541975659,0.778089060020268,0.139650902739692,0.190880102730004,0.127515397351231,0.474297692623886,0.911551187108548,0.329093586926879,0.39498443598123,0.312056033927117,0.393517371168134,0.704668773559098,0.844582917949187,0.667012130559066,0.223999967351728,0.297404388079528,0.206129428988346,0.854350018089927,0.958860269488638,0.814162111588285,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
