Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,SPE_Blank_FTICR_r1_08Feb23_Fir_300SA_P01_9395,SPE_Blank_FTICR_r2_10Feb23_Fir_300SA_P01_9463,SPE_Blank_FTICR_r3_10Feb23_Fir_300SA_P01_9510,Lab_Blank_r1_08Feb23_Fir_300SA_P01_9392,Lab_Blank_r1_08Feb23_Fir_300SA_P01_9415,Lab_Blank_r1_13Feb23_Fir_300SA_P01_9669,Lab_Blank_r2_09Feb23_Fir_300SA_P01_9442,Lab_Blank_r2_13Feb23_Fir_300SA_P01_9713,Lab_Blank_r2_13Feb23_Fir_300SA_P01_9736,Lab_Blank_r3_10Feb23_Fir_300SA_P01_9530,Lab_Blank_r3_10Feb23_Fir_300SA_P01_9554,Lab_Blank_r3_13Feb23_Fir_300SA_P01_9758
337.2724026,0,0,0,0,0,0,0,0,,,338.2796791,0,0,0,0,0,0,0,2911099.8,0,0,0,0,0,5234509.5
337.3112097,22,42,2,0,0,0,0,0,CHO,[M-H]-,338.3184861,-0.016362125,1,0,0,0,3169336.8,0,3131777,0,4569624.5,6136654,11084742,9495148,12870488
337.3305381,21,43,1,1,1,0,0,0,CHON,[M-H]-,338.3378146,0.015532382,0,0,3880157,4204442,0,0,3899779.5,0,4655644.5,7962450,4640713,4540016.5,10845021
338.1107993,0,0,0,0,0,0,0,0,,,339.1180758,0,0,0,2662295.3,0,0,3593455.8,0,5121118,0,0,0,0,0
338.1609035,17,25,6,1,0,0,0,0,CHON,[M-H]-,339.16818,0.022294251,1,3097958.3,3444131.3,3872876.8,0,0,0,0,0,0,0,0,0
338.2087432,15,34,5,0,1,1,0,0,CHOS,[M-H]-,339.2160196,0.088759827,0,0,0,0,0,0,0,0,0,0,0,0,2934337.5
338.239379,0,0,0,0,0,0,0,0,,,339.2466554,0,0,0,2682806,0,4959414.5,4575499.5,0,5378171,0,0,3501662.8,3291974.5,0
338.3428309,22,45,1,1,0,0,0,0,CHON,[M-H]-,339.3501073,0.02284162,1,6946710,8775119,9325723,0,0,6700553.5,0,6770425.5,12613648,19756144,17931104,17824868
338.9332936,0,0,0,0,0,0,0,0,,,339.9405701,0,0,4252720.5,6818398,5438770.5,0,2973602,0,2741528,3625339.8,5225600.5,4478164,3617260,6696192.5
339.1036434,0,0,0,0,0,0,0,0,,,340.1109199,0,1,0,0,0,0,0,0,0,0,2652833,0,0,3769133.8
339.1071498,0,0,0,0,0,0,0,0,,,340.1144263,0,1,3959902.3,6516360,3008351.5,4757807,6042056,0,8230207.5,0,0,0,0,2792238.8
339.1400445,0,0,0,0,0,0,0,0,,,340.147321,0,1,0,0,0,0,0,4926068.5,0,4788137.5,3973288,0,0,7310647.5
339.144904,17,24,7,0,0,0,0,0,CHO,[M-H]-,340.1521805,0.066564675,1,7749736,7739025.5,5682537,0,0,0,0,0,0,0,0,0
339.1660342,14,28,9,0,0,0,0,0,CHO,[M-H]-,340.1733107,0.064099703,1,0,0,0,0,0,0,0,0,3664557,5746940,5260324,4642110.5
339.1812842,18,28,6,0,0,0,0,0,CHO,[M-H]-,340.1885607,0.082085737,1,5482609.5,5868186,4904306.5,3474745.3,3074008.5,0,0,3137458.8,0,0,0,3194178.3
339.1818243,0,0,0,0,0,0,0,0,,,340.1891007,0,0,0,0,0,0,0,0,0,0,0,0,0,2896194.5
339.199215,0,0,0,0,0,0,0,0,,,340.2064914,0,0,3496054.5,0,4734327,0,0,0,0,5813175,0,3618049.5,3107883.8,0
339.1999327,19,32,3,0,0,1,0,0,CHOS,[M-H]-,340.2072092,0.01882485,1,44511352,59002528,61148536,10640700,20489692,52962940,8930645,71238584,86919344,46171392,40086572,126307656
339.2540691,20,36,4,0,0,0,0,0,CHO,[M-H]-,340.2613456,0.04135857,1,0,0,2939269.3,2758979.5,0,0,0,0,3429565.8,0,0,5040469.5
339.290488,21,40,3,0,0,0,0,0,CHO,[M-H]-,340.2977645,-0.05672916,1,0,2839220.8,0,0,0,0,0,0,0,0,0,2946911.5
339.3261517,0,0,0,0,0,0,0,0,,,340.3334282,0,0,0,0,0,0,0,0,0,0,5114059.5,0,0,0
339.3268571,22,44,2,0,0,0,0,0,CHO,[M-H]-,340.3341335,-0.008471545,1,12343448,5480125.5,4236696,18572622,5313016.5,21137038,3008369.8,37880788,61311180,3894551.5,4358218.5,105631080
339.3461593,21,45,1,1,1,0,0,0,CHON,[M-H]-,340.3534357,0.100441954,0,0,0,0,0,0,0,0,0,2959055.5,4996379,4318287,2635118.3
340.2032961,18,32,3,0,1,1,0,0,CHOS,[M-H]-,341.2105726,-0.006422415,0,9128320,11566997,11923068,0,4703930.5,10022661,3046460,13857944,16804212,7800240,7481631.5,25783892
340.2460239,0,0,0,0,0,0,0,0,,,341.2533003,0,0,6764940,11085728,7468679,0,0,0,0,0,0,0,0,0
340.3302063,21,44,2,0,1,0,0,0,CHO,[M-H]-,341.3374828,0.007878838,0,2978210.3,0,0,4731358,0,4795158.5,0,7808180.5,14879117,0,0,25247350
340.7477197,0,0,0,0,0,0,0,0,,,341.7549962,0,0,2657297.8,3768860.3,0,0,0,0,0,0,0,0,0,0
340.9984163,0,0,0,0,0,0,0,0,,,342.0056928,0,0,0,0,0,0,0,0,0,0,0,27051582,23104994,0
341.1088937,12,22,11,0,0,0,0,0,CHO,[M-H]-,342.1161701,0.12110482,1,2707570.5,0,0,0,0,3804034,0,6421861,9620005,0,0,12662602
341.1605665,17,26,7,0,0,0,0,0,CHO,[M-H]-,342.167843,0.029772463,1,73683584,67375232,56627064,7372376.5,7454609.5,10772361,6172443.5,15369585,16939566,3868251,0,21786456
341.1612765,0,0,0,0,0,0,0,0,,,342.168553,0,1,5694080.5,0,0,0,0,0,0,0,0,0,0,0
341.1777251,0,0,0,0,0,0,0,0,,,342.1850016,0,1,0,2748551.5,0,0,0,0,0,0,0,0,0,0
341.1957366,0,0,0,0,0,0,0,0,,,342.2030131,0,0,0,0,0,0,0,3405198,0,0,3783221.5,0,0,5707617.5
341.1969666,18,30,6,0,0,0,0,0,CHO,[M-H]-,342.2042431,-0.012731496,1,3324554.3,0,0,2838110,0,0,0,0,0,0,0,3360098
341.2066395,0,0,0,0,0,0,0,0,,,342.2139159,0,0,0,0,0,0,0,0,0,0,0,0,0,2692964.8
341.2229035,0,0,0,0,0,0,0,0,,,342.23018,0,0,0,0,0,0,0,0,0,3435391,2776635,0,0,4766569
341.2333527,19,34,5,0,0,0,0,0,CHO,[M-H]-,342.2406292,-0.014614802,1,0,0,0,0,0,0,0,3252609.5,0,0,0,3816300
341.2697302,20,38,4,0,0,0,0,0,CHO,[M-H]-,342.2770067,0.00875712,1,4644509.5,4374686.5,3492243.3,3854952.8,4623274.5,3859352.5,0,6295946,6439492,3668590.5,2752549.8,11589494
341.3060776,21,42,3,0,0,0,0,0,CHO,[M-H]-,342.3133541,0.120164015,1,0,0,0,0,0,0,0,0,0,0,2826286.8,4095871.8
341.3334955,0,0,0,0,0,0,0,0,,,342.3407719,0,0,0,0,0,0,0,0,0,0,0,0,0,2954119.3
341.9980155,0,0,0,0,0,0,0,0,,,343.005292,0,1,0,0,0,0,0,0,0,0,0,3564275.3,3558107,0
342.1639258,16,26,7,0,1,0,0,0,CHO,[M-H]-,343.1712023,0.016800195,1,13448079,11899263,8859776,0,0,0,0,2850391,3428083.5,0,0,4132971.8
342.6378607,0,0,0,0,0,0,0,0,,,343.6451372,0,0,0,0,3556605.5,0,0,0,0,0,0,0,0,0
342.8756422,0,0,0,0,0,0,0,0,,,343.8829187,0,0,0,0,0,0,0,0,0,0,0,3692438.3,0,0
342.8763797,0,0,0,0,0,0,0,0,,,343.8836562,0,0,0,0,0,0,0,0,0,0,0,43976600,36147128,0
342.9205772,0,0,0,0,0,0,0,0,,,343.9278536,0,1,0,0,0,0,0,0,0,0,0,0,2672067,0
342.9744864,0,0,0,0,0,0,0,0,,,343.9817628,0,0,0,3571277,3312983.3,0,0,0,0,3788050.5,4280211.5,0,0,7461196.5
342.9952512,0,0,0,0,0,0,0,0,,,344.0025277,0,1,0,0,0,0,0,0,0,0,0,3305388.8,0,0
343.1398167,16,24,8,0,0,0,0,0,CHO,[M-H]-,344.1470931,0.071561404,1,0,2736759.3,2612611.5,0,0,0,0,0,0,0,0,3372410.5
343.1681911,0,0,0,0,0,0,0,0,,,344.1754676,0,1,0,0,0,0,6524254,0,2673913.3,2762047.8,3554746.3,6831053,4387841.5,3467650.5
343.1762327,17,28,7,0,0,0,0,0,CHO,[M-H]-,344.1835092,-0.017176545,1,10800290,10582657,9200013,34908044,36940128,0,24508668,0,3325883.8,0,7972867.5,4608388.5
343.2126155,18,32,6,0,0,0,0,0,CHO,[M-H]-,344.219892,-0.009334021,1,0,3192457.8,0,3820434.8,3392872.3,0,0,0,2771907,0,0,4831631
343.2238863,17,32,5,2,0,0,0,0,CHON,[M-H]-,344.2311627,-0.117912121,1,0,0,0,2858900.5,0,0,0,0,0,0,0,0
343.2489248,19,36,5,0,0,0,0,0,CHO,[M-H]-,344.2562013,0.212005874,1,0,2622099,0,3288472.5,0,0,0,0,0,0,0,4044185
343.2853841,20,40,4,0,0,0,0,0,CHO,[M-H]-,344.2926605,-0.00220988,1,2615487.5,0,0,2931614.3,0,0,0,3361115,4460497.5,4014051.3,3434015.5,5429667
344.0515769,0,0,0,0,0,0,0,0,,,345.0588534,0,1,0,0,0,0,0,0,0,0,0,5745781,4220130.5,0
344.1715125,16,27,7,1,0,0,0,0,CHON,[M-H]-,345.1787889,-0.106371427,1,0,0,0,0,0,0,0,0,0,0,2671617.3,0
344.1796061,16,28,7,0,1,0,0,0,CHO,[M-H]-,345.1868825,-0.07078772,0,0,2662273.8,0,6474796.5,5800522,0,4321774,0,0,0,0,0
344.5513,0,0,0,0,0,0,0,0,,,345.5585765,0,0,0,0,0,0,0,0,0,0,0,3233493.5,2777954.8,0
344.8722355,0,0,0,0,0,0,0,0,,,345.8795119,0,0,0,0,0,0,0,0,0,0,0,2858772,0,0
345.0683241,0,0,0,0,0,0,0,0,,,346.0756006,0,1,0,0,3749769.8,0,0,0,0,0,0,0,0,0
345.0979097,18,18,7,0,0,0,0,0,CHO,[M-H]-,346.1051862,0.192817468,2,0,0,0,2627777.5,0,0,0,0,0,0,0,0
345.1042616,0,0,0,0,0,0,0,0,,,346.111538,0,1,4347570,0,0,4024514.8,6839076.5,2756536.5,5666512,2964230.3,3030844.8,0,0,5349283
345.1474349,0,0,0,0,0,0,0,0,,,346.1547114,0,0,36320956,29422716,38785952,0,7279406.5,4093374.8,0,4674832.5,3537733.3,0,0,5985199.5
345.1726721,0,0,0,0,0,0,0,0,,,346.1799486,0,1,2645700.8,0,0,0,0,0,0,0,0,0,0,0
345.1918945,17,30,7,0,0,0,0,0,CHO,[M-H]-,346.1991709,-0.050917668,1,7950026,6987911,4903851,0,3184441.3,0,3501797.3,0,2963790.3,0,0,0
345.228337,18,34,6,0,0,0,0,0,CHO,[M-H]-,346.2356135,-0.215648803,1,0,0,0,0,3116353.8,0,0,0,0,0,0,0
345.2646559,19,38,5,0,0,0,0,0,CHO,[M-H]-,346.2719323,-0.023133944,1,8515294,3647642,0,10615005,5326666.5,5902800,3414263.3,8421676,10470749,0,0,13016017
345.2817508,0,0,0,0,0,0,0,0,,,346.2890273,0,0,0,0,2632643.5,0,0,0,0,0,0,3147108,2982943,0
346.1507679,15,25,8,1,0,0,0,0,CHON,[M-H]-,347.1580444,-0.07948872,1,7811026.5,6923648.5,8357039,0,0,0,0,0,0,0,0,0
346.167838,0,0,0,0,0,0,0,0,,,347.1751145,0,0,0,0,0,4461939,0,0,4075478,0,0,0,0,0
346.2598073,18,37,5,1,0,0,0,0,CHON,[M-H]-,347.2670838,0.257774775,1,3029488.8,0,0,0,0,0,0,0,0,0,0,0
346.2680321,18,38,5,0,1,0,0,0,CHO,[M-H]-,347.2753085,-0.084580499,0,0,0,0,3167108,0,0,0,0,3751974.8,0,0,3591406.5
347.0758658,0,0,0,0,0,0,0,0,,,348.0831423,0,1,0,3785330.3,10116522,0,0,2924759.8,0,6695644,9346762,17578698,13935602,15082966
347.1444694,0,0,0,0,0,0,0,0,,,348.1517459,0,0,12380390,8953476,12733885,0,0,0,0,0,0,0,0,0
347.1641979,0,0,0,0,0,0,0,0,,,348.1714743,0,1,0,0,0,8487452,5319953,0,0,0,0,0,0,0
347.1710935,16,28,8,0,0,0,0,0,CHO,[M-H]-,348.1783699,0.137703415,1,2640621,0,0,0,0,0,0,0,0,0,0,0
347.2795552,0,0,0,0,0,0,0,0,,,348.2868317,0,0,9648395,8222375.5,0,0,0,0,9153770,5614348.5,0,0,0,0
347.2802986,19,40,5,0,0,0,0,0,CHO,[M-H]-,348.287575,-0.001795243,1,130570504,102143656,79074784,184732208,145575216,66161396,123981032,72190736,92180208,81201904,65967144,168384016
347.2810327,0,0,0,0,0,0,0,0,,,348.2883091,0,0,0,8541864,0,0,0,0,8867051,0,0,0,5121064,0
348.0754297,0,0,0,0,0,0,0,0,,,349.0827061,0,1,0,0,0,0,0,0,0,0,0,4420501.5,3582713.5,0
348.0792269,0,0,0,0,0,0,0,0,,,349.0865034,0,1,0,0,0,0,0,0,0,0,0,3302294.5,0,0
348.2828995,0,0,0,0,0,0,0,0,,,349.290176,0,0,0,0,0,3738334,0,0,0,0,0,0,0,0
348.283646,18,40,5,0,1,0,0,0,CHO,[M-H]-,349.2909225,0.019300128,0,29121058,23783344,16312052,38906592,30715424,13904778,27491814,15948798,21315518,17075136,13595952,33396530
348.9540442,0,0,0,0,0,0,0,0,,,349.9613207,0,0,0,3053664.3,4353962.5,0,0,0,0,0,0,0,0,0
349.0447713,0,0,0,0,0,0,0,0,,,350.0520477,0,1,0,3407992.3,3600835.5,0,0,0,0,0,0,0,0,0
349.0551278,0,0,0,0,0,0,0,0,,,350.0624043,0,1,0,4562043,7761862.5,0,13385436,0,0,2673336.3,2632282.3,12088416,8433149,4745233
349.0728986,0,0,0,0,0,0,0,0,,,350.0801751,0,0,0,0,3731403,0,0,0,0,2888892.8,4411486,6196324,4126209.5,4892694.5
349.2020471,20,30,5,0,0,0,0,0,CHO,[M-H]-,350.2093236,0.001382096,1,5387040.5,5191841.5,4322286.5,0,0,0,0,0,0,0,0,0
349.2231638,17,34,7,0,0,0,0,0,CHO,[M-H]-,350.2304403,0.037562242,1,3617574.3,0,2967028.3,0,0,0,0,0,0,0,0,0
349.2384397,21,34,4,0,0,0,0,0,CHO,[M-H]-,350.2457162,-0.018811088,1,0,0,0,0,0,0,0,2604772.8,0,0,0,3068998.3
349.2418443,18,38,4,0,0,1,0,0,CHOS,[M-H]-,350.2491207,-0.115183507,1,3929899.5,0,0,5705607.5,0,0,0,0,0,0,0,0
349.2513362,0,0,0,0,0,0,0,0,,,350.2586126,0,1,1407245056,1338562688,998561792,0,7692044.5,0,3463385.8,0,0,6587529.5,6261297,0
349.2759503,0,0,0,0,0,0,0,0,,,350.2832268,0,0,0,5023925,6193154.5,0,0,0,0,0,0,0,0,0
349.287016,0,0,0,0,0,0,0,0,,,350.2942925,0,0,3355960,0,0,4972431.5,3442965,0,2971874.8,2714352.5,0,0,0,3654740.3
349.6885348,0,0,0,0,0,0,0,0,,,350.6958113,0,0,0,2662690.3,0,0,0,0,0,0,0,0,0,0
350.0546352,0,0,0,0,0,0,0,0,,,351.0619116,0,0,0,0,0,0,3430865.3,0,0,0,0,3025714.3,0,0
350.2546813,0,0,0,0,0,0,0,0,,,351.2619578,0,0,278518848,266590640,203282704,0,0,0,0,0,0,0,0,0
350.9621901,0,0,0,0,0,0,0,0,,,351.9694665,0,0,2782984.8,0,0,0,0,0,0,0,0,0,0,0
351.0521583,0,0,0,0,0,0,0,0,,,352.0594348,0,0,0,0,0,0,5262534.5,0,0,0,0,5574150.5,2952721,0
351.1344494,0,0,0,0,0,0,0,0,,,352.1417259,0,1,0,0,0,0,4875483,3201330.3,0,6801072.5,5622271,0,0,7406189
351.1813229,19,28,6,0,0,0,0,0,CHO,[M-H]-,352.1885994,-0.030591138,1,3509573.5,3311276.8,3846667,0,2946278.5,0,0,0,0,3073058,0,3987066.8
351.2176835,20,32,5,0,0,0,0,0,CHO,[M-H]-,352.22496,0.040278051,1,6562127.5,4696758.5,4893205,0,0,0,0,0,0,0,0,0
351.22085,0,0,0,0,0,0,0,0,,,352.2281265,0,0,13884752,12403383,11407894,10628335,10410224,12191039,8648910,12865221,18063888,8183338.5,6338622,31853190
351.2516923,0,0,0,0,0,0,0,0,,,352.2589687,0,0,0,0,0,8568053,7161079.5,3530051.8,6700245.5,0,3253270.8,2779185,2926662.5,4750991.5
351.2555718,0,0,0,0,0,0,0,0,,,352.2628483,0,0,12127578,11406017,9292319,0,0,0,0,0,0,0,0,0
351.2580302,0,0,0,0,0,0,0,0,,,352.2653066,0,0,26697050,25537218,19921440,0,0,0,0,0,0,0,0,0
351.3268305,23,44,2,0,0,0,0,0,CHO,[M-H]-,352.3341069,0.06732744,1,0,0,0,0,0,0,0,0,0,0,0,4412069.5
351.4636525,0,0,0,0,0,0,0,0,,,352.470929,0,0,0,0,0,0,6067500,0,0,0,0,0,0,0
352.1265033,0,0,0,0,0,0,0,0,,,353.1337798,0,0,0,2665383,0,0,0,0,0,0,0,0,0,0
352.2242587,0,0,0,0,0,0,0,0,,,353.2315352,0,1,0,0,0,0,0,0,0,2977209.3,2981595,0,0,5425066.5
352.7361316,0,0,0,0,0,0,0,0,,,353.7434081,0,0,0,0,0,2734346.3,0,0,0,0,0,0,0,0
352.9206466,0,0,0,0,0,0,0,0,,,353.9279231,0,0,0,0,0,0,0,0,0,0,0,16748442,15374854,0
352.948961,0,0,0,0,0,0,0,0,,,353.9562374,0,0,3542830.3,10237056,9815021,0,0,0,2848391.3,2896489.5,4436845,3049888.5,3630093.8,8082558
353.1193787,0,0,0,0,0,0,0,0,,,354.1266552,0,1,0,0,0,2759251,3179717.5,0,2957491,0,0,0,0,3151535.5
353.122838,0,0,0,0,0,0,0,0,,,354.1301145,0,1,0,2988718.3,0,0,0,0,2965171.8,0,0,0,0,0
353.1313767,0,0,0,0,0,0,0,0,,,354.1386531,0,1,0,0,0,0,0,0,0,0,0,0,0,2817715
353.1605885,18,26,7,0,0,0,0,0,CHO,[M-H]-,354.1678649,-0.033202437,1,2984808.5,3629240.3,0,0,0,0,0,0,0,0,0,0
353.1969803,19,30,6,0,0,0,0,0,CHO,[M-H]-,354.2042567,-0.0508857,1,4294514.5,4061378,4218928.5,12420706,11164377,0,10705607,2605222,2698654.8,10256343,7576144.5,4570310
353.2003469,16,34,6,0,0,1,0,0,CHOS,[M-H]-,354.2076234,-0.039244846,1,9369459,4653251,4610097.5,8470114,8544986,5233256.5,0,7798951,10103712,0,0,14105799
353.2122254,23,30,3,0,0,0,0,0,CHO,[M-H]-,354.2195019,-0.01993791,1,2849142.8,0,0,0,0,0,0,0,0,0,0,0
353.2155707,20,34,3,0,0,1,0,0,CHOS,[M-H]-,354.2228471,0.052289328,1,0,0,0,0,0,0,0,0,0,0,0,2723531.8
353.2309426,0,0,0,0,0,0,0,0,,,354.2382191,0,1,12517244,12147915,12346426,12695144,11662049,10980973,13238992,12161198,16860070,6032350,5547609.5,28900560
353.2696867,21,38,4,0,0,0,0,0,CHO,[M-H]-,354.2769631,0.131470876,1,0,0,0,0,0,0,0,0,0,0,0,2745563.5
353.3061385,22,42,3,0,0,0,0,0,CHO,[M-H]-,354.3134149,-0.055650816,1,0,2648286.8,0,2898038.5,0,0,0,0,3865524.8,0,0,7127270
353.3425027,23,46,2,0,0,0,0,0,CHO,[M-H]-,354.3497791,0.004513841,1,9215899,2863336.5,0,13364861,2954492.8,10186366,0,21848266,37860284,0,0,60267760
354.1558364,17,25,7,1,0,0,0,0,CHON,[M-H]-,355.1631129,-0.030123485,1,0,0,0,0,0,0,0,0,3163743,0,0,4153821.5
354.2003195,18,30,6,0,1,0,0,0,CHO,[M-H]-,355.2075959,-0.006765256,1,0,0,0,2776354.3,0,0,2779080.3,0,0,0,0,0
354.2036878,15,34,6,0,1,1,0,0,CHOS,[M-H]-,355.2109642,0.000355298,1,0,0,0,0,0,0,0,0,0,0,0,2862571.5
354.2343291,0,0,0,0,0,0,0,0,,,355.2416055,0,0,0,0,0,2945833,2644442,2908932.3,2987473,2604962.3,3252846.5,0,0,5239284.5
354.3013008,21,41,3,1,0,0,0,0,CHON,[M-H]-,355.3085773,0.188388589,1,0,2670565.3,0,0,0,0,0,0,0,0,0,0
354.3458372,22,46,2,0,1,0,0,0,CHO,[M-H]-,355.3531136,0.061707422,0,2650798,0,0,3277630.5,0,2785557,0,5984701.5,8295557,0,0,14442005
355.1762145,18,28,7,0,0,0,0,0,CHO,[M-H]-,356.183491,0.034403948,1,6360465,8093387.5,5501512,0,0,0,0,0,0,0,0,0
355.2125404,19,32,6,0,0,0,0,0,CHO,[M-H]-,356.2198168,0.2019311,1,3360154.8,2674901,0,0,0,0,0,0,0,0,0,0
355.2489269,20,36,5,0,0,0,0,0,CHO,[M-H]-,356.2562033,0.199111305,1,0,0,0,0,0,0,0,0,0,0,0,2709275.3
355.2854233,21,40,4,0,0,0,0,0,CHO,[M-H]-,356.2926998,-0.112235526,1,0,0,0,0,0,2796962.8,0,4406945.5,3700032,0,0,11892518
355.3209719,0,0,0,0,0,0,0,0,,,356.3282483,0,0,0,0,0,0,0,0,0,0,0,0,0,3209008.3
355.3217615,22,44,3,0,0,0,0,0,CHO,[M-H]-,356.329038,0.020397584,1,2940856.5,0,0,4999165,0,6851496.5,0,17203882,21267784,0,0,39714608
355.4941511,0,0,0,0,0,0,0,0,,,356.5014276,0,0,0,0,0,0,0,0,0,0,0,5928403.5,6003898.5,0
356.1714673,17,27,7,1,0,0,0,0,CHON,[M-H]-,357.1787438,0.023724678,1,11176607,10004432,13248340,8927397,20952506,33009704,9512386,41120632,31266288,14471787,15641969,25931814
356.2078339,18,31,6,1,0,0,0,0,CHON,[M-H]-,357.2151104,0.076587177,1,3145897,0,0,0,0,0,0,0,0,0,0,0
356.288762,20,40,4,0,1,0,0,0,CHO,[M-H]-,357.2960384,-0.066686174,0,0,0,0,0,0,0,0,0,0,0,0,3208264.8
356.3251459,21,44,3,0,1,0,0,0,CHO,[M-H]-,357.3324223,-0.06215991,0,0,0,0,0,0,0,0,3671965.3,5116429.5,0,0,9130067
356.8611766,0,0,0,0,0,0,0,0,,,357.8684531,0,0,0,0,0,0,0,0,0,0,0,6638342.5,5514794,2943726.3
356.892022,0,0,0,0,0,0,0,0,,,357.8992985,0,0,0,0,0,0,0,0,0,0,0,3031821.8,0,0
356.952726,0,0,0,0,0,0,0,0,,,357.9600025,0,1,4060018.3,0,0,0,0,0,0,0,0,0,0,0
356.9901776,0,0,0,0,0,0,0,0,,,357.997454,0,0,0,9408678,11122734,0,0,0,0,0,2987664.3,0,0,5131539.5
357.0139133,0,0,0,0,0,0,0,0,,,358.0211898,0,1,0,6064300,14229557,0,0,0,0,0,0,7928617.5,8429139,0
357.0297293,0,0,0,0,0,0,0,0,,,358.0370057,0,0,0,0,0,0,0,0,0,0,0,22975276,20745816,2869535
357.0615952,18,14,8,0,0,0,0,0,CHO,[M-H]-,358.0688717,-0.011868862,1,3912591.5,4361400.5,4373569.5,0,0,0,0,0,0,0,0,0
357.0682824,0,0,0,0,0,0,0,0,,,358.0755589,0,1,0,0,0,0,0,0,0,0,0,3862325.5,2673249.8,0
357.0836881,0,0,0,0,0,0,0,0,,,358.0909646,0,1,0,0,0,0,0,0,0,0,3524258.5,14934841,11961958,3086126.5
357.1046607,0,0,0,0,0,0,0,0,,,358.1119372,0,1,0,8081603.5,16855116,3149151.8,0,0,6260402,6480985.5,10342055,51729212,41999980,13955381
357.1054411,0,0,0,0,0,0,0,0,,,358.1127175,0,0,0,0,0,0,0,0,0,0,0,4625214,0,0
357.1555039,17,26,8,0,0,0,0,0,CHO,[M-H]-,358.1627804,-0.035064028,1,7547816.5,8833233,6774874.5,0,0,0,0,0,0,0,2909305.3,3268419.3
357.1726192,0,0,0,0,0,0,0,0,,,358.1798957,0,1,6661037.5,6924501.5,6250591,0,0,0,0,0,0,0,0,0
357.1748489,16,27,7,1,1,0,0,0,CHON,[M-H]-,358.1821254,-0.051139489,1,0,2909910,3883103.8,2822509.8,3581618.5,0,0,8035434.5,6480564,0,0,4993353
357.2071077,22,30,4,0,0,0,0,0,CHO,[M-H]-,358.2143841,0.070667202,1,0,2717918.3,0,3122548.3,3630778.5,0,3683020,0,0,4135765,4460167,0
357.2282871,19,34,6,0,0,0,0,0,CHO,[M-H]-,358.2355635,-0.068972166,1,0,0,0,0,0,0,0,0,0,0,0,3977560.3
357.2394817,18,34,5,2,0,0,0,0,CHON,[M-H]-,358.2467582,0.03911095,1,0,0,0,6538619,7978690.5,0,6498004.5,0,0,7068508.5,4912784,0
357.2646872,20,38,5,0,0,0,0,0,CHO,[M-H]-,358.2719637,-0.109900179,1,0,2663661.3,0,0,0,0,0,0,0,0,0,3732322.8
357.2819039,0,0,0,0,0,0,0,0,,,358.2891804,0,0,0,0,0,0,2726093,0,0,0,0,0,0,0
357.3002378,0,0,0,0,0,0,0,0,,,358.3075143,0,0,0,0,5480577,0,0,0,0,0,0,3580778,0,2861421
357.3010272,21,42,4,0,0,0,0,0,CHO,[M-H]-,358.3083037,0.017196574,1,13140944,37429496,69525632,9826695,12125906,11088082,11089636,18023560,22812364,44421996,37011104,30810478
357.3018135,0,0,0,0,0,0,0,0,,,358.30909,0,0,0,0,5595265.5,0,0,0,0,0,0,0,3372704.5,0
358.0134664,0,0,0,0,0,0,0,0,,,359.0207429,0,1,0,0,3559742.3,0,0,0,0,0,0,0,0,0
358.0292931,0,0,0,0,0,0,0,0,,,359.0365696,0,1,0,0,0,0,0,0,0,0,0,2634255.8,3203939.5,0
358.1042104,0,0,0,0,0,0,0,0,,,359.1114869,0,1,0,0,2904406,0,0,0,0,0,2737513.3,9913377,8791928,0
358.1080121,0,0,0,0,0,0,0,0,,,359.1152886,0,0,0,0,0,0,0,0,0,0,0,6609953.5,4073336.5,0
358.1507544,16,25,8,1,0,0,0,0,CHON,[M-H]-,359.1580309,-0.039233477,1,0,0,2810722.5,0,0,0,0,0,0,0,0,0
358.3009972,0,0,0,0,0,0,0,0,,,359.3082737,0,1,0,0,0,0,0,0,0,0,0,2690637.5,0,3028620.8
358.3043754,20,42,4,0,1,0,0,0,CHO,[M-H]-,359.3116518,0.035727313,0,3789531.8,8180218.5,15188363,0,3039689.5,2720617.3,0,3454330,5314448,9090126,8667053,5558925.5
358.8713602,0,0,0,0,0,0,0,0,,,359.8786367,0,0,0,0,0,0,0,0,0,0,0,0,2662468.8,0
358.9871972,0,0,0,0,0,0,0,0,,,359.9944736,0,1,0,3729066.3,4142654.5,0,0,0,0,0,0,0,0,0
359.0090198,0,0,0,0,0,0,0,0,,,360.0162963,0,2,0,0,0,0,0,0,0,0,0,7920879.5,6941801.5,0
359.0107046,0,0,0,0,0,0,0,0,,,360.017981,0,0,0,0,3124292.8,0,0,0,0,0,0,0,0,0
359.0757333,0,0,0,0,0,0,0,0,,,360.0830098,0,1,0,0,0,0,0,0,0,0,0,2880254.8,0,0
359.1015324,0,0,0,0,0,0,0,0,,,360.1088088,0,0,0,0,3404380.5,0,0,0,0,0,0,6460676.5,5905538,2689649.8
359.1199104,0,0,0,0,0,0,0,0,,,360.1271869,0,2,4021171.8,6038220,6435425.5,0,4993170,0,6816950,3081277.3,3986477,3748104.8,2850951,7539575
359.1347652,16,24,9,0,0,0,0,0,CHO,[M-H]-,360.1420417,-0.025791697,1,0,2695888,2987621.3,0,0,0,0,0,0,0,0,0
