Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
Unknown 031,5,6,6,6,6,5,14.3692799606742,14.4871546722828,14.3790992373901,14.7085779307118,14.4749979710674,14.4029238746287,-0.117874711608639,-0.00981927671594462,-0.339297970037679,-0.105718010393222,-0.0336439139544957,0.108055434892695,-0.22142325842904,0.0121567012154173,0.0842307976541434,-0.329478693321734,-0.0958987336772772,-0.0238246372385511,0.233579959644457,0.305654056083183,0.0720740964387261,0.498606403510335,0.954861723199322,0.0583866706835346,0.543594226658518,0.852735488738107,0.515179124363464,0.187600032703577,0.941411830837336,0.628013301432234,0.0541681266177698,0.5632327279042,0.890780819460647,0.165243478843673,0.0863046552064554,0.678265422956205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 032,5,6,6,6,6,5,18.6396374665671,18.7099590619149,18.7470146599686,18.8177664682314,18.6670869614046,18.7348492566195,-0.0703215953477851,-0.107377193401451,-0.178129001664225,-0.0274494948375086,-0.0952117900523213,-0.0370555980536658,-0.107807406316439,0.0428721005102766,-0.0248901947045361,-0.0707518082627736,0.0799276985639423,0.0121654033491296,0.150679506826716,0.0829172116119032,-0.0677622952148127,0.540766693831842,0.352471943423555,0.127982540288272,0.810763090715806,0.428897641869074,0.734733425517764,0.327940559750644,0.695143909068266,0.828101579704112,0.518806834508466,0.466548206500655,0.915453008657726,0.174997432516059,0.471363207414049,0.555502062984454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 033,5,6,6,6,6,5,17.8832185163459,17.9240674244352,17.7368429796328,17.4579677703817,17.5495063000597,18.0140367940339,-0.0408489080892629,0.146375536713116,0.425250745964206,0.333712216286258,-0.130818277688011,0.187224444802379,0.466099654053469,0.374561124375521,-0.089969369598748,0.27887520925109,0.187336679573143,-0.277193814401127,-0.0915385296779476,-0.556069023652217,-0.464530493974269,0.887154210328284,0.611871106764232,0.147192594503596,0.251903511185662,0.663968323286805,0.496870685246497,0.0976235707058938,0.179362846470645,0.754791549232854,0.313963630603749,0.496614876642072,0.339489279101957,0.738949829709279,0.0613260552672042,0.114617998118509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 034,5,6,6,6,6,5,16.2772670629003,16.11357971801,16.3570261653265,16.5219699557007,16.3684914217306,16.6352502533538,0.163687344890342,-0.0797591024261699,-0.244702892800397,-0.0912243588303063,-0.35798319045351,-0.243446447316511,-0.408390237690739,-0.254911703720648,-0.521670535343851,-0.164943790374227,-0.0114652564041364,-0.27822408802734,0.153478533970091,-0.113280297653112,-0.266758831623203,0.399644097844202,0.680032920409234,0.21152603686607,0.637298443810112,0.0841263356091318,0.192905615292365,0.0333501551973572,0.173393834669845,0.0109354349964538,0.373742579191751,0.950346301424446,0.157124979099827,0.407417424315254,0.55865787893063,0.174321039020012,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
Unknown 035,5,6,6,6,6,5,15.8590400212236,15.7219328551332,15.3271157254898,15.4857900529432,14.8889431937236,16.2497934766014,0.13710716609039,0.531924295733797,0.373249968280401,0.97009682749996,-0.390753455377812,0.394817129643407,0.236142802190011,0.83298966140957,-0.527860621468202,-0.158674327453395,0.438172531766163,-0.922677751111609,0.596846859219559,-0.764003423658213,-1.36085028287777,0.85019019566297,0.465712849290507,0.607867134206009,0.188208859279187,0.607036735114848,0.569390493957364,0.733153501497341,0.234625186222931,0.469095099258612,0.818697862905389,0.528040742179613,0.210054976575004,0.391511469966817,0.297196626887997,0.0688609299207258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 036,5,6,6,6,6,5,15.0522922349539,14.6345661923043,15.3934630008418,14.3081977032292,15.3922414337265,15.9654723131263,0.417726042649587,-0.341170765887915,0.744094531724718,-0.339949198772567,-0.913180078172424,-0.758896808537502,0.326368489075131,-0.757675241422154,-1.33090612082201,1.08526529761263,0.00122156711534771,-0.572009312284509,-1.08404373049729,-1.65727460989714,-0.573230879399857,0.631143879196575,0.694762483681019,0.394547988521985,0.69579784833021,0.318318855773558,0.362893956964893,0.693807470432842,0.363655485765702,0.133180379393595,0.19662577640617,0.998822618181122,0.511662830326956,0.197115153331618,0.0643252974959884,0.510768676916312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 037,5,6,6,6,6,5,13.5840386467168,13.6028463143454,13.6932657301906,13.6353511877405,13.6264255699906,13.7746581776795,-0.018807667628554,-0.109227083473755,-0.0513125410237354,-0.0423869232738117,-0.19061953096265,-0.0904194158452007,-0.0325048733951814,-0.0235792556452576,-0.171811863334096,0.0579145424500194,0.0668401601999431,-0.081392447488895,0.00892561774992373,-0.139306989938914,-0.148232607688838,0.928324579266698,0.602253703717301,0.806223459487096,0.839395445548174,0.385940333164033,0.650725154387239,0.870499202284601,0.905851732134362,0.414022531792931,0.771577726091907,0.737648505894039,0.697440526584484,0.964286356015997,0.506903997379638,0.480301356623899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 038,5,6,6,6,6,5,14.5425492163664,14.9956585724939,14.9758404767857,14.8790482361464,14.9274974936485,15.0812033500642,-0.453109356127532,-0.433291260419242,-0.336499019779955,-0.384948277282087,-0.538654133697783,0.0198180957082901,0.116610336347577,0.0681610788454456,-0.0855447775702505,0.0967922406392869,0.0483429831371556,-0.105362873278541,-0.0484492575021314,-0.202155113917827,-0.153705856415696,0.0593911136875635,0.0706663061329366,0.155586650843512,0.106160115968962,0.033452387920596,0.928813063851799,0.60000173002852,0.758825008269785,0.713425325340185,0.663117813528278,0.827547465068354,0.651227577831312,0.827174656218943,0.388086638997166,0.510471315576786,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
Unknown 039,5,6,6,6,6,5,15.4305062433096,15.6118487464062,15.6991450765702,15.6938992897671,15.561294547155,15.5654388009286,-0.181342503096598,-0.26863883326063,-0.263393046457484,-0.130788303845389,-0.13493255761902,-0.0872963301640315,-0.0820505433608858,0.0505541992512093,0.0464099454775777,0.00524578680314569,0.137850529415241,0.133706275641609,0.132604742612095,0.128460488838464,-0.00414425377363159,0.113150090988546,0.0221241517174491,0.0246126939239974,0.248117142375785,0.253814099802993,0.415948307486183,0.444200848385483,0.63623616646535,0.678738524252959,0.960778748744155,0.202889920413984,0.237972681244176,0.220113959564795,0.256435964051728,0.970451146835738,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 040,5,6,6,6,6,5,15.5763497262575,16.2577818292126,15.9016270396643,16.5436014175874,16.0270796712534,16.0467065477274,-0.681432102955055,-0.325277313406758,-0.96725169132994,-0.450729944995848,-0.470356821469919,0.356154789548297,-0.285819588374885,0.230702157959207,0.211075281485137,-0.641974377923182,-0.12545263158909,-0.14507950806316,0.516521746334092,0.496894869860022,-0.0196268764740708,0.0368672807393944,0.304381962391522,0.00425825147156397,0.158222966030064,0.158577318177423,0.239617566438317,0.343184640154413,0.442926463123151,0.50275102574491,0.0390003920951884,0.67536602304234,0.644355231564918,0.0923927756994507,0.1212023707984,0.950110580754658,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
Unknown 041,5,6,6,6,6,5,14.8887735421522,14.8891304725015,14.8301766036868,14.7217709419989,14.9112807951791,14.609016794564,-0.000356930349303397,0.0585969384653886,0.167002600153284,-0.022507253026868,0.279756747588216,0.058953868814692,0.167359530502587,-0.0221503226775646,0.28011367793752,0.108405661687895,-0.0811041914922566,0.221159809122828,-0.189509853180152,0.112754147434933,0.302264000615084,0.999080950512565,0.850062822797831,0.59090337089017,0.942100400389015,0.390557752873725,0.84189872720053,0.572200185245939,0.940241021756462,0.369519949803852,0.714016539194894,0.783838033051864,0.47742639130364,0.522790794742816,0.716279207417353,0.333450922841089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 042,5,6,6,6,6,5,15.2383791194942,15.5677037240689,15.8272759192977,16.0334679420853,15.0832118924387,15.640954106903,-0.329324604574706,-0.588896799803463,-0.79508882259111,0.15516722705549,-0.402574987408807,-0.259572195228756,-0.465764218016403,0.484491831630196,-0.0732503828341002,-0.206192022787647,0.744064026858952,0.186321812394656,0.950256049646599,0.392513835182303,-0.557742214464296,0.600954391582554,0.352237575843616,0.212008888913626,0.80497786161579,0.540811720048361,0.665226203032248,0.439203603928983,0.421231538110581,0.907169267568916,0.730892309553045,0.220350732841232,0.76691507784091,0.120599742345724,0.533456412506659,0.377912198742197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 043,5,6,6,6,6,5,13.5568538863133,13.6547259559174,13.4914113428092,13.5579895666523,13.4628057248938,13.5420491884799,-0.0978720696041773,0.0654425435040888,-0.0011356803390008,0.0940481614194884,0.0148046978334015,0.163314613108266,0.0967363892651765,0.191920231023666,0.112676767437579,-0.0665782238430896,0.0286056179153995,-0.0506378456706873,0.0951838417584892,0.0159403781724023,-0.0792434635860868,0.399100271357414,0.571505752932753,0.992142581806331,0.417548991979789,0.902189637356659,0.145164965699124,0.382277385040999,0.0891396274662113,0.332658969858302,0.546169276609956,0.794864080948558,0.6611408507266,0.389858962125307,0.890080718877726,0.493822675848381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 044,5,6,6,6,6,5,13.8269435078263,13.131665300151,13.3366570549955,13.4845098514789,13.4212180126705,13.6856429309107,0.695278207675301,0.49028645283077,0.342433656347353,0.405725495155744,0.141300576915587,-0.204991754844531,-0.352844551327948,-0.289552712519557,-0.553977630759714,-0.147852796483416,-0.0845609576750253,-0.348985875915183,0.0632918388083912,-0.201133079431767,-0.264424918240158,0.0453018510579604,0.150675560442175,0.310899782059984,0.231614684134817,0.686583445536461,0.52229685483719,0.274208029306789,0.367884929587334,0.106152753347456,0.643873134474707,0.791209145798382,0.301904030690512,0.842882765831419,0.549288353605968,0.43220870338197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 045,5,6,6,6,6,5,13.8307909252236,13.6454786344447,13.5762218274625,14.1543405549973,14.4059724750344,14.8773157169486,0.185312290778898,0.254569097761111,-0.3235496297737,-0.575181549810871,-1.04652479172503,0.0692568069822137,-0.508861920552597,-0.760493840589769,-1.23183708250393,-0.578118727534811,-0.829750647571982,-1.30109388948614,-0.251631920037171,-0.722975161951329,-0.471343241914157,0.764412831217535,0.680780587652675,0.601403559125154,0.355609069652902,0.112975808041632,0.906423175314174,0.390861727617681,0.20334312708065,0.0539698552068664,0.330567269836137,0.166311751454243,0.0425694260003263,0.669779293130057,0.247672135053216,0.447906840478544,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Unknown 046,5,6,6,6,6,5,11.6305752029273,12.1795645897258,12.0137036636575,12.1300293178073,12.1004912095111,11.6381867588954,-0.548989386798453,-0.383128460730214,-0.499454114879967,-0.469916006583828,-0.00761155596809715,0.165860926068239,0.0495352719184865,0.0790733802146253,0.541377830830356,-0.116325654149753,-0.086787545853614,0.375516904762117,0.0295381082961388,0.49184255891187,0.462304450615731,0.142848885655875,0.301727487991684,0.181079340111945,0.207437813698644,0.9841749588721,0.636558307553433,0.887569780602913,0.82149523514617,0.148260284706193,0.740087666686267,0.804436224644184,0.311251760107548,0.932805701922271,0.187607621483677,0.214684748608219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 047,5,6,6,6,6,5,16.2668910162318,16.2404919779119,16.1738916429325,16.0084787795408,16.2677341780039,16.2258113907441,0.0263990383198269,0.0929993732992891,0.258412236691004,-0.000843161772092316,0.0410796254876651,0.0666003349794622,0.232013198371178,-0.0272422000919192,0.0146805871678382,0.165412863391715,-0.0938425350713814,-0.051919747811624,-0.259255398463097,-0.217332611203339,0.0419227872597574,0.906206078085118,0.678519054801749,0.254308854282422,0.996997002325408,0.860674408728482,0.755399954460101,0.282437676479391,0.898528536999405,0.947753046294734,0.4411516096414,0.660969599515217,0.816812287983021,0.230917049136992,0.336046576809979,0.851601236306716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 048,5,6,6,6,6,5,13.7557176698157,13.8232383273602,14.2919507774628,14.1984378338914,14.5495789298943,14.5522715193956,-0.0675206575444083,-0.536233107647021,-0.442720164075642,-0.793861260078526,-0.796553849579899,-0.468712450102613,-0.375199506531233,-0.726340602534117,-0.729033192035491,0.0935129435713797,-0.257628152431504,-0.260320741932878,-0.351141096002884,-0.353833685504258,-0.00269258950137363,0.894153699264398,0.295397044449056,0.38616456828217,0.125661957398578,0.140599557066842,0.336679807991019,0.440489240987084,0.141025497720108,0.15825673798432,0.84678058058937,0.595306653002599,0.608770239441182,0.470056967088497,0.487493484465501,0.995765944763185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 049,5,6,6,6,6,5,15.9712719681826,15.5981796439341,15.7886511881669,15.079146334441,15.6838798145367,15.9193869696052,0.373092324248555,0.182620780015744,0.892125633741594,0.287392153645937,0.0518849985773695,-0.19047154423281,0.519033309493039,-0.0857001706026175,-0.321207325671185,0.70950485372585,0.104771373630193,-0.130735781438375,-0.604733480095657,-0.840240635164225,-0.235507155068568,0.32243246706082,0.625832001705763,0.0228450103944276,0.444315505385486,0.89427140375416,0.593922331837902,0.152798971079614,0.810034131894351,0.393209886659913,0.0542669540370806,0.768911378212132,0.726763542270048,0.0978905532269743,0.0312054706254215,0.530058594154709,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0
Unknown 050,5,6,6,6,6,5,13.481042599763,13.6594644097394,13.4813022114013,13.8920059671554,13.7595578224144,13.6947969494412,-0.178421809976481,-0.000259611638357526,-0.4109633673924,-0.278515222651423,-0.213754349678238,0.178162198338123,-0.232541557415919,-0.100093412674942,-0.0353325397017574,-0.410703755754042,-0.278255611013066,-0.213494738039881,0.132448144740977,0.197209017714162,0.064760872973185,0.479168455152728,0.999174717496868,0.109700282498435,0.272395327369089,0.417636118747971,0.458828912022782,0.335274664790911,0.676244379520621,0.888070775671274,0.0943558983588418,0.250617136347073,0.398054092348513,0.580999114996512,0.434583480501028,0.796512446489959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 051,5,6,6,6,6,5,14.1248133311001,14.2677958749852,14.6256490596937,14.4229912702487,14.8845611549451,13.6394914532136,-0.142982543885035,-0.500835728593538,-0.298177939148573,-0.759747823844956,0.485321877886587,-0.357853184708503,-0.155195395263538,-0.616765279959921,0.628304421771622,0.202657789444965,-0.258912095251418,0.986157606480125,-0.461569884696383,0.78349981703516,1.24506970173154,0.776091368389517,0.323070083542959,0.554065520806795,0.138243582240188,0.358664749513903,0.457249762413872,0.746159611072813,0.204464890291705,0.217383421829456,0.672716753434372,0.589797001622674,0.0575287516376103,0.339226274221476,0.126803487591083,0.0185214347612757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Unknown 052,5,6,6,6,6,5,14.255266259749,13.998021450251,13.4034282115842,13.9116154984335,13.7935547527788,14.096032292243,0.257244809497992,0.851838048164767,0.343650761315505,0.461711506970213,0.159233967506003,0.594593238666775,0.0864059518175129,0.20446669747222,-0.0980108419919894,-0.508187286849262,-0.390126541194554,-0.692604080658764,0.118060745654708,-0.184416793809502,-0.30247753946421,0.543726438812937,0.0513680029047478,0.418497338262358,0.279308116716322,0.718378325910863,0.147371754888,0.830133926864604,0.612377060206197,0.816536744490503,0.213284244857419,0.336593000866256,0.109098102501657,0.769509236497672,0.662840930587617,0.475816913759013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 053,5,6,6,6,6,5,13.5083932797914,14.4831385161067,14.7325783893407,14.414559510259,14.4658263518573,14.2179944266279,-0.974745236315279,-1.22418510954932,-0.906166230467605,-0.9574330720659,-0.709601146836482,-0.249439873234046,0.0685790058476741,0.017312164249379,0.265144089478797,0.31801887908172,0.266752037483425,0.514583962712843,-0.0512668415982951,0.196565083631123,0.247831925229418,0.0673219072665884,0.0237972388065847,0.087713100189424,0.0720388284676637,0.19535284507032,0.613464133410996,0.889311831834056,0.971968676646467,0.608708843168565,0.520167661562436,0.589186974961817,0.323594315906028,0.917129997950056,0.704007401484427,0.632197809550664,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 054,5,6,6,6,6,5,21.4074473218716,20.7023005175609,20.9475710256194,20.2191281487733,20.7840278390574,20.8436759423108,0.705146804310651,0.459876296252109,1.18831917309825,0.623419482814114,0.563771379560787,-0.245270508058542,0.483172368787603,-0.0817273214965368,-0.141375424749864,0.728442876846145,0.163543186562006,0.103895083308679,-0.56489969028414,-0.624547793537467,-0.0596481032533269,0.0552460337464111,0.202662106883417,0.00220097021785386,0.0878720262863652,0.136939609092723,0.47161181860103,0.161643843673893,0.809655523831575,0.691427183341942,0.0388710498783562,0.630343342184939,0.770376537592553,0.103943338290553,0.0873283355071564,0.866849299060425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Unknown 055,5,6,6,6,6,5,16.6301420033629,16.5099368856866,16.7942587504257,16.5863975834425,16.5870418374645,16.8720411018815,0.120205117676267,-0.164116747062771,0.0437444199204116,0.0431001658983838,-0.241899098518616,-0.284321864739038,-0.0764606977558557,-0.0771049517778835,-0.362104216194883,0.207861166983182,0.207216912961155,-0.0777823514558449,-0.000644254022027724,-0.285643518439027,-0.284999264416999,0.699980236768129,0.599230356632412,0.888346047847299,0.889979341074507,0.45943974501554,0.342401521651683,0.796970916093079,0.795300111414001,0.250757069373481,0.485965972798784,0.487306905198374,0.802938829706746,0.998269358849827,0.362790110905135,0.363857489490706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 056,5,6,6,6,6,5,13.6611105741352,14.0355100389599,13.9687768488394,13.8907837959384,13.786725434057,14.159049709026,-0.374399464824773,-0.307666274704289,-0.229673221803278,-0.125614859921814,-0.497939134890805,0.066733190120484,0.144726243021495,0.248784604902959,-0.123539670066032,0.0779930529010109,0.182051414782475,-0.190272860186516,0.104058361881464,-0.268265913087527,-0.372324274968991,0.322062903661998,0.414463930717003,0.5413213458494,0.7377270009407,0.209804471551368,0.851886834031871,0.685878582796833,0.488146794636202,0.741895843777216,0.827281036751195,0.611224382665308,0.6124591992266,0.771042592774928,0.47610512984546,0.324705313000767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 057,5,6,6,6,6,5,15.317895203282,15.3475185870569,15.451434857819,15.371687244568,15.302884788543,15.1889529238243,-0.0296233837749753,-0.133539654537005,-0.0537920412860693,0.0150104147389918,0.128942279457632,-0.10391627076203,-0.024168657511094,0.0446337985139671,0.158565663232608,0.0797476132509356,0.148550069275997,0.262481933994637,0.0688024560250611,0.182734320743702,0.113931864718641,0.835614636501789,0.353156550245801,0.70657053575845,0.916236505842544,0.390164757744225,0.447404787402041,0.859053999063871,0.743123324851289,0.271760876670559,0.559019543173323,0.280028617683078,0.0740296983957665,0.613908156525954,0.20691957136687,0.427295811502089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
