Metabolites,Wein_1_B_2_3,Wein_2_Pre_6_3,Wein_3_C_6_3,Wein_4_B_2_2,Wein_5_C_6_2,Wein_6_D_6_3,Wein_7_Pre_6_2,Wein_8_E_2_2,Wein_9_E_2_1,Wein_10_E_6_3,Wein_11_D_2_2,Wein_12_E_6_1,Wein_13_E_2_3,Wein_14_C_2_2,Wein_15_D_6_2,Wein_16_A_6_2,Wein_17_A_6_3,Wein_18_B_6_3,Wein_20_Pre_2_3,Wein_21_B_6_2,Wein_22_Pre_2_2,Wein_23_D_6_1,Wein_24_D_2_1,Wein_25_A_6_1,Wein_26_C_6_1,Wein_27_E_6_2,Wein_28_C_2_3,Wein_29_A_2_3,Wein_30_C_2_1,Wein_32_B_6_1,Wein_33_A_2_2,Wein_34_D_2_3,Wein_35_Pre_6_1,Wein_36_Pre_2_1
D-glucose,19.0074492552268,19.2415794592624,18.2797862693355,20.2791899411927,18.7224107544383,19.1869298369643,19.8922516696822,17.68564379222,18.6907709811469,21.5760173243159,18.9103758105269,19.9481034796079,18.0893738098901,18.3896336418979,18.2321613711214,18.3077043087566,18.5646804419726,19.9284467187483,19.0863488423213,18.4027471310434,19.8314635078819,19.3650667379807,19.2405661303865,20.0722301478374,19.0908956215004,18.6955854202313,18.1724646436271,18.7004690214809,18.4558956714672,19.3643390427863,17.987833107888,19.8513145431906,19.1915636706419,19.1295906764268
D-mannitol,17.8818046239153,19.3151874494025,16.903400916333,18.1490880506936,17.7269282086754,18.1758391437555,18.2258819223985,17.0436853004808,17.4892979908914,18.6798463174788,18.4030779582912,18.1299626767008,17.2889498568361,17.6801062139713,17.6295488451249,18.1528330770412,18.7203882475389,18.1479984723837,19.156941086733,17.8441964352532,20.7273771276979,18.3099271320376,18.3190688071892,18.4968935892721,18.6843591318627,19.088697013177,18.0304656663022,18.7475531254349,18.1208996274136,17.893871641528,17.5941767806113,18.6644062093793,19.196749236851,19.7213773631208
D-xylose,13.3327791209621,13.8775836753801,13.3426826566646,12.4674848065991,12.8326968160649,12.7416112808435,13.7460674818159,13.0447758478157,13.3821321339708,13.5580725176918,13.6659814909314,12.8063384245194,12.2649604128506,12.0168623368073,13.5518929568147,13.3104140416955,13.6473775833994,13.4415092999624,13.5345660782914,12.7124685499352,13.8483707978266,13.6061226044628,13.3787636958734,13.4988714929017,13.883446798729,13.6627460131472,12.2200635494107,12.7943600086013,11.8909721161505,12.6437832041995,11.4791773738717,12.6698636611824,13.9170182579581,13.5569011836565
Ethanolamine,14.6718354474763,15.1760136131899,14.4893112967387,14.2134327438692,14.9560025176161,14.7114080723117,14.1010172475008,15.0810118049782,13.9540937875334,15.4147794657601,14.8457745653145,15.1715161094991,14.5943294346429,15.043598830975,16.0199016080313,14.9955097789669,15.3779529411002,15.2013517867879,14.8905494993615,14.9791770955802,15.4763977753607,15.2430464720936,15.0277621623483,15.3325097726785,15.2535217805679,15.4520741858681,15.4769067072883,15.4898239915429,15.2194326514234,15.0673834543422,14.9140701503013,15.4042827190383,15.2771041497964,15.2620228531569
Fumaric acid,14.243375093502,14.3512298498546,13.9825202567945,14.4537580661435,12.0717576930491,14.0797572167341,12.1415774433232,14.7594513146287,12.0020100360318,14.0493489255982,14.9919347954857,14.3596765065685,14.4621558089693,13.6373704660788,14.041949768138,13.0599519210236,14.7786822270918,14.230452068658,14.0917685252751,13.3526065575383,14.8334395387018,14.2408667156504,14.1068045243117,13.9529471442941,13.0325629428307,13.4704707278695,13.2920714269343,13.1611406276277,12.8397003043443,14.6978385130181,14.2832415829523,13.3122001501998,14.6522767671699,14.8338313484869
Gerulic acid,13.0297499854561,13.7619146220684,14.5342365903454,NA,14.56523073783,14.0229129304313,14.9955048979064,14.8723357432533,14.9053129100109,15.183000925841,14.0177102376124,15.0975476625856,14.4046169635748,13.9902264837125,14.1639787024512,13.8027385928346,13.685962938586,14.230255871483,14.9323309385448,14.2327147624606,13.7669270616551,14.8306746919289,14.4333877618376,14.6286372661836,14.6772470990578,14.2464515824551,14.2798789133047,14.060901816336,14.1955609626722,14.6609090999557,14.1071151878838,14.2874166019905,14.3080602240381,14.1362610558251
Glucosamine-1-phosphate,17.7234817433229,17.4887074753959,17.6528750815521,17.3134126945419,17.4523169110121,17.7077619731825,15.4626042524159,17.7528778907064,17.5150467997805,17.1366340589944,18.1036917332614,17.2328885104108,17.4490509341305,17.5383668171027,17.6018692556845,17.5780313796503,17.7003086316046,17.594068802213,17.9670514546431,17.5264595797702,17.8885476093447,17.6020009700413,18.0603402071049,17.8929892081931,17.6478982610786,18.1071459693006,17.7874418404259,17.891394552439,17.9490416913652,17.2529978087871,17.5861160060729,17.6834717418244,17.4414659568012,17.5090246219939
Glycerol,19.5519001165025,19.669323472793,19.6089045657937,19.2327435642502,19.4863608712292,19.8278698464638,19.4792486325628,19.5888577959745,19.6436914688541,19.4120693196532,19.8786357836876,19.3787482855284,19.117416062545,19.400930569996,19.3608754296532,19.335367733196,19.7222423290127,19.6576522174477,18.9955762800718,18.5307729293735,19.061568426826,18.6592137071481,19.0397575110446,18.3695679436984,18.5005319946961,18.695036745806,18.3006557169916,18.533229301194,18.6332256809501,18.9471910103884,18.9745381305893,19.6441933984774,19.398830394786,19.6655735013431
Glycerol 3-phosphate,14.1401500952226,13.4054819138157,14.2579200995588,15.5231726027045,15.4155976577804,13.7103436512493,14.5872261281391,15.4087694878951,14.8619929869673,14.0106241443396,13.9536527744638,14.2491235801288,15.1880692924225,15.5588628703136,13.9312438044575,14.6057432894204,14.1481951681074,14.4492340391616,14.0699957387771,15.1634109964445,13.3891197855791,14.4248361459617,14.5753575948538,14.1107139279102,14.1952118927017,13.870959847113,15.0276282934678,14.217157629484,14.7738777272039,15.1704191249091,15.8342891951836,14.4005473492018,14.4106058190238,13.9467871198408
Glycolic acid,13.6212680672815,13.6013775691465,13.6477142874831,13.7090154106149,13.6534979343523,13.6263113550118,13.5517263709161,13.7751324590973,13.7375764521002,13.9630052501102,13.6598723554325,14.0096741526404,13.8766278616786,13.943337507953,13.7151725694157,13.969958494037,13.7282676541591,13.9224478310657,14.0100652721148,13.5582734437861,14.2352469718017,14.0896722348258,14.2078076374512,13.9199783362804,13.9647663191498,14.0867483110312,13.9844991425505,14.1127953264248,14.171196198553,14.053802916307,13.8412467361774,14.2909809820439,14.1342508010989,14.3086330420556
Heptadecanoic acid,14.9492909622503,14.9826642749948,14.8838475029022,14.6858006298418,14.7792684891809,15.0685947629436,14.7930819198914,14.9244747512207,14.9706844802736,15.1589588933636,14.9820492636636,14.9793058110382,14.8415114625155,14.9246062358491,14.8001693563038,14.8265405074088,15.1981614906895,14.6227009176135,15.056174433725,14.9600369708764,15.1787673721371,15.2176726814895,15.2302293009944,14.94693617157,15.1367586380715,15.095687617299,15.1617421526419,15.1524565850773,14.9937904966859,15.0857900410916,14.971493953886,15.2951074376625,15.2356813166764,15.4249398556214
Isomaltose,13.8036458815278,15.053267414735,14.3091494251813,11.3624046689852,13.2176556985253,13.9243071305116,14.5103156248482,14.3806788184927,14.2956819256221,11.0348903264381,14.30782614453,7.57878120502145,13.2864777471089,12.1294828837877,14.0053109484711,12.8802949300733,13.9114046054972,10.5904199559175,14.0529486795632,14.2011226849583,14.829724316357,NA,13.645374381987,13.0451087427731,13.151501364946,14.2721894487015,14.2471412712492,14.3643542375656,14.3823991884659,12.1103548247704,13.9218563164462,12.6979689339587,14.9966977785403,13.7213333864817
Lactic acid,16.0465613507433,15.9168238639401,16.1624010824374,15.8285371821427,16.2986281481104,15.5455166561008,15.7239835579093,15.5388125331907,15.2282918450917,14.8918090469014,15.1916235370905,16.0768558073698,16.0794409119496,16.1164687498669,15.238635151222,15.3012912949632,15.4713507367187,15.5213102767032,15.7384349147666,14.8109496584922,16.282708832155,15.4227479322427,15.3869619850575,14.9620695130405,15.1233080974705,15.5259847351071,15.2165593820209,16.3039195465933,16.4137800138253,14.9437450572092,15.7708278351162,15.7198305052184,16.3222210963389,16.14582456264
Lauric acid,14.4771247377193,14.2705715027001,14.5233868409172,14.2382111280017,14.1470420425191,14.4676817959955,14.3629357370496,14.3833142121902,14.3605000631908,13.8119252200767,14.7094001330113,14.3442802027166,14.4275864518332,14.7545737100859,14.5678805758082,14.6701309218985,14.6060716708747,14.4567415128005,14.5490083399089,14.625092722052,14.5849114746644,14.4221031378835,14.3976634597345,14.8556209715019,14.6928189784845,14.7155222277194,14.5244918187838,14.8245577590092,14.5375622562424,14.7107080792173,14.6858213939908,14.2827470600109,14.2443898411744,14.6218237240967
L-glutamic acid,15.9255695743733,16.8920018007208,16.3239897714013,16.4558826744609,16.3599486069436,16.5377081438742,16.417486492786,16.7628554354206,16.2782824317743,17.3025873665869,15.9083470343066,17.1118971045556,16.7033730986197,16.3152350867662,15.7025550626261,16.3115545155956,16.4757422597858,16.689751581592,16.9280507486914,15.973715832767,17.2005473869897,16.9118592067398,16.9389124004981,16.1069291062897,16.8008034033831,16.7767728092394,16.6240285958582,16.8195854778214,16.3361331324483,16.0820489165271,16.4056706290384,17.0646024983938,16.5945004868509,17.3968165007224
Linoleic acid,16.5628285891412,17.1583995839784,16.2665115626791,16.5330063995048,16.5802771659042,16.604956287378,17.4426881689038,16.3317778780908,16.9797433653629,17.5625765023481,16.6906409605159,17.2909173308674,16.5506690974373,16.8216257945981,16.9051580016751,17.2670448532473,16.8398547942373,16.679023888227,16.8962338612235,17.0679110783926,17.2494625464435,16.6516793376507,17.2963030404637,16.9910036283775,17.3145911369068,16.751208352398,17.1634114981297,17.4322569578293,17.1003855002963,17.2248197350469,16.840738531286,16.5289719076078,17.3371505130668,16.9937362172229
L-pyroglutamic acid,13.4619701625535,13.3165348110857,12.2524224987901,12.183981189928,13.2712576003855,12.6305173112564,12.8228207523276,13.14977829815,12.225420110981,13.0839241835389,12.053240557054,12.9507130575829,12.3469288049342,12.9946943818334,12.8261984364817,12.6233626145319,13.1750179801073,12.6532591151248,12.3271627513068,12.9562535783209,13.2543862629873,13.1314737848112,12.9246650437042,13.0974478103774,13.306636158136,13.2188422555759,12.918307368462,13.2744988994713,13.1327216250535,13.2228217998752,13.1444368592007,13.5775563118103,13.3574303921915,13.5208254664364
L-Sorbose,9.51668159451006,14.2610248848802,11.2525661595672,13.3499168638156,12.6262291516834,12.4440986068471,14.1737114674409,7.71441859914683,11.4650957545567,13.9938228080498,12.5720547065806,NA,NA,NA,11.4453265190968,12.3598391746468,11.2166929220273,12.3345572022212,12.7263003558334,11.0113794977131,14.2570412541885,13.0071871123151,13.7400866185258,13.9279554370337,11.3025231382787,11.6850939065105,10.7994919902249,9.94043289911273,10.5209117608995,13.0042604747071,11.2034171581061,12.8951749445594,14.4126485859763,14.0044612925548
Maltose,12.2497626340135,NA,12.2442005772512,13.364760279692,15.2526505710668,12.4681109104902,13.5964105737914,11.4070052780058,14.4994963521306,16.1474685774129,13.5535869336684,12.3705117359911,13.4131310998159,11.7255474104731,13.8138368243972,13.4106378407407,14.0968364512537,12.9559609828668,10.8674319239731,11.5355476160979,12.1798841523739,15.073966806526,12.8635602531462,10.9991641996095,11.417242967796,12.811409875135,12.7712261809918,11.990310006908,13.7048342620091,12.0756489383492,12.911613120476,11.4322660757199,12.8554718918044,13.8722809009437
Myo-inositol,17.8531987438849,18.2366847481346,17.701779687766,17.2225259799079,17.6240704696309,17.8177992560523,17.7877036970029,17.7758639176708,17.6997200608859,17.5085464685669,18.0882757674828,17.3436336785986,17.0887271593886,17.5621142440834,17.57547715261,17.3451506264693,18.1411458850933,17.895961014642,18.3106851066349,17.5211492651944,18.3610826832485,17.8902099639752,18.2716993989491,17.7938854753946,17.832761814744,18.0805404075845,17.9216398848584,17.8594357017567,18.0104540239272,17.023625901676,17.4753007927877,18.0690641932417,18.0310028856759,17.9799897973514
Myristic acid,12.6001304334609,16.2903755764231,12.7725891651444,16.6768724659924,17.0743386207805,17.2700290385714,13.2052134570742,17.0348357581241,13.3314097020165,16.5513658363279,17.2810323585904,16.2224409089872,16.8327506020021,13.7323586119743,13.8645499380259,16.3473217355016,16.5712312374085,16.9447882072151,17.1895389096044,13.5122038060876,16.8194741896632,16.8628209591413,17.3028297175649,13.7322017550393,11.3896983817618,13.8510044243003,17.1613448250527,16.6656316209606,17.2938666440143,14.1625875727259,14.362970096157,16.5269798517546,13.346701900808,16.4928082525182
nonanoic acid,18.5493914272941,18.5888529833054,18.4446978241543,18.7092177007285,18.5670811270637,18.7246858694667,18.0306640608202,18.5168549041512,18.4658779657976,18.6265477434838,18.7553429598311,18.6009756575655,18.5450638255293,18.6518750333245,18.6948703484983,18.5255919516423,18.7928132009169,18.9147125171444,18.8148649017075,18.3679685936697,18.9840510716355,18.5573779531814,18.8606509752821,18.5429984262243,18.4868065178687,18.8699003310848,18.8718803062519,18.7573397197493,19.0286942872945,18.4461318675861,18.4101129459576,18.8007783736633,18.5481035924531,18.6657974844409
Oleic acid,15.5658636747289,15.9390951592185,15.7162909450682,15.960975750593,15.8884527233372,15.6685945240682,16.1397523746979,15.6837616659051,15.6524942280558,15.9786282779418,15.8552826982518,16.3538594230055,16.0019913160934,15.8238859315143,15.7453687644386,16.0407411413901,15.7280365771466,16.1123448046428,15.8844169717377,15.9558554044027,16.2297988681677,16.1591872872553,16.2309439738406,16.0960384696126,16.3116659371509,15.9508646691497,16.2193679123632,16.2397595377756,16.2984241859797,16.1932199329832,16.0146690153576,16.1731350715719,16.1937610310345,16.2079597562788
Palatinitol,13.6291292702699,13.8649545540205,13.756684273999,NA,13.5243704096545,14.0023098431712,13.4639369385802,12.9946120774431,13.0033197763385,13.2502768015155,14.7923525352655,11.7405969657683,9.51065700704975,15.2461923358175,10.8218356286358,13.5422231585422,14.6604364464994,13.7124974591858,13.7122182477083,11.9062219450003,13.5350435290921,15.8399708643086,15.8419552767972,13.7366425246144,14.4695025806006,13.7778378663308,15.4348586950644,15.4220102287827,14.7776892818071,10.9211594908969,12.0491543236066,14.2796139383225,13.8872740619636,15.0101051730951
Palatinose,12.9715048880536,14.5974837434501,14.5176403775569,15.3881041371376,14.742348289712,14.2689356560138,14.2773657226684,14.471524992762,14.3354485243156,15.4099969680127,14.4997304718744,14.920967983885,14.7466056532244,13.9189041697038,14.9038214777897,13.1614142332769,13.6852271336519,15.3979170706357,13.9318210968734,13.5747191449537,14.3069578560345,14.683800606858,14.7060374114211,13.7968975537386,12.9985650283117,14.4548269667381,13.8576631613376,14.2786792594136,14.4476384257957,14.8953958192666,13.5179222568899,14.1807212808362,14.9259902636828,13.3604579972691
Palmitic acid,22.0477896024341,22.1836826228323,22.0262711564701,22.0186472806532,22.156652216672,21.9629330318903,22.5903627971958,22.1404607071821,22.340600943071,21.9928742142821,22.1939939321345,22.0484878301203,21.8465938917548,21.8428355019025,21.9092047282728,21.8630034774252,21.8023080633085,21.8747712185253,22.4743761284207,22.2048155422214,22.7211141045408,22.1121999252925,22.1967171700248,21.8439100016952,22.3445779930571,21.6924464230799,21.9071648908329,21.9514661590969,22.4906326592746,22.2767292360008,21.8398519552262,21.9451218416767,21.9253717377661,22.5030954731485
