Metabolites,Count_-2_4,Count_-6_pre,Count_-6_6,Count_-6_8,Count_-2_10,Count_-6_10,Count_-2_8,Count_-2_6,Count_-6_2,Count_-6_4,Count_-2_pre,Count_-2_2,Mean_-2_4,Mean_-6_pre,Mean_-6_6,Mean_-6_8,Mean_-2_10,Mean_-6_10,Mean_-2_8,Mean_-2_6,Mean_-6_2,Mean_-6_4,Mean_-2_pre,Mean_-2_2,Fold_change_-2_4_vs_-6_pre,Fold_change_-2_4_vs_-6_6,Fold_change_-2_4_vs_-6_8,Fold_change_-2_4_vs_-2_10,Fold_change_-2_4_vs_-6_10,Fold_change_-2_4_vs_-2_8,Fold_change_-2_4_vs_-2_6,Fold_change_-2_4_vs_-6_2,Fold_change_-2_4_vs_-6_4,Fold_change_-2_4_vs_-2_pre,Fold_change_-2_4_vs_-2_2,Fold_change_-6_pre_vs_-6_6,Fold_change_-6_pre_vs_-6_8,Fold_change_-6_pre_vs_-2_10,Fold_change_-6_pre_vs_-6_10,Fold_change_-6_pre_vs_-2_8,Fold_change_-6_pre_vs_-2_6,Fold_change_-6_pre_vs_-6_2,Fold_change_-6_pre_vs_-6_4,Fold_change_-6_pre_vs_-2_pre,Fold_change_-6_pre_vs_-2_2,Fold_change_-6_6_vs_-6_8,Fold_change_-6_6_vs_-2_10,Fold_change_-6_6_vs_-6_10,Fold_change_-6_6_vs_-2_8,Fold_change_-6_6_vs_-2_6,Fold_change_-6_6_vs_-6_2,Fold_change_-6_6_vs_-6_4,Fold_change_-6_6_vs_-2_pre,Fold_change_-6_6_vs_-2_2,Fold_change_-6_8_vs_-2_10,Fold_change_-6_8_vs_-6_10,Fold_change_-6_8_vs_-2_8,Fold_change_-6_8_vs_-2_6,Fold_change_-6_8_vs_-6_2,Fold_change_-6_8_vs_-6_4,Fold_change_-6_8_vs_-2_pre,Fold_change_-6_8_vs_-2_2,Fold_change_-2_10_vs_-6_10,Fold_change_-2_10_vs_-2_8,Fold_change_-2_10_vs_-2_6,Fold_change_-2_10_vs_-6_2,Fold_change_-2_10_vs_-6_4,Fold_change_-2_10_vs_-2_pre,Fold_change_-2_10_vs_-2_2,Fold_change_-6_10_vs_-2_8,Fold_change_-6_10_vs_-2_6,Fold_change_-6_10_vs_-6_2,Fold_change_-6_10_vs_-6_4,Fold_change_-6_10_vs_-2_pre,Fold_change_-6_10_vs_-2_2,Fold_change_-2_8_vs_-2_6,Fold_change_-2_8_vs_-6_2,Fold_change_-2_8_vs_-6_4,Fold_change_-2_8_vs_-2_pre,Fold_change_-2_8_vs_-2_2,Fold_change_-2_6_vs_-6_2,Fold_change_-2_6_vs_-6_4,Fold_change_-2_6_vs_-2_pre,Fold_change_-2_6_vs_-2_2,Fold_change_-6_2_vs_-6_4,Fold_change_-6_2_vs_-2_pre,Fold_change_-6_2_vs_-2_2,Fold_change_-6_4_vs_-2_pre,Fold_change_-6_4_vs_-2_2,Fold_change_-2_pre_vs_-2_2,P_value_A_-2_4_vs_-6_pre,P_value_A_-2_4_vs_-6_6,P_value_A_-2_4_vs_-6_8,P_value_A_-2_4_vs_-2_10,P_value_A_-2_4_vs_-6_10,P_value_A_-2_4_vs_-2_8,P_value_A_-2_4_vs_-2_6,P_value_A_-2_4_vs_-6_2,P_value_A_-2_4_vs_-6_4,P_value_A_-2_4_vs_-2_pre,P_value_A_-2_4_vs_-2_2,P_value_A_-6_pre_vs_-6_6,P_value_A_-6_pre_vs_-6_8,P_value_A_-6_pre_vs_-2_10,P_value_A_-6_pre_vs_-6_10,P_value_A_-6_pre_vs_-2_8,P_value_A_-6_pre_vs_-2_6,P_value_A_-6_pre_vs_-6_2,P_value_A_-6_pre_vs_-6_4,P_value_A_-6_pre_vs_-2_pre,P_value_A_-6_pre_vs_-2_2,P_value_A_-6_6_vs_-6_8,P_value_A_-6_6_vs_-2_10,P_value_A_-6_6_vs_-6_10,P_value_A_-6_6_vs_-2_8,P_value_A_-6_6_vs_-2_6,P_value_A_-6_6_vs_-6_2,P_value_A_-6_6_vs_-6_4,P_value_A_-6_6_vs_-2_pre,P_value_A_-6_6_vs_-2_2,P_value_A_-6_8_vs_-2_10,P_value_A_-6_8_vs_-6_10,P_value_A_-6_8_vs_-2_8,P_value_A_-6_8_vs_-2_6,P_value_A_-6_8_vs_-6_2,P_value_A_-6_8_vs_-6_4,P_value_A_-6_8_vs_-2_pre,P_value_A_-6_8_vs_-2_2,P_value_A_-2_10_vs_-6_10,P_value_A_-2_10_vs_-2_8,P_value_A_-2_10_vs_-2_6,P_value_A_-2_10_vs_-6_2,P_value_A_-2_10_vs_-6_4,P_value_A_-2_10_vs_-2_pre,P_value_A_-2_10_vs_-2_2,P_value_A_-6_10_vs_-2_8,P_value_A_-6_10_vs_-2_6,P_value_A_-6_10_vs_-6_2,P_value_A_-6_10_vs_-6_4,P_value_A_-6_10_vs_-2_pre,P_value_A_-6_10_vs_-2_2,P_value_A_-2_8_vs_-2_6,P_value_A_-2_8_vs_-6_2,P_value_A_-2_8_vs_-6_4,P_value_A_-2_8_vs_-2_pre,P_value_A_-2_8_vs_-2_2,P_value_A_-2_6_vs_-6_2,P_value_A_-2_6_vs_-6_4,P_value_A_-2_6_vs_-2_pre,P_value_A_-2_6_vs_-2_2,P_value_A_-6_2_vs_-6_4,P_value_A_-6_2_vs_-2_pre,P_value_A_-6_2_vs_-2_2,P_value_A_-6_4_vs_-2_pre,P_value_A_-6_4_vs_-2_2,P_value_A_-2_pre_vs_-2_2,Flag_A_-2_4_vs_-6_pre,Flag_A_-2_4_vs_-6_6,Flag_A_-2_4_vs_-6_8,Flag_A_-2_4_vs_-2_10,Flag_A_-2_4_vs_-6_10,Flag_A_-2_4_vs_-2_8,Flag_A_-2_4_vs_-2_6,Flag_A_-2_4_vs_-6_2,Flag_A_-2_4_vs_-6_4,Flag_A_-2_4_vs_-2_pre,Flag_A_-2_4_vs_-2_2,Flag_A_-6_pre_vs_-6_6,Flag_A_-6_pre_vs_-6_8,Flag_A_-6_pre_vs_-2_10,Flag_A_-6_pre_vs_-6_10,Flag_A_-6_pre_vs_-2_8,Flag_A_-6_pre_vs_-2_6,Flag_A_-6_pre_vs_-6_2,Flag_A_-6_pre_vs_-6_4,Flag_A_-6_pre_vs_-2_pre,Flag_A_-6_pre_vs_-2_2,Flag_A_-6_6_vs_-6_8,Flag_A_-6_6_vs_-2_10,Flag_A_-6_6_vs_-6_10,Flag_A_-6_6_vs_-2_8,Flag_A_-6_6_vs_-2_6,Flag_A_-6_6_vs_-6_2,Flag_A_-6_6_vs_-6_4,Flag_A_-6_6_vs_-2_pre,Flag_A_-6_6_vs_-2_2,Flag_A_-6_8_vs_-2_10,Flag_A_-6_8_vs_-6_10,Flag_A_-6_8_vs_-2_8,Flag_A_-6_8_vs_-2_6,Flag_A_-6_8_vs_-6_2,Flag_A_-6_8_vs_-6_4,Flag_A_-6_8_vs_-2_pre,Flag_A_-6_8_vs_-2_2,Flag_A_-2_10_vs_-6_10,Flag_A_-2_10_vs_-2_8,Flag_A_-2_10_vs_-2_6,Flag_A_-2_10_vs_-6_2,Flag_A_-2_10_vs_-6_4,Flag_A_-2_10_vs_-2_pre,Flag_A_-2_10_vs_-2_2,Flag_A_-6_10_vs_-2_8,Flag_A_-6_10_vs_-2_6,Flag_A_-6_10_vs_-6_2,Flag_A_-6_10_vs_-6_4,Flag_A_-6_10_vs_-2_pre,Flag_A_-6_10_vs_-2_2,Flag_A_-2_8_vs_-2_6,Flag_A_-2_8_vs_-6_2,Flag_A_-2_8_vs_-6_4,Flag_A_-2_8_vs_-2_pre,Flag_A_-2_8_vs_-2_2,Flag_A_-2_6_vs_-6_2,Flag_A_-2_6_vs_-6_4,Flag_A_-2_6_vs_-2_pre,Flag_A_-2_6_vs_-2_2,Flag_A_-6_2_vs_-6_4,Flag_A_-6_2_vs_-2_pre,Flag_A_-6_2_vs_-2_2,Flag_A_-6_4_vs_-2_pre,Flag_A_-6_4_vs_-2_2,Flag_A_-2_pre_vs_-2_2
1-hexadecanol,2,3,3,3,3,3,3,3,3,3,3,2,12.8268765526314,12.7399441640701,13.2299568544344,13.0952219972227,13.1730653823138,12.5611053053196,13.5936695362311,13.2899368317381,13.4215865484198,13.2003257850039,13.4348461186201,13.286321110421,0.0869323885613031,-0.403080301803032,-0.268345444591294,-0.346188829682392,0.265771247311729,-0.766792983599744,-0.463060279106697,-0.594709995788426,-0.373449232372568,-0.607969565988679,-0.459444557789668,-0.490012690364335,-0.355277833152597,-0.433121218243695,0.178838858750426,-0.853725372161048,-0.549992667668,-0.681642384349729,-0.460381620933871,-0.694901954549982,-0.546376946350971,0.134734857211738,0.0568914721206397,0.668851549114761,-0.363712681796713,-0.0599799773036658,-0.191629693985394,0.0296310694304633,-0.204889264185647,-0.0563642559866366,-0.0778433850910982,0.534116691903023,-0.498447539008451,-0.194714834515404,-0.326364551197132,-0.105103787781275,-0.339624121397385,-0.191099113198375,0.611960076994121,-0.420604153917353,-0.116871449424305,-0.248521166106034,-0.0272604026901764,-0.261780736306287,-0.113255728107276,-1.03256423091147,-0.728831526418427,-0.860481243100155,-0.639220479684298,-0.873740813300408,-0.725215805101397,0.303732704493047,0.172082987811319,0.393343751227176,0.158823417611066,0.307348425810076,-0.131649716681729,0.0896110467341291,-0.144909286881981,0.00361572131702914,0.221260763415858,-0.0132595702002529,0.135265437998758,-0.234520333616111,-0.0859953254171,0.148525008199011,0.800272171905139,0.24775376479539,0.437697692521078,0.318925477978055,0.442045638144591,0.0341526199821281,0.186352558597938,0.0937338230991324,0.283197133332963,0.0870827317335096,0.229691086747806,0.120825378345581,0.254496089682733,0.167782514757942,0.561872564027073,0.0101633224163521,0.0837663090423352,0.0351568541329112,0.14370507588783,0.0320737707715197,0.121774472894066,0.66157005764525,0.85309196379487,0.0383847641562444,0.243725527071134,0.845221640161058,0.534472745698019,0.9231445949064,0.506847969264865,0.869648901802495,0.800049505304769,0.0924727064803991,0.114898253207268,0.527973333677641,0.294094127550941,0.732521723561217,0.275415025336114,0.579183688894184,0.0562394355889345,0.179875749184856,0.704006691154804,0.421864999481519,0.92927549898211,0.397910503156529,0.741828912804531,0.00256753330726539,0.0252790956676446,0.00966136183677144,0.0469192557412961,0.0087440092921459,0.0440330731226346,0.32803932608239,0.576632573521973,0.208601800946434,0.606158180482816,0.375088679886652,0.66882157485077,0.770667604325017,0.637898149081698,0.991598080616152,0.473875359695871,0.965562444428354,0.694140160210968,0.448118327251892,0.802377190947459,0.666008586840303,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-furoic acid,2,3,3,3,3,3,3,3,3,3,3,2,14.0795918407181,15.0520742158723,14.3039991260636,15.2542681122492,15.5895874918351,15.6732234107751,15.9828769158999,15.928403493975,14.9995464261606,14.230080485189,13.3588025954213,15.2225768020206,-0.972482375154259,-0.224407285345492,-1.17467627153111,-1.50999565111702,-1.59363157005699,-1.90328507518182,-1.84881165325688,-0.919954585442554,-0.150488644470927,0.720789245296748,-1.14298496130249,0.748075089808767,-0.202193896376848,-0.537513275962759,-0.621149194902728,-0.930802700027563,-0.876329278102617,0.0525277897117054,0.821993730683332,1.69327162045101,-0.170502586148228,-0.950268986185614,-1.28558836577153,-1.36922428471149,-1.67887778983633,-1.62440436791138,-0.695547300097061,0.0739186408745649,0.945196530642241,-0.918577675956994,-0.335319379585911,-0.41895529852588,-0.728608803650715,-0.674135381725769,0.254721686088553,1.02418762706018,1.89546551682785,0.03169131022862,-0.0836359189399687,-0.393289424064804,-0.338816002139858,0.590041065674464,1.35950700664609,2.23078489641377,0.367010689814531,-0.309653505124835,-0.255180083199889,0.673676984614433,1.44314292558606,2.31442081535373,0.4506466087545,0.0544734219249463,0.983330489739268,1.75279643071089,2.62407432047857,0.760300113879335,0.928857067814322,1.69832300878595,2.56960089855362,0.705826691954389,0.769465940971626,1.6407438307393,-0.223030375859933,0.871277889767676,-0.992496316831559,-1.86377420659923,0.334875823669989,0.822123654760125,0.246365171209028,0.140044614407862,0.120408822529353,0.0666456179707512,0.0742127654152031,0.361099690083025,0.880125427877432,0.47262873802674,0.301600847482914,0.405592061100473,0.820837589464463,0.548577962366382,0.488765459967821,0.302836149745639,0.331345696946691,0.953058450687168,0.361580014421445,0.0680019072053093,0.864338437954065,0.293083196925439,0.159176250788973,0.134919233492503,0.0702020723485554,0.0791030410167277,0.438865820484666,0.933982433567955,0.295602622949829,0.361805173977031,0.707522034688046,0.639542340976298,0.417731058495165,0.452897977487202,0.775489091849809,0.258109220204452,0.0429354134172504,0.974657844003217,0.925329387953003,0.660096559374879,0.704624328267007,0.510565312797293,0.137571057168953,0.0191296184631554,0.713382430172362,0.728928054253252,0.775096668795621,0.453201320865916,0.116102173800058,0.0155169964339014,0.652229882918635,0.951322000585147,0.277039432302239,0.0595346355626838,0.0069964743371126,0.449006126819655,0.30382349429065,0.0672442696559406,0.00806667182912751,0.481762378570921,0.392515619102695,0.0763352550720437,0.823195720057351,0.334080691440894,0.325237614533271,0.0720627820419341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2-phenylacetamide,2,3,3,3,3,3,3,3,3,3,3,2,16.4660475295997,16.1975460125264,16.2792903545289,16.2978555312711,16.5140594310006,16.3273404064396,16.5739797199131,16.5395832456898,16.3214298022519,16.4053418632894,16.1179319108418,16.4943317422644,0.268501517073371,0.186757175070831,0.168191998328641,-0.0480119014008515,0.138707123160152,-0.107932190313342,-0.0735357160900456,0.144617727347789,0.0607056663102874,0.348115618757966,-0.0282842126646301,-0.0817443420025405,-0.10030951874473,-0.316513418474223,-0.129794393913219,-0.376433707386713,-0.342037233163417,-0.123883789725582,-0.207795850763084,0.0796141016845944,-0.296785729738001,-0.0185651767421895,-0.234769076471682,-0.0480500519106783,-0.294689365384173,-0.260292891160876,-0.0421394477230415,-0.126051508760543,0.161358443687135,-0.215041387735461,-0.216203899729493,-0.0294848751684889,-0.276124188641983,-0.241727714418687,-0.023574270980852,-0.107486332018354,0.179923620429324,-0.196476210993271,0.186719024561004,-0.0599202889124903,-0.0255238146891941,0.192629628748641,0.108717567711139,0.396127520158817,0.0197276887362214,-0.246639313473494,-0.212242839250198,0.00591060418763689,-0.078001456849865,0.209408495597813,-0.166991335824783,0.0343964742232963,0.252549917661131,0.168637856623629,0.456047809071308,0.0796479776487118,0.218153443437835,0.134241382400333,0.421651334848011,0.0452515034254155,-0.0839120610375019,0.203497891410176,-0.172901940012419,0.287409952447678,-0.0889898789749175,-0.376399831422596,0.115545480238165,0.266688299138557,0.315874961447902,0.772280235715593,0.406423557332497,0.51696378522001,0.658009385583671,0.387046180302619,0.714593580050855,0.0451231308766121,0.876240071162617,0.582674439171065,0.500887177038247,0.0419839557074582,0.385445281563441,0.0175336148226169,0.0291567186897347,0.407092694398107,0.170285061558723,0.592470883081451,0.0838060511114351,0.900357877713669,0.123476772389503,0.74614251127503,0.0567886034872456,0.089589045634314,0.77641988451478,0.399064836600101,0.282847103165566,0.202962905246251,0.154361795959618,0.842419061840269,0.0728653642013211,0.113311966253384,0.87368898188404,0.471096442534388,0.232590683003752,0.243298777034217,0.215989993207976,0.686629916364035,0.863348953329199,0.202305898478566,0.466092519856066,0.0130019671806905,0.905271174919075,0.106569359369169,0.161706267004206,0.968197215559303,0.599940387299986,0.167132812680834,0.319263042805703,0.816632699870102,0.0989090525439214,0.262270946817532,0.00508728236783101,0.63174689518523,0.15084776396668,0.369663260985046,0.00875993921944927,0.785018759457989,0.572789327437535,0.178919171149299,0.302828494457201,0.0626740585933643,0.592559241663659,0.0315137889758221,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1
2-phenylacetic acid,2,3,3,3,3,3,3,3,3,3,3,2,14.0766659739136,13.8528800251799,14.0789879363222,13.9984519736182,14.1773585914154,13.8343673179644,14.2049867473907,14.2221468384332,14.0036239486595,14.0818144781805,13.9836410585212,14.2448589243473,0.223785948733678,-0.00232196240859039,0.0782140002954392,-0.100692617501778,0.242298655949238,-0.128320773477061,-0.145480864519548,0.073042025254157,-0.00514850426689861,0.0930249153923839,-0.168192950433683,-0.226107911142268,-0.145571948438239,-0.324478566235456,0.0185127072155602,-0.352106722210738,-0.369266813253226,-0.150743923479521,-0.228934453000576,-0.130761033341294,-0.391978899167361,0.0805359627040296,-0.0983706550931878,0.244620618357828,-0.12599881106847,-0.143158902110958,0.0753639876627474,-0.00282654185830822,0.0953468778009743,-0.165870988025093,-0.178906617797217,0.164084655653799,-0.2065347737725,-0.223694864814988,-0.0051719750412822,-0.0833625045623378,0.0148109150969447,-0.246406950729122,0.342991273451016,-0.0276281559752825,-0.0447882470177703,0.173734642755935,0.0955441132348795,0.193717532894162,-0.067500332931905,-0.370619429426299,-0.387779520468786,-0.169256630695081,-0.247447160216137,-0.149273740556854,-0.410491606382921,-0.0171600910424878,0.201362798731218,0.123172269210162,0.221345688869445,-0.0398721769566226,0.218522889773705,0.14033236025265,0.238505779911932,-0.0227120859141348,-0.0781905295210557,0.0199828901382268,-0.24123497568784,0.0981734196592825,-0.163044446166785,-0.261217865826067,0.135197776501272,0.987306316957017,0.593240425690814,0.492600146437286,0.107265942186468,0.38346942933423,0.324314285713577,0.6177545626208,0.971859175972246,0.525799968417277,0.298845537248607,0.093715791316875,0.271505012004876,0.0197479299114193,0.887248403650868,0.0122755006371912,0.00907835853346806,0.255311978112158,0.0899352639119232,0.321996731718613,0.0126029982825792,0.539039478872485,0.454038351528317,0.0712586999824678,0.339547660135845,0.27931254031504,0.565204013381497,0.98272467630028,0.467858136297307,0.262686082339132,0.179575017601689,0.216878360962269,0.123801808265754,0.0970503021496145,0.968396005191562,0.525019126283317,0.909678011030119,0.10177684162018,0.0143816848322519,0.832465421402145,0.731867929042888,0.191968669754681,0.466949158895063,0.147582397921797,0.644535290483309,0.00886333130830953,0.00652481486662891,0.203234095132418,0.0682805596517011,0.259840339072728,0.00942407611070937,0.895433911641481,0.132983850349928,0.350269725848293,0.100393453922729,0.784880041415366,0.104539952738481,0.288663990123057,0.0780932056491607,0.876365921202974,0.550824057565703,0.878366022597045,0.108727336085454,0.454932226745431,0.270675194048877,0.0839321183644423,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-hydroxybutyric acid,2,3,3,3,3,3,3,3,3,3,3,2,17.0274002696557,17.4294250059087,17.0294955396106,16.7362252612296,16.786563143005,16.9651262681922,16.5576621360424,16.8509324144234,16.9668976039993,17.205963394843,17.2508618807215,16.7883344788121,-0.402024736252965,-0.00209526995488218,0.291175008426098,0.24083712665076,0.0622740014635177,0.46973813361334,0.17646785523236,0.0605026656564362,-0.178563125187242,-0.223461611065723,0.239065790843679,0.399929466298083,0.693199744679063,0.642861862903725,0.464298737716483,0.871762869866306,0.578492591485325,0.462527401909401,0.223461611065723,0.178563125187242,0.641090527096644,0.29327027838098,0.242932396605642,0.0643692714183999,0.471833403568223,0.178563125187242,0.0625979356113184,-0.17646785523236,-0.221366341110841,0.241161060798561,-0.0503378817753379,-0.22890100696258,0.178563125187242,-0.114707153193738,-0.230672342769662,-0.46973813361334,-0.514636619491821,-0.0521092175824194,-0.178563125187242,0.22890100696258,-0.0643692714183999,-0.180334460994324,-0.419400251838002,-0.464298737716483,-0.00177133580708144,0.407464132149823,0.114193853768843,-0.00177133580708144,-0.24083712665076,-0.285735612529241,0.176791789380161,-0.29327027838098,-0.409235467956904,-0.648301258800583,-0.693199744679063,-0.230672342769662,-0.115965189575924,-0.355030980419603,-0.399929466298083,0.0625979356113184,-0.239065790843679,-0.283964276722159,0.178563125187242,-0.0448984858784804,0.417628916030921,0.462527401909401,0.157940579193132,0.993990056669864,0.30121259179202,0.390658292708875,0.822957191972052,0.101713410127817,0.527733992570769,0.827907555420462,0.522890251421853,0.425201953468075,0.435953439324573,0.118233246118832,0.0100171289066164,0.0158681289920493,0.0723599056684897,0.00182156189588694,0.0280533117924364,0.0733772279468391,0.373501363403377,0.475554102489631,0.0293154676169563,0.245882101966143,0.334100249354714,0.796006539107608,0.0681693073477079,0.475554102489631,0.80149300552681,0.480688443483368,0.377918152272623,0.390032046802783,0.839739328817274,0.362195406485232,0.475554102489631,0.645578706804116,0.358563602140063,0.0693127053605961,0.0481849011252284,0.85146087658664,0.475554102489631,0.362195406485232,0.796006539107608,0.471238740835547,0.102286421634379,0.0723599056684897,0.994919194774672,0.111830127012717,0.647049520785227,0.99431949733232,0.338197687560868,0.257855776482119,0.526983541791644,0.245882101966143,0.110367986094841,0.0151071853968294,0.0100171289066164,0.410640242782346,0.641980187469287,0.16303176893487,0.118233246118832,0.822052699030711,0.341688464580501,0.260732499440754,0.522890251421853,0.856844678250601,0.143125786029222,0.106756565717501,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
3-hydroxypentanoic acid,2,3,3,3,3,3,3,3,3,3,3,2,14.0934864233609,14.6037998338351,14.6100647367157,14.3052856966082,14.2081546786783,14.2294066788307,12.4755092791644,13.8119645467555,13.991265593015,14.3179406673943,14.587246141924,14.1997420711852,-0.51031341047424,-0.516578313354804,-0.211799273247342,-0.114668255317417,-0.135920255469848,1.6179771441965,0.281521876605339,0.102220830345919,-0.224454244033444,-0.493759718563092,-0.1062556478243,-0.0062649028805648,0.298514137226897,0.395645155156823,0.374393155004391,2.12829055467074,0.791835287079579,0.612534240820159,0.285859166440796,0.0165536919111471,0.40405776264994,0.304779040107462,0.401910058037387,0.380658057884956,2.1345554575513,0.798100189960143,0.618799143700723,0.29212406932136,0.0228185947917119,0.410322665530504,0.0971310179299252,0.0758790177774937,1.82977641744384,0.493321149852681,0.314020103593261,-0.0126549707861017,-0.28196044531575,0.105543625423042,-0.0212520001524314,1.73264539951391,0.396190131922756,0.216889085663336,-0.109785988716027,-0.379091463245675,0.00841260749311701,1.75389739966634,0.417442132075188,0.238141085815768,-0.0885339885635954,-0.357839463093244,0.0296646076455485,-1.33645526759116,-1.51575631385058,-1.84243138822994,-2.11173686275959,-1.7242327920208,-0.17930104625942,-0.505976120638783,-0.775281595168432,-0.387777524429639,-0.326675074379363,-0.595980548909012,-0.208476478170219,-0.269305474529649,0.118198596209144,0.387504070738792,0.403966139775655,0.398313020605454,0.727318954453137,0.850115427196146,0.822791095379899,0.0131381898323895,0.64337643584212,0.866211714773117,0.711781413233814,0.419148821927047,0.872984120069788,0.990786364991103,0.583468745324818,0.468547025663724,0.492496479389678,0.000652353123115086,0.154052155137925,0.265748007121005,0.59942270557534,0.975658362783667,0.507478092841735,0.575649670811335,0.461620518013111,0.485364190707468,0.000634051402068992,0.150967960023097,0.261027677096173,0.591498188824684,0.966451048431983,0.500985683860096,0.857960118440677,0.888791784950167,0.00250294660304473,0.367700145997101,0.56421358425053,0.981390015488485,0.604380054140884,0.861908751427854,0.968753022096978,0.00384796028733135,0.467942062932775,0.689859065254724,0.839706895689656,0.487142058537634,0.988934075237943,0.00350387900458483,0.444714251130891,0.66139963981503,0.870407427259565,0.511628177685942,0.960994534584923,0.0207448902213253,0.00983971433605609,0.00236574355631975,0.000703273111970644,0.00879212687203178,0.741338150270474,0.355771542887501,0.162448234659285,0.524568275111487,0.548744744100263,0.278522115697764,0.731418904428273,0.620605304041224,0.845562005809744,0.524858004561828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
4-aminobutyric acid (GABA),2,3,3,3,3,3,3,3,3,3,3,2,15.5231010641839,15.8565127885803,15.8040227815484,15.4807033812332,15.5186136704891,15.5356158786018,15.4947626819498,14.6409083069052,15.5767441823933,15.8420554614948,16.0710837534603,15.4223272971593,-0.333411724396427,-0.280921717364457,0.0423976829506625,0.00448739369480755,-0.0125148144178606,0.0283383822340664,0.882192757278702,-0.053643118209358,-0.318954397310902,-0.547982689276338,0.100773767024631,0.0524900070319703,0.37580940734709,0.337899118091235,0.320896909978567,0.361750106630494,1.21560448167513,0.279768606187069,0.0144573270855251,-0.214570964879911,0.434185491421058,0.323319400315119,0.285409111059264,0.268406902946596,0.309260099598523,1.16311447464316,0.227278599155099,-0.0380326799464452,-0.267060971911881,0.381695484389088,-0.0379102892558549,-0.0549124973685231,-0.0140593007165961,0.839795074328039,-0.0960408011600205,-0.361352080261565,-0.590380372227001,0.0583760840739682,-0.0170022081126682,0.0238509885392588,0.877705363583894,-0.0581305119041655,-0.32344179100571,-0.552470082971146,0.0962863733298231,0.040853196651927,0.894707571696562,-0.0411283037914973,-0.306439582893042,-0.535467874858478,0.113288581442491,0.853854375044635,-0.0819815004434243,-0.347292779544969,-0.576321071510405,0.0724353847905643,-0.93583587548806,-1.2011471545896,-1.43017544655504,-0.781418990254071,-0.265311279101544,-0.49433957106698,0.154416885233989,-0.229028291965436,0.419728164335533,0.648756456300969,0.252905979969602,0.333290477632407,0.882674696733151,0.987534532853674,0.965245524016207,0.921412158865441,0.00514467987734418,0.851900033423072,0.273462599558806,0.0666370284667576,0.74903243950095,0.838175411132861,0.153153615208047,0.197026979940892,0.219664092214189,0.168400983097762,8.8565466467042e-05,0.282588881079391,0.955122238658924,0.4073175828237,0.14052122938698,0.216321616560663,0.273253902263119,0.302088954992338,0.236274214894014,0.000146546741286271,0.380564326420068,0.88233382349291,0.304461013972746,0.192601931107015,0.882709544423718,0.830825015008977,0.95635643632361,0.00321293591208179,0.708960351501861,0.168849793253347,0.0297302770044264,0.839016414510868,0.947233941564216,0.926034725768337,0.00225103894353253,0.821085352923924,0.21615378997941,0.0406449580993706,0.737770942767828,0.873683288197102,0.00191724056854998,0.872840378974635,0.240439812273213,0.0466307733612652,0.693779872613943,0.00281679062184379,0.74991457416545,0.185326554171612,0.0334191735256103,0.801030310813327,0.00129774955704798,0.000101726721547144,1.16094848426428e-05,0.0116401076614619,0.307564384593978,0.0645031887763541,0.592062912674908,0.376973042233237,0.153564188549223,0.0323440809822251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1
